years,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CMCC-ESM2,CNRM-CM6-1,CNRM-ESM2-1,EC-Earth3,FGOALS-g3,GFDL-ESM4,GISS-E2-1-G,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,MIROC6,MIROC-ES2L,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM,NorESM2-MM,mme-mean,mme-median,mme-pct25,mme-pct75
2016.0,20.648345947265625,25.65325927734375,22.5828857421875,nan,21.310791015625,18.7935791015625,23.1300048828125,22.4471435546875,21.271026611328125,22.794952392578125,18.873748779296875,20.23638916015625,20.430511474609375,21.184234619140625,23.17742919921875,22.363037109375,18.98052978515625,20.4407958984375,20.406982421875,22.86102294921875,20.027496337890625,19.760711669921875,21.303565615699405,21.184234619140625,20.23638916015625,22.5828857421875
2017.0,21.172576904296875,23.94268798828125,21.603424072265625,nan,20.865386962890625,16.599090576171875,19.235504150390625,21.348388671875,20.912353515625,21.68133544921875,23.43609619140625,17.90185546875,18.4024658203125,19.20947265625,18.9764404296875,20.021575927734375,25.119415283203125,21.3421630859375,21.2462158203125,22.976470947265625,21.37127685546875,21.63519287109375,20.904732840401785,21.2462158203125,19.235504150390625,21.63519287109375
2018.0,22.969635009765625,20.520538330078125,22.132232666015625,nan,21.4482421875,19.46942138671875,19.368255615234375,25.2825927734375,17.295684814453125,25.42962646484375,19.353759765625,21.205047607421875,19.93231201171875,23.442718505859375,21.8829345703125,20.055084228515625,19.90911865234375,24.7662353515625,21.3316650390625,28.90838623046875,21.703826904296875,20.497589111328125,21.757376534598215,21.3316650390625,19.93231201171875,22.969635009765625
2019.0,18.8349609375,20.758056640625,21.58587646484375,nan,22.43536376953125,19.909088134765625,22.484375,18.825653076171875,21.879425048828125,22.156585693359375,19.988555908203125,20.9068603515625,25.04974365234375,21.128997802734375,21.081329345703125,21.051605224609375,17.070526123046875,26.3035888671875,20.36090087890625,23.64874267578125,18.168731689453125,23.343719482421875,21.284413655598957,21.081329345703125,19.988555908203125,22.43536376953125
2020.0,21.140472412109375,21.7137451171875,19.49951171875,nan,19.969268798828125,18.37884521484375,24.48919677734375,23.125396728515625,20.286895751953125,24.79522705078125,19.2965087890625,21.1292724609375,19.980804443359375,20.004730224609375,20.00537109375,16.904754638671875,16.0311279296875,24.26470947265625,20.3865966796875,22.70318603515625,18.716522216796875,23.69805908203125,20.786676316034224,20.286895751953125,19.49951171875,22.70318603515625
2021.0,20.33380126953125,20.769989013671875,20.820770263671875,nan,20.629638671875,22.103729248046875,18.732330322265625,20.785736083984375,16.037689208984375,23.40869140625,20.05694580078125,19.523681640625,22.057861328125,19.8021240234375,17.497406005859375,17.57904052734375,17.285919189453125,23.6778564453125,23.001373291015625,25.976165771484375,21.46868896484375,19.70269775390625,20.535816010974703,20.629638671875,19.523681640625,22.057861328125
2022.0,18.550750732421875,23.485321044921875,25.525482177734375,nan,22.555511474609375,24.529144287109375,18.320709228515625,20.276611328125,17.359405517578125,23.694427490234375,22.355712890625,18.141510009765625,21.307281494140625,19.755859375,20.582489013671875,20.367767333984375,18.296112060546875,22.910369873046875,22.165435791015625,22.96868896484375,19.544036865234375,26.48333740234375,21.389331635974703,21.307281494140625,19.544036865234375,22.96868896484375
2023.0,20.945465087890625,23.957733154296875,26.21435546875,nan,17.224517822265625,19.004608154296875,19.36236572265625,24.4932861328125,16.628387451171875,21.78851318359375,20.749420166015625,23.1248779296875,19.7264404296875,21.095855712890625,18.933135986328125,19.71795654296875,22.281585693359375,22.714874267578125,22.091644287109375,25.563873291015625,19.4776611328125,22.998779296875,21.337873186383927,21.095855712890625,19.4776611328125,22.998779296875
2024.0,21.5357666015625,19.433563232421875,23.042236328125,nan,18.284149169921875,20.502777099609375,20.75115966796875,24.73565673828125,20.290130615234375,23.340240478515625,23.264434814453125,17.27197265625,22.844940185546875,22.1590576171875,20.09088134765625,18.580078125,16.57574462890625,21.7440185546875,19.4473876953125,22.767822265625,18.366241455078125,24.05035400390625,20.908505394345237,20.75115966796875,19.433563232421875,22.844940185546875
2025.0,21.533447265625,23.7047119140625,26.493499755859375,nan,25.173919677734375,22.670806884765625,25.43182373046875,22.20733642578125,18.023651123046875,21.386077880859375,20.88604736328125,17.513641357421875,17.399871826171875,20.0557861328125,21.42626953125,18.933349609375,18.91302490234375,21.782806396484375,20.703369140625,20.439239501953125,21.430389404296875,20.27288818359375,21.256283714657737,21.386077880859375,20.0557861328125,22.20733642578125
2026.0,18.7623291015625,21.838592529296875,22.91937255859375,nan,19.2479248046875,18.85797119140625,18.051177978515625,22.14697265625,18.57867431640625,22.0706787109375,19.97021484375,21.02105712890625,20.727874755859375,19.005340576171875,19.02093505859375,18.189666748046875,17.676727294921875,23.204559326171875,23.2674560546875,26.0146484375,17.263458251953125,24.871337890625,20.605093819754465,19.97021484375,18.7623291015625,22.14697265625
2027.0,21.383331298828125,19.953704833984375,21.98187255859375,nan,20.32562255859375,23.543243408203125,18.891815185546875,22.273834228515625,19.276397705078125,22.152435302734375,21.180999755859375,18.69219970703125,18.14935302734375,19.906402587890625,24.27532958984375,21.090667724609375,18.906158447265625,28.264739990234375,21.204925537109375,23.354736328125,18.750213623046875,24.20977783203125,21.322274344308035,21.180999755859375,19.276397705078125,22.273834228515625
2028.0,20.240570068359375,20.61199951171875,24.13873291015625,nan,22.76104736328125,20.972381591796875,20.75665283203125,26.068450927734375,18.956512451171875,22.464202880859375,22.64654541015625,21.635040283203125,22.80059814453125,22.333526611328125,27.05084228515625,19.013427734375,18.612030029296875,22.585784912109375,20.4822998046875,24.212066650390625,21.169189453125,21.959747314453125,21.974840436662948,21.959747314453125,20.61199951171875,22.76104736328125
2029.0,20.394134521484375,23.753204345703125,24.454620361328125,nan,18.83563232421875,24.21417236328125,21.0670166015625,20.5994873046875,17.11761474609375,21.740814208984375,23.3336181640625,21.409637451171875,19.192657470703125,20.8919677734375,23.1678466796875,17.666259765625,18.7960205078125,20.98016357421875,22.295074462890625,24.2427978515625,19.9923095703125,22.201446533203125,21.254595075334823,21.0670166015625,19.9923095703125,23.1678466796875
