,INM-CM4-8,INM-CM5-0,NorESM2-MM,NorESM2-LM,MIROC6,GFDL-ESM4,MIROC-ES2L,GISS-E2-1-G,FGOALS-g3,MPI-ESM1-2-HR,BCC-CSM2-MR,MPI-ESM1-2-LR,MRI-ESM2-0,CMCC-ESM2,ACCESS-ESM1-5,EC-Earth3,ACCESS-CM2,IPSL-CM6A-LR,CNRM-ESM2-1,CNRM-CM6-1,KACE-1-0-G
2015-12-31,295.1606140136719,296.6954345703125,294.4991455078125,295.7150573730469,294.51587,294.8445129394531,295.10965,295.1109924316406,293.8861389160156,294.80408,295.01519775390625,295.39838,294.94635,294.9380187988281,295.57584,295.38736,294.30518,296.37613,293.99054,294.13254,296.3413293081955
2016-12-31,294.4028891367455,294.21062454850704,295.966987087302,295.250005100198,294.53094,295.3937482441941,295.75745,296.094975803323,295.1945447947881,295.46146,293.95922090713293,295.34445,295.47937,293.977912296661,296.63837,295.35205,295.02005,296.60242,295.17786,295.89548,295.15755069488273
2017-12-31,294.99822998046875,293.6929016113281,295.2977600097656,295.46392822265625,294.3027,295.5207214355469,295.12393,294.9473571777344,295.5613708496094,296.4477,295.75592041015625,295.65366,294.82635,294.7228088378906,295.59744,295.47748,295.27966,295.70197,295.01523,293.9979,295.3444399700484
2018-12-31,294.11968994140625,294.3966979980469,295.79840087890625,294.79461669921875,294.9943,295.62420654296875,293.77704,295.4109191894531,294.8117370605469,294.5986,295.09967041015625,295.82486,295.2777,294.9937744140625,296.1817,296.07953,294.72064,295.1964,296.04715,295.74695,295.37737448921416
2019-12-31,294.2244567871094,294.87359619140625,295.85589599609375,294.9154357910156,295.14658,295.9068298339844,296.26797,295.482421875,295.6414489746094,295.30533,294.9424743652344,294.5736,295.8231,295.15478515625,296.4219,295.4918,294.67667,295.2433,295.04556,295.2872,296.0062538871552
2020-12-31,295.5659871140571,295.2135036520762,294.69841701559824,295.03756212208367,295.42685,294.55304841342036,295.45053,294.22218209880674,293.73293356699486,294.96033,295.43965479184504,293.7388,295.33304,294.81047430169093,295.94162,295.42914,295.22076,294.99146,296.346,296.05664,297.16149103276246
2021-12-31,294.3381042480469,296.03765869140625,295.837646484375,295.65936279296875,295.91525,294.9354553222656,295.6255,294.6069030761719,294.3417053222656,295.08963,295.0271911621094,294.70273,295.80078,294.61651611328125,295.34485,295.76263,295.80667,296.29578,295.55005,296.02557,295.67922283151296
2022-12-31,294.7681884765625,295.1895446777344,295.78057861328125,295.22943115234375,294.8194,296.1870422363281,295.79294,294.29833984375,295.2397766113281,295.6979,294.45013427734375,295.16043,294.53214,294.9864196777344,294.99713,295.2301,295.0421,295.8057,295.45013,295.8134,296.19037018674715
2023-12-31,295.4122009277344,295.797119140625,295.4117431640625,294.69854736328125,295.66278,295.0232238769531,296.33887,296.4746398925781,295.7212829589844,296.8023,295.5797119140625,296.17764,295.4845,295.169921875,295.5763,296.626,295.90277,295.25876,296.03235,296.0799,296.08070313863914
2024-12-31,294.7262126765839,295.07081047998713,295.02842122953234,296.89908764982874,294.88626,295.87646099769904,295.53116,294.3900414871843,295.3226098465593,294.68643,295.5738313021725,294.8844,295.11047,294.76069979732983,294.87872,296.1099,296.23093,295.53433,294.61005,294.36426,296.6663368671385
2025-12-31,294.6136779785156,294.8865051269531,295.0379638671875,295.8129577636719,296.78662,295.678466796875,295.55557,295.66656494140625,295.9742126464844,295.97385,296.62060546875,295.0701,295.15802,293.9472961425781,296.0155,295.79385,295.36072,295.84946,294.7629,295.3843,297.01778356456225
2026-12-31,294.5572204589844,294.23541259765625,296.45416259765625,295.1819763183594,294.89926,295.3662109375,296.2114,296.31689453125,295.7772521972656,296.45688,295.6231994628906,295.46954,295.0948,294.2475280761719,295.7823,295.06528,295.45294,296.50626,295.97855,295.54086,295.7109110741642
2027-12-31,295.5625915527344,295.8159484863281,295.34930419921875,295.3808898925781,296.31094,295.73663330078125,295.4346,295.2569274902344,296.0035400390625,297.25177,295.3705139160156,296.0301,296.5145,295.1296691894531,297.72363,295.82108,296.1598,296.49136,297.53204,295.66043,295.9399356096151
2028-12-31,294.2973775785263,296.5659528340379,294.43207029577803,295.40918554018623,295.32532,294.8312738287939,296.61633,294.458784380351,295.1268083128211,297.50613,295.8239775357181,295.31912,295.16608,295.90403718295164,296.59143,297.2194,295.03107,296.7747,296.09845,296.92938,296.64452045408797
