,INM-CM4-8,INM-CM5-0,NorESM2-MM,NorESM2-LM,MIROC6,GFDL-ESM4,MIROC-ES2L,GISS-E2-1-G,FGOALS-g3,MPI-ESM1-2-HR,BCC-CSM2-MR,MPI-ESM1-2-LR,MRI-ESM2-0,CMCC-ESM2,ACCESS-ESM1-5,EC-Earth3,ACCESS-CM2,IPSL-CM6A-LR,CNRM-ESM2-1,CNRM-CM6-1,KACE-1-0-G
2015-12-31,294.08917236328125,296.3290100097656,294.27276611328125,295.3623046875,295.5078,295.061767578125,296.17047,294.5243225097656,295.0931701660156,294.77277,295.37274169921875,293.878,295.4595,294.7722473144531,295.0808,295.35452,295.06967,297.0411,296.5745,295.25162,294.37883038227784
2016-12-31,295.40786776607985,296.96490286213077,294.70472938851134,295.6864940904591,294.70438,294.4614647434182,296.47653,295.85596196422836,294.91217877113655,294.68484,295.1833226034086,293.52048,295.00372,294.2867356391802,295.14114,295.27228,295.71594,296.45303,294.24023,295.0183,295.047616772665
2017-12-31,293.4599609375,295.10552978515625,294.8474426269531,294.8917236328125,294.28058,295.65765380859375,295.4021,294.656494140625,294.8301696777344,294.4112,296.0330810546875,294.86713,295.6969,293.7422790527344,294.96738,296.6208,294.8115,296.3507,296.17032,293.44257,295.6590269291201
2018-12-31,294.32000732421875,295.82177734375,295.3066101074219,294.729248046875,294.70242,296.6081237792969,296.31754,294.8632507324219,294.4444274902344,294.29718,294.34088134765625,293.71082,296.12982,295.9031982421875,295.44742,295.21872,296.18668,296.46036,296.1712,295.53754,295.22114145289584
2019-12-31,294.0096740722656,295.18035888671875,295.60009765625,294.50701904296875,295.12198,294.55126953125,294.94498,294.4369812011719,295.68365478515625,294.70328,295.6250915527344,295.37677,295.32782,295.2045593261719,295.81418,294.6093,295.067,294.90448,293.80374,294.80936,295.5040803195378
2020-12-31,294.9605170263003,294.4723536661227,295.91753130351026,296.37067244020227,295.3267,293.82663699633457,295.11887,296.0272012788956,294.54807873033496,296.7232,294.95783264996254,295.02942,295.5859,295.37633365996896,296.33707,295.7181,294.89328,295.46594,295.38193,296.01376,295.3293797910047
2021-12-31,294.8707580566406,294.7102966308594,295.6752624511719,295.59368896484375,296.7346,294.8852844238281,294.84528,295.6106872558594,296.15496826171875,296.4318,295.34210205078125,295.0942,294.8014,293.00762939453125,294.74533,295.80713,294.27658,294.89514,294.87024,295.73825,296.73118727700006
2022-12-31,294.3572692871094,295.7137756347656,296.07098388671875,295.7624816894531,295.37967,294.1291198730469,295.17044,294.9969177246094,294.97052001953125,294.98517,295.431640625,294.90732,294.95016,295.1141052246094,296.19644,295.24472,295.88483,295.86328,294.74545,295.70767,296.3003757412873
2023-12-31,294.0072021484375,294.8885803222656,294.9255065917969,295.45904541015625,296.80508,295.55389404296875,295.50052,295.40447998046875,294.1175231933594,294.1896,295.7350769042969,294.92978,296.60822,293.8571472167969,295.38522,296.16458,296.27347,295.4146,296.2972,295.95325,294.245774167876
2024-12-31,294.4052874839469,294.39983010488015,295.7461178296233,296.5699977927012,295.4178,295.2889009658604,295.61118,295.91887775577914,295.76499173935144,295.57056,294.88007946275684,294.91345,295.92343,294.7006616879816,295.85208,294.7261,295.5686,295.11038,295.77304,295.96417,296.11039364105477
2025-12-31,294.3332214355469,292.84130859375,297.0538330078125,296.4789123535156,294.80283,294.877197265625,295.84918,295.0252685546875,295.0681457519531,294.48978,294.6182556152344,295.26923,295.95798,296.22698974609375,295.27542,295.15067,296.66,295.7567,295.81815,296.1607,297.4500749470801
2026-12-31,295.1781311035156,295.892578125,295.1513977050781,295.2234802246094,295.37396,295.5715026855469,295.47208,294.1524963378906,294.0941467285156,295.8172,295.4020080566406,295.5234,295.5576,295.4843444824219,296.40134,296.2728,295.1744,296.81595,295.80338,296.0058,296.5436738083483
2027-12-31,293.9801025390625,295.6385498046875,294.8543701171875,295.3427734375,296.2653,295.0384521484375,295.7364,293.6874084472656,297.39886474609375,295.89307,296.0423583984375,295.48016,295.93463,294.36541748046875,295.0468,296.0158,295.6538,295.2766,294.9399,295.33826,296.6063997066221
2028-12-31,294.0380641153414,294.54715291898543,294.74407306827914,295.6704876625375,296.34015,295.7193335128157,296.57227,295.1325887601669,294.43648664918663,293.8993,295.34686287657854,294.7372,296.0044,295.3420484568975,295.4791,297.25763,295.52423,296.21,294.9503,295.80905,296.9368376240425
