,INM-CM4-8,INM-CM5-0,NorESM2-MM,NorESM2-LM,MIROC6,GFDL-ESM4,MIROC-ES2L,GISS-E2-1-G,FGOALS-g3,MPI-ESM1-2-HR,BCC-CSM2-MR,MPI-ESM1-2-LR,MRI-ESM2-0,CMCC-ESM2,ACCESS-ESM1-5,EC-Earth3,ACCESS-CM2,IPSL-CM6A-LR,CNRM-ESM2-1,CNRM-CM6-1,KACE-1-0-G,CESM2
2015-01-31,2.61856330325827e-05,4.115197225473821e-05,2.924406908277888e-05,3.0499211788992397e-05,4.0180115e-05,3.4174405300291255e-05,7.545155e-05,2.2309226551442407e-05,3.0127899663057178e-05,3.9097376e-05,6.427436892408878e-05,2.469085e-05,1.0932395e-05,4.39104696852155e-05,2.2671611e-05,4.3857133e-05,5.363953e-05,4.0497885e-05,4.6781293e-05,5.4318767e-05,3.1297489527304376e-05,3.4836706618079916e-05
2015-02-28,4.308320421841927e-05,3.691092933877371e-05,2.929742549895309e-05,2.5853700208244845e-05,3.7059028e-05,1.1287726010777988e-05,5.012123e-05,6.233201565919444e-05,3.318726521683857e-05,1.7326727e-05,1.2243989658600185e-05,4.384559e-05,2.1148968e-05,9.210139069182333e-06,2.2188682e-05,4.353695e-05,6.4770495e-05,3.6660476e-05,6.324479e-05,3.1083273e-05,2.8819310901960294e-05,4.769019142258912e-05
2015-03-31,5.221669198363088e-05,4.315560727263801e-05,7.985616684891284e-05,3.9585425838595256e-05,2.5547342e-05,3.356642264407128e-05,4.047668e-05,5.6152497563743964e-05,4.510997314355336e-05,1.8599027e-05,4.740689473692328e-05,2.8518865e-05,2.2956565e-05,1.9802238966803998e-05,5.6620876e-05,2.9134535e-05,2.048529e-05,4.825194e-05,4.452415e-05,1.373632e-05,5.1893128465962944e-05,3.405376628506929e-05
2015-04-30,2.584955291240476e-05,6.817401299485937e-05,6.878902058815584e-05,4.3958465539617464e-05,4.0643565e-05,1.5833405996090733e-05,3.925695e-05,3.21574552799575e-05,1.554347727505956e-05,5.220454e-05,3.13399541482795e-05,3.932497e-05,3.9092847e-05,2.3714899725746363e-05,4.166847e-05,7.000718e-05,2.402214e-05,2.5059606e-05,4.4552893e-05,4.6314013e-05,4.002143314956186e-05,3.8579928514081985e-05
2015-05-31,2.4353072149096988e-05,2.0857089111814275e-05,2.6030435037682764e-05,3.676045889733359e-05,4.4521625e-05,3.707218638737686e-05,2.4510777e-05,2.2825595806352794e-05,2.1597974409814924e-05,3.1625754e-05,2.746734935499262e-05,4.3781274e-05,6.310462e-05,4.3836713302880526e-05,4.7631904e-05,1.52552775e-05,3.0570132e-05,4.5568777e-05,6.14523e-06,1.82468e-05,3.7250085061539075e-05,1.357763358100783e-05
2015-06-30,3.442535307840444e-05,2.7469299311633222e-05,4.0911643736762926e-05,5.873836562386714e-05,5.2806485e-05,1.5748983059893362e-05,4.22033e-05,2.431652319501154e-05,3.478621147223748e-05,4.3554843e-05,3.232669769204222e-05,5.7989444e-05,3.0354347e-05,3.891451342497021e-05,4.308002e-05,2.4455605e-05,3.473767e-05,3.7489903e-05,2.1758924e-05,3.3483248e-05,4.6434650097371134e-05,2.1466696125571616e-05
2015-07-31,1.514948144176742e-05,4.650109985959716e-05,6.769599713152274e-05,4.8982557927956805e-05,3.3412685e-05,4.4589633034775034e-05,4.640829e-05,4.2449239117559046e-05,4.255060412106104e-05,6.258795e-05,3.8972499169176444e-05,5.686558e-05,5.3499378e-05,6.166906678117812e-05,4.6605568e-05,3.4688128e-05,9.673946e-05,3.487497e-05,3.3578228e-05,5.2382373e-05,7.113861421051601e-05,8.019198139663786e-05
2015-08-31,5.9582867834251374e-05,3.53457398887258e-05,5.525943197426386e-05,4.483575321501121e-05,5.808249e-05,5.1534043450374156e-05,5.964819e-05,2.2440202883444726e-05,6.451035005738959e-05,3.1712127e-05,6.641877553192899e-05,4.9127146e-05,4.756331e-05,6.325605500023812e-05,5.674871e-05,7.3086725e-05,3.8085578e-05,3.6815334e-05,6.189083e-05,4.9517694e-05,5.152404693262724e-05,6.178118201205507e-05
2015-09-30,1.9247878299211152e-05,1.5143665223149583e-05,3.1996587495086715e-05,2.6276926291757263e-05,2.5362382e-05,4.086196349817328e-05,4.1610754e-05,6.615588063141331e-05,6.822327122790739e-05,7.068683e-05,4.423947393661365e-05,5.3547647e-05,3.643359e-05,8.804025128483772e-05,6.145925e-05,8.724376e-05,2.3893292e-05,5.978597e-05,2.5068544e-05,1.9344117e-05,6.830261315471375e-05,3.708688745973632e-05
2015-10-31,7.523207023041323e-05,2.2059872208046727e-05,4.351641109678894e-05,9.766798029886559e-06,3.0082801e-05,5.872199108125642e-05,3.3818436e-05,3.449627183726989e-05,4.810164318769239e-05,4.599308e-05,2.1447407561936416e-05,4.3806118e-05,7.0736256e-05,4.7504305257461965e-05,3.2634096e-05,5.6881698e-05,4.4537384e-05,5.2610936e-05,3.446347e-05,2.0709074e-05,2.936156323135227e-05,3.6092988011660054e-05
2015-11-30,5.284748476697132e-05,3.821052087005228e-05,2.7459067496238276e-05,3.847110201604664e-05,3.212794e-05,2.1219475456746295e-05,4.218397e-05,1.0993987416441087e-05,2.18255245272303e-05,4.2913052e-05,3.765957444556989e-05,5.9658378e-05,3.2295102e-05,3.1286264857044443e-05,1.8915876e-05,4.954517e-05,2.863429e-05,3.1980562e-05,2.5748119e-05,2.52655e-05,2.8139356435130657e-05,2.32343500101706e-05
2015-12-31,2.5303306756541133e-05,3.8745209167245775e-05,4.542298847809434e-05,2.5504195946268737e-05,3.3728968e-05,2.503526775399223e-05,4.121571e-05,6.270694575505331e-05,4.906685353489593e-05,8.797549e-05,3.485621346044354e-05,3.939341e-05,3.654831e-05,7.174366328399628e-05,5.669435e-05,3.056098e-05,5.3936838e-05,4.7102887e-05,6.2361585e-05,2.0831607e-05,3.1324187032784795e-05,3.225402542739175e-05
2016-01-31,2.9526154113954723e-05,1.687904414789692e-05,4.316274828678361e-05,2.5309821412581563e-05,2.1825272e-05,2.3916742064202372e-05,2.8099148e-05,2.8297460898446104e-05,2.4072496535630245e-05,1.9211948e-05,3.5790247129334616e-05,5.784866e-05,5.805902e-05,4.322444869219929e-05,3.178163e-05,1.1241215e-05,4.8387163e-05,4.7284226e-05,3.8577167e-05,6.175059e-05,1.3217440009120433e-05,5.3341199382398344e-05
2016-02-29,4.335377595968534e-05,2.3368442000888073e-05,2.6122663853251587e-05,2.4273743688090527e-05,1.7273385e-05,4.6934941033376685e-05,4.990141e-05,3.975108478347446e-05,1.514570527670424e-05,2.1699909e-05,5.896186889302919e-06,4.4772773e-05,2.1786467e-05,2.1919579122326688e-05,3.2828375e-05,3.109549e-05,3.5027482e-05,2.4195393e-05,2.1466522e-05,1.846216e-05,4.5807639858052756e-05,4.7953995597030795e-05
2016-03-31,1.577375388578563e-05,5.148695493589582e-05,3.0372177190524633e-05,5.0123233913451814e-05,3.718309e-05,3.7783937113633126e-05,1.972693e-05,2.3429717895538255e-05,4.8012311714735174e-05,3.072524e-05,1.9980861919679535e-05,4.6802194e-05,2.9699102e-05,3.173001394750665e-05,2.3997152e-05,2.2233271e-05,1.6017993e-05,2.736416e-05,2.1567295e-05,2.37842e-05,2.7870081912491813e-05,2.9403576800837805e-05
2016-04-30,2.9114799390939083e-05,5.3161320813780816e-05,3.162077256308275e-05,2.4434494501098432e-05,4.757082e-05,2.971522858293459e-05,1.6215616e-05,3.666176280958666e-05,3.9048158725492794e-05,5.704395e-05,1.8887602846466263e-05,5.4183074e-05,2.1707669e-05,2.7985269561840257e-05,2.5991427e-05,2.97311e-05,2.7957329e-05,2.526617e-05,4.1159245e-05,3.765516e-05,3.356476467957966e-05,3.227966538788725e-05
2016-05-31,6.139264090028328e-05,1.5162132154818018e-05,3.8753343948237966e-05,3.175694241791359e-05,4.2543565e-05,4.253371816096132e-05,3.1426167e-05,2.7720825125774054e-05,3.8115779585127495e-05,5.2801824e-05,2.7273712504725174e-05,4.3976408e-05,4.019425e-05,4.126041214005322e-05,4.7764526e-05,4.70243e-05,8.3434425e-06,2.6790658e-05,2.502164e-05,4.529822e-05,4.312143936289203e-05,3.2172231158026974e-05
2016-06-30,5.2995289118721683e-05,3.4057485893261115e-05,2.021972421744067e-05,2.731766557223144e-05,1.5199927e-05,3.890106609863627e-05,4.0995445e-05,2.2701714686945707e-05,4.63352433153356e-05,3.9884053e-05,3.183024350511543e-05,3.807658e-05,4.189098e-05,5.818505726224998e-05,1.6858676e-05,2.34844e-05,2.8133072e-05,2.1979917e-05,3.696523e-05,6.0651513e-05,2.594384823728646e-05,6.845849111414282e-05
2016-07-31,5.757883475105759e-05,2.029702205052694e-05,5.44573888052377e-05,9.345376433737974e-05,3.2911375e-05,7.05736443529942e-05,7.079582e-05,4.7310500659228464e-05,6.611606178716278e-05,7.053771e-05,5.4590068168223274e-05,6.8191046e-05,7.418984e-05,3.85460369467373e-05,4.4499488e-05,4.8081136e-05,7.7412464e-05,5.005858e-05,6.052766e-05,5.5797846e-05,5.783283774268474e-05,7.618808879852264e-05
2016-08-31,6.0507035645089e-05,6.500653683639441e-05,0.000109110783305075,6.63847654277194e-05,4.5780875e-05,6.952070005046417e-05,4.7935933e-05,5.68500055167885e-05,8.603354059973313e-05,5.61047e-05,5.794793222909763e-05,5.2221883e-05,4.2996136e-05,0.0001040074610852659,3.9828785e-05,6.686456e-05,5.0506573e-05,7.35385e-05,4.6252582e-05,3.0603893e-05,5.425531459290293e-05,4.737371837502185e-05
2016-09-30,1.7828809207287576e-05,2.1649561628341492e-05,3.958952986333012e-05,4.1734418283094024e-05,6.8713925e-05,1.5862564560128097e-05,4.4020555e-05,1.9088958036269275e-05,4.983918291875019e-05,4.7697118e-05,3.369181716474194e-05,2.4575442e-05,4.5607074e-05,8.497276035773401e-05,4.2391464e-05,7.169401e-05,9.367209e-05,6.107093e-05,2.7907035e-05,4.3043867e-05,2.9203431249176978e-05,1.635806445392518e-05
2016-10-31,1.4029464233107233e-05,4.12147641842723e-05,1.920626932132789e-05,8.528798316619381e-05,6.82098e-06,2.3966262932067514e-05,3.5724664e-05,2.2506454287721334e-05,3.439676913850842e-05,4.725136e-05,2.453479649887302e-05,1.8507806e-05,2.5917465e-05,2.044480603428709e-05,1.606809e-05,4.297551e-05,6.720926e-05,2.451748e-05,2.7375272e-05,1.0099784e-05,9.490650886231725e-05,3.0002066054176765e-05
2016-11-30,3.040046700377904e-05,4.086474747989806e-05,5.608001759445091e-05,4.4303336543549673e-05,8.165422e-06,3.432399020815898e-05,1.5392727e-05,1.6926136620084207e-05,5.557636197884482e-05,4.4305183e-05,1.5696038061064713e-05,1.834272e-05,5.3490414e-05,4.243511241857808e-05,4.909558e-05,5.5758803e-05,4.39164e-05,2.8399285e-05,5.4123524e-05,6.4911525e-05,5.507678215701967e-05,2.842518132505726e-05
