threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2031,0,1,11,13,12,62,0,54,0,17,17,34,3,0,15,9,40,2,21,27,3,0,0,11,13,12,62,0,54,0,17,17,34,3,0,14,9,40,2,21,27,2,0,0,3,2,2,1,0,2,0,1,1,4,1,0,3,1,2,1,3,2,1,0,0,5,11,7,62,0,33,0,17,17,13,3,0,6,9,25,2,10,22,2,0.0,0.0,3.67,6.5,6.0,62.0,0.0,27.0,0.0,17.0,17.0,8.5,3.0,0.0,4.67,9.0,20.0,2.0,7.0,13.5,2.0,16.238095238095237,12.0,0.0,40.0,16.095238095238095,12.0,0.0,40.0,1.4285714285714286,1.0,0.0,3.0,11.619047619047619,7.0,0.0,25.0,9.944761904761904,6.0,0.0,20.0
spi<-1_tasmax>32.22,ssp126,2032,51,0,3,35,0,35,0,10,3,1,4,5,0,17,21,9,41,58,13,27,41,51,0,3,35,0,35,0,10,3,0,4,5,0,17,21,9,39,58,13,27,41,2,0,1,4,0,1,0,2,1,0,1,1,0,2,1,1,3,4,1,2,2,41,0,3,18,0,35,0,5,3,0,4,5,0,13,21,9,22,45,13,19,36,25.5,0.0,3.0,8.75,0.0,35.0,0.0,5.0,3.0,0.0,4.0,5.0,0.0,8.5,21.0,9.0,13.0,14.5,13.0,13.5,20.5,17.80952380952381,10.0,0.0,41.0,17.666666666666668,10.0,0.0,41.0,1.380952380952381,1.0,0.0,3.0,13.904761904761905,9.0,0.0,36.0,9.630952380952381,8.5,0.0,21.0
spi<-1_tasmax>32.22,ssp126,2033,0,2,1,0,0,10,11,45,0,59,40,6,17,0,44,0,0,0,26,41,40,0,2,0,0,0,9,11,45,0,59,40,6,17,0,44,0,0,0,26,41,40,0,1,0,0,0,2,1,1,0,1,2,1,1,0,1,0,0,0,2,1,1,0,2,0,0,0,7,11,45,0,59,24,6,17,0,44,0,0,0,22,41,40,0.0,2.0,0.0,0.0,0.0,4.5,11.0,45.0,0.0,59.0,20.0,6.0,17.0,0.0,44.0,0.0,0.0,0.0,13.0,41.0,40.0,16.285714285714285,6.0,0.0,44.0,16.19047619047619,6.0,0.0,44.0,0.7142857142857143,1.0,0.0,2.0,15.142857142857142,6.0,0.0,44.0,14.404761904761905,4.5,0.0,44.0
spi<-1_tasmax>32.22,ssp126,2034,0,0,4,24,26,27,14,53,0,50,23,8,1,8,12,25,31,33,24,13,28,0,0,4,24,26,27,14,53,0,50,22,7,0,8,12,25,31,33,24,13,28,0,0,1,3,3,2,2,2,0,1,3,2,0,1,2,2,2,3,2,2,6,0,0,4,10,17,14,7,43,0,50,13,5,0,8,8,23,29,15,22,9,12,0.0,0.0,4.0,8.0,8.67,13.5,7.0,26.5,0.0,50.0,7.33,3.5,0.0,8.0,6.0,12.5,15.5,11.0,12.0,6.5,4.67,19.238095238095237,23.0,0.0,33.0,19.095238095238095,22.0,0.0,33.0,1.8571428571428572,2.0,0.0,3.0,13.761904761904763,10.0,0.0,29.0,9.746190476190476,7.33,0.0,15.5
spi<-1_tasmax>32.22,ssp126,2035,13,5,6,19,12,2,13,54,0,0,4,20,15,0,9,10,0,0,78,57,11,13,2,5,19,12,2,13,54,0,0,4,20,14,0,9,10,0,0,78,57,11,1,1,1,2,1,1,2,1,0,0,2,2,1,0,1,1,0,0,4,2,1,13,2,5,16,12,2,11,54,0,0,2,17,14,0,9,10,0,0,67,41,11,13.0,2.0,5.0,9.5,12.0,2.0,6.5,54.0,0.0,0.0,2.0,10.0,14.0,0.0,9.0,10.0,0.0,0.0,19.5,28.5,11.0,15.619047619047619,10.0,0.0,54.0,15.380952380952381,10.0,0.0,54.0,1.1428571428571428,1.0,0.0,2.0,13.619047619047619,10.0,0.0,41.0,9.904761904761905,9.0,0.0,19.5
spi<-1_tasmax>32.22,ssp126,2036,0,22,22,19,39,0,0,29,8,53,27,22,6,0,29,0,12,40,11,32,25,0,20,22,19,39,0,0,28,8,53,27,22,5,0,29,0,12,40,11,32,25,0,1,1,2,1,0,0,2,2,2,2,1,1,0,2,0,2,3,1,1,2,0,20,22,14,39,0,0,19,5,30,15,22,5,0,19,0,7,29,11,32,14,0.0,20.0,22.0,9.5,39.0,0.0,0.0,14.0,4.0,26.5,13.5,22.0,5.0,0.0,14.5,0.0,6.0,13.33,11.0,32.0,12.5,18.857142857142858,22.0,0.0,39.0,18.666666666666668,20.0,0.0,39.0,1.2380952380952381,1.0,0.0,2.0,14.428571428571429,14.0,0.0,30.0,12.610952380952384,12.5,0.0,26.5
spi<-1_tasmax>32.22,ssp126,2037,7,22,9,21,23,1,0,8,0,0,0,1,4,25,10,0,3,24,71,60,10,7,22,9,21,23,0,0,8,0,0,0,0,3,24,9,0,3,24,71,60,10,2,1,1,2,3,0,0,1,0,0,0,0,1,1,1,0,1,4,1,2,3,4,22,9,14,10,0,0,8,0,0,0,0,3,24,9,0,3,12,71,44,4,3.5,22.0,9.0,10.5,7.67,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,24.0,9.0,0.0,3.0,6.0,71.0,30.0,3.33,14.238095238095237,8.0,0.0,25.0,14.0,8.0,0.0,24.0,1.1428571428571428,1.0,0.0,3.0,11.285714285714286,4.0,0.0,24.0,10.000000000000002,3.5,0.0,24.0
spi<-1_tasmax>32.22,ssp126,2038,33,13,21,34,5,25,26,0,1,29,5,1,56,0,26,6,7,6,11,0,0,33,13,21,34,4,24,26,0,0,29,4,0,56,0,26,6,7,5,11,0,0,2,3,2,1,1,4,1,0,0,1,1,0,1,0,2,2,1,1,1,0,0,21,7,18,34,4,11,26,0,0,29,4,0,56,0,19,4,7,5,11,0,0,16.5,4.33,10.5,34.0,4.0,6.0,26.0,0.0,0.0,29.0,4.0,0.0,56.0,0.0,13.0,3.0,7.0,5.0,11.0,0.0,0.0,14.523809523809524,7.0,0.0,33.0,14.238095238095237,7.0,0.0,33.0,1.1428571428571428,1.0,0.0,2.0,12.19047619047619,7.0,0.0,29.0,10.92047619047619,5.0,0.0,29.0
spi<-1_tasmax>32.22,ssp126,2039,16,4,36,37,55,0,1,38,0,14,14,7,0,0,26,0,36,16,9,14,0,16,2,36,36,54,0,0,38,0,13,14,7,0,0,26,0,36,16,8,13,0,1,1,1,2,2,0,0,1,0,1,3,2,0,0,2,0,2,2,1,3,0,16,2,36,23,52,0,0,38,0,13,7,5,0,0,17,0,27,14,8,8,0,16.0,2.0,36.0,18.0,27.0,0.0,0.0,38.0,0.0,13.0,4.67,3.5,0.0,0.0,13.0,0.0,18.0,8.0,8.0,4.33,0.0,15.380952380952381,14.0,0.0,37.0,15.0,13.0,0.0,36.0,1.1428571428571428,1.0,0.0,2.0,12.666666666666666,8.0,0.0,36.0,9.976190476190476,4.67,0.0,27.0
spi<-1_tasmax>32.22,ssp126,2040,3,18,18,3,27,0,10,0,8,17,45,0,23,0,0,0,53,58,14,49,25,2,18,18,3,27,0,10,0,4,17,45,0,23,0,0,0,53,58,14,49,25,1,2,4,1,1,0,1,0,2,1,5,0,3,0,0,0,2,1,2,1,1,2,13,7,3,27,0,10,0,2,17,27,0,8,0,0,0,50,58,9,49,25,2.0,9.0,4.5,3.0,27.0,0.0,10.0,0.0,2.0,17.0,9.0,0.0,7.67,0.0,0.0,0.0,26.5,58.0,7.0,49.0,25.0,17.666666666666668,14.0,0.0,49.0,17.428571428571427,14.0,0.0,49.0,1.3333333333333333,1.0,0.0,3.0,14.619047619047619,8.0,0.0,49.0,12.222380952380954,7.0,0.0,27.0
spi<-1_tasmax>32.22,ssp126,2041,0,0,27,70,30,56,39,51,2,75,0,53,25,22,4,11,0,40,16,69,29,0,0,27,70,30,55,39,50,2,75,0,52,25,22,4,10,0,40,16,69,29,0,0,3,3,3,4,1,2,1,1,0,2,3,2,2,2,0,3,2,1,2,0,0,18,42,19,29,39,40,2,75,0,33,12,16,2,6,0,34,12,69,18,0.0,0.0,9.0,23.33,10.0,13.75,39.0,25.0,2.0,75.0,0.0,26.0,8.33,11.0,2.0,5.0,0.0,13.33,8.0,69.0,14.5,29.476190476190474,27.0,0.0,69.0,29.285714285714285,27.0,0.0,69.0,1.7619047619047619,2.0,0.0,3.0,22.19047619047619,18.0,0.0,42.0,16.86857142857143,10.0,0.0,39.0
spi<-1_tasmax>32.22,ssp126,2042,41,2,1,12,0,0,17,0,36,0,0,21,24,29,0,16,18,33,8,8,18,41,2,0,12,0,0,17,0,36,0,0,20,24,29,0,16,18,32,7,8,18,1,1,0,3,0,0,3,0,1,0,0,2,1,2,0,1,2,3,1,1,1,41,2,0,6,0,0,13,0,36,0,0,13,24,21,0,16,11,26,7,8,18,41.0,2.0,0.0,4.0,0.0,0.0,5.67,0.0,36.0,0.0,0.0,10.0,24.0,14.5,0.0,16.0,9.0,10.67,7.0,8.0,18.0,13.523809523809524,12.0,0.0,33.0,13.333333333333334,12.0,0.0,32.0,1.0952380952380953,1.0,0.0,3.0,11.523809523809524,8.0,0.0,26.0,9.801904761904762,7.0,0.0,24.0
spi<-1_tasmax>32.22,ssp126,2043,0,8,34,11,29,9,28,31,0,5,16,17,0,4,29,26,60,5,25,6,14,0,8,34,11,29,8,28,31,0,5,15,17,0,4,28,26,60,5,24,5,14,0,2,2,1,1,1,2,1,0,1,1,1,0,1,2,3,1,1,2,2,2,0,6,22,11,29,8,17,31,0,5,15,17,0,4,18,15,60,5,19,3,8,0.0,4.0,17.0,11.0,29.0,8.0,14.0,31.0,0.0,5.0,15.0,17.0,0.0,4.0,14.0,8.67,60.0,5.0,12.0,2.5,7.0,17.0,14.0,0.0,31.0,16.761904761904763,14.0,0.0,31.0,1.2857142857142858,1.0,0.0,2.0,13.952380952380953,11.0,0.0,29.0,12.579523809523808,8.67,0.0,29.0
spi<-1_tasmax>32.22,ssp126,2044,26,4,27,27,31,13,16,0,2,63,2,86,33,29,1,12,21,31,15,15,47,25,3,27,27,31,13,15,0,0,63,2,86,33,29,0,12,21,30,15,15,47,3,1,6,3,1,2,1,0,0,2,1,1,3,3,0,2,2,3,2,1,4,12,3,9,14,31,11,15,0,0,34,2,86,19,16,0,9,19,19,8,15,23,8.33,3.0,4.5,9.0,31.0,6.5,15.0,0.0,0.0,31.5,2.0,86.0,11.0,9.67,0.0,6.0,10.5,10.0,7.5,15.0,11.75,23.857142857142858,21.0,2.0,47.0,23.523809523809526,21.0,0.0,47.0,1.9523809523809523,2.0,0.0,3.0,16.428571428571427,14.0,0.0,31.0,13.25,9.0,0.0,31.0
spi<-1_tasmax>32.22,ssp126,2045,0,17,0,25,13,0,16,16,3,41,34,22,0,49,15,6,0,91,11,24,55,0,16,0,24,13,0,16,16,3,41,34,22,0,49,15,6,0,91,11,23,55,0,1,0,3,1,0,2,2,1,2,1,3,0,1,2,1,0,2,1,4,4,0,16,0,15,13,0,9,11,3,28,34,11,0,49,13,6,0,69,11,10,29,0.0,16.0,0.0,8.0,13.0,0.0,8.0,8.0,3.0,20.5,34.0,7.33,0.0,49.0,7.5,6.0,0.0,45.5,11.0,5.75,13.75,20.857142857142858,16.0,0.0,49.0,20.714285714285715,16.0,0.0,49.0,1.4761904761904763,1.0,0.0,3.0,15.571428571428571,11.0,0.0,34.0,12.206190476190475,8.0,0.0,34.0
spi<-1_tasmax>32.22,ssp126,2046,21,0,0,17,17,0,32,0,0,3,0,0,11,11,31,21,10,54,11,62,20,21,0,0,17,17,0,32,0,0,3,0,0,10,11,31,21,10,54,10,62,20,1,0,0,1,3,0,6,0,0,1,0,0,1,1,4,2,2,4,1,2,1,21,0,0,17,8,0,11,0,0,3,0,0,10,11,14,18,5,38,10,58,20,21.0,0.0,0.0,17.0,5.67,0.0,5.33,0.0,0.0,3.0,0.0,0.0,10.0,11.0,7.75,10.5,5.0,13.5,10.0,31.0,20.0,15.285714285714286,11.0,0.0,32.0,15.19047619047619,10.0,0.0,32.0,1.4285714285714286,1.0,0.0,4.0,11.619047619047619,10.0,0.0,21.0,8.130952380952381,5.67,0.0,20.0
