threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2021,85,5,13,5,14,6,18,0,3,1,0,0,52,2,44,5,27,23,7,19,2,85,5,12,5,14,6,18,0,3,0,0,0,50,2,43,3,27,23,7,19,2,2,1,3,1,2,2,1,0,1,0,0,0,3,1,5,1,3,4,1,3,1,49,5,4,5,12,4,18,0,3,0,0,0,32,2,21,3,18,11,7,12,2,42.5,5.0,4.0,5.0,7.0,3.0,18.0,0.0,3.0,0.0,0.0,0.0,16.67,2.0,8.6,3.0,9.0,5.75,7.0,6.33,2.0,15.761904761904763,6.0,0.0,44.0,15.428571428571429,6.0,0.0,43.0,1.6666666666666667,1.0,0.0,3.0,9.904761904761905,5.0,0.0,21.0,7.04047619047619,5.0,0.0,16.67
spi<-1_tasmax>32.22,ssp126,2022,0,0,0,4,4,23,28,32,6,0,7,6,0,0,11,27,21,28,24,22,15,0,0,0,4,4,23,28,32,5,0,7,5,0,0,11,27,20,28,24,22,15,0,0,0,2,1,5,1,3,1,0,2,1,0,0,2,2,5,3,4,2,2,0,0,0,2,4,9,28,18,5,0,5,5,0,0,8,25,9,16,13,13,10,0.0,0.0,0.0,2.0,4.0,4.6,28.0,10.67,5.0,0.0,3.5,5.0,0.0,0.0,5.5,13.5,4.0,9.33,6.0,11.0,7.5,12.285714285714286,7.0,0.0,28.0,12.142857142857142,7.0,0.0,28.0,1.7142857142857142,2.0,0.0,4.0,8.095238095238095,5.0,0.0,18.0,5.695238095238095,4.6,0.0,11.0
spi<-1_tasmax>32.22,ssp126,2023,2,0,0,0,0,0,6,10,0,31,0,14,1,5,0,0,0,10,16,0,20,2,0,0,0,0,0,6,10,0,31,0,14,0,4,0,0,0,10,16,0,20,1,0,0,0,0,0,2,1,0,3,0,1,0,1,0,0,0,2,1,0,2,2,0,0,0,0,0,4,10,0,14,0,14,0,4,0,0,0,6,16,0,12,2.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,10.33,0.0,14.0,0.0,4.0,0.0,0.0,0.0,5.0,16.0,0.0,10.0,5.476190476190476,0.0,0.0,16.0,5.380952380952381,0.0,0.0,16.0,0.6666666666666666,0.0,0.0,2.0,3.9047619047619047,0.0,0.0,14.0,3.5395238095238093,0.0,0.0,10.33
spi<-1_tasmax>32.22,ssp126,2024,27,13,0,0,36,17,0,1,27,0,9,0,31,48,11,11,60,4,15,40,0,27,13,0,0,36,16,0,0,26,0,9,0,30,48,11,11,59,4,15,39,0,3,1,0,0,3,2,0,0,2,0,3,0,5,4,2,2,3,2,3,3,0,11,13,0,0,18,10,0,0,24,0,4,0,11,33,7,6,48,2,8,25,0,9.0,13.0,0.0,0.0,12.0,8.0,0.0,0.0,13.0,0.0,3.0,0.0,6.0,12.0,5.5,5.5,19.67,2.0,5.0,13.0,0.0,16.666666666666668,11.0,0.0,40.0,16.38095238095238,11.0,0.0,39.0,1.8095238095238095,2.0,0.0,3.0,10.476190476190476,7.0,0.0,25.0,6.031904761904762,5.5,0.0,13.0
spi<-1_tasmax>32.22,ssp126,2025,22,17,10,0,0,19,0,0,11,0,2,0,0,0,0,29,23,24,7,0,16,20,17,10,0,0,19,0,0,11,0,2,0,0,0,0,29,23,23,7,0,15,2,2,3,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3,2,0,1,17,13,6,0,0,19,0,0,11,0,2,0,0,0,0,29,20,9,5,0,15,10.0,8.5,3.33,0.0,0.0,19.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,11.5,7.67,3.5,0.0,15.0,8.571428571428571,2.0,0.0,23.0,8.380952380952381,2.0,0.0,23.0,0.9047619047619048,1.0,0.0,2.0,6.9523809523809526,2.0,0.0,19.0,5.738095238095238,2.0,0.0,15.0
spi<-1_tasmax>32.22,ssp126,2026,0,15,1,44,15,62,6,0,23,12,9,3,20,0,25,0,3,6,31,0,33,0,15,0,44,15,62,5,0,23,12,9,2,19,0,24,0,3,6,30,0,33,0,1,0,4,2,2,1,0,1,2,2,1,1,0,2,0,1,1,4,0,2,0,15,0,18,9,59,5,0,23,10,6,2,19,0,18,0,3,6,15,0,20,0.0,15.0,0.0,11.0,7.5,31.0,5.0,0.0,23.0,6.0,4.5,2.0,19.0,0.0,12.0,0.0,3.0,6.0,7.5,0.0,16.5,14.666666666666666,9.0,0.0,33.0,14.380952380952381,9.0,0.0,33.0,1.2857142857142858,1.0,0.0,2.0,10.857142857142858,6.0,0.0,20.0,8.047619047619047,6.0,0.0,19.0
spi<-1_tasmax>32.22,ssp126,2027,26,0,20,17,8,0,8,12,0,13,0,28,8,0,0,6,0,31,29,1,0,26,0,20,17,7,0,8,11,0,13,0,26,8,0,0,6,0,31,28,0,0,3,0,4,2,2,0,1,1,0,2,0,3,2,0,0,2,0,2,3,0,0,12,0,11,10,4,0,8,11,0,7,0,12,4,0,0,4,0,29,16,0,0,8.67,0.0,5.0,8.5,3.5,0.0,8.0,11.0,0.0,6.5,0.0,8.67,4.0,0.0,0.0,3.0,0.0,15.5,9.33,0.0,0.0,9.857142857142858,8.0,0.0,28.0,9.571428571428571,7.0,0.0,26.0,1.2857142857142858,1.0,0.0,3.0,6.095238095238095,4.0,0.0,12.0,4.365238095238095,3.5,0.0,9.33
spi<-1_tasmax>32.22,ssp126,2028,0,0,0,17,15,39,15,0,2,10,88,31,2,5,18,0,25,8,18,27,6,0,0,0,17,13,38,14,0,0,9,87,31,2,5,18,0,25,8,18,27,6,0,0,0,3,2,1,3,0,0,1,1,1,1,1,1,0,4,1,3,2,1,0,0,0,10,10,38,6,0,0,9,87,31,2,5,18,0,19,8,9,24,6,0.0,0.0,0.0,5.67,6.5,38.0,4.67,0.0,0.0,9.0,87.0,31.0,2.0,5.0,18.0,0.0,6.25,8.0,6.0,13.5,6.0,15.523809523809524,10.0,0.0,31.0,15.142857142857142,9.0,0.0,31.0,1.2380952380952381,1.0,0.0,3.0,13.428571428571429,8.0,0.0,31.0,11.742380952380952,6.0,0.0,31.0
spi<-1_tasmax>32.22,ssp126,2029,48,40,17,32,9,0,9,1,3,32,8,0,5,18,7,30,1,19,0,13,15,48,40,16,32,9,0,9,0,3,31,8,0,3,18,7,29,0,18,0,13,15,1,2,1,5,1,0,2,0,1,6,1,0,1,1,1,2,0,3,0,2,2,48,26,16,10,9,0,5,0,3,9,8,0,3,18,7,27,0,8,0,11,12,48.0,20.0,16.0,6.4,9.0,0.0,4.5,0.0,3.0,5.17,8.0,0.0,3.0,18.0,7.0,14.5,0.0,6.0,0.0,6.5,7.5,14.619047619047619,9.0,0.0,32.0,14.238095238095237,9.0,0.0,32.0,1.5238095238095237,1.0,0.0,3.0,10.476190476190476,8.0,0.0,26.0,8.693809523809524,6.4,0.0,18.0
spi<-1_tasmax>32.22,ssp126,2030,10,22,0,41,1,21,4,0,0,14,0,2,2,32,8,0,13,5,0,7,0,10,22,0,41,0,21,4,0,0,13,0,2,2,32,7,0,12,5,0,7,0,1,2,0,4,0,2,2,0,0,3,0,1,1,3,2,0,3,1,0,1,0,10,20,0,16,0,15,2,0,0,8,0,2,2,27,5,0,6,5,0,7,0,10.0,11.0,0.0,10.25,0.0,10.5,2.0,0.0,0.0,4.33,0.0,2.0,2.0,10.67,3.5,0.0,4.0,5.0,0.0,7.0,0.0,8.666666666666666,4.0,0.0,22.0,8.476190476190476,4.0,0.0,22.0,1.2380952380952381,1.0,0.0,3.0,5.9523809523809526,2.0,0.0,16.0,3.9166666666666665,2.0,0.0,10.5
