threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2021,0,0,5,0,7,23,0,5,21,0,0,0,0,7,0,7,4,0,12,0,29,0,0,5,0,7,22,0,5,21,0,0,0,0,7,0,7,4,0,11,0,29,0,0,1,0,1,2,0,1,2,0,0,0,0,1,0,2,1,0,2,0,4,0,0,5,0,7,20,0,5,15,0,0,0,0,7,0,4,4,0,8,0,11,0.0,0.0,5.0,0.0,7.0,11.0,0.0,5.0,10.5,0.0,0.0,0.0,0.0,7.0,0.0,3.5,4.0,0.0,5.5,0.0,7.25,5.714285714285714,0.0,0.0,21.0,5.619047619047619,0.0,0.0,21.0,0.8095238095238095,0.0,0.0,2.0,4.095238095238095,0.0,0.0,11.0,3.130952380952381,0.0,0.0,7.25
spi<-1_tasmax>32.22,ssp126,2022,0,16,5,0,10,0,0,3,0,0,20,5,9,0,4,0,26,3,10,7,14,0,16,5,0,10,0,0,3,0,0,20,5,8,0,3,0,26,3,10,7,14,0,2,2,0,2,0,0,1,0,0,1,2,1,0,1,0,4,1,1,1,1,0,10,3,0,7,0,0,3,0,0,20,3,8,0,3,0,11,3,10,7,14,0.0,8.0,2.5,0.0,5.0,0.0,0.0,3.0,0.0,0.0,20.0,2.5,8.0,0.0,3.0,0.0,6.5,3.0,10.0,7.0,14.0,6.285714285714286,4.0,0.0,16.0,6.190476190476191,3.0,0.0,16.0,0.9523809523809523,1.0,0.0,2.0,4.857142857142857,3.0,0.0,11.0,4.404761904761905,3.0,0.0,10.0
spi<-1_tasmax>32.22,ssp126,2023,0,3,15,2,16,0,0,0,0,0,12,2,0,15,6,0,0,0,38,0,6,0,3,14,2,16,0,0,0,0,0,12,2,0,15,6,0,0,0,38,0,6,0,1,3,1,3,0,0,0,0,0,2,1,0,3,2,0,0,0,5,0,1,0,3,6,2,6,0,0,0,0,0,10,2,0,10,4,0,0,0,18,0,6,0.0,3.0,4.67,2.0,5.33,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,7.6,0.0,6.0,5.476190476190476,0.0,0.0,15.0,5.428571428571429,0.0,0.0,15.0,1.0476190476190477,0.0,0.0,3.0,3.1904761904761907,0.0,0.0,10.0,2.123809523809524,0.0,0.0,6.0
spi<-1_tasmax>32.22,ssp126,2024,0,1,30,0,0,0,0,2,0,2,0,3,1,11,0,0,0,0,45,0,0,0,0,28,0,0,0,0,2,0,2,0,3,0,11,0,0,0,0,44,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,15,0,0,0,0,2,0,2,0,3,0,8,0,0,0,0,44,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,5.5,0.0,0.0,0.0,0.0,44.0,0.0,0.0,4.523809523809524,0.0,0.0,11.0,4.285714285714286,0.0,0.0,11.0,0.38095238095238093,0.0,0.0,1.0,3.5238095238095237,0.0,0.0,8.0,3.357142857142857,0.0,0.0,5.5
spi<-1_tasmax>32.22,ssp126,2025,0,0,0,8,9,11,0,0,49,9,22,2,8,4,6,1,2,7,56,0,0,0,0,0,8,9,11,0,0,49,8,22,2,8,4,6,0,2,7,56,0,0,0,0,0,3,2,2,0,0,5,2,4,1,1,1,1,0,1,2,4,0,0,0,0,0,4,5,7,0,0,24,5,8,2,8,4,6,0,2,5,34,0,0,0.0,0.0,0.0,2.67,4.5,5.5,0.0,0.0,9.8,4.0,5.5,2.0,8.0,4.0,6.0,0.0,2.0,3.5,14.0,0.0,0.0,9.238095238095237,4.0,0.0,22.0,9.142857142857142,4.0,0.0,22.0,1.380952380952381,1.0,0.0,4.0,5.428571428571429,4.0,0.0,8.0,3.4033333333333333,2.67,0.0,8.0
spi<-1_tasmax>32.22,ssp126,2026,9,0,28,10,22,3,0,7,5,0,2,11,0,0,0,10,14,3,0,0,2,9,0,28,10,21,3,0,6,4,0,2,11,0,0,0,10,14,3,0,0,0,1,0,2,2,2,1,0,1,1,0,1,2,0,0,0,2,1,1,0,0,0,9,0,26,8,18,3,0,6,4,0,2,9,0,0,0,8,14,3,0,0,0,9.0,0.0,14.0,5.0,10.5,3.0,0.0,6.0,4.0,0.0,2.0,5.5,0.0,0.0,0.0,5.0,14.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,14.0,5.761904761904762,3.0,0.0,14.0,0.8095238095238095,1.0,0.0,2.0,5.238095238095238,3.0,0.0,14.0,3.857142857142857,3.0,0.0,10.5
spi<-1_tasmax>32.22,ssp126,2027,0,0,23,0,17,0,0,7,7,8,2,15,13,0,0,0,0,0,8,0,27,0,0,22,0,17,0,0,7,7,7,2,14,13,0,0,0,0,0,8,0,27,0,0,1,0,3,0,0,1,1,1,1,2,2,0,0,0,0,0,2,0,3,0,0,22,0,10,0,0,7,7,7,2,10,10,0,0,0,0,0,4,0,20,0.0,0.0,22.0,0.0,5.67,0.0,0.0,7.0,7.0,7.0,2.0,7.0,6.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,6.0476190476190474,0.0,0.0,17.0,5.904761904761905,0.0,0.0,17.0,0.8095238095238095,0.0,0.0,2.0,4.714285714285714,0.0,0.0,10.0,3.6747619047619047,0.0,0.0,7.0
spi<-1_tasmax>32.22,ssp126,2028,0,6,0,8,4,16,0,15,18,0,5,0,5,11,3,0,0,0,30,0,23,0,6,0,8,4,16,0,15,17,0,4,0,5,10,3,0,0,0,30,0,23,0,1,0,2,1,2,0,2,2,0,1,0,1,1,1,0,0,0,5,0,2,0,6,0,5,4,10,0,12,12,0,4,0,5,10,3,0,0,0,11,0,19,0.0,6.0,0.0,4.0,4.0,8.0,0.0,7.5,8.5,0.0,4.0,0.0,5.0,10.0,3.0,0.0,0.0,0.0,6.0,0.0,11.5,6.857142857142857,4.0,0.0,18.0,6.714285714285714,4.0,0.0,17.0,1.0,1.0,0.0,2.0,4.809523809523809,4.0,0.0,12.0,3.6904761904761907,4.0,0.0,8.5
spi<-1_tasmax>32.22,ssp126,2029,2,20,0,0,0,7,0,8,12,0,0,10,12,0,15,0,10,2,31,0,40,2,19,0,0,0,7,0,6,12,0,0,10,12,0,15,0,9,2,31,0,40,1,3,0,0,0,1,0,1,1,0,0,1,2,0,2,0,3,1,4,0,2,2,11,0,0,0,7,0,6,12,0,0,10,9,0,10,0,4,2,15,0,36,2.0,6.33,0.0,0.0,0.0,7.0,0.0,6.0,12.0,0.0,0.0,10.0,6.0,0.0,7.5,0.0,3.0,2.0,7.75,0.0,20.0,8.047619047619047,2.0,0.0,20.0,7.857142857142857,2.0,0.0,19.0,1.0476190476190477,1.0,0.0,3.0,5.904761904761905,2.0,0.0,12.0,4.265714285714286,2.0,0.0,10.0
spi<-1_tasmax>32.22,ssp126,2030,0,0,27,15,6,0,0,0,2,0,8,19,0,0,0,7,2,10,22,0,0,0,0,27,15,5,0,0,0,2,0,7,19,0,0,0,7,2,10,22,0,0,0,0,2,2,1,0,0,0,1,0,1,2,0,0,0,2,1,2,2,0,0,0,0,25,12,5,0,0,0,2,0,7,10,0,0,0,5,2,6,19,0,0,0.0,0.0,13.5,7.5,5.0,0.0,0.0,0.0,2.0,0.0,7.0,9.5,0.0,0.0,0.0,3.5,2.0,5.0,11.0,0.0,0.0,5.619047619047619,0.0,0.0,19.0,5.523809523809524,0.0,0.0,19.0,0.7619047619047619,0.0,0.0,2.0,4.428571428571429,0.0,0.0,12.0,3.142857142857143,0.0,0.0,9.5
