ssp,date,mean_pr,med_pr,p10_pr,p90_pr,mean_rzsm,med_rzsm,p10_rzsm,p90_rzsm
ssp126,2015,5.217642680229738,5.717668009271407,2.8134871230528855,7.239578788026623,,,,
ssp126,2016,5.005365132041579,4.949373230529239,3.6316473616271323,6.2858388870153625,,,,
ssp126,2017,5.374077842586824,5.288104125889889,3.8503227798578754,7.716906481360249,,,,
ssp126,2018,5.161148989290852,4.8598819388996155,3.7088272134153764,6.886290370753767,,,,
ssp126,2019,5.744431998616366,5.63035838168949,3.329567550899246,8.049465753692303,,,,
ssp126,2020,5.188722962464789,5.184837557420861,3.1205538467310783,7.2049228276884305,,,,
ssp126,2021,5.377094723904583,5.509097953124524,2.897237945005017,7.474826922977931,,,,
ssp126,2022,4.965770631000521,4.521860865773721,3.3932690067083606,6.6858571288422075,,,,
ssp126,2023,5.834222848971379,5.7770572246141345,3.7986716264851648,7.855207627615606,,,,
ssp126,2024,5.729191401766946,5.628482614887645,3.5017551686917443,8.034214880400548,,,,
ssp126,2025,5.5496667460163875,5.485042434936622,3.949078499273817,7.14462603546654,,,,
ssp126,2026,5.855748088140444,6.079168148512631,2.9324054939044903,7.944867120935339,,,,
ssp126,2027,5.651265181667873,5.705674000920491,3.477716593098018,6.984754078007215,,,,
ssp126,2028,5.805569890167243,5.53781767150096,3.8062169092958142,8.502300998761394,,,,
ssp126,2029,5.5993592124255835,5.100839603071917,3.1016263206171635,8.707773433242963,,,,
ssp126,2030,5.504276958800518,4.9664465561335795,3.6809533971219146,8.138496765345085,,,,
ssp126,2031,5.6245888206,5.501298941116871,3.215405216164789,7.865464389498512,,,,
ssp126,2032,5.997360083690279,5.767252850012014,3.4082168692486507,9.351956768012979,,,,
ssp126,2033,5.272528136831441,5.269964755551129,3.1340583614808875,7.38894061138551,,,,
ssp126,2034,5.886884031022425,5.754017054742685,3.152044914028017,8.10612242456282,,,,
ssp126,2035,5.633237262783971,4.906008860791546,3.711694865624512,8.45867388551418,,,,
ssp126,2036,5.727557645380914,5.837683480024559,3.366166499695974,8.478936347266172,,,,
ssp126,2037,6.197678117546527,5.883655032278032,3.7984850598513797,9.237173169880917,,,,
ssp126,2038,5.597796221752706,5.155478775970358,3.6729442260429668,8.293236137956146,,,,
ssp126,2039,5.377966556835312,5.7030912423149775,3.5719786965123563,7.992926819359979,,,,
ssp126,2040,5.977293234968871,6.090704948788117,3.331781697366358,8.391287286582335,,,,
