threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.8_pr>50,ssp245,2058,28,43,40,6,20,53,16,40,56,26,46,35,55,55,89,58,101,19,40,31,27,43,40,6,19,51,16,40,55,24,46,34,53,55,88,56,100,18,39,28,5,9,7,1,5,8,4,10,8,3,8,7,9,10,12,9,10,3,9,7,11,8,8,6,6,14,7,6,10,13,8,7,11,10,13,16,28,13,6,6,5.4,4.78,5.71,6.0,3.8,6.38,4.0,4.0,6.88,8.0,5.75,4.86,5.89,5.5,7.33,6.22,10.0,6.0,4.33,4.0,42.85,40.0,18.7,61.100000000000044,41.9,40.0,17.8,59.200000000000045,7.2,8.0,3.0,10.0,10.35,9.0,6.0,14.200000000000003,5.7415,5.73,4.0,7.397000000000001
rzsm>0.8_pr>50,ssp245,2059,10,86,45,2,63,30,69,79,47,45,64,85,104,28,44,46,26,72,37,28,10,82,45,0,61,28,69,78,45,45,60,84,103,27,43,45,25,72,37,25,3,14,6,0,9,8,11,10,10,8,9,12,15,6,7,7,3,11,6,5,4,12,19,0,10,6,18,31,7,7,19,18,15,7,15,10,17,14,13,12,3.33,5.86,7.5,0.0,6.78,3.5,6.27,7.8,4.5,5.62,6.67,7.0,6.87,4.5,6.14,6.43,8.33,6.55,6.17,5.0,50.5,45.5,24.400000000000002,85.1,49.2,45.0,23.500000000000004,82.2,8.0,8.0,3.0,12.200000000000003,12.7,12.5,5.800000000000001,19.0,5.7410000000000005,6.22,3.483,7.53
rzsm>0.8_pr>50,ssp245,2060,32,23,46,0,67,69,18,53,70,59,66,48,25,47,44,29,73,58,31,69,31,23,43,0,65,68,17,52,69,59,64,48,25,46,42,28,71,56,30,67,7,6,7,0,7,11,3,11,11,9,12,7,6,8,8,4,7,10,5,11,7,6,11,0,16,11,7,13,8,23,9,15,7,11,8,9,43,7,11,10,4.43,3.83,6.14,0.0,9.29,6.18,5.67,4.73,6.27,6.56,5.33,6.86,4.17,5.75,5.25,7.0,10.14,5.6,6.0,6.09,46.35,47.5,22.5,69.1,45.2,47.0,22.400000000000002,68.1,7.5,7.0,3.9000000000000004,11.0,11.6,9.5,6.9,16.70000000000001,5.7645,5.875,4.136,7.229000000000003
rzsm>0.8_pr>50,ssp245,2061,29,25,46,0,13,73,11,18,30,24,22,58,5,39,142,42,59,0,32,40,25,23,44,0,13,72,10,16,30,23,20,57,5,39,141,39,58,0,31,40,4,5,7,0,2,12,3,3,7,6,7,9,1,8,14,5,13,0,7,7,12,7,9,0,7,21,6,6,7,6,7,15,5,8,23,12,15,0,8,8,6.25,4.6,6.29,0.0,6.5,6.0,3.33,5.33,4.29,3.83,2.86,6.33,5.0,4.88,10.07,7.8,4.46,0.0,4.43,5.71,35.4,29.5,4.500000000000001,60.40000000000002,34.3,27.5,4.500000000000001,59.40000000000002,6.0,6.5,0.9000000000000001,12.100000000000001,9.1,7.5,4.500000000000001,15.600000000000009,4.898,4.9399999999999995,2.5740000000000003,6.630000000000002
rzsm>0.8_pr>50,ssp245,2062,7,53,25,15,74,34,17,58,77,36,45,46,82,52,83,52,75,36,32,81,4,52,24,15,73,32,17,57,76,33,45,45,82,51,82,51,75,36,29,80,2,8,2,5,12,4,4,9,15,5,7,11,14,8,10,9,9,5,5,9,2,13,16,5,14,20,6,10,10,14,11,6,10,14,27,8,29,15,13,14,2.0,6.5,12.0,3.0,6.08,8.0,4.25,6.33,5.07,6.6,6.43,4.09,5.86,6.38,8.2,5.67,8.33,7.2,5.8,8.89,49.0,49.0,16.8,81.1,47.95,48.0,16.8,80.2,7.65,8.0,3.8000000000000003,12.200000000000003,12.85,13.0,5.9,20.70000000000001,6.334,6.355,3.981,8.386000000000001
rzsm>0.8_pr>50,ssp245,2063,49,21,33,9,12,38,43,38,20,23,19,63,75,26,165,58,27,69,30,36,48,20,32,9,12,38,42,38,20,21,19,61,72,25,164,57,26,67,30,34,9,4,7,2,2,9,7,7,3,5,6,10,12,6,17,9,5,11,5,6,12,6,7,6,6,7,10,13,12,7,5,10,12,9,32,10,7,12,13,7,5.33,5.0,4.57,4.5,6.0,4.22,6.0,5.43,6.67,4.2,3.17,6.1,6.0,4.17,9.65,6.33,5.2,6.09,6.0,5.67,42.7,34.5,18.3,69.60000000000001,41.75,33.0,18.3,67.5,7.1,6.5,2.9000000000000004,11.100000000000001,10.15,9.5,6.0,13.0,5.515000000000001,5.55,4.197,6.364000000000001
rzsm>0.8_pr>50,ssp245,2064,64,52,26,18,19,30,23,69,16,35,54,29,88,35,67,58,60,16,43,81,64,52,24,18,19,30,22,69,16,34,52,28,87,34,65,57,59,14,40,81,10,10,9,5,3,7,4,9,2,4,5,9,9,6,7,10,10,5,7,9,14,9,6,5,10,7,8,12,10,21,21,6,28,12,27,10,30,4,11,21,6.4,5.2,2.67,3.6,6.33,4.29,5.5,7.67,8.0,8.5,10.4,3.11,9.67,5.67,9.29,5.7,5.9,2.8,5.71,9.0,44.15,39.0,17.8,70.20000000000002,43.25,37.0,17.8,70.20000000000002,7.0,7.0,3.9000000000000004,10.0,13.6,10.5,5.9,27.1,6.2705,5.805,3.0789999999999997,9.328
rzsm>0.8_pr>50,ssp245,2065,53,12,51,29,45,39,82,42,34,16,53,98,24,23,51,27,48,39,18,45,52,12,51,28,45,38,81,42,33,16,52,98,23,23,51,27,46,39,18,45,10,5,9,3,9,8,11,8,10,4,9,14,6,4,8,5,9,7,3,9,8,4,10,18,7,7,19,11,5,7,9,16,7,8,15,8,19,8,9,7,5.2,2.4,5.67,9.33,5.0,4.75,7.36,5.25,3.3,4.0,5.78,7.0,3.83,5.75,6.38,5.4,5.11,5.57,6.0,5.0,41.45,40.5,17.8,55.90000000000004,41.0,40.5,17.8,54.90000000000004,7.55,8.0,3.9000000000000004,10.100000000000001,10.1,8.0,6.800000000000001,18.1,5.403999999999999,5.325,3.777,7.0360000000000005
rzsm>0.8_pr>50,ssp245,2066,87,19,39,13,69,28,76,8,52,31,74,14,52,39,10,32,54,17,20,67,82,19,36,13,68,27,76,8,51,30,74,14,51,38,10,30,53,16,17,65,11,3,7,4,9,5,12,2,10,5,13,2,8,5,2,5,8,3,3,14,30,9,7,5,21,9,16,6,8,10,8,11,13,14,6,12,19,7,11,7,7.45,6.33,5.14,3.25,7.56,5.4,6.33,4.0,5.1,6.0,5.69,7.0,6.38,7.6,5.0,6.0,6.62,5.33,5.67,4.64,40.05,35.5,12.700000000000001,74.2,38.9,33.0,12.700000000000001,74.2,6.55,5.0,2.0,12.100000000000001,11.45,9.5,6.0,19.200000000000003,5.8245,5.845000000000001,4.576,7.461
rzsm>0.8_pr>50,ssp245,2067,19,111,22,10,26,38,24,28,73,30,27,15,69,80,63,86,69,41,33,63,18,107,22,9,25,36,22,28,73,30,27,14,68,77,63,86,68,40,32,62,4,16,5,2,5,8,4,5,12,6,6,4,10,10,7,13,16,6,4,10,7,17,7,5,7,11,9,8,10,8,6,7,19,16,35,11,17,17,16,12,4.5,6.69,4.4,4.5,5.0,4.5,5.5,5.6,6.08,5.0,4.5,3.5,6.8,7.7,9.0,6.62,4.25,6.67,8.0,6.2,46.35,35.5,18.6,80.60000000000001,45.35,34.0,17.6,77.9,7.65,6.0,4.0,13.300000000000004,12.25,10.5,6.9,17.200000000000003,5.750500000000001,5.55,4.385000000000001,7.73
rzsm>0.8_pr>50,ssp245,2068,69,32,44,12,43,52,20,77,36,84,36,39,32,4,0,40,37,20,24,103,67,31,42,12,43,50,19,75,35,83,34,38,32,4,0,38,37,20,22,103,11,6,8,3,10,10,4,12,4,10,7,7,7,1,0,6,4,4,4,12,15,6,7,6,7,9,5,18,16,23,14,8,9,4,0,10,13,11,7,40,6.09,5.17,5.25,4.0,4.3,5.0,4.75,6.25,8.75,8.3,4.86,5.43,4.57,4.0,0.0,6.33,9.25,5.0,5.5,8.58,40.2,36.5,11.200000000000001,77.70000000000002,39.25,36.0,11.200000000000001,75.80000000000001,6.5,6.5,2.8000000000000003,11.100000000000001,11.4,9.0,4.9,18.500000000000007,5.569,5.21,4.0,8.597
rzsm>0.8_pr>50,ssp245,2069,34,52,26,19,54,62,54,31,11,40,26,75,7,88,21,50,45,43,25,48,32,50,26,18,54,61,54,31,10,40,23,74,6,86,19,49,44,42,25,48,4,10,5,5,8,9,10,6,2,9,6,10,3,11,3,9,5,5,5,8,15,11,11,8,14,12,9,10,6,11,7,25,2,17,9,12,10,20,8,12,8.0,5.0,5.2,3.6,6.75,6.78,5.4,5.17,5.0,4.44,3.83,7.4,2.0,7.82,6.33,5.44,8.8,8.4,5.0,6.0,40.55,41.5,18.200000000000003,63.30000000000002,39.6,41.0,17.200000000000003,62.30000000000002,6.65,6.0,3.0,10.0,11.45,11.0,6.9,17.300000000000004,5.818,5.42,3.807,8.040000000000001
rzsm>0.8_pr>50,ssp245,2070,4,42,44,6,39,41,73,102,21,39,51,33,19,91,40,22,39,27,25,76,3,41,43,6,39,40,70,99,21,38,51,31,17,88,40,22,37,27,24,74,1,8,7,2,6,8,11,11,4,6,5,6,3,14,10,6,4,6,4,13,3,13,11,3,8,9,12,26,8,12,17,7,8,13,8,7,23,8,10,18,3.0,5.12,6.14,3.0,6.5,5.0,6.36,9.0,5.25,6.33,10.2,5.17,5.67,6.29,4.0,3.67,9.25,4.5,6.0,5.69,41.7,39.0,17.700000000000003,77.50000000000003,40.55,38.5,15.900000000000002,75.40000000000002,6.75,6.0,2.9000000000000004,11.200000000000003,11.2,9.5,6.6000000000000005,18.500000000000007,5.807,5.68,3.603,9.025
rzsm>0.8_pr>50,ssp245,2071,97,82,41,15,56,50,52,53,8,21,63,68,34,69,49,24,42,20,46,40,94,82,40,14,54,49,50,53,8,20,63,66,34,66,49,24,39,20,45,39,16,14,7,3,6,8,12,7,2,4,8,11,4,8,7,5,9,6,7,6,16,15,7,7,14,13,8,17,6,6,22,11,19,13,20,7,9,9,9,13,5.88,5.86,5.71,4.67,9.0,6.12,4.17,7.57,4.0,5.0,7.88,6.0,8.5,8.25,7.0,4.8,4.33,3.33,6.43,6.5,46.5,47.5,19.5,70.30000000000001,45.45,47.0,19.400000000000002,67.60000000000002,7.5,7.0,3.9000000000000004,12.200000000000003,12.05,12.0,6.9,19.1,6.05,5.9399999999999995,4.153,8.275
rzsm>0.8_pr>50,ssp245,2072,71,49,61,0,18,61,6,11,47,49,58,89,61,58,12,94,40,71,18,94,70,49,59,0,16,60,6,10,46,49,58,87,61,54,11,89,40,67,17,93,9,7,9,0,4,8,1,3,9,6,8,11,12,11,2,11,5,14,3,14,21,11,13,0,6,15,6,5,10,14,13,12,9,13,7,18,25,13,9,14,7.78,7.0,6.56,0.0,4.0,7.5,6.0,3.33,5.11,8.17,7.25,7.91,5.08,4.91,5.5,8.09,8.0,4.79,5.67,6.64,48.4,53.5,10.5,89.5,47.1,51.5,9.600000000000001,87.2,7.35,8.0,1.9000000000000001,12.200000000000003,11.7,12.5,5.9,18.300000000000004,5.9645,6.279999999999999,3.9330000000000003,8.009
rzsm>0.8_pr>50,ssp245,2073,49,74,50,0,51,51,46,24,24,29,64,27,24,87,103,59,95,20,43,68,48,74,48,0,49,51,46,23,24,27,63,27,24,86,103,58,95,16,42,67,9,7,7,0,10,9,8,4,5,6,9,6,5,15,12,6,12,5,7,11,9,25,22,0,8,12,10,7,6,8,21,12,9,14,34,30,29,5,13,13,5.33,10.57,6.86,0.0,4.9,5.67,5.75,5.75,4.8,4.5,7.0,4.5,4.8,5.73,8.58,9.67,7.92,3.2,6.0,6.09,49.4,49.5,23.6,87.80000000000001,48.55,48.0,22.3,86.9,7.65,7.0,4.9,12.0,14.35,12.0,5.9,29.1,5.881,5.74,4.37,8.689000000000002
