threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>50,ssp245,2066,67,10,29,2,54,19,49,3,34,22,61,10,30,23,5,19,26,9,15,31,64,9,28,2,54,18,45,3,33,21,61,9,28,21,4,18,26,9,15,27,10,2,6,1,9,4,7,1,7,4,12,2,5,3,1,5,5,3,2,7,29,5,7,2,20,8,14,3,6,8,8,6,10,14,4,6,11,4,11,6,6.4,4.5,4.67,2.0,6.0,4.5,6.43,3.0,4.71,5.25,5.08,4.5,5.6,7.0,4.0,3.6,5.2,3.0,7.5,3.86,25.9,22.5,4.800000000000001,54.70000000000001,24.75,21.0,3.9000000000000004,54.70000000000001,4.8,4.5,1.0,9.100000000000001,9.1,7.5,3.9000000000000004,14.600000000000009,4.84,4.6899999999999995,3.0,6.487000000000001
rzsm>0.9_pr>50,ssp245,2067,9,80,12,5,17,23,16,20,52,17,20,9,51,55,45,71,27,31,22,35,6,79,10,4,15,22,16,19,52,16,20,7,51,55,43,70,26,30,19,34,2,15,3,1,3,4,4,4,9,4,6,1,7,10,6,12,4,5,3,8,4,17,5,4,6,10,8,7,7,6,5,7,18,10,21,11,14,10,11,9,3.0,5.27,3.33,4.0,5.0,5.5,4.0,4.75,5.78,4.0,3.33,7.0,7.29,5.5,7.17,5.83,6.5,6.0,6.33,4.25,30.85,22.5,9.0,56.60000000000002,29.7,21.0,6.9,56.50000000000002,5.55,4.0,1.9000000000000001,10.200000000000003,9.5,8.5,4.9,17.1,5.1915,5.385,3.33,7.017
rzsm>0.9_pr>50,ssp245,2068,44,19,29,8,24,30,10,58,28,59,26,24,21,3,0,29,19,15,16,76,44,18,27,8,23,28,10,55,27,59,24,24,20,3,0,28,19,15,16,76,8,7,7,2,6,5,4,10,2,9,4,5,5,1,0,4,4,3,3,10,14,4,6,6,5,8,3,17,15,23,14,7,9,3,0,9,10,11,7,31,5.5,2.57,3.86,4.0,3.83,5.6,2.5,5.5,13.5,6.56,6.0,4.8,4.0,3.0,0.0,7.0,4.75,5.0,5.33,7.6,26.9,24.0,7.500000000000001,58.1,26.2,23.5,7.500000000000001,55.400000000000006,4.95,4.5,1.9000000000000001,9.100000000000001,10.1,8.5,3.0,17.60000000000001,5.045,4.9,2.5629999999999997,7.0600000000000005
rzsm>0.9_pr>50,ssp245,2069,24,35,19,8,33,43,33,17,6,26,7,56,3,66,16,37,24,35,16,25,24,33,18,6,31,40,33,16,6,25,5,54,2,65,15,36,24,34,15,24,4,7,3,3,5,9,9,3,2,7,1,7,1,10,2,8,5,4,3,7,14,7,10,2,13,7,8,8,4,7,5,24,2,16,8,11,7,19,7,6,6.0,4.71,6.0,2.0,6.2,4.44,3.67,5.33,3.0,3.57,5.0,7.71,2.0,6.5,7.5,4.5,4.8,8.5,5.0,3.43,26.45,24.5,6.9,44.30000000000002,25.3,24.0,5.9,41.40000000000002,5.0,4.5,1.9000000000000001,9.0,9.25,7.5,3.8000000000000003,16.300000000000004,4.993,4.9,2.9000000000000004,7.521
rzsm>0.9_pr>50,ssp245,2070,2,28,21,2,30,31,46,67,17,28,37,20,11,54,23,13,18,18,18,48,2,28,20,0,30,28,45,67,16,28,36,19,10,52,17,12,18,18,17,46,1,6,3,0,6,6,10,9,3,5,6,4,3,11,4,4,4,4,3,9,2,13,10,0,7,7,9,24,7,10,11,6,5,13,8,6,9,8,10,16,2.0,4.67,6.67,0.0,5.0,4.67,4.5,7.44,5.33,5.6,6.0,4.75,3.33,4.73,4.25,3.0,4.5,4.5,5.67,5.11,26.6,22.0,10.100000000000001,48.60000000000001,25.45,19.5,9.200000000000001,46.60000000000001,5.05,4.0,2.8000000000000003,9.100000000000001,9.05,8.5,4.7,13.300000000000004,4.586,4.7,2.9000000000000004,6.067000000000001
rzsm>0.9_pr>50,ssp245,2071,71,56,27,7,44,34,35,34,7,11,45,51,21,48,29,16,19,10,33,31,67,52,27,7,44,32,32,34,6,11,45,50,21,46,29,15,17,8,33,29,14,11,7,2,6,6,10,7,1,4,7,8,3,8,6,3,5,1,7,5,11,15,7,5,13,13,5,8,6,4,17,11,11,9,13,7,6,8,8,13,4.79,4.73,3.86,3.5,7.33,5.33,3.2,4.86,6.0,2.75,6.43,6.25,7.0,5.75,4.83,5.0,3.4,8.0,4.71,5.8,31.45,32.0,9.700000000000001,51.50000000000001,30.25,30.5,7.9,50.2,6.05,6.0,1.9000000000000001,10.100000000000001,9.5,8.5,5.0,13.200000000000003,5.176,4.93,3.38,7.033
rzsm>0.9_pr>50,ssp245,2072,56,38,42,0,6,38,1,4,38,34,45,70,41,32,6,63,23,40,11,70,56,38,42,0,6,37,0,4,36,34,44,67,39,30,6,62,21,38,10,70,9,7,9,0,2,7,0,1,6,7,10,11,9,7,2,10,4,8,3,12,21,11,13,0,4,10,0,4,10,8,7,12,8,11,4,15,12,11,4,13,6.22,5.43,4.67,0.0,3.0,5.29,0.0,4.0,6.0,4.86,4.4,6.09,4.33,4.29,3.0,6.2,5.25,4.75,3.33,5.83,32.9,38.0,3.7,63.70000000000001,32.0,36.5,3.6000000000000005,62.50000000000001,6.2,7.0,0.9000000000000001,10.100000000000001,8.9,10.0,3.6000000000000005,13.200000000000003,4.3469999999999995,4.71,2.7,6.101
rzsm>0.9_pr>50,ssp245,2073,27,49,32,0,31,33,32,14,14,18,49,19,16,66,69,47,54,9,25,49,26,49,30,0,31,32,32,14,13,18,49,17,15,63,66,46,52,8,25,47,6,9,5,0,8,7,6,4,5,4,8,3,2,12,10,6,10,3,7,9,7,15,19,0,7,7,10,5,3,8,20,12,9,12,31,26,10,4,6,8,4.33,5.44,6.0,0.0,3.88,4.57,5.33,3.5,2.6,4.5,6.12,5.67,7.5,5.25,6.6,7.67,5.2,2.67,3.57,5.22,32.65,31.5,13.5,55.20000000000002,31.65,30.5,12.5,53.100000000000016,6.2,6.0,2.9000000000000004,10.0,10.95,8.5,3.9000000000000004,20.60000000000001,4.781,5.21,2.663,6.690000000000001
rzsm>0.9_pr>50,ssp245,2074,8,14,12,0,6,32,15,6,40,22,59,6,51,49,39,7,41,16,30,73,6,12,11,0,6,31,13,6,40,22,55,5,51,49,38,7,39,16,29,73,1,2,2,0,1,6,4,2,8,7,7,2,9,10,7,2,8,2,4,12,6,7,6,0,6,8,5,4,8,6,15,3,9,15,9,5,11,8,12,17,6.0,6.0,5.5,0.0,6.0,5.17,3.25,3.0,5.0,3.14,7.86,2.5,5.67,4.9,5.43,3.5,4.88,8.0,7.25,6.08,26.3,19.0,6.0,51.80000000000001,25.45,19.0,5.9,51.400000000000006,4.8,4.0,1.0,9.100000000000001,8.0,7.5,3.9000000000000004,15.0,4.9565,5.3,2.95,7.311000000000001
rzsm>0.9_pr>50,ssp245,2075,15,59,34,1,58,24,16,23,23,50,12,39,62,40,27,21,21,2,27,54,14,57,32,0,58,24,12,23,21,50,11,36,62,38,26,21,21,2,27,53,4,11,5,0,11,6,3,6,7,6,2,7,6,5,4,4,3,1,6,6,6,8,10,0,9,7,5,6,7,23,6,12,22,16,16,7,10,2,8,17,3.5,5.18,6.4,0.0,5.27,4.0,4.0,3.83,3.0,8.33,5.5,5.14,10.33,7.6,6.5,5.25,7.0,2.0,4.5,8.83,30.4,25.5,11.000000000000002,58.1,29.4,25.0,10.100000000000001,57.1,5.15,5.5,1.9000000000000001,7.400000000000006,9.85,8.0,4.7,17.500000000000007,5.308,5.215,2.9000000000000004,8.38
rzsm>0.9_pr>50,ssp245,2076,14,30,60,2,1,13,33,17,20,32,27,22,17,55,71,37,15,18,0,48,13,27,59,2,0,13,32,17,19,32,22,21,17,55,70,35,14,17,0,48,3,7,12,1,0,4,4,3,4,6,6,2,3,8,8,8,3,6,0,8,7,6,15,2,0,7,13,11,6,10,5,15,8,15,20,11,8,4,0,12,4.33,3.86,4.92,2.0,0.0,3.25,8.0,5.67,4.75,5.33,3.67,10.5,5.67,6.88,8.75,4.38,4.67,2.83,0.0,6.0,26.6,21.0,1.9000000000000001,55.50000000000001,25.65,20.0,1.8000000000000003,55.400000000000006,4.8,4.0,0.9000000000000001,8.0,8.75,8.0,1.8000000000000003,15.0,4.773,4.71,1.8000000000000003,8.075000000000001
rzsm>0.9_pr>50,ssp245,2077,37,30,14,2,5,18,22,12,16,19,33,14,8,11,16,76,18,34,6,9,34,30,12,0,5,18,21,12,15,19,33,12,6,11,15,75,17,34,5,9,8,5,5,0,1,4,3,2,3,5,8,4,1,3,2,9,5,5,1,3,9,8,4,0,5,6,13,7,7,6,8,4,6,7,9,18,5,12,5,4,4.25,6.0,2.4,0.0,5.0,4.5,7.0,6.0,5.0,3.8,4.12,3.0,6.0,3.67,7.5,8.33,3.4,6.8,5.0,3.0,20.0,16.0,5.9,34.300000000000004,19.15,15.0,5.0,34.0,3.85,3.5,1.0,8.0,7.15,6.5,4.0,12.100000000000001,4.7385,4.75,2.94,7.050000000000001
rzsm>0.9_pr>50,ssp245,2078,12,13,8,0,12,20,14,45,34,22,29,15,48,3,77,40,51,49,23,39,12,12,8,0,12,20,12,43,34,21,27,15,47,2,77,38,51,47,23,36,4,3,2,0,3,5,2,4,6,5,6,4,8,1,11,7,6,11,5,8,5,8,5,0,6,6,6,33,8,9,6,6,12,2,18,12,20,10,10,9,3.0,4.0,4.0,0.0,4.0,4.0,6.0,10.75,5.67,4.2,4.5,3.75,5.88,2.0,7.0,5.43,8.5,4.27,4.6,4.5,27.7,22.5,7.500000000000001,49.2,26.85,22.0,7.4,47.400000000000006,5.05,5.0,1.9000000000000001,8.300000000000004,9.55,8.0,4.7,18.200000000000003,4.8025,4.385,2.9000000000000004,7.150000000000002
rzsm>0.9_pr>50,ssp245,2079,52,42,32,0,16,32,16,17,48,19,47,54,11,57,26,1,36,51,23,62,49,38,32,0,16,30,16,17,48,19,47,54,11,55,24,0,34,50,22,62,9,4,8,0,4,5,4,5,7,5,11,10,3,11,6,0,10,8,4,12,9,31,8,0,8,13,6,5,16,7,8,16,5,10,7,0,7,21,8,14,5.44,9.5,4.0,0.0,4.0,6.0,4.0,3.4,6.86,3.8,4.27,5.4,3.67,5.0,4.0,0.0,3.4,6.25,5.5,5.17,32.1,32.0,10.000000000000002,54.300000000000004,31.2,31.0,9.900000000000002,54.1,6.3,5.5,2.7,11.0,9.95,8.0,4.500000000000001,16.500000000000007,4.4830000000000005,4.135,3.0600000000000005,6.311000000000001
rzsm>0.9_pr>50,ssp245,2080,43,15,20,0,6,33,38,29,9,22,37,80,12,53,13,35,51,54,8,66,40,14,19,0,5,33,38,29,8,21,36,78,11,52,11,34,49,54,6,64,7,3,2,0,1,7,6,4,3,5,8,12,4,11,2,7,9,7,3,14,13,6,17,0,5,8,14,12,3,5,9,13,4,12,8,10,11,16,2,10,5.71,4.67,9.5,0.0,5.0,4.71,6.33,7.25,2.67,4.2,4.5,6.5,2.75,4.73,5.5,4.86,5.44,7.71,2.0,4.57,31.2,31.0,7.800000000000001,55.20000000000002,30.1,31.0,5.9,55.000000000000014,5.75,5.5,1.9000000000000001,11.100000000000001,8.9,9.5,2.9000000000000004,14.200000000000003,4.93,4.795,2.603,7.296
rzsm>0.9_pr>50,ssp245,2081,33,13,40,2,16,13,26,35,47,15,21,52,43,11,112,45,12,9,0,85,32,13,39,2,16,12,26,33,47,14,21,52,42,10,111,45,11,8,0,83,8,2,5,1,3,3,7,7,10,3,4,3,9,2,15,11,3,3,0,16,7,8,17,2,8,6,6,7,9,7,9,33,15,7,43,9,5,4,0,10,4.0,6.5,7.8,2.0,5.33,4.0,3.71,4.71,4.7,4.67,5.25,17.33,4.67,5.0,7.4,4.09,3.67,2.67,0.0,5.19,31.5,23.5,8.3,55.30000000000005,30.85,23.5,7.4,55.100000000000044,5.75,3.5,1.9000000000000001,11.400000000000006,10.6,7.5,3.8000000000000003,18.600000000000023,5.134500000000001,4.6850000000000005,2.603,7.440000000000001
rzsm>0.9_pr>50,ssp245,2082,64,15,33,4,21,38,31,8,16,18,15,16,62,1,91,17,3,31,39,57,63,13,31,4,18,34,29,7,16,16,13,13,60,0,90,16,3,29,38,54,13,5,5,2,6,10,6,2,4,4,4,4,9,0,10,2,1,8,7,6,9,4,13,2,4,7,10,5,6,8,6,7,21,0,27,8,3,10,8,17,4.85,2.6,6.2,2.0,3.0,3.4,4.83,3.5,4.0,4.0,3.25,3.25,6.67,0.0,9.0,8.0,3.0,3.62,5.43,9.0,29.0,19.5,3.9000000000000004,62.2,27.35,17.0,3.9000000000000004,60.300000000000004,5.4,5.0,1.9000000000000001,10.0,8.75,7.5,2.9000000000000004,17.400000000000006,4.4799999999999995,3.81,2.54,8.100000000000001
rzsm>0.9_pr>50,ssp245,2083,58,17,17,0,21,50,9,17,16,12,2,50,39,74,80,30,15,24,18,43,56,15,16,0,20,49,8,17,15,12,0,47,38,73,77,28,13,22,17,40,10,4,2,0,4,6,2,5,5,3,0,6,7,9,7,6,3,1,3,8,9,5,10,0,8,14,5,5,5,6,0,11,13,27,42,7,7,22,9,12,5.6,3.75,8.0,0.0,5.0,8.17,4.0,3.4,3.0,4.0,0.0,7.83,5.43,8.11,11.0,4.67,4.33,22.0,5.67,5.0,29.6,19.5,8.3,59.60000000000002,28.15,18.5,7.200000000000001,57.700000000000024,4.55,4.5,0.9000000000000001,8.100000000000001,10.85,8.5,4.500000000000001,22.500000000000007,5.9479999999999995,5.0,2.7,8.453000000000005
rzsm>0.9_pr>50,ssp245,2084,21,50,33,0,9,33,44,63,15,13,38,23,73,32,19,51,43,19,15,39,20,48,28,0,7,33,42,62,12,12,37,23,71,30,18,49,39,18,14,36,5,9,4,0,2,5,8,10,4,3,9,5,6,6,5,8,9,3,3,10,9,8,14,0,4,8,14,15,5,7,9,7,47,7,7,10,10,8,7,6,4.0,5.33,7.0,0.0,3.5,6.6,5.25,6.2,3.0,4.0,4.11,4.6,11.83,5.0,3.6,6.12,4.33,6.0,4.67,3.6,31.65,32.5,12.600000000000001,52.20000000000002,29.95,29.0,11.5,50.30000000000002,5.7,5.0,2.9000000000000004,9.100000000000001,10.1,8.0,4.9,14.100000000000001,4.936999999999999,4.635,3.45,6.640000000000001
rzsm>0.9_pr>50,ssp245,2085,18,36,30,4,17,42,45,12,48,46,30,52,47,29,5,37,21,10,43,13,17,35,28,2,16,41,44,12,48,43,29,52,47,28,5,35,21,9,42,11,5,7,5,1,5,8,8,3,7,6,7,10,9,7,1,5,5,3,10,2,4,8,12,2,4,10,8,7,10,14,10,13,22,6,5,12,9,3,9,6,3.4,5.0,5.6,2.0,3.2,5.12,5.5,4.0,6.86,7.17,4.14,5.2,5.22,4.0,5.0,7.0,4.2,3.0,4.2,5.5,29.25,30.0,9.5,47.1,28.25,28.5,8.600000000000001,47.1,5.7,5.5,1.9000000000000001,9.100000000000001,8.7,8.5,3.9000000000000004,13.100000000000001,4.7655,5.0,3.18,6.8740000000000006
rzsm>0.9_pr>50,ssp245,2086,15,25,36,0,40,10,67,12,44,52,48,51,38,16,4,14,14,30,17,16,13,25,34,0,39,9,66,10,44,51,46,48,37,13,4,14,12,30,16,14,3,6,8,0,9,1,12,4,10,9,9,10,7,3,2,4,3,6,4,5,8,9,7,0,7,9,12,3,8,10,8,14,10,7,2,6,5,9,7,4,4.33,4.17,4.25,0.0,4.33,9.0,5.5,2.5,4.4,5.67,5.11,4.8,5.29,4.33,2.0,3.5,4.0,5.0,4.0,2.8,27.45,21.0,9.4,51.1,26.25,20.5,8.5,48.300000000000004,5.75,5.5,1.9000000000000001,10.0,7.25,7.5,2.9000000000000004,10.200000000000003,4.249,4.33,2.45,5.517
rzsm>0.9_pr>50,ssp245,2087,37,28,49,1,10,0,4,28,48,14,23,40,84,55,12,34,12,18,10,89,36,26,47,0,9,0,2,24,46,13,20,38,83,53,11,33,11,18,10,88,6,6,7,0,2,0,1,5,10,3,5,8,11,9,3,7,4,5,2,14,8,9,12,0,6,0,2,11,10,5,6,9,21,9,6,9,3,5,6,21,6.0,4.33,6.71,0.0,4.5,0.0,2.0,4.8,4.6,4.33,4.0,4.75,7.55,5.89,3.67,4.71,2.75,3.6,5.0,6.29,29.8,25.5,3.7,57.90000000000004,28.4,22.0,1.8000000000000003,56.00000000000004,5.4,5.0,0.9000000000000001,10.100000000000001,7.9,7.0,1.8000000000000003,12.900000000000013,4.273999999999999,4.55,1.8000000000000003,6.332000000000001
rzsm>0.9_pr>50,ssp245,2088,25,12,64,2,9,52,37,29,57,5,37,52,51,43,50,37,39,9,31,27,23,10,58,2,8,52,35,29,57,4,36,52,47,42,49,36,38,9,29,26,5,2,6,1,2,12,7,6,10,2,6,9,10,9,9,5,8,2,6,6,8,8,20,2,5,9,7,8,9,2,19,12,9,10,14,17,7,6,7,8,4.6,5.0,9.67,2.0,4.0,4.33,5.0,4.83,5.7,2.0,6.0,5.78,4.7,4.67,5.44,7.2,4.75,4.5,4.83,4.33,33.4,37.0,8.600000000000001,52.50000000000001,32.1,35.5,7.6000000000000005,52.50000000000001,6.15,6.0,2.0,10.0,9.35,8.0,4.7,17.200000000000003,4.9665,4.79,3.8000000000000003,6.120000000000002
rzsm>0.9_pr>50,ssp245,2089,41,6,44,2,8,28,4,43,56,72,75,47,92,31,46,4,45,42,14,65,39,6,43,2,8,25,4,40,54,71,73,45,88,29,45,3,44,39,12,62,8,2,7,1,1,7,1,9,6,11,11,8,12,7,6,1,5,8,4,11,13,4,13,2,8,6,4,12,20,14,18,12,19,7,17,3,23,10,5,12,4.88,3.0,6.14,2.0,8.0,3.57,4.0,4.44,9.0,6.45,6.64,5.62,7.33,4.14,7.5,3.0,8.8,4.88,3.0,5.64,38.25,42.5,4.0,72.30000000000001,36.6,39.5,3.9000000000000004,71.2,6.3,7.0,1.0,11.0,11.1,12.0,3.9000000000000004,19.1,5.4015,5.25,3.0,8.080000000000002
rzsm>0.9_pr>50,ssp245,2090,67,31,22,0,47,32,27,33,29,11,39,41,31,22,66,34,24,32,15,28,67,30,20,0,42,31,27,28,27,9,38,36,29,21,63,33,21,32,15,27,7,5,5,0,5,8,4,5,5,4,8,8,5,4,10,6,4,7,4,6,26,9,6,0,26,6,10,11,9,3,8,8,9,8,24,7,9,7,7,11,9.57,6.0,4.0,0.0,8.4,3.88,6.75,5.6,5.4,2.25,4.75,4.5,5.8,5.25,6.3,5.5,5.25,4.57,3.75,4.5,31.55,31.0,14.600000000000001,48.90000000000003,29.8,28.5,14.4,44.10000000000003,5.5,5.0,4.0,8.0,10.2,8.5,5.7,24.200000000000003,5.100999999999999,5.25,3.6,6.915000000000003
rzsm>0.9_pr>50,ssp245,2091,11,4,15,0,10,22,25,28,44,60,43,54,71,22,9,34,40,50,43,22,10,3,14,0,10,20,24,26,43,59,43,52,70,21,8,32,36,49,42,22,4,1,2,0,4,4,4,4,6,6,7,11,11,3,2,7,6,10,7,5,4,3,10,0,4,7,9,13,12,19,12,11,24,9,4,14,8,9,18,6,2.5,3.0,7.0,0.0,2.5,5.0,6.0,6.5,7.17,9.83,6.14,4.73,6.36,7.0,4.0,4.57,6.0,4.9,6.0,4.4,30.35,26.5,8.5,54.60000000000001,29.2,25.0,7.500000000000001,52.70000000000001,5.2,4.5,1.9000000000000001,10.100000000000001,9.8,9.0,3.9000000000000004,18.1,5.1800000000000015,5.5,2.5,7.017
rzsm>0.9_pr>50,ssp245,2092,69,8,17,0,31,17,5,56,74,47,0,60,22,23,23,32,23,38,14,80,66,8,17,0,30,17,5,56,73,47,0,59,21,20,23,30,21,37,12,80,12,2,3,0,8,4,2,6,13,7,0,10,5,4,4,5,5,5,3,15,12,5,7,0,9,7,3,21,19,17,0,12,6,10,12,9,7,15,5,11,5.5,4.0,5.67,0.0,3.75,4.25,2.5,9.33,5.62,6.71,0.0,5.9,4.2,5.0,5.75,6.0,4.2,7.4,4.0,5.33,31.95,23.0,4.500000000000001,69.5,31.1,22.0,4.500000000000001,66.70000000000002,5.65,5.0,1.8000000000000003,12.100000000000001,9.35,9.0,2.7,17.200000000000003,4.7555000000000005,5.165,2.2500000000000004,6.779000000000001
rzsm>0.9_pr>50,ssp245,2093,50,1,38,0,4,37,40,55,13,50,35,28,26,28,71,53,26,40,46,88,50,0,37,0,4,36,40,54,13,49,35,26,26,23,69,51,26,40,43,88,12,0,3,0,2,9,7,6,1,4,9,7,5,4,12,8,4,8,7,15,10,0,17,0,2,8,8,23,13,32,6,6,8,10,19,11,10,12,13,14,4.17,0.0,12.33,0.0,2.0,4.0,5.71,9.0,13.0,12.25,3.89,3.71,5.2,5.75,5.75,6.38,6.5,5.0,6.14,5.87,36.45,37.5,3.7,56.60000000000002,35.5,36.5,3.6000000000000005,55.50000000000002,6.15,6.5,0.9000000000000001,12.0,11.1,10.0,1.8000000000000003,19.400000000000006,5.8325,5.73,1.8000000000000003,12.258000000000001
rzsm>0.9_pr>50,ssp245,2094,50,24,29,0,21,15,32,29,45,17,22,18,23,42,94,33,20,19,2,28,50,19,28,0,21,13,32,28,44,14,21,16,22,41,94,33,19,16,2,28,10,4,4,0,4,3,4,5,5,3,5,4,7,7,9,6,4,3,1,6,8,7,9,0,7,8,13,9,16,8,7,4,8,15,43,10,9,6,2,8,5.0,4.75,7.0,0.0,5.25,4.33,8.0,5.6,8.8,4.67,4.2,4.0,3.14,5.86,10.44,5.5,4.75,5.33,2.0,4.67,28.15,23.5,13.700000000000001,45.50000000000001,27.05,21.5,11.900000000000002,44.60000000000001,4.7,4.0,2.8000000000000003,7.200000000000003,9.85,8.0,3.8000000000000003,15.100000000000001,5.1645,4.875,3.0260000000000002,8.080000000000002
rzsm>0.9_pr>50,ssp245,2095,20,20,47,0,2,40,30,9,0,38,42,83,79,64,86,16,42,9,22,55,19,18,45,0,2,38,29,9,0,36,39,81,77,64,85,16,38,8,21,55,5,4,10,0,1,6,6,2,0,6,8,9,8,10,10,4,4,3,4,7,6,7,11,0,2,11,10,5,0,12,13,29,21,14,27,6,21,4,7,18,3.8,4.5,4.5,0.0,2.0,6.33,4.83,4.5,0.0,6.0,4.88,9.0,9.62,6.4,8.5,4.0,9.5,2.67,5.25,7.86,35.2,34.0,1.8000000000000003,79.4,34.0,32.5,1.8000000000000003,77.4,5.35,5.5,0.9000000000000001,10.0,11.2,10.5,1.8000000000000003,21.60000000000001,5.207,4.855,1.8000000000000003,9.05
rzsm>0.9_pr>50,ssp245,2096,31,3,15,6,26,7,34,50,9,10,30,28,50,49,37,2,16,17,7,51,29,2,15,6,25,7,34,48,8,8,29,26,50,48,37,2,14,14,5,49,5,1,3,2,5,2,6,9,3,2,6,5,9,7,6,1,4,3,2,7,11,2,10,4,9,5,14,10,3,5,11,15,20,11,10,2,6,6,3,14,5.8,2.0,5.0,3.0,5.0,3.5,5.67,5.33,2.67,4.0,4.83,5.2,5.56,6.86,6.17,2.0,3.5,4.67,2.5,7.0,23.9,21.5,5.7,50.0,22.8,20.0,4.7,48.1,4.4,4.5,1.9000000000000001,7.200000000000003,8.55,9.5,2.9000000000000004,14.100000000000001,4.513,4.915,2.45,6.239000000000001
rzsm>0.9_pr>50,ssp245,2097,68,40,14,0,37,27,60,44,40,29,25,54,58,10,37,13,8,18,5,24,66,40,12,0,36,25,60,43,39,27,25,51,57,10,34,12,6,18,5,22,12,7,2,0,6,5,11,9,8,4,5,6,12,3,7,3,3,3,2,5,14,18,7,0,10,7,11,8,8,14,7,17,8,5,11,6,2,12,3,8,5.5,5.71,6.0,0.0,6.0,5.0,5.45,4.78,4.88,6.75,5.0,8.5,4.75,3.33,4.86,4.0,2.0,6.0,2.5,4.4,30.55,28.0,7.7,58.2,29.4,26.0,5.9,57.300000000000004,5.65,5.0,2.0,11.100000000000001,8.8,8.0,2.9000000000000004,14.300000000000004,4.7705,4.9399999999999995,2.45,6.075000000000001
