threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2031,3,0,9,10,0,4,2,0,0,0,0,9,0,8,0,3,0,0,13,0,11,2,0,8,9,0,3,2,0,0,0,0,8,0,6,0,0,0,0,13,0,10,1,0,2,2,0,1,1,0,0,0,0,2,0,2,0,0,0,0,2,0,3,2,0,6,5,0,3,2,0,0,0,0,6,0,4,0,0,0,0,10,0,5,2.0,0.0,4.0,4.5,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,6.5,0.0,3.33,3.4285714285714284,0.0,0.0,10.0,2.9047619047619047,0.0,0.0,9.0,0.7619047619047619,0.0,0.0,2.0,2.0476190476190474,0.0,0.0,6.0,1.5395238095238095,0.0,0.0,4.0
spi<-1_tasmax>32.22,ssp126,2032,6,0,0,13,2,0,0,4,16,0,0,2,3,0,2,4,10,0,22,1,0,6,0,0,10,0,0,0,4,16,0,0,2,3,0,2,3,9,0,20,0,0,2,0,0,2,0,0,0,1,4,0,0,1,1,0,1,1,1,0,4,0,0,4,0,0,8,0,0,0,4,7,0,0,2,3,0,2,3,9,0,10,0,0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0,0.0,2.0,3.0,9.0,0.0,5.0,0.0,0.0,4.0476190476190474,2.0,0.0,13.0,3.5714285714285716,0.0,0.0,10.0,0.8571428571428571,0.0,0.0,2.0,2.4761904761904763,0.0,0.0,8.0,1.9047619047619047,0.0,0.0,5.0
spi<-1_tasmax>32.22,ssp126,2033,0,2,13,13,2,0,1,3,0,0,0,5,15,2,0,3,3,2,4,0,3,0,0,12,11,2,0,0,3,0,0,0,5,12,0,0,2,3,0,4,0,3,0,0,2,3,1,0,0,1,0,0,0,1,2,0,0,1,1,0,1,0,1,0,0,7,6,2,0,0,3,0,0,0,5,7,0,0,2,3,0,4,0,3,0.0,0.0,6.0,3.67,2.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,3.380952380952381,2.0,0.0,13.0,2.7142857142857144,0.0,0.0,11.0,0.6666666666666666,0.0,0.0,2.0,2.0,0.0,0.0,6.0,1.793809523809524,0.0,0.0,5.0
spi<-1_tasmax>32.22,ssp126,2034,0,4,0,9,0,0,0,0,0,16,4,11,0,2,3,4,9,0,5,0,1,0,4,0,8,0,0,0,0,0,16,4,9,0,2,2,2,9,0,5,0,0,0,1,0,1,0,0,0,0,0,3,1,2,0,1,1,1,1,0,2,0,0,0,4,0,8,0,0,0,0,0,7,4,5,0,2,2,2,9,0,3,0,0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.33,4.0,4.5,0.0,2.0,2.0,2.0,9.0,0.0,2.5,0.0,0.0,3.238095238095238,1.0,0.0,9.0,2.9047619047619047,0.0,0.0,9.0,0.6666666666666666,0.0,0.0,2.0,2.1904761904761907,0.0,0.0,7.0,2.0633333333333335,0.0,0.0,5.33
spi<-1_tasmax>32.22,ssp126,2035,0,5,3,0,2,0,0,9,0,10,11,0,13,12,2,3,4,0,12,15,5,0,5,2,0,2,0,0,8,0,8,10,0,12,9,2,2,3,0,12,15,3,0,1,1,0,1,0,0,2,0,1,1,0,2,4,1,1,1,0,2,3,1,0,5,2,0,2,0,0,5,0,8,10,0,10,3,2,2,3,0,6,7,3,0.0,5.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,8.0,10.0,0.0,6.0,2.25,2.0,2.0,3.0,0.0,6.0,5.0,3.0,5.0476190476190474,3.0,0.0,12.0,4.428571428571429,2.0,0.0,12.0,1.0476190476190477,1.0,0.0,2.0,3.238095238095238,2.0,0.0,8.0,2.869047619047619,2.0,0.0,6.0
spi<-1_tasmax>32.22,ssp126,2036,0,3,9,16,5,1,0,4,6,14,0,20,16,0,0,0,5,4,15,0,0,0,3,9,15,4,0,0,4,4,13,0,19,13,0,0,0,3,3,15,0,0,0,1,2,2,2,0,0,1,2,3,0,4,3,0,0,0,1,1,1,0,0,0,3,5,12,2,0,0,4,2,5,0,11,6,0,0,0,3,3,15,0,0,0.0,3.0,4.5,7.5,2.0,0.0,0.0,4.0,2.0,4.33,0.0,4.75,4.33,0.0,0.0,0.0,3.0,3.0,15.0,0.0,0.0,5.619047619047619,4.0,0.0,16.0,5.0,3.0,0.0,15.0,1.0952380952380953,1.0,0.0,3.0,3.380952380952381,2.0,0.0,11.0,2.7338095238095237,2.0,0.0,4.75
spi<-1_tasmax>32.22,ssp126,2037,0,2,32,30,0,10,16,0,3,16,2,0,14,0,0,3,0,0,24,0,4,0,2,29,30,0,10,15,0,3,15,2,0,12,0,0,3,0,0,24,0,4,0,1,5,5,0,1,2,0,1,2,1,0,3,0,0,1,0,0,4,0,1,0,2,9,11,0,10,8,0,3,9,2,0,7,0,0,3,0,0,12,0,4,0.0,2.0,5.8,6.0,0.0,10.0,7.5,0.0,3.0,7.5,2.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,7.428571428571429,2.0,0.0,24.0,7.095238095238095,2.0,0.0,24.0,1.2857142857142858,1.0,0.0,4.0,3.8095238095238093,2.0,0.0,10.0,2.895238095238095,2.0,0.0,7.5
spi<-1_tasmax>32.22,ssp126,2038,4,7,7,16,9,2,17,0,5,18,0,35,33,4,3,11,3,2,0,4,4,4,7,7,14,8,2,17,0,4,17,0,32,32,4,3,11,3,2,0,4,3,1,3,1,4,1,1,2,0,1,1,0,3,7,1,1,3,1,1,0,1,1,4,3,7,7,8,2,15,0,4,17,0,24,12,4,3,5,3,2,0,4,3,4.0,2.33,7.0,3.5,8.0,2.0,8.5,0.0,4.0,17.0,0.0,10.67,4.57,4.0,3.0,3.67,3.0,2.0,0.0,4.0,3.0,8.761904761904763,4.0,0.0,18.0,8.285714285714286,4.0,0.0,17.0,1.619047619047619,1.0,0.0,3.0,6.0476190476190474,4.0,0.0,15.0,4.487619047619047,3.67,0.0,8.5
spi<-1_tasmax>32.22,ssp126,2039,5,1,12,3,3,3,1,15,3,8,2,0,0,0,4,0,0,6,11,2,0,5,0,10,2,0,3,0,15,3,6,2,0,0,0,4,0,0,3,11,2,0,1,0,2,1,0,1,0,3,1,1,1,0,0,0,1,0,0,1,3,1,0,5,0,7,2,0,3,0,10,3,6,2,0,0,0,4,0,0,3,7,2,0,5.0,0.0,5.0,2.0,0.0,3.0,0.0,5.0,3.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3.67,2.0,0.0,3.761904761904762,3.0,0.0,11.0,3.142857142857143,2.0,0.0,10.0,0.8095238095238095,1.0,0.0,2.0,2.5714285714285716,2.0,0.0,7.0,2.0795238095238098,2.0,0.0,5.0
spi<-1_tasmax>32.22,ssp126,2040,1,1,27,7,0,0,13,0,3,0,9,8,2,0,0,38,0,0,22,0,0,0,0,25,6,0,0,10,0,2,0,8,8,0,0,0,38,0,0,22,0,0,0,0,2,1,0,0,3,0,1,0,2,1,0,0,0,4,0,0,2,0,0,0,0,13,6,0,0,4,0,2,0,5,8,0,0,0,16,0,0,17,0,0,0.0,0.0,12.5,6.0,0.0,0.0,3.33,0.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,9.5,0.0,0.0,11.0,0.0,0.0,6.238095238095238,1.0,0.0,22.0,5.666666666666667,0.0,0.0,22.0,0.7619047619047619,0.0,0.0,2.0,3.380952380952381,0.0,0.0,13.0,2.682380952380952,0.0,0.0,9.5
spi<-1_tasmax>32.22,ssp126,2041,0,0,23,30,3,9,0,0,5,2,5,48,22,0,1,2,0,3,55,0,0,0,0,23,29,3,7,0,0,5,2,5,48,22,0,0,0,0,2,53,0,0,0,0,5,6,1,1,0,0,1,1,1,5,2,0,0,0,0,1,6,0,0,0,0,6,10,3,7,0,0,5,2,5,24,12,0,0,0,0,2,24,0,0,0.0,0.0,4.6,4.83,3.0,7.0,0.0,0.0,5.0,2.0,5.0,9.6,11.0,0.0,0.0,0.0,0.0,2.0,8.83,0.0,0.0,9.904761904761905,2.0,0.0,30.0,9.476190476190476,2.0,0.0,29.0,1.4285714285714286,1.0,0.0,5.0,4.761904761904762,2.0,0.0,12.0,2.993333333333333,2.0,0.0,8.83
spi<-1_tasmax>32.22,ssp126,2042,0,0,12,0,0,0,0,38,1,0,10,19,23,1,25,0,4,0,4,0,0,0,0,11,0,0,0,0,38,0,0,10,18,23,0,23,0,4,0,3,0,0,0,0,3,0,0,0,0,3,0,0,1,4,2,0,3,0,1,0,1,0,0,0,0,7,0,0,0,0,19,0,0,10,7,17,0,8,0,4,0,3,0,0,0.0,0.0,3.67,0.0,0.0,0.0,0.0,12.67,0.0,0.0,10.0,4.5,11.5,0.0,7.67,0.0,4.0,0.0,3.0,0.0,0.0,6.523809523809524,0.0,0.0,23.0,6.190476190476191,0.0,0.0,23.0,0.8571428571428571,0.0,0.0,3.0,3.5714285714285716,0.0,0.0,10.0,2.714761904761905,0.0,0.0,10.0
spi<-1_tasmax>32.22,ssp126,2043,3,0,2,21,0,0,29,3,0,5,0,0,3,0,20,2,2,20,18,5,7,3,0,2,21,0,0,29,2,0,5,0,0,0,0,20,2,2,20,15,4,6,1,0,1,2,0,0,4,1,0,2,0,0,0,0,6,1,1,3,2,2,2,3,0,2,15,0,0,10,2,0,3,0,0,0,0,5,2,2,12,13,2,4,3.0,0.0,2.0,10.5,0.0,0.0,7.25,2.0,0.0,2.5,0.0,0.0,0.0,0.0,3.33,2.0,2.0,6.67,7.5,2.0,3.0,6.666666666666667,3.0,0.0,20.0,6.238095238095238,2.0,0.0,20.0,1.3333333333333333,1.0,0.0,3.0,3.5714285714285716,2.0,0.0,12.0,2.5595238095238093,2.0,0.0,7.25
spi<-1_tasmax>32.22,ssp126,2044,3,20,3,28,1,0,0,4,0,8,0,6,9,0,0,0,0,0,5,0,0,3,20,3,28,0,0,0,4,0,7,0,4,8,0,0,0,0,0,5,0,0,1,1,1,8,0,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,3,20,3,8,0,0,0,4,0,7,0,2,8,0,0,0,0,0,5,0,0,3.0,20.0,3.0,3.5,0.0,0.0,0.0,4.0,0.0,7.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.142857142857143,0.0,0.0,9.0,3.9047619047619047,0.0,0.0,8.0,0.8095238095238095,0.0,0.0,1.0,2.857142857142857,0.0,0.0,8.0,2.642857142857143,0.0,0.0,7.0
spi<-1_tasmax>32.22,ssp126,2045,0,2,14,0,0,0,0,2,0,6,10,0,7,0,0,0,1,0,13,3,0,0,0,12,0,0,0,0,0,0,5,9,0,6,0,0,0,0,0,13,3,0,0,0,3,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,3,1,0,0,0,8,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,7,3,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.33,3.0,0.0,2.761904761904762,0.0,0.0,10.0,2.2857142857142856,0.0,0.0,9.0,0.6190476190476191,0.0,0.0,2.0,1.380952380952381,0.0,0.0,5.0,1.0157142857142856,0.0,0.0,4.0
