threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2021,0,11,0,0,33,0,17,0,0,6,2,13,2,2,7,1,1,26,1,0,9,0,10,0,0,33,0,16,0,0,6,2,13,2,2,7,0,0,26,0,0,8,0,2,0,0,4,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,5,0,0,18,0,16,0,0,6,2,13,2,2,7,0,0,26,0,0,8,0.0,5.0,0.0,0.0,8.25,0.0,16.0,0.0,0.0,6.0,2.0,13.0,2.0,2.0,7.0,0.0,0.0,26.0,0.0,0.0,8.0,6.238095238095238,2.0,0.0,17.0,5.9523809523809526,2.0,0.0,16.0,0.7142857142857143,1.0,0.0,1.0,5.0,2.0,0.0,16.0,4.535714285714286,2.0,0.0,13.0
spi<-1_tasmax>32.22,ssp126,2022,0,7,32,5,0,2,7,0,6,6,0,23,1,0,5,0,16,7,0,18,6,0,6,31,5,0,2,7,0,6,6,0,23,0,0,5,0,15,7,0,16,6,0,1,4,1,0,1,1,0,1,1,0,2,0,0,1,0,3,1,0,3,1,0,6,14,5,0,2,7,0,6,6,0,19,0,0,5,0,8,7,0,9,6,0.0,6.0,7.75,5.0,0.0,2.0,7.0,0.0,6.0,6.0,0.0,11.5,0.0,0.0,5.0,0.0,5.0,7.0,0.0,5.33,6.0,6.714285714285714,5.0,0.0,18.0,6.428571428571429,5.0,0.0,16.0,1.0,1.0,0.0,3.0,4.761904761904762,5.0,0.0,9.0,3.7895238095238093,5.0,0.0,7.0
spi<-1_tasmax>32.22,ssp126,2023,7,8,50,20,0,0,10,0,0,14,0,24,12,12,0,0,7,7,0,7,17,6,8,49,20,0,0,10,0,0,13,0,24,12,12,0,0,6,7,0,7,16,1,1,3,1,0,0,3,0,0,2,0,2,1,1,0,0,1,1,0,2,1,6,8,36,20,0,0,6,0,0,9,0,22,12,12,0,0,6,7,0,4,16,6.0,8.0,16.33,20.0,0.0,0.0,3.33,0.0,0.0,6.5,0.0,12.0,12.0,12.0,0.0,0.0,6.0,7.0,0.0,3.5,16.0,9.285714285714286,7.0,0.0,20.0,9.047619047619047,7.0,0.0,20.0,0.9523809523809523,1.0,0.0,2.0,7.809523809523809,6.0,0.0,20.0,6.126666666666667,6.0,0.0,16.0
spi<-1_tasmax>32.22,ssp126,2024,16,0,25,0,8,20,0,2,21,0,24,17,1,17,48,39,19,0,8,26,0,15,0,25,0,8,20,0,2,21,0,24,17,0,17,47,38,17,0,7,26,0,2,0,3,0,1,5,0,1,1,0,3,3,0,1,3,5,2,0,1,3,0,13,0,15,0,8,9,0,2,21,0,11,12,0,17,27,21,15,0,7,10,0,7.5,0.0,8.33,0.0,8.0,4.0,0.0,2.0,21.0,0.0,8.0,5.67,0.0,17.0,15.67,7.6,8.5,0.0,7.0,8.67,0.0,13.857142857142858,16.0,0.0,26.0,13.523809523809524,15.0,0.0,26.0,1.619047619047619,1.0,0.0,3.0,8.952380952380953,9.0,0.0,21.0,6.14,7.0,0.0,15.67
spi<-1_tasmax>32.22,ssp126,2025,7,14,0,8,10,4,5,0,3,13,4,22,0,0,0,2,19,31,0,0,10,7,14,0,7,10,4,5,0,3,13,4,22,0,0,0,2,18,31,0,0,9,1,2,0,2,2,1,1,0,1,2,1,2,0,0,0,1,3,2,0,0,1,7,10,0,5,7,4,5,0,3,7,4,18,0,0,0,2,11,16,0,0,9,7.0,7.0,0.0,3.5,5.0,4.0,5.0,0.0,3.0,6.5,4.0,11.0,0.0,0.0,0.0,2.0,6.0,15.5,0.0,0.0,9.0,7.238095238095238,4.0,0.0,19.0,7.095238095238095,4.0,0.0,18.0,1.0476190476190477,1.0,0.0,2.0,5.142857142857143,4.0,0.0,11.0,4.214285714285714,4.0,0.0,9.0
spi<-1_tasmax>32.22,ssp126,2026,0,13,5,32,5,61,0,10,14,8,38,0,19,0,6,3,1,0,1,1,2,0,13,5,32,4,61,0,10,14,8,38,0,19,0,6,3,0,0,0,0,2,0,1,1,3,1,4,0,1,2,1,4,0,2,0,2,1,0,0,0,0,1,0,13,5,15,4,28,0,10,7,8,28,0,16,0,3,3,0,0,0,0,2,0.0,13.0,5.0,10.67,4.0,15.25,0.0,10.0,7.0,8.0,9.5,0.0,9.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,10.428571428571429,5.0,0.0,32.0,10.238095238095237,4.0,0.0,32.0,1.1428571428571428,1.0,0.0,3.0,6.761904761904762,3.0,0.0,16.0,4.758095238095239,3.0,0.0,10.67
spi<-1_tasmax>32.22,ssp126,2027,0,21,2,7,5,0,16,3,0,17,0,12,27,0,3,0,23,20,0,5,0,0,21,2,7,4,0,16,3,0,16,0,12,27,0,3,0,21,20,0,3,0,0,3,1,2,1,0,2,1,0,1,0,2,4,0,1,0,4,1,0,1,0,0,11,2,5,4,0,14,3,0,16,0,7,14,0,3,0,8,20,0,3,0,0.0,7.0,2.0,3.5,4.0,0.0,8.0,3.0,0.0,16.0,0.0,6.0,6.75,0.0,3.0,0.0,5.25,20.0,0.0,3.0,0.0,7.666666666666667,3.0,0.0,21.0,7.380952380952381,3.0,0.0,21.0,1.1428571428571428,1.0,0.0,3.0,5.238095238095238,3.0,0.0,14.0,4.166666666666667,3.0,0.0,8.0
spi<-1_tasmax>32.22,ssp126,2028,23,0,0,0,27,7,39,20,15,1,48,22,44,0,19,0,16,0,0,0,26,23,0,0,0,26,7,38,19,15,0,48,22,43,0,18,0,16,0,0,0,26,2,0,0,0,1,2,1,2,1,0,3,1,3,0,1,0,1,0,0,0,1,13,0,0,0,26,4,38,16,15,0,34,22,39,0,18,0,16,0,0,0,26,11.5,0.0,0.0,0.0,26.0,3.5,38.0,9.5,15.0,0.0,16.0,22.0,14.33,0.0,18.0,0.0,16.0,0.0,0.0,0.0,26.0,14.619047619047619,15.0,0.0,39.0,14.333333333333334,15.0,0.0,38.0,0.9047619047619048,1.0,0.0,2.0,12.714285714285714,13.0,0.0,34.0,10.277619047619048,9.5,0.0,26.0
spi<-1_tasmax>32.22,ssp126,2029,47,6,0,15,36,0,17,16,0,0,21,0,28,29,32,0,0,23,0,7,2,46,5,0,14,35,0,17,15,0,0,21,0,27,29,32,0,0,22,0,7,2,2,1,0,3,3,0,2,2,0,0,5,0,1,1,1,0,0,1,0,1,1,25,5,0,8,23,0,15,8,0,0,8,0,27,29,32,0,0,22,0,7,2,23.0,5.0,0.0,4.67,11.67,0.0,8.5,7.5,0.0,0.0,4.2,0.0,27.0,29.0,32.0,0.0,0.0,22.0,0.0,7.0,2.0,13.285714285714286,7.0,0.0,32.0,12.952380952380953,7.0,0.0,32.0,1.1428571428571428,1.0,0.0,3.0,10.047619047619047,7.0,0.0,27.0,8.74,4.67,0.0,27.0
spi<-1_tasmax>32.22,ssp126,2030,14,19,41,43,5,1,0,0,0,0,0,20,45,0,0,0,17,0,0,23,10,14,19,41,43,5,0,0,0,0,0,0,20,45,0,0,0,17,0,0,23,10,1,1,2,2,1,0,0,0,0,0,0,4,1,0,0,0,4,0,0,2,1,14,19,26,40,5,0,0,0,0,0,0,9,45,0,0,0,9,0,0,17,10,14.0,19.0,20.5,21.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,0.0,0.0,0.0,4.25,0.0,0.0,11.5,10.0,11.333333333333334,1.0,0.0,41.0,11.285714285714286,0.0,0.0,41.0,0.9047619047619048,0.0,0.0,2.0,9.238095238095237,0.0,0.0,26.0,7.416666666666667,0.0,0.0,20.5
