threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2021,77,3,9,1,0,28,13,0,12,2,0,0,29,7,20,0,18,21,45,4,16,77,2,8,0,0,28,13,0,10,0,0,0,28,6,20,0,18,20,45,4,12,7,1,2,0,0,5,2,0,2,0,0,0,5,2,4,0,3,3,3,1,3,31,2,6,0,0,14,7,0,8,0,0,0,13,4,7,0,13,13,24,4,8,11.0,2.0,4.0,0.0,0.0,5.6,6.5,0.0,5.0,0.0,0.0,0.0,5.6,3.0,5.0,0.0,6.0,6.67,15.0,4.0,4.0,14.523809523809524,9.0,0.0,29.0,13.857142857142858,8.0,0.0,28.0,2.0476190476190474,2.0,0.0,5.0,7.333333333333333,6.0,0.0,14.0,3.97,4.0,0.0,6.67
spi<-1_tasmax>32.22,ssp126,2022,4,37,9,3,5,0,32,36,4,0,0,6,1,0,37,0,6,25,22,0,3,2,37,6,3,5,0,32,36,2,0,0,6,0,0,34,0,3,25,22,0,2,1,4,2,1,2,0,2,6,1,0,0,2,0,0,6,0,1,3,5,0,1,2,18,4,3,3,0,28,12,2,0,0,4,0,0,10,0,3,19,10,0,2,2.0,9.25,3.0,3.0,2.5,0.0,16.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,5.67,0.0,3.0,8.33,4.4,0.0,2.0,10.952380952380953,4.0,0.0,36.0,10.238095238095237,3.0,0.0,34.0,1.7619047619047619,1.0,0.0,5.0,5.714285714285714,3.0,0.0,18.0,3.3404761904761906,2.5,0.0,8.33
spi<-1_tasmax>32.22,ssp126,2023,0,5,0,17,3,0,0,20,0,24,0,21,14,12,2,3,0,0,21,5,3,0,5,0,17,3,0,0,18,0,22,0,21,13,11,2,3,0,0,20,2,3,0,2,0,4,1,0,0,5,0,3,0,1,4,2,1,1,0,0,2,1,1,0,3,0,7,3,0,0,7,0,9,0,21,6,9,2,3,0,0,17,2,3,0.0,2.5,0.0,4.25,3.0,0.0,0.0,3.6,0.0,7.33,0.0,21.0,3.25,5.5,2.0,3.0,0.0,0.0,10.0,2.0,3.0,7.142857142857143,3.0,0.0,21.0,6.666666666666667,3.0,0.0,20.0,1.3333333333333333,1.0,0.0,4.0,4.380952380952381,3.0,0.0,9.0,3.3538095238095242,2.5,0.0,7.33
spi<-1_tasmax>32.22,ssp126,2024,2,21,5,0,24,23,0,0,30,0,6,0,30,8,10,32,19,29,13,13,0,2,21,4,0,24,23,0,0,29,0,6,0,30,7,10,30,19,29,13,11,0,1,2,1,0,2,4,0,0,2,0,2,0,5,2,2,4,2,2,1,2,0,2,13,4,0,20,10,0,0,27,0,3,0,8,5,5,14,10,25,13,9,0,2.0,10.5,4.0,0.0,12.0,5.75,0.0,0.0,14.5,0.0,3.0,0.0,6.0,3.5,5.0,7.5,9.5,14.5,13.0,5.5,0.0,12.619047619047619,10.0,0.0,30.0,12.285714285714286,10.0,0.0,29.0,1.619047619047619,2.0,0.0,4.0,8.0,5.0,0.0,20.0,5.535714285714286,5.0,0.0,13.0
spi<-1_tasmax>32.22,ssp126,2025,47,0,47,1,13,19,0,18,15,10,12,39,3,17,0,26,10,21,1,0,30,47,0,46,0,12,19,0,18,15,10,10,39,3,16,0,23,9,19,0,0,28,4,0,3,0,4,3,0,2,1,2,1,4,1,2,0,4,1,2,0,0,5,22,0,24,0,4,8,0,16,15,8,10,19,3,10,0,8,9,17,0,0,10,11.75,0.0,15.33,0.0,3.0,6.33,0.0,9.0,15.0,5.0,10.0,9.75,3.0,8.0,0.0,5.75,9.0,9.5,0.0,0.0,5.6,15.666666666666666,13.0,0.0,39.0,14.952380952380953,12.0,0.0,39.0,1.8571428571428572,2.0,0.0,4.0,8.714285714285714,8.0,0.0,19.0,6.00047619047619,5.75,0.0,11.75
spi<-1_tasmax>32.22,ssp126,2026,0,0,6,50,0,38,6,21,34,7,0,1,11,0,39,0,1,3,10,0,11,0,0,6,49,0,38,6,21,34,6,0,0,11,0,37,0,0,3,10,0,8,0,0,2,5,0,4,1,1,3,1,0,0,2,0,3,0,0,1,3,0,2,0,0,3,17,0,24,6,21,21,6,0,0,9,0,23,0,0,3,6,0,5,0.0,0.0,3.0,9.8,0.0,9.5,6.0,21.0,11.33,6.0,0.0,0.0,5.5,0.0,12.33,0.0,0.0,3.0,3.33,0.0,4.0,11.333333333333334,6.0,0.0,38.0,10.904761904761905,6.0,0.0,37.0,1.3333333333333333,1.0,0.0,3.0,6.857142857142857,3.0,0.0,21.0,4.513809523809523,3.0,0.0,11.33
spi<-1_tasmax>32.22,ssp126,2027,3,24,25,6,10,0,8,14,0,4,3,31,0,4,4,8,15,21,23,0,26,2,24,24,6,8,0,6,14,0,4,3,28,0,2,4,8,14,19,23,0,22,1,2,5,2,2,0,2,1,0,1,1,4,0,1,1,3,3,3,2,0,6,2,22,10,4,6,0,4,14,0,4,3,10,0,2,4,4,8,10,17,0,6,2.0,12.0,4.8,3.0,4.0,0.0,3.0,14.0,0.0,4.0,3.0,7.0,0.0,2.0,4.0,2.67,4.67,6.33,11.5,0.0,3.67,10.904761904761905,8.0,0.0,25.0,10.047619047619047,6.0,0.0,24.0,1.9047619047619047,2.0,0.0,4.0,6.190476190476191,4.0,0.0,14.0,4.363809523809524,3.67,0.0,11.5
spi<-1_tasmax>32.22,ssp126,2028,0,3,0,16,0,40,47,10,1,0,16,21,14,0,25,13,6,2,22,9,6,0,3,0,16,0,39,47,10,0,0,16,21,13,0,25,13,4,2,21,9,5,0,1,0,2,0,2,2,2,0,0,2,3,5,0,3,3,1,1,3,1,2,0,3,0,10,0,36,34,7,0,0,12,11,3,0,14,7,4,2,12,9,3,0.0,3.0,0.0,8.0,0.0,19.5,23.5,5.0,0.0,0.0,8.0,7.0,2.6,0.0,8.33,4.33,4.0,2.0,7.0,9.0,2.5,11.952380952380953,9.0,0.0,25.0,11.619047619047619,9.0,0.0,25.0,1.5714285714285714,2.0,0.0,3.0,7.9523809523809526,4.0,0.0,14.0,5.417142857142856,4.0,0.0,9.0
spi<-1_tasmax>32.22,ssp126,2029,3,18,10,21,9,4,21,10,9,18,5,9,0,0,29,19,6,29,7,6,23,2,18,10,20,9,4,21,10,8,17,5,8,0,0,27,19,6,29,7,4,20,1,3,2,2,1,1,2,1,1,2,1,2,0,0,2,5,2,5,2,2,5,2,12,7,11,9,4,17,10,8,13,5,6,0,0,22,7,3,14,5,2,7,2.0,6.0,5.0,10.0,9.0,4.0,10.5,10.0,8.0,8.5,5.0,4.0,0.0,0.0,13.5,3.8,3.0,5.8,3.5,2.0,4.0,12.19047619047619,9.0,3.0,23.0,11.619047619047619,9.0,2.0,21.0,2.0,2.0,1.0,5.0,7.809523809523809,7.0,2.0,14.0,5.6,5.0,2.0,10.0
spi<-1_tasmax>32.22,ssp126,2030,12,1,0,44,0,2,14,0,11,0,0,1,2,10,0,0,0,15,14,0,0,11,0,0,44,0,0,11,0,11,0,0,0,0,9,0,0,0,13,12,0,0,1,0,0,5,0,0,3,0,2,0,0,0,0,1,0,0,0,2,2,0,0,11,0,0,19,0,0,4,0,7,0,0,0,0,9,0,0,0,10,9,0,0,11.0,0.0,0.0,8.8,0.0,0.0,3.67,0.0,5.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.5,6.0,0.0,0.0,6.0,1.0,0.0,14.0,5.285714285714286,0.0,0.0,12.0,0.7619047619047619,0.0,0.0,2.0,3.2857142857142856,0.0,0.0,10.0,2.4033333333333333,0.0,0.0,8.8
