threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2031,0,17,25,14,7,10,8,0,9,15,0,0,16,0,1,7,0,4,12,7,23,0,17,24,13,7,8,8,0,9,14,0,0,15,0,0,4,0,4,9,7,21,0,2,3,3,2,2,1,0,1,4,0,0,4,0,0,1,0,1,2,1,5,0,11,11,8,5,5,8,0,9,5,0,0,8,0,0,4,0,4,7,7,9,0.0,8.5,8.0,4.33,3.5,4.0,8.0,0.0,9.0,3.5,0.0,0.0,3.75,0.0,0.0,4.0,0.0,4.0,4.5,7.0,4.2,8.333333333333334,7.0,0.0,17.0,7.619047619047619,7.0,0.0,17.0,1.5238095238095237,1.0,0.0,4.0,4.809523809523809,5.0,0.0,9.0,3.6323809523809523,4.0,0.0,8.0
spi<-1_tasmax>32.22,ssp126,2032,34,0,0,30,0,40,0,31,4,0,16,0,0,3,0,8,1,16,13,12,10,34,0,0,30,0,40,0,31,4,0,16,0,0,3,0,8,0,16,12,12,9,7,0,0,4,0,4,0,3,2,0,2,0,0,1,0,1,0,4,1,2,2,14,0,0,12,0,19,0,18,2,0,12,0,0,3,0,8,0,6,12,9,5,4.86,0.0,0.0,7.5,0.0,10.0,0.0,10.33,2.0,0.0,8.0,0.0,0.0,3.0,0.0,8.0,0.0,4.0,12.0,6.0,4.5,10.380952380952381,4.0,0.0,31.0,10.238095238095237,4.0,0.0,31.0,1.5714285714285714,1.0,0.0,4.0,5.714285714285714,3.0,0.0,14.0,3.8185714285714285,3.0,0.0,10.0
spi<-1_tasmax>32.22,ssp126,2033,2,42,3,10,0,13,0,32,0,13,14,8,0,2,0,4,0,5,23,13,1,0,41,3,10,0,13,0,32,0,13,14,8,0,2,0,3,0,5,21,12,0,0,4,1,1,0,2,0,2,0,2,1,4,0,1,0,1,0,1,3,2,0,0,15,3,10,0,9,0,29,0,9,14,2,0,2,0,3,0,5,13,10,0,0.0,10.25,3.0,10.0,0.0,6.5,0.0,16.0,0.0,6.5,14.0,2.0,0.0,2.0,0.0,3.0,0.0,5.0,7.0,6.0,0.0,8.80952380952381,4.0,0.0,23.0,8.428571428571429,3.0,0.0,21.0,1.1904761904761905,1.0,0.0,3.0,5.904761904761905,3.0,0.0,14.0,4.345238095238095,3.0,0.0,10.25
spi<-1_tasmax>32.22,ssp126,2034,0,7,0,26,1,7,0,2,4,15,33,26,0,0,16,19,10,6,9,1,0,0,7,0,26,0,7,0,0,4,13,33,25,0,0,16,18,9,5,8,0,0,0,3,0,3,0,1,0,0,1,3,1,1,0,0,4,3,2,2,2,0,0,0,3,0,15,0,7,0,0,4,6,33,25,0,0,6,9,5,3,4,0,0,0.0,2.33,0.0,8.67,0.0,7.0,0.0,0.0,4.0,4.33,33.0,25.0,0.0,0.0,4.0,6.0,4.5,2.5,4.0,0.0,0.0,8.666666666666666,6.0,0.0,26.0,8.142857142857142,5.0,0.0,25.0,1.2380952380952381,1.0,0.0,3.0,5.714285714285714,3.0,0.0,15.0,5.015714285714286,2.5,0.0,8.67
spi<-1_tasmax>32.22,ssp126,2035,8,12,21,8,25,0,6,31,1,8,51,12,23,0,24,5,0,33,9,18,19,6,12,20,5,25,0,5,31,0,8,51,11,22,0,22,5,0,33,7,15,17,2,2,1,1,6,0,2,2,0,2,1,3,6,0,1,2,0,3,2,2,3,4,9,20,5,9,0,3,24,0,5,51,5,7,0,22,3,0,24,4,10,9,3.0,6.0,20.0,5.0,4.17,0.0,2.5,15.5,0.0,4.0,51.0,3.67,3.67,0.0,22.0,2.5,0.0,11.0,3.5,7.5,5.67,14.952380952380953,12.0,0.0,31.0,14.047619047619047,11.0,0.0,31.0,1.9523809523809523,2.0,0.0,3.0,10.19047619047619,5.0,0.0,24.0,8.127619047619046,4.0,0.0,20.0
spi<-1_tasmax>32.22,ssp126,2036,0,20,8,10,2,14,0,0,24,7,13,2,18,2,0,1,29,8,26,0,0,0,20,8,5,2,14,0,0,24,6,13,2,15,2,0,0,29,8,26,0,0,0,5,2,2,1,5,0,0,4,1,1,1,3,1,0,0,4,2,2,0,0,0,6,5,3,2,4,0,0,8,6,13,2,6,2,0,0,11,5,24,0,0,0.0,4.0,4.0,2.5,2.0,2.8,0.0,0.0,6.0,6.0,13.0,2.0,5.0,2.0,0.0,0.0,7.25,4.0,13.0,0.0,0.0,8.761904761904763,7.0,0.0,24.0,8.285714285714286,5.0,0.0,24.0,1.619047619047619,1.0,0.0,4.0,4.619047619047619,3.0,0.0,11.0,3.5023809523809524,2.5,0.0,7.25
spi<-1_tasmax>32.22,ssp126,2037,4,4,5,26,7,0,0,8,25,12,0,19,31,5,22,0,15,0,28,0,0,3,2,5,24,7,0,0,8,25,12,0,18,30,5,22,0,15,0,28,0,0,1,1,2,5,1,0,0,1,2,3,0,3,4,2,4,0,3,0,3,0,0,3,2,3,10,7,0,0,8,19,8,0,12,13,3,9,0,11,0,16,0,0,3.0,2.0,2.5,4.8,7.0,0.0,0.0,8.0,12.5,4.0,0.0,6.0,7.5,2.5,5.5,0.0,5.0,0.0,9.33,0.0,0.0,10.047619047619047,5.0,0.0,26.0,9.714285714285714,5.0,0.0,25.0,1.6666666666666667,1.0,0.0,4.0,5.904761904761905,3.0,0.0,13.0,3.7919047619047617,3.0,0.0,8.0
spi<-1_tasmax>32.22,ssp126,2038,0,26,16,16,0,14,0,0,0,18,17,55,49,7,10,8,13,25,6,0,46,0,26,16,16,0,14,0,0,0,16,17,55,47,6,10,7,13,25,6,0,45,0,5,2,4,0,2,0,0,0,3,2,6,5,1,1,2,2,4,2,0,6,0,7,10,6,0,12,0,0,0,7,9,17,19,6,10,4,9,11,4,0,11,0.0,5.2,8.0,4.0,0.0,7.0,0.0,0.0,0.0,5.33,8.5,9.17,9.4,6.0,10.0,3.5,6.5,6.25,3.0,0.0,7.5,15.523809523809524,13.0,0.0,46.0,15.19047619047619,13.0,0.0,45.0,2.238095238095238,2.0,0.0,5.0,6.761904761904762,7.0,0.0,12.0,4.730952380952381,5.33,0.0,9.17
spi<-1_tasmax>32.22,ssp126,2039,3,0,3,27,18,11,13,4,2,26,10,22,29,6,18,0,29,1,23,4,0,3,0,2,27,17,11,13,3,2,25,10,21,28,5,18,0,29,0,22,4,0,1,0,1,2,3,2,4,1,1,5,2,2,3,2,3,0,3,0,3,1,0,3,0,2,17,7,7,4,3,2,11,8,12,21,3,9,0,13,0,8,4,0,3.0,0.0,2.0,13.5,5.67,5.5,3.25,3.0,2.0,5.0,5.0,10.5,9.33,2.5,6.0,0.0,9.67,0.0,7.33,4.0,0.0,11.857142857142858,10.0,0.0,27.0,11.428571428571429,10.0,0.0,27.0,1.8571428571428572,2.0,0.0,3.0,6.380952380952381,4.0,0.0,13.0,4.630952380952381,4.0,0.0,9.67
spi<-1_tasmax>32.22,ssp126,2040,1,22,0,41,4,4,24,0,0,16,9,5,0,0,10,0,44,16,12,4,14,0,22,0,41,4,4,24,0,0,14,9,3,0,0,9,0,44,15,12,2,13,0,2,0,5,1,1,1,0,0,4,1,1,0,0,2,0,4,3,1,1,2,0,14,0,18,4,4,24,0,0,7,9,3,0,0,5,0,22,6,12,2,9,0.0,11.0,0.0,8.2,4.0,4.0,24.0,0.0,0.0,3.5,9.0,3.0,0.0,0.0,4.5,0.0,11.0,5.0,12.0,2.0,6.5,10.761904761904763,5.0,0.0,24.0,10.285714285714286,4.0,0.0,24.0,1.380952380952381,1.0,0.0,4.0,6.619047619047619,4.0,0.0,18.0,5.128571428571429,4.0,0.0,11.0
spi<-1_tasmax>32.22,ssp126,2041,5,20,14,54,0,58,0,25,4,2,2,53,0,12,16,14,12,2,56,0,3,5,20,12,52,0,57,0,25,4,0,2,51,0,12,14,13,11,0,56,0,2,2,2,2,3,0,3,0,1,1,0,1,4,0,3,2,1,1,0,4,0,1,3,13,10,39,0,33,0,25,4,0,2,36,0,5,12,13,11,0,22,0,2,2.5,10.0,6.0,17.33,0.0,19.0,0.0,25.0,4.0,0.0,2.0,12.75,0.0,4.0,7.0,13.0,11.0,0.0,14.0,0.0,2.0,16.761904761904763,12.0,0.0,54.0,16.0,11.0,0.0,52.0,1.4761904761904763,1.0,0.0,3.0,10.952380952380953,5.0,0.0,33.0,7.122857142857142,4.0,0.0,17.33
spi<-1_tasmax>32.22,ssp126,2042,19,0,5,19,0,0,3,5,25,0,9,37,0,0,13,0,0,18,25,0,0,18,0,2,18,0,0,2,5,22,0,9,37,0,0,12,0,0,18,25,0,0,3,0,1,2,0,0,1,1,2,0,2,3,0,0,3,0,0,3,3,0,0,8,0,2,13,0,0,2,5,14,0,7,19,0,0,7,0,0,9,17,0,0,6.0,0.0,2.0,9.0,0.0,0.0,2.0,5.0,11.0,0.0,4.5,12.33,0.0,0.0,4.0,0.0,0.0,6.0,8.33,0.0,0.0,8.476190476190476,3.0,0.0,25.0,8.0,2.0,0.0,22.0,1.1428571428571428,1.0,0.0,3.0,4.904761904761905,2.0,0.0,14.0,3.340952380952381,2.0,0.0,9.0
spi<-1_tasmax>32.22,ssp126,2043,8,11,10,8,5,14,22,0,0,1,0,0,1,7,29,14,0,16,3,13,0,8,7,10,7,5,14,21,0,0,0,0,0,0,5,29,14,0,16,3,11,0,2,1,3,1,1,2,1,0,0,0,0,0,0,2,4,2,0,3,1,3,0,5,7,4,7,5,11,21,0,0,0,0,0,0,3,20,9,0,8,3,6,0,4.0,7.0,3.33,7.0,5.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.25,7.0,0.0,5.33,3.0,3.67,0.0,7.714285714285714,7.0,0.0,16.0,7.142857142857143,5.0,0.0,16.0,1.2380952380952381,1.0,0.0,3.0,5.190476190476191,4.0,0.0,11.0,3.9561904761904763,3.33,0.0,7.0
spi<-1_tasmax>32.22,ssp126,2044,16,20,8,33,7,1,4,18,14,7,0,28,19,0,0,0,0,7,31,4,8,15,20,4,31,5,0,4,18,14,6,0,27,19,0,0,0,0,7,31,3,7,4,3,1,4,1,0,1,1,2,1,0,5,6,0,0,0,0,2,2,1,1,5,13,4,18,5,0,4,18,10,6,0,11,5,0,0,0,0,5,29,3,7,3.75,6.67,4.0,7.75,5.0,0.0,4.0,18.0,7.0,6.0,0.0,5.4,3.17,0.0,0.0,0.0,0.0,3.5,15.5,3.0,7.0,10.714285714285714,7.0,0.0,28.0,10.047619047619047,6.0,0.0,27.0,1.6666666666666667,1.0,0.0,4.0,6.809523809523809,5.0,0.0,18.0,4.74952380952381,4.0,0.0,7.75
spi<-1_tasmax>32.22,ssp126,2045,0,4,0,1,5,22,0,6,17,47,0,1,0,0,31,0,1,53,0,0,15,0,2,0,0,5,22,0,6,17,44,0,0,0,0,29,0,0,51,0,0,13,0,1,0,0,2,1,0,2,3,5,0,0,0,0,4,0,0,5,0,0,2,0,2,0,0,3,22,0,3,11,21,0,0,0,0,15,0,0,28,0,0,11,0.0,2.0,0.0,0.0,2.5,22.0,0.0,3.0,5.67,8.8,0.0,0.0,0.0,0.0,7.25,0.0,0.0,10.2,0.0,0.0,6.5,9.666666666666666,1.0,0.0,31.0,9.0,0.0,0.0,29.0,1.1904761904761905,0.0,0.0,4.0,5.523809523809524,0.0,0.0,21.0,3.2342857142857144,0.0,0.0,8.8
spi<-1_tasmax>32.22,ssp126,2046,16,8,1,8,2,0,16,0,0,35,0,10,20,0,2,19,11,6,12,17,4,16,8,0,8,2,0,16,0,0,35,0,8,20,0,0,19,11,6,12,16,3,3,2,0,1,1,0,2,0,0,6,0,2,5,0,0,3,4,2,1,2,1,10,4,0,8,2,0,14,0,0,14,0,6,5,0,0,11,5,4,12,11,3,5.33,4.0,0.0,8.0,2.0,0.0,8.0,0.0,0.0,5.83,0.0,4.0,4.0,0.0,0.0,6.33,2.75,3.0,12.0,8.0,3.0,8.904761904761905,8.0,0.0,19.0,8.571428571428571,8.0,0.0,19.0,1.6666666666666667,1.0,0.0,4.0,5.190476190476191,4.0,0.0,12.0,3.63047619047619,3.0,0.0,8.0
