ssp,,MPI-ESM1-2-LR_rzsm,EC-Earth3_rzsm,CNRM-ESM2-1_rzsm,MPI-ESM1-2-HR_rzsm,MRI-ESM2-0_rzsm,NorESM2-LM_rzsm,KACE-1-0-G_rzsm,NorESM2-MM_rzsm,TaiESM1_rzsm,MIROC-ES2L_rzsm,GISS-E2-1-G_rzsm,IITM-ESM_rzsm,ACCESS-CM2_rzsm,INM-CM5-0_rzsm,CESM2_rzsm,ACCESS-ESM1-5_rzsm,INM-CM4-8_rzsm,GFDL-CM4_gr2_rzsm,CMCC-ESM2_rzsm,CNRM-CM6-1_rzsm,GFDL-ESM4_rzsm,CMCC-CM2-SR5_rzsm,GFDL-CM4_rzsm,FGOALS-g3_rzsm,CESM2-WACCM_rzsm
ssp245,0.7,0.157482,0.157111,0.158846,0.157286,0.15553,0.152086,0.14311,0.155164,0.148067,0.154189,0.152709,0.155373,0.155648,0.150874,0.155413,0.153815,0.15303,0.154076,0.154359,0.158715,0.158595,0.144951,0.158221,0.148967,0.154592
ssp245,0.8,0.167299,0.168339,0.169427,0.170095,0.164406,0.160922,0.149956,0.1654,0.157093,0.163001,0.160942,0.162999,0.164139,0.159711,0.16375,0.164541,0.162721,0.161202,0.164001,0.169335,0.168839,0.155953,0.166473,0.156153,0.164472
ssp245,0.9,0.180934,0.182546,0.183969,0.184123,0.177857,0.174304,0.164329,0.178628,0.17146,0.177413,0.172505,0.172881,0.178364,0.171657,0.175936,0.178353,0.178213,0.171932,0.176281,0.182441,0.182144,0.170947,0.17877,0.16667,0.178799
ssp245,0.95,0.190767,0.194906,0.195108,0.196322,0.187234,0.184597,0.176898,0.188747,0.183643,0.190785,0.182904,0.182982,0.191188,0.185194,0.186521,0.190161,0.191333,0.181351,0.187905,0.192269,0.192383,0.183328,0.18999,0.175508,0.189386
ssp245,0.98,0.2018082,0.2072566,0.21329540000000005,0.20966,0.1978762,0.19503620000000002,0.1973456,0.20069240000000002,0.19400920000000002,0.202387,0.19491900000000012,0.19667740000000006,0.207501,0.20417300000000002,0.19952700000000004,0.20262600000000003,0.20669740000000003,0.19289820000000005,0.1997226,0.2078766,0.20437740000000001,0.19561,0.20176220000000003,0.187026,0.2005672
