threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>50,ssp245,2042,1,35,61,101,18,104,66,47,0,20,32,77,92,100,79,92,9,48,21,59,0,34,57,99,17,104,66,46,0,18,30,77,90,99,78,91,9,45,20,56,0,8,9,12,3,16,12,6,0,3,7,10,16,12,10,14,2,9,5,10,0,7,15,16,8,17,13,19,0,6,6,13,15,20,24,10,7,7,8,12,0.0,4.25,6.33,8.25,5.67,6.5,5.5,7.67,0.0,6.0,4.29,7.7,5.62,8.25,7.8,6.5,4.5,5.0,4.0,5.6,53.1,53.5,8.200000000000001,100.1,51.8,51.0,8.100000000000001,99.0,8.2,9.0,1.8000000000000003,14.200000000000003,11.15,11.0,5.4,19.1,5.4715,5.645,3.6000000000000005,7.845000000000001
rzsm>0.7_pr>50,ssp245,2043,51,71,38,47,24,72,22,27,16,31,35,32,94,28,3,37,62,80,59,66,45,70,38,47,23,69,21,27,15,30,34,30,93,27,3,36,61,78,59,65,9,10,7,8,7,13,4,4,3,4,5,8,12,5,1,9,9,12,8,13,11,13,7,8,6,17,8,12,8,13,12,9,18,7,3,7,26,17,14,7,5.0,7.0,5.43,5.88,3.29,5.31,5.25,6.75,5.0,7.5,6.8,3.75,7.75,5.4,3.0,4.0,6.78,6.5,7.38,5.0,44.75,37.5,21.400000000000002,72.80000000000001,43.55,37.0,20.400000000000002,70.80000000000001,7.55,8.0,3.9000000000000004,12.100000000000001,11.15,10.0,6.9,17.1,5.6385,5.415,3.704,7.392
rzsm>0.7_pr>50,ssp245,2044,42,55,11,18,17,60,75,132,109,109,88,27,35,30,66,42,109,37,28,27,39,52,11,16,15,58,73,131,109,107,88,27,33,30,65,41,109,34,27,27,6,9,2,3,5,9,11,14,10,13,15,6,7,7,12,8,5,5,5,5,8,17,6,12,4,11,14,25,26,17,18,7,9,7,12,8,42,12,7,7,6.5,5.78,5.5,5.33,3.0,6.44,6.64,9.36,10.9,8.23,5.87,4.5,4.71,4.29,5.42,5.12,21.8,6.8,5.4,5.4,55.85,42.0,17.9,109.0,54.6,40.0,15.9,109.0,7.85,7.0,4.800000000000001,13.100000000000001,13.45,11.5,6.9,25.1,6.849500000000001,5.640000000000001,4.479,9.514000000000001
rzsm>0.7_pr>50,ssp245,2045,20,28,61,131,4,68,35,33,49,42,32,32,36,81,67,56,7,32,13,99,20,28,61,131,2,66,35,33,49,41,32,32,34,80,67,54,7,32,13,95,4,6,11,18,1,10,6,6,7,8,6,5,9,11,11,9,1,7,2,12,7,7,9,16,2,14,9,8,11,11,9,13,7,16,9,17,7,7,7,15,5.0,4.67,5.55,7.28,2.0,6.6,5.83,5.5,7.0,5.12,5.33,6.4,3.78,7.27,6.09,6.0,7.0,4.57,6.5,7.92,46.3,35.5,12.4,82.80000000000003,45.6,34.5,12.4,81.50000000000003,7.5,7.0,1.9000000000000001,11.100000000000001,10.05,9.0,7.0,16.0,5.7705,5.915,4.4910000000000005,7.271
rzsm>0.7_pr>50,ssp245,2046,37,48,55,76,0,21,73,56,0,8,77,56,10,108,18,79,151,137,20,37,35,48,52,75,0,19,71,56,0,7,74,55,9,104,17,77,149,137,18,37,6,10,6,10,0,3,12,9,0,2,10,9,2,16,4,11,12,14,2,7,17,12,15,23,0,8,10,8,0,4,21,17,6,11,6,13,39,28,14,10,5.83,4.8,8.67,7.5,0.0,6.33,5.92,6.22,0.0,3.5,7.4,6.11,4.5,6.5,4.25,7.0,12.42,9.79,9.0,5.29,53.35,51.5,7.200000000000001,110.90000000000003,52.0,50.0,6.300000000000001,107.30000000000004,7.25,8.0,1.8000000000000003,12.200000000000003,13.1,11.5,3.6000000000000005,23.500000000000007,6.051500000000001,6.165,3.1500000000000004,9.079
rzsm>0.7_pr>50,ssp245,2047,48,20,63,62,32,58,73,57,30,17,37,117,30,72,16,47,54,15,37,5,46,20,61,61,31,57,73,55,28,17,34,113,28,72,14,44,53,13,35,5,9,3,11,12,8,9,12,11,6,3,6,13,6,12,3,7,8,3,7,2,7,9,14,9,7,11,11,12,7,7,11,26,7,12,8,16,15,7,7,3,5.11,6.67,5.55,5.08,3.88,6.33,6.08,5.0,4.67,5.67,5.67,8.69,4.67,6.0,4.67,6.29,6.62,4.33,5.0,2.5,44.5,42.0,15.9,72.1,43.0,39.5,13.9,72.1,7.55,7.5,3.0,12.0,10.3,9.0,7.0,15.100000000000001,5.424000000000001,5.33,4.285,6.625
rzsm>0.7_pr>50,ssp245,2048,19,86,76,118,10,51,68,43,25,36,31,80,68,15,28,58,91,8,82,84,19,82,75,115,7,50,67,42,24,33,31,79,67,14,28,54,91,7,82,83,5,13,15,15,3,7,10,8,5,4,9,13,14,3,5,11,11,1,14,11,6,21,12,14,3,21,17,9,7,15,6,12,10,9,11,8,29,7,14,17,3.8,6.31,5.0,7.67,2.33,7.14,6.7,5.25,4.8,8.25,3.44,6.08,4.79,4.67,5.6,4.91,8.27,7.0,5.86,7.55,53.85,54.5,14.5,86.5,52.5,52.0,13.3,83.80000000000001,8.85,9.5,3.0,14.100000000000001,12.4,11.5,6.0,21.0,5.770999999999999,5.73,3.764,7.728000000000001
rzsm>0.7_pr>50,ssp245,2049,27,56,81,87,0,52,41,38,39,14,37,69,12,96,54,21,123,55,2,53,27,56,81,86,0,51,39,36,38,14,37,69,12,93,54,20,123,52,2,53,5,11,11,15,0,9,5,8,7,3,7,12,2,11,5,5,15,9,1,10,7,11,15,18,0,12,18,7,10,6,12,12,6,21,31,6,38,8,2,8,5.4,5.09,7.36,5.73,0.0,5.67,7.8,4.5,5.43,4.67,5.29,5.75,6.0,8.45,10.8,4.0,8.2,5.78,2.0,5.3,47.85,46.5,11.000000000000002,87.9,47.15,45.0,11.000000000000002,86.70000000000002,7.55,7.5,1.9000000000000001,12.300000000000004,12.4,10.5,5.6000000000000005,22.000000000000014,5.661,5.55,3.8000000000000003,8.225
rzsm>0.7_pr>50,ssp245,2050,42,60,18,76,19,21,9,42,20,71,73,60,71,8,94,53,111,33,54,21,41,60,18,74,19,20,9,40,20,71,71,60,69,8,92,52,110,32,53,21,7,8,3,11,3,4,2,9,5,8,14,11,13,2,12,5,12,4,7,4,7,18,6,14,8,7,6,8,6,30,12,14,12,6,18,24,23,13,23,9,5.86,7.5,6.0,6.73,6.33,5.0,4.5,4.44,4.0,8.88,5.07,5.45,5.31,4.0,7.67,10.4,9.17,8.0,7.57,5.25,47.8,47.5,17.1,77.80000000000003,47.0,46.5,17.1,75.80000000000003,7.2,7.0,2.9000000000000004,12.100000000000001,13.2,12.0,6.0,23.1,6.356500000000001,5.93,4.396000000000001,8.909
rzsm>0.7_pr>50,ssp245,2051,8,30,74,136,27,77,4,43,53,56,67,60,44,30,66,10,0,96,7,9,8,30,74,136,26,75,4,42,52,54,67,58,43,30,66,10,0,95,4,9,3,6,9,12,5,11,2,5,7,6,10,12,5,7,8,2,0,14,1,3,3,9,28,45,7,19,2,14,15,16,16,8,14,7,18,6,0,15,4,4,2.67,5.0,8.22,11.33,5.2,6.82,2.0,8.4,7.43,9.0,6.7,4.83,8.6,4.29,8.25,5.0,0.0,6.79,4.0,3.0,44.85,43.5,6.7,78.90000000000003,44.15,42.5,4.0,77.00000000000003,6.4,6.0,1.9000000000000001,12.0,12.5,11.5,2.9000000000000004,19.900000000000013,5.8765,5.95,2.603,8.64
rzsm>0.7_pr>50,ssp245,2052,13,34,7,59,31,54,6,69,46,88,92,68,97,111,46,21,33,55,16,85,12,34,5,57,29,52,5,66,43,88,92,67,97,110,44,21,32,54,13,84,3,7,1,9,6,9,2,9,8,11,11,8,11,15,9,4,6,11,4,16,5,9,5,18,7,21,3,16,9,17,16,27,29,19,8,7,10,9,5,8,4.0,4.86,5.0,6.33,4.83,5.78,2.5,7.33,5.38,8.0,8.36,8.38,8.82,7.33,4.89,5.25,5.33,4.91,3.25,5.25,51.55,50.0,12.4,92.5,50.25,48.0,11.3,92.5,8.0,8.5,2.9000000000000004,11.400000000000006,12.4,9.0,5.0,21.60000000000001,5.789,5.29,3.9250000000000003,8.362
rzsm>0.7_pr>50,ssp245,2053,99,105,5,78,3,58,22,52,27,8,59,112,22,79,30,99,94,22,24,55,97,105,5,77,2,57,20,51,25,8,57,110,21,77,29,97,92,19,24,53,15,13,1,11,1,11,5,6,5,2,9,15,4,12,4,16,12,4,5,6,14,20,5,16,2,13,6,20,7,4,10,18,9,16,14,11,13,7,8,17,6.47,8.08,5.0,7.0,2.0,5.18,4.0,8.5,5.0,4.0,6.33,7.33,5.25,6.42,7.25,6.06,7.67,4.75,4.8,8.83,52.65,53.5,7.7,99.60000000000001,51.3,52.0,7.7,97.80000000000001,7.85,6.0,1.9000000000000001,15.0,11.5,12.0,4.9,18.200000000000003,5.996,6.195,4.0,8.122
rzsm>0.7_pr>50,ssp245,2054,64,66,27,35,52,57,64,45,4,4,60,83,45,71,93,34,111,40,42,66,63,64,27,32,49,57,62,44,2,2,59,82,45,68,92,34,109,40,40,66,9,11,5,7,10,11,9,8,1,1,10,13,8,12,11,6,16,7,7,8,11,14,6,7,14,8,18,11,2,2,11,13,8,10,26,8,32,13,13,18,7.0,5.82,5.4,4.57,4.9,5.18,6.89,5.5,2.0,2.0,5.9,6.31,5.62,5.67,8.36,5.67,6.81,5.71,5.71,8.25,53.15,54.5,24.700000000000003,84.00000000000001,51.85,53.0,24.500000000000004,83.00000000000001,8.5,8.5,4.6000000000000005,12.100000000000001,12.25,11.0,5.6000000000000005,18.80000000000001,5.6635,5.6899999999999995,4.313000000000001,7.125000000000002
rzsm>0.7_pr>50,ssp245,2055,10,21,67,91,7,55,14,12,16,21,5,76,43,50,53,2,145,22,15,26,10,20,67,90,6,54,13,12,16,21,4,75,41,48,53,0,143,22,15,26,3,4,13,13,1,10,2,5,3,5,1,10,6,5,9,0,9,5,3,4,6,6,10,30,6,9,7,3,8,6,4,28,8,22,11,0,69,7,7,8,3.33,5.0,5.15,6.92,6.0,5.4,6.5,2.4,5.33,4.2,4.0,7.5,6.83,9.6,5.89,0.0,15.89,4.4,5.0,6.5,37.55,21.5,6.800000000000001,77.50000000000003,36.8,21.5,5.800000000000001,76.50000000000003,5.55,5.0,1.0,10.300000000000004,12.75,7.5,3.9000000000000004,28.200000000000003,5.792,5.365,3.237,7.710000000000003
rzsm>0.7_pr>50,ssp245,2056,60,99,9,61,19,23,81,65,66,22,95,60,46,35,29,8,86,36,53,81,59,98,8,61,19,22,80,62,64,22,93,57,44,32,29,7,86,36,53,81,10,17,2,10,4,6,10,9,8,6,11,10,6,9,5,3,8,7,7,11,10,16,4,11,6,6,22,12,22,7,15,8,18,6,7,3,24,6,17,18,5.9,5.76,4.0,6.1,4.75,3.67,8.0,6.89,8.0,3.67,8.45,5.7,7.33,3.56,5.8,2.33,10.75,5.14,7.57,7.36,51.7,56.5,18.0,86.9,50.65,55.0,17.900000000000002,86.70000000000002,7.95,8.0,3.9000000000000004,11.0,11.9,10.5,5.800000000000001,22.0,6.0365,5.85,3.659,8.045
rzsm>0.7_pr>50,ssp245,2057,59,78,20,60,44,21,58,22,73,93,61,21,31,15,26,36,172,54,6,26,58,77,20,59,44,20,58,21,71,93,61,20,31,13,25,34,172,54,4,25,8,14,5,8,6,4,9,3,11,13,9,3,9,3,3,5,9,8,1,6,17,8,8,18,13,8,12,10,14,12,21,7,8,7,10,9,41,11,4,7,7.25,5.5,4.0,7.38,7.33,5.0,6.44,7.0,6.45,7.15,6.78,6.67,3.44,4.33,8.33,6.8,19.11,6.75,4.0,4.17,48.8,40.0,19.5,79.50000000000003,48.0,39.0,19.3,78.60000000000002,6.85,7.0,3.0,11.200000000000003,12.25,10.0,7.0,18.300000000000004,6.693999999999998,6.71,4.0,7.475000000000001
rzsm>0.7_pr>50,ssp245,2058,27,43,51,42,5,59,20,49,64,29,29,32,65,61,98,65,146,18,49,15,26,42,49,40,5,58,19,47,64,29,28,32,64,60,97,62,144,17,48,14,5,7,9,9,1,9,2,9,9,5,5,6,9,10,12,8,8,3,9,3,9,9,8,7,5,13,14,7,12,14,7,7,13,11,13,24,33,13,15,6,5.2,6.0,5.44,4.44,5.0,6.44,9.5,5.22,7.11,5.8,5.6,5.33,7.11,6.0,8.08,7.75,18.0,5.67,5.33,4.67,48.35,46.0,17.7,68.30000000000004,47.25,44.5,16.7,67.30000000000004,6.9,8.0,2.9000000000000004,9.100000000000001,12.0,11.5,6.9,15.900000000000013,6.6845,5.734999999999999,4.967,8.222000000000001
rzsm>0.7_pr>50,ssp245,2059,5,50,97,35,1,26,68,94,67,51,87,51,119,29,55,59,40,78,42,75,5,49,97,33,0,24,65,92,66,50,87,48,118,29,55,58,40,77,42,73,2,7,17,5,0,6,9,13,13,9,10,9,16,4,8,8,4,12,6,9,3,19,13,12,0,7,17,34,9,8,23,8,16,11,15,13,14,15,13,12,2.5,7.0,5.71,6.6,0.0,4.0,7.22,7.08,5.08,5.56,8.7,5.33,7.38,7.25,6.88,7.25,10.0,6.42,7.0,8.11,56.45,53.0,23.900000000000002,94.30000000000001,55.4,52.5,22.1,92.5,8.35,8.5,3.8000000000000003,13.300000000000004,13.1,13.0,6.6000000000000005,19.400000000000006,6.2535,6.9399999999999995,3.85,8.169
rzsm>0.7_pr>50,ssp245,2060,25,56,40,85,0,86,17,59,80,74,52,74,25,53,67,33,100,70,37,86,24,56,39,83,0,85,16,58,79,74,52,73,23,53,66,32,99,69,36,85,6,9,8,12,0,11,3,12,12,9,8,12,5,10,12,5,8,12,5,12,7,12,7,13,0,17,9,12,9,29,15,11,7,11,10,10,58,8,11,27,4.0,6.22,4.88,6.92,0.0,7.73,5.33,4.83,6.58,8.22,6.5,6.08,4.6,5.3,5.5,6.4,12.38,5.75,7.2,7.08,55.95,57.5,24.200000000000003,86.0,55.1,57.0,22.3,85.0,8.55,9.0,4.800000000000001,12.0,14.15,11.0,7.0,27.200000000000003,6.074999999999999,6.15,4.54,7.779000000000001
rzsm>0.7_pr>50,ssp245,2061,21,46,28,38,0,80,13,19,29,32,66,11,4,39,140,53,118,0,23,12,21,44,27,38,0,78,12,18,28,31,65,10,4,39,140,52,117,0,23,12,4,8,6,7,0,11,3,4,6,7,11,4,1,8,13,9,12,0,5,3,11,7,7,7,0,19,6,6,7,9,15,4,4,8,23,12,39,0,7,7,5.25,5.5,4.5,5.43,0.0,7.09,4.0,4.5,4.67,4.43,5.91,2.5,4.0,4.88,10.77,5.78,9.75,0.0,4.6,4.0,38.6,28.5,3.6000000000000005,83.80000000000005,37.95,27.5,3.6000000000000005,81.90000000000006,6.1,6.0,0.9000000000000001,11.100000000000001,9.9,7.0,3.6000000000000005,19.400000000000006,4.878,4.635,2.2500000000000004,7.356000000000003
rzsm>0.7_pr>50,ssp245,2062,12,26,59,90,26,32,20,65,85,27,53,52,78,62,114,62,106,30,39,95,12,26,57,88,22,30,18,64,85,24,51,52,77,58,112,62,106,30,38,94,4,3,10,10,5,3,3,8,14,3,9,6,13,9,10,12,8,5,7,13,5,16,14,16,7,20,6,10,11,14,15,14,12,15,40,8,60,12,11,14,3.0,8.67,5.7,8.8,4.4,10.0,6.0,8.0,6.07,8.0,5.67,8.67,5.92,6.44,11.2,5.17,13.25,6.0,5.43,7.23,56.65,56.0,25.400000000000002,96.10000000000002,55.3,54.5,21.6,95.20000000000002,7.75,8.0,3.0,13.0,16.0,14.0,6.9,22.00000000000003,7.181,6.255000000000001,5.093,10.120000000000001
rzsm>0.7_pr>50,ssp245,2063,43,33,27,37,20,33,49,52,22,26,82,29,101,18,162,79,28,80,26,12,43,32,27,37,18,33,47,52,21,25,79,28,101,18,162,79,27,77,24,12,6,6,5,7,3,8,8,9,3,4,11,7,14,5,15,12,2,11,3,3,12,7,7,7,9,6,10,13,12,9,14,6,19,5,32,13,22,13,13,7,7.17,5.33,5.4,5.29,6.0,4.12,5.88,5.78,7.0,6.25,7.18,4.0,7.21,3.6,10.8,6.58,13.5,7.0,8.0,4.0,47.95,33.0,19.8,83.90000000000003,47.1,32.5,18.0,81.20000000000003,7.1,6.5,3.0,12.200000000000003,11.8,11.0,6.0,19.300000000000004,6.504499999999998,6.125,4.0,8.280000000000005
rzsm>0.7_pr>50,ssp245,2064,70,23,57,77,36,26,24,79,14,36,34,67,99,27,81,70,97,35,37,12,69,20,56,77,34,25,24,77,14,35,34,64,99,24,80,69,97,33,35,11,11,6,9,11,6,6,5,9,3,4,9,8,9,4,9,11,13,8,6,2,11,7,11,17,9,6,7,18,10,23,6,22,29,12,30,14,42,6,12,6,6.27,3.33,6.22,7.0,5.67,4.17,4.8,8.56,4.67,8.75,3.78,8.0,11.0,6.0,8.89,6.27,7.46,4.12,5.83,5.5,50.05,36.5,22.1,82.60000000000002,48.85,35.0,19.400000000000002,81.70000000000002,7.45,8.0,3.9000000000000004,11.0,14.9,11.5,6.0,29.1,6.3145,6.109999999999999,4.086,8.764000000000001
rzsm>0.7_pr>50,ssp245,2065,64,55,14,55,55,39,104,42,32,26,97,65,24,22,74,29,82,40,13,53,64,51,13,54,53,39,103,38,32,25,96,65,24,22,74,29,81,36,13,50,11,8,3,10,8,9,14,6,10,5,12,12,5,4,8,6,9,6,3,9,10,10,6,8,18,7,21,11,5,7,15,8,6,7,21,6,23,8,6,8,5.82,6.38,4.33,5.4,6.62,4.33,7.36,6.33,3.2,5.0,8.0,5.42,4.8,5.5,9.25,4.83,9.0,6.0,4.33,5.56,49.25,47.5,21.200000000000003,83.50000000000003,48.1,44.5,21.1,82.50000000000003,7.9,8.0,3.9000000000000004,12.0,10.55,8.0,6.0,21.0,5.872999999999999,5.529999999999999,4.33,8.100000000000001
rzsm>0.7_pr>50,ssp245,2066,96,45,18,90,21,26,90,10,60,25,16,77,75,37,13,34,63,16,26,85,94,44,17,88,21,25,90,10,60,25,15,76,75,36,12,32,60,15,26,85,11,6,3,16,5,4,13,2,10,5,2,13,13,5,2,6,5,3,4,11,31,18,7,11,6,8,17,6,11,7,11,8,13,14,7,13,30,8,11,29,8.55,7.33,5.67,5.5,4.2,6.25,6.92,5.0,6.0,5.0,7.5,5.85,5.77,7.2,6.0,5.33,12.0,5.0,6.5,7.73,46.15,35.5,15.700000000000001,90.0,45.3,34.0,14.700000000000001,88.2,6.95,5.0,2.0,13.0,13.3,11.0,6.9,29.1,6.464999999999999,6.0,5.0,7.812000000000002
rzsm>0.7_pr>50,ssp245,2067,19,26,120,69,19,44,28,21,77,39,3,33,84,81,81,84,131,42,38,22,19,25,118,68,18,42,26,20,77,39,3,32,82,78,81,83,129,40,37,21,4,4,18,11,5,8,5,4,13,7,1,6,13,11,8,11,14,6,6,4,9,8,18,14,5,11,8,8,10,8,3,7,20,11,51,15,20,16,11,7,4.75,6.25,6.56,6.18,3.6,5.25,5.2,5.0,5.92,5.57,3.0,5.33,6.31,7.09,10.12,7.55,9.21,6.67,6.17,5.25,53.05,40.5,19.0,87.60000000000005,51.9,39.5,18.9,86.50000000000006,7.95,6.5,4.0,13.100000000000001,13.0,10.5,6.800000000000001,20.0,6.049000000000001,6.045,4.635,7.716000000000002
rzsm>0.7_pr>50,ssp245,2068,77,58,44,104,15,77,26,102,41,94,32,36,38,3,0,49,56,26,24,49,76,58,43,101,15,76,25,102,39,93,31,36,38,2,0,47,56,26,23,49,13,12,9,12,4,14,4,12,4,11,5,7,8,1,0,8,4,5,4,9,15,7,7,33,6,12,11,32,17,22,8,14,9,2,0,10,23,11,7,11,5.85,4.83,4.78,8.42,3.75,5.43,6.25,8.5,9.75,8.45,6.2,5.14,4.75,2.0,0.0,5.88,14.0,5.2,5.75,5.44,47.55,42.5,13.8,94.80000000000001,46.8,41.0,13.700000000000001,93.80000000000001,7.3,7.5,3.7,12.100000000000001,12.85,11.0,5.6000000000000005,23.900000000000013,6.0185,5.595000000000001,3.575,8.625000000000002
rzsm>0.7_pr>50,ssp245,2069,39,26,53,54,27,66,60,36,13,69,88,23,14,108,14,58,52,47,38,65,38,24,53,53,27,64,59,36,13,68,86,22,12,106,13,56,52,46,38,62,6,4,8,8,6,10,10,5,2,13,11,5,4,12,2,9,6,6,5,10,15,9,11,12,10,13,8,15,7,11,25,6,4,19,7,12,13,19,11,15,6.33,6.0,6.62,6.62,4.5,6.4,5.9,7.2,6.5,5.23,7.82,4.4,3.0,8.83,6.5,6.22,8.67,7.67,7.6,6.2,47.5,49.5,14.0,70.90000000000003,46.4,49.0,13.0,69.80000000000003,7.1,6.0,3.8000000000000003,11.100000000000001,12.1,11.5,6.9,19.0,6.410500000000001,6.45,4.49,7.905000000000001
rzsm>0.7_pr>50,ssp245,2070,1,43,55,96,12,54,82,102,20,46,35,63,15,104,35,10,75,30,32,38,0,42,53,94,12,53,79,102,20,43,34,61,13,102,33,9,74,30,31,38,0,8,9,13,3,11,12,11,4,7,7,8,3,16,7,2,3,6,5,6,0,10,14,18,5,8,14,26,9,13,7,18,8,11,8,7,59,8,10,8,0.0,5.25,5.89,7.23,4.0,4.82,6.58,9.27,5.0,6.14,4.86,7.62,4.33,6.38,4.71,4.5,24.67,5.0,6.2,6.33,47.4,40.5,11.8,96.60000000000001,46.15,40.0,11.700000000000001,94.80000000000001,7.05,7.0,2.9000000000000004,12.100000000000001,13.05,9.5,6.800000000000001,18.80000000000001,6.439,5.57,4.297,7.785000000000003
rzsm>0.7_pr>50,ssp245,2071,110,40,90,42,27,59,71,52,6,28,80,63,36,83,59,35,20,26,52,57,109,39,90,42,26,59,71,50,6,27,76,62,35,80,57,35,18,26,51,57,17,7,15,8,5,11,13,5,1,5,11,6,4,9,7,6,4,7,8,8,17,8,15,13,8,13,12,18,6,7,12,22,19,15,21,7,6,9,13,14,6.41,5.57,6.0,5.25,5.2,5.36,5.46,10.0,6.0,5.4,6.91,10.33,8.75,8.89,8.14,5.83,4.5,3.71,6.38,7.12,51.8,52.0,25.400000000000002,83.70000000000002,50.8,50.5,25.200000000000003,81.00000000000001,7.85,7.0,4.0,13.200000000000003,12.75,13.0,6.9,19.200000000000003,6.560499999999999,6.0,5.13,9.001000000000001
rzsm>0.7_pr>50,ssp245,2072,71,72,52,106,2,66,0,12,50,51,94,56,79,72,17,96,64,85,22,24,71,70,52,103,2,65,0,11,49,50,92,56,79,69,15,95,62,84,21,23,9,11,8,14,1,8,0,3,8,7,12,9,15,15,3,12,5,15,4,5,23,13,11,19,2,21,0,6,10,13,13,14,9,13,7,16,33,12,9,6,7.89,6.36,6.5,7.36,2.0,8.12,0.0,3.67,6.12,7.14,7.67,6.22,5.27,4.6,5.0,7.92,12.4,5.6,5.25,4.6,54.55,60.0,11.000000000000002,94.2,53.45,59.0,10.100000000000001,92.30000000000001,8.2,8.0,2.8000000000000003,15.0,12.5,12.5,5.6000000000000005,21.200000000000003,5.984499999999999,6.17,3.503,7.94
rzsm>0.7_pr>50,ssp245,2073,59,42,85,86,0,51,47,19,31,28,24,79,30,92,113,59,113,19,38,78,59,37,85,84,0,51,45,19,31,26,23,79,29,91,111,58,112,16,38,75,12,7,10,11,0,8,6,3,5,5,3,10,5,14,12,6,8,4,7,13,9,10,26,21,0,12,11,7,7,8,19,32,8,14,41,30,48,6,14,13,4.92,5.29,8.5,7.64,0.0,6.38,7.5,6.33,6.2,5.2,7.67,7.9,5.8,6.5,9.25,9.67,14.0,4.0,5.43,5.77,54.65,49.0,19.0,94.10000000000002,53.45,48.0,18.7,93.00000000000003,7.45,7.0,3.0,12.100000000000001,16.8,12.5,6.9,32.90000000000001,6.697500000000001,6.355,4.828,9.292
