threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>80,ssp245,2073,8,1,2,0,2,1,0,0,9,24,15,29,12,7,12,15,126,13,1,15,8,0,2,0,2,0,0,0,9,24,15,28,12,7,12,14,126,13,0,15,1,0,1,0,1,0,0,0,1,5,2,3,2,1,2,2,1,2,0,3,8,0,2,0,2,0,0,0,9,7,9,12,6,7,7,7,126,7,0,7,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0,4.8,7.5,9.33,6.0,7.0,6.0,7.0,126.0,6.5,0.0,5.0,14.6,8.5,0.0,24.500000000000007,14.35,8.5,0.0,24.400000000000006,1.35,1.0,0.0,3.0,10.8,7.0,0.0,9.300000000000004,10.3065,5.5,0.0,9.033000000000001
rzsm>0.7_pr>80,ssp245,2074,3,10,4,2,20,9,0,11,0,0,0,0,0,6,12,0,39,0,0,4,2,10,4,2,20,9,0,11,0,0,0,0,0,6,11,0,38,0,0,4,1,2,1,1,2,2,0,1,0,0,0,0,0,1,3,0,1,0,0,1,2,6,4,2,14,6,0,11,0,0,0,0,0,6,6,0,38,0,0,4,2.0,5.0,4.0,2.0,10.0,4.5,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,3.67,0.0,38.0,0.0,0.0,4.0,6.0,2.5,0.0,12.800000000000011,5.85,2.0,0.0,11.900000000000013,0.8,1.0,0.0,2.0,4.95,2.0,0.0,11.300000000000004,4.5085,2.0,0.0,10.100000000000001
rzsm>0.7_pr>80,ssp245,2075,3,1,9,6,0,11,11,0,10,0,0,4,10,1,8,0,101,0,0,0,3,0,9,5,0,11,11,0,9,0,0,4,10,0,7,0,101,0,0,0,1,0,2,1,0,1,2,0,2,0,0,1,2,0,1,0,1,0,0,0,3,0,5,5,0,11,7,0,7,0,0,4,7,0,7,0,101,0,0,0,3.0,0.0,4.5,5.0,0.0,11.0,5.5,0.0,4.5,0.0,0.0,4.0,5.0,0.0,7.0,0.0,101.0,0.0,0.0,0.0,8.75,2.0,0.0,11.0,8.5,1.5,0.0,11.0,0.7,0.5,0.0,2.0,7.85,1.5,0.0,7.400000000000006,7.525,1.5,0.0,7.400000000000006
rzsm>0.7_pr>80,ssp245,2076,0,0,0,24,3,4,7,0,12,14,0,5,0,0,8,0,141,5,0,15,0,0,0,24,3,4,7,0,12,14,0,4,0,0,8,0,141,5,0,15,0,0,0,4,1,1,1,0,2,2,0,1,0,0,1,0,1,1,0,2,0,0,0,8,3,4,7,0,7,11,0,4,0,0,8,0,141,5,0,12,0.0,0.0,0.0,6.0,3.0,4.0,7.0,0.0,6.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,141.0,5.0,0.0,7.5,11.9,3.5,0.0,15.900000000000013,11.85,3.5,0.0,15.900000000000013,0.85,1.0,0.0,2.0,10.5,3.5,0.0,11.100000000000001,9.925,3.5,0.0,7.550000000000001
rzsm>0.7_pr>80,ssp245,2077,22,0,7,0,0,9,0,2,5,12,6,9,3,11,0,14,88,7,0,11,22,0,7,0,0,9,0,2,5,12,6,8,3,11,0,14,88,6,0,11,3,0,2,0,0,2,0,1,1,2,1,2,1,3,0,2,3,1,0,2,9,0,4,0,0,5,0,2,5,7,6,5,3,6,0,8,59,6,0,7,7.33,0.0,3.5,0.0,0.0,4.5,0.0,2.0,5.0,6.0,6.0,4.0,3.0,3.67,0.0,7.0,29.33,6.0,0.0,5.5,10.3,6.5,0.0,14.800000000000011,10.2,6.0,0.0,14.800000000000011,1.3,1.0,0.0,3.0,6.6,5.0,0.0,8.100000000000001,4.6415,3.835,0.0,7.033
rzsm>0.7_pr>80,ssp245,2078,0,6,8,0,5,4,0,0,0,2,0,23,4,0,6,7,137,0,0,5,0,6,8,0,5,4,0,0,0,2,0,23,4,0,6,7,137,0,0,5,0,1,1,0,1,1,0,0,0,1,0,5,1,0,1,1,1,0,0,1,0,6,8,0,5,4,0,0,0,2,0,7,4,0,6,7,137,0,0,5,0.0,6.0,8.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,4.6,4.0,0.0,6.0,7.0,137.0,0.0,0.0,5.0,10.35,3.0,0.0,9.500000000000021,10.35,3.0,0.0,9.500000000000021,0.75,1.0,0.0,1.0,9.55,3.0,0.0,7.100000000000001,9.43,3.0,0.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2079,0,0,7,8,6,4,12,3,0,5,12,0,0,0,9,0,104,10,0,0,0,0,7,8,6,4,12,3,0,5,12,0,0,0,9,0,104,10,0,0,0,0,1,1,1,1,2,1,0,1,2,0,0,0,2,0,1,2,0,0,0,0,7,8,6,4,10,3,0,5,9,0,0,0,5,0,104,7,0,0,0.0,0.0,7.0,8.0,6.0,4.0,6.0,3.0,0.0,5.0,6.0,0.0,0.0,0.0,4.5,0.0,104.0,5.0,0.0,0.0,9.0,3.5,0.0,12.0,9.0,3.5,0.0,12.0,0.75,1.0,0.0,2.0,8.4,3.5,0.0,9.100000000000001,7.925,3.5,0.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2080,11,0,0,8,8,0,14,4,8,0,15,5,6,0,8,5,13,6,0,8,11,0,0,8,8,0,14,4,8,0,14,5,5,0,8,5,13,6,0,8,1,0,0,1,2,0,2,1,2,0,2,1,1,0,1,1,1,1,0,2,11,0,0,8,5,0,8,4,4,0,7,5,5,0,8,5,13,6,0,5,11.0,0.0,0.0,8.0,4.0,0.0,7.0,4.0,4.0,0.0,7.0,5.0,5.0,0.0,8.0,5.0,13.0,6.0,0.0,4.0,5.95,6.0,0.0,13.100000000000001,5.85,5.5,0.0,13.100000000000001,0.95,1.0,0.0,2.0,4.7,5.0,0.0,8.300000000000004,4.55,4.5,0.0,8.300000000000004
rzsm>0.7_pr>80,ssp245,2081,0,0,5,7,8,6,7,21,10,0,3,10,20,7,17,12,103,0,4,0,0,0,5,7,8,6,7,21,10,0,3,9,20,7,17,12,103,0,4,0,0,0,1,1,1,1,1,4,2,0,1,2,3,1,2,2,1,0,2,0,0,0,5,7,8,6,7,8,6,0,3,7,9,7,10,10,103,0,2,0,0.0,0.0,5.0,7.0,8.0,6.0,7.0,5.25,5.0,0.0,3.0,4.5,6.67,7.0,8.5,6.0,103.0,0.0,2.0,0.0,12.0,7.0,0.0,20.1,11.95,7.0,0.0,20.1,1.25,1.0,0.0,2.1000000000000014,9.9,6.5,0.0,10.0,9.196000000000002,5.125,0.0,8.05
rzsm>0.7_pr>80,ssp245,2082,21,5,0,0,0,6,2,0,2,5,11,3,9,11,14,0,31,3,0,4,20,4,0,0,0,6,2,0,2,5,11,3,9,11,14,0,31,3,0,4,3,1,0,0,0,1,1,0,1,1,2,1,2,2,3,0,2,1,0,1,8,4,0,0,0,6,2,0,2,5,7,3,7,6,5,0,29,3,0,4,6.67,4.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,5.0,5.5,3.0,4.5,5.5,4.67,0.0,15.5,3.0,0.0,4.0,6.35,3.5,0.0,14.70000000000001,6.25,3.5,0.0,14.600000000000009,1.1,1.0,0.0,2.1000000000000014,4.55,3.5,0.0,7.100000000000001,3.567,3.5,0.0,6.067000000000001
rzsm>0.7_pr>80,ssp245,2083,10,0,8,7,0,15,2,12,0,3,5,7,11,3,12,0,107,0,6,12,10,0,7,7,0,13,2,12,0,3,5,7,11,3,11,0,107,0,6,12,1,0,1,1,0,2,1,1,0,1,1,1,1,1,2,0,3,0,1,2,10,0,7,7,0,7,2,12,0,3,5,7,11,3,6,0,95,0,6,7,10.0,0.0,7.0,7.0,0.0,6.5,2.0,12.0,0.0,3.0,5.0,7.0,11.0,3.0,5.5,0.0,35.67,0.0,6.0,6.0,11.0,6.5,0.0,12.300000000000004,10.8,6.5,0.0,12.100000000000001,1.0,1.0,0.0,2.0,9.4,6.0,0.0,11.100000000000001,6.3335,5.75,0.0,11.100000000000001
rzsm>0.7_pr>80,ssp245,2084,0,0,6,3,11,0,0,2,18,10,7,10,12,5,0,0,105,4,0,16,0,0,6,3,11,0,0,2,18,10,7,10,12,5,0,0,105,4,0,16,0,0,1,1,2,0,0,1,3,3,1,2,3,1,0,0,1,1,0,2,0,0,6,3,6,0,0,2,7,4,7,7,5,5,0,0,105,4,0,8,0.0,0.0,6.0,3.0,5.5,0.0,0.0,2.0,6.0,3.33,7.0,5.0,4.0,5.0,0.0,0.0,105.0,4.0,0.0,8.0,10.45,4.5,0.0,16.200000000000003,10.45,4.5,0.0,16.200000000000003,1.1,1.0,0.0,3.0,8.45,4.0,0.0,7.100000000000001,8.1915,3.665,0.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2085,26,0,1,4,4,2,7,7,0,11,0,25,13,22,10,0,83,7,0,6,25,0,0,4,4,2,7,7,0,11,0,25,13,22,10,0,83,7,0,6,3,0,0,1,1,1,1,1,0,2,0,2,2,4,3,0,1,1,0,1,15,0,0,4,4,2,7,7,0,6,0,21,7,8,5,0,83,7,0,6,8.33,0.0,0.0,4.0,4.0,2.0,7.0,7.0,0.0,5.5,0.0,12.5,6.5,5.5,3.33,0.0,83.0,7.0,0.0,6.0,11.4,6.5,0.0,25.1,11.3,6.5,0.0,25.0,1.2,1.0,0.0,3.0,9.1,5.5,0.0,15.600000000000009,8.083,4.75,0.0,8.747000000000005
rzsm>0.7_pr>80,ssp245,2086,5,6,6,7,0,12,0,2,16,0,8,10,0,1,7,0,75,4,1,0,4,6,6,7,0,12,0,2,16,0,8,9,0,0,7,0,75,4,0,0,1,1,1,2,0,3,0,1,4,0,2,2,0,0,1,0,2,1,0,0,4,6,6,4,0,6,0,2,7,0,6,6,0,0,7,0,72,4,0,0,4.0,6.0,6.0,3.5,0.0,4.0,0.0,2.0,4.0,0.0,4.0,4.5,0.0,0.0,7.0,0.0,37.5,4.0,0.0,0.0,8.0,4.5,0.0,12.400000000000006,7.8,4.0,0.0,12.400000000000006,1.05,1.0,0.0,2.1000000000000014,6.5,4.0,0.0,7.0,4.325,3.75,0.0,6.100000000000001
rzsm>0.7_pr>80,ssp245,2087,0,10,2,0,5,5,0,0,1,0,0,0,0,4,23,12,82,0,4,0,0,10,2,0,5,4,0,0,0,0,0,0,0,4,23,12,82,0,3,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,3,2,3,0,1,0,0,7,2,0,5,4,0,0,0,0,0,0,0,4,9,6,77,0,3,0,0.0,5.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.67,6.0,27.33,0.0,3.0,0.0,7.4,0.5,0.0,13.100000000000016,7.25,0.0,0.0,13.100000000000016,0.75,0.0,0.0,2.1000000000000014,5.85,0.0,0.0,7.200000000000003,3.2,0.0,0.0,6.1670000000000025
rzsm>0.7_pr>80,ssp245,2088,7,0,6,7,0,5,10,1,1,6,21,5,0,29,0,7,172,4,0,5,7,0,6,7,0,4,10,0,0,6,21,5,0,28,0,7,172,4,0,5,1,0,2,1,0,1,1,0,0,1,2,1,0,5,0,1,2,1,0,1,7,0,4,7,0,4,10,0,0,6,14,5,0,7,0,7,137,4,0,5,7.0,0.0,3.0,7.0,0.0,4.0,10.0,0.0,0.0,6.0,10.5,5.0,0.0,5.6,0.0,7.0,86.0,4.0,0.0,5.0,14.3,5.0,0.0,21.80000000000001,14.1,5.0,0.0,21.70000000000001,1.0,1.0,0.0,2.0,10.85,4.5,0.0,10.400000000000006,8.004999999999999,4.5,0.0,10.05
rzsm>0.7_pr>80,ssp245,2089,16,3,16,9,2,7,0,1,14,5,8,34,0,19,7,0,140,0,4,7,16,3,16,9,2,7,0,0,14,5,8,34,0,18,7,0,140,0,4,7,3,1,3,3,1,1,0,0,1,1,1,3,0,3,1,0,2,0,1,1,7,3,7,4,2,7,0,0,14,5,8,20,0,8,7,0,99,0,4,7,5.33,3.0,5.33,3.0,2.0,7.0,0.0,0.0,14.0,5.0,8.0,11.33,0.0,6.0,7.0,0.0,70.0,0.0,4.0,7.0,14.6,7.0,0.0,20.50000000000002,14.5,7.0,0.0,19.600000000000023,1.3,1.0,0.0,3.0,10.1,6.0,0.0,14.600000000000009,7.899500000000001,5.165,0.0,11.597000000000003
rzsm>0.7_pr>80,ssp245,2090,7,8,16,9,0,0,7,0,5,17,9,0,6,4,6,0,158,6,0,0,6,8,16,9,0,0,7,0,5,17,9,0,6,4,6,0,158,5,0,0,2,1,2,1,0,0,1,0,1,2,2,0,1,1,1,0,3,1,0,0,4,8,9,9,0,0,7,0,5,15,7,0,6,4,6,0,114,5,0,0,3.0,8.0,8.0,9.0,0.0,0.0,7.0,0.0,5.0,8.5,4.5,0.0,6.0,4.0,6.0,0.0,52.67,5.0,0.0,0.0,12.9,6.0,0.0,16.1,12.8,5.5,0.0,16.1,0.95,1.0,0.0,2.0,9.95,5.0,0.0,9.600000000000009,6.3335,4.75,0.0,8.55
rzsm>0.7_pr>80,ssp245,2091,0,0,0,6,17,11,17,0,0,15,0,0,0,5,0,0,122,13,0,1,0,0,0,6,17,10,17,0,0,15,0,0,0,5,0,0,122,13,0,0,0,0,0,1,3,2,3,0,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,6,8,5,7,0,0,7,0,0,0,5,0,0,122,7,0,0,0.0,0.0,0.0,6.0,5.67,5.0,5.67,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,122.0,4.33,0.0,0.0,10.35,0.0,0.0,17.0,10.25,0.0,0.0,17.0,0.85,0.0,0.0,3.0,8.35,0.0,0.0,7.100000000000001,7.9335,0.0,0.0,5.703
rzsm>0.7_pr>80,ssp245,2092,8,9,0,6,0,16,4,0,7,7,7,0,0,0,5,14,114,15,0,13,8,9,0,6,0,16,4,0,7,7,7,0,0,0,5,14,114,14,0,13,2,1,0,1,0,2,1,0,1,1,1,0,0,0,1,2,1,2,0,2,4,9,0,6,0,8,4,0,7,7,7,0,0,0,5,7,114,7,0,7,4.0,9.0,0.0,6.0,0.0,8.0,4.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,5.0,7.0,114.0,7.0,0.0,6.5,11.25,6.5,0.0,15.100000000000001,11.2,6.5,0.0,14.200000000000003,0.9,1.0,0.0,2.0,9.6,5.5,0.0,8.100000000000001,9.575,5.5,0.0,8.100000000000001
rzsm>0.7_pr>80,ssp245,2093,6,0,7,0,0,29,16,8,8,14,0,11,6,6,10,9,123,0,0,10,6,0,7,0,0,28,16,8,8,13,0,10,6,6,10,8,123,0,0,10,1,0,1,0,0,5,3,1,1,3,0,2,1,1,2,2,3,0,0,2,6,0,7,0,0,13,7,8,8,5,0,8,6,6,7,4,72,0,0,6,6.0,0.0,7.0,0.0,0.0,5.6,5.33,8.0,8.0,4.33,0.0,5.0,6.0,6.0,5.0,4.0,41.0,0.0,0.0,5.0,13.15,7.5,0.0,17.30000000000002,12.95,7.5,0.0,17.200000000000017,1.4,1.0,0.0,3.0,8.15,6.0,0.0,8.500000000000007,5.813,5.0,0.0,8.0
rzsm>0.7_pr>80,ssp245,2094,0,6,5,11,1,5,3,0,2,0,4,14,8,10,6,8,101,5,0,6,0,6,5,11,0,4,3,0,2,0,4,13,8,10,6,8,100,5,0,6,0,1,1,2,0,1,1,0,1,0,1,2,1,2,1,2,3,1,0,1,0,6,5,7,0,4,3,0,2,0,4,8,8,5,6,6,90,5,0,6,0.0,6.0,5.0,5.5,0.0,4.0,3.0,0.0,2.0,0.0,4.0,6.5,8.0,5.0,6.0,4.0,33.33,5.0,0.0,6.0,9.75,5.0,0.0,11.300000000000004,9.55,5.0,0.0,11.200000000000003,1.05,1.0,0.0,2.0,8.25,5.0,0.0,8.0,5.1665,4.5,0.0,6.650000000000002
rzsm>0.7_pr>80,ssp245,2095,20,7,6,7,0,10,7,10,0,4,2,14,10,0,15,0,149,7,0,9,19,7,6,7,0,10,6,9,0,4,2,14,10,0,14,0,149,7,0,9,3,1,1,1,0,2,1,1,0,1,1,2,1,0,2,0,2,2,0,1,9,7,6,7,0,7,6,9,0,4,2,7,10,0,8,0,138,4,0,9,6.33,7.0,6.0,7.0,0.0,5.0,6.0,9.0,0.0,4.0,2.0,7.0,10.0,0.0,7.0,0.0,74.5,3.5,0.0,9.0,13.85,7.0,0.0,15.500000000000007,13.65,7.0,0.0,14.500000000000007,1.1,1.0,0.0,2.0,11.65,6.5,0.0,9.100000000000001,8.1665,6.0,0.0,9.100000000000001
rzsm>0.7_pr>80,ssp245,2096,0,0,0,0,8,15,14,7,5,3,26,8,27,3,21,0,127,2,0,6,0,0,0,0,8,15,14,7,5,3,26,8,26,3,21,0,127,2,0,6,0,0,0,0,2,2,2,1,1,1,4,1,5,1,2,0,1,1,0,1,0,0,0,0,4,8,7,7,5,3,15,8,8,3,15,0,127,2,0,6,0.0,0.0,0.0,0.0,4.0,7.5,7.0,7.0,5.0,3.0,6.5,8.0,5.2,3.0,10.5,0.0,127.0,2.0,0.0,6.0,13.6,5.5,0.0,26.1,13.55,5.5,0.0,26.0,1.25,1.0,0.0,2.200000000000003,10.9,4.5,0.0,15.0,10.084999999999999,4.5,0.0,8.250000000000004
rzsm>0.7_pr>80,ssp245,2097,13,4,15,6,4,9,2,11,0,0,0,7,7,0,0,0,67,6,0,12,13,4,15,6,4,9,2,11,0,0,0,7,7,0,0,0,67,6,0,12,2,1,3,2,1,1,1,2,0,0,0,2,1,0,0,0,2,1,0,2,7,4,6,4,4,9,2,6,0,0,0,5,7,0,0,0,65,6,0,7,6.5,4.0,5.0,3.0,4.0,9.0,2.0,5.5,0.0,0.0,0.0,3.5,7.0,0.0,0.0,0.0,33.5,6.0,0.0,6.0,8.15,5.0,0.0,13.200000000000003,8.15,5.0,0.0,13.200000000000003,1.05,1.0,0.0,2.0,6.6,4.0,0.0,7.200000000000003,4.75,3.75,0.0,7.200000000000003
rzsm>0.7_pr>80,ssp245,2098,10,6,2,14,14,8,4,4,17,15,9,24,4,1,0,19,91,9,0,9,10,6,2,14,14,8,4,4,17,15,9,23,4,0,0,19,91,9,0,9,2,1,1,2,2,2,1,1,3,3,2,4,1,0,0,3,1,1,0,1,8,6,2,7,7,6,4,4,6,7,5,8,4,0,0,7,91,9,0,9,5.0,6.0,2.0,7.0,7.0,4.0,4.0,4.0,5.67,5.0,4.5,5.75,4.0,0.0,0.0,6.33,91.0,9.0,0.0,9.0,13.0,9.0,0.9000000000000001,19.500000000000007,12.9,9.0,0.0,19.400000000000006,1.55,1.0,0.0,3.0,9.5,6.0,0.0,9.0,8.9625,5.0,0.0,9.0
rzsm>0.7_pr>80,ssp245,2099,0,0,6,5,12,0,4,0,1,0,12,0,6,16,7,17,119,3,0,0,0,0,6,5,12,0,4,0,0,0,12,0,6,16,7,17,119,3,0,0,0,0,1,1,2,0,1,0,0,0,2,0,1,4,1,2,1,1,0,0,0,0,6,5,9,0,4,0,0,0,6,0,6,7,7,11,119,3,0,0,0.0,0.0,6.0,5.0,6.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,6.0,4.0,7.0,8.5,119.0,3.0,0.0,0.0,10.4,3.5,0.0,16.1,10.35,3.5,0.0,16.1,0.85,1.0,0.0,2.0,9.15,3.5,0.0,9.200000000000003,8.725,3.5,0.0,7.150000000000002
rzsm>0.8_pr>50,ssp245,2015,10,1,4,0,0,28,0,20,4,23,26,5,6,23,12,0,76,13,8,0,10,0,4,0,0,28,0,20,4,23,26,5,6,23,12,0,76,13,8,0,2,0,1,0,0,4,0,4,1,3,4,1,1,4,2,0,3,2,2,0,6,0,4,0,0,11,0,7,4,9,8,5,6,7,10,0,44,8,6,0,5.0,0.0,4.0,0.0,0.0,7.0,0.0,5.0,4.0,7.67,6.5,5.0,6.0,5.75,6.0,0.0,25.33,6.5,4.0,0.0,12.95,7.0,0.0,26.200000000000003,12.9,7.0,0.0,26.200000000000003,1.7,1.5,0.0,4.0,6.75,6.0,0.0,10.100000000000001,4.8875,5.0,0.0,7.067000000000001
rzsm>0.8_pr>50,ssp245,2016,13,0,8,17,0,0,0,37,0,14,27,25,13,28,6,5,59,11,5,11,13,0,8,17,0,0,0,37,0,14,27,25,13,28,6,5,59,11,5,11,2,0,2,4,0,0,0,4,0,2,3,4,2,4,1,1,2,2,1,1,8,0,6,7,0,0,0,13,0,9,10,8,7,9,6,5,54,7,5,11,6.5,0.0,4.0,4.25,0.0,0.0,0.0,9.25,0.0,7.0,9.0,6.25,6.5,7.0,6.0,5.0,29.5,5.5,5.0,11.0,13.95,11.0,0.0,28.900000000000013,13.95,11.0,0.0,28.900000000000013,1.75,2.0,0.0,4.0,8.25,7.0,0.0,11.200000000000003,6.0875,5.75,0.0,9.425000000000002
rzsm>0.8_pr>50,ssp245,2017,0,5,6,13,0,4,11,37,6,5,2,11,6,29,2,38,29,9,0,5,0,5,6,13,0,4,11,36,6,5,0,11,6,29,2,38,29,9,0,5,0,1,1,2,0,1,2,5,1,1,0,3,1,4,1,3,1,1,0,1,0,5,6,7,0,4,7,10,6,5,0,6,6,11,2,23,29,9,0,5,0.0,5.0,6.0,6.5,0.0,4.0,5.5,7.2,6.0,5.0,0.0,3.67,6.0,7.25,2.0,12.67,29.0,9.0,0.0,5.0,10.9,6.0,0.0,29.80000000000001,10.75,6.0,0.0,29.70000000000001,1.45,1.0,0.0,3.1000000000000014,7.05,6.0,0.0,12.200000000000017,5.9895000000000005,5.25,0.0,9.367000000000004
rzsm>0.8_pr>50,ssp245,2018,38,11,7,5,8,14,15,18,8,6,6,10,6,12,6,29,115,7,4,24,37,11,7,5,8,13,15,18,8,6,6,10,6,12,6,29,115,7,4,24,7,2,1,1,1,2,2,2,1,1,1,2,1,2,1,3,1,1,1,3,12,6,7,5,8,7,8,14,8,6,6,7,6,7,6,14,115,7,4,12,5.29,5.5,7.0,5.0,8.0,6.5,7.5,9.0,8.0,6.0,6.0,5.0,6.0,6.0,6.0,9.67,115.0,7.0,4.0,8.0,17.45,9.0,5.9,29.900000000000013,17.35,9.0,5.9,29.80000000000001,1.8,1.0,1.0,3.0,13.25,7.0,5.9,14.0,12.023,6.25,5.0,9.067
rzsm>0.8_pr>50,ssp245,2019,42,16,0,0,0,22,15,9,25,16,20,12,0,27,49,0,66,15,9,4,42,16,0,0,0,22,15,9,25,16,20,12,0,27,49,0,66,14,9,4,5,3,0,0,0,3,2,1,3,2,3,2,0,4,8,0,1,2,2,1,20,7,0,0,0,13,9,9,11,9,7,8,0,10,12,0,66,8,5,4,8.4,5.33,0.0,0.0,0.0,7.33,7.5,9.0,8.33,8.0,6.67,6.0,0.0,6.75,6.12,0.0,66.0,7.0,4.5,4.0,17.35,15.0,0.0,42.70000000000001,17.3,14.5,0.0,42.70000000000001,2.1,2.0,0.0,4.100000000000001,9.9,8.0,0.0,13.70000000000001,8.0465,6.395,0.0,8.46
rzsm>0.8_pr>50,ssp245,2020,0,5,18,7,0,0,0,0,6,0,10,0,8,10,22,0,24,6,2,19,0,5,18,7,0,0,0,0,6,0,9,0,8,8,21,0,24,5,2,19,0,1,3,1,0,0,0,0,1,0,2,0,2,1,3,0,2,1,1,2,0,5,7,7,0,0,0,0,6,0,5,0,6,8,8,0,20,5,2,16,0.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,4.5,0.0,4.0,8.0,7.0,0.0,12.0,5.0,2.0,9.5,6.85,5.5,0.0,19.300000000000004,6.6,5.0,0.0,19.200000000000003,1.0,1.0,0.0,2.1000000000000014,4.75,5.0,0.0,8.800000000000011,3.8,4.25,0.0,8.150000000000002
