threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>50,ssp245,2033,6,0,0,0,0,0,10,12,3,22,92,6,29,4,7,14,236,0,0,37,5,0,0,0,0,0,10,10,2,22,92,6,29,3,7,13,236,0,0,35,1,0,0,0,0,0,3,3,1,4,14,1,5,1,2,3,5,0,0,8,5,0,0,0,0,0,6,5,2,8,19,6,9,3,5,5,146,0,0,7,5.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,2.0,5.5,6.57,6.0,5.8,3.0,3.5,4.33,47.2,0.0,0.0,4.38,23.9,6.0,0.0,42.50000000000008,23.5,5.5,0.0,40.70000000000008,2.55,1.0,0.0,5.300000000000004,11.3,5.0,0.0,10.000000000000014,4.997,3.33,0.0,6.057000000000001
rzsm>0.9_pr>50,ssp245,2034,28,1,37,0,28,62,25,9,2,3,23,49,4,22,12,19,25,8,6,6,28,0,34,0,27,61,25,7,2,3,22,46,4,21,12,19,24,8,5,6,6,0,7,0,4,13,6,1,1,1,5,9,1,5,2,4,3,2,1,1,7,0,6,0,12,15,7,7,2,3,7,13,4,5,7,6,17,6,5,6,4.67,0.0,4.86,0.0,6.75,4.69,4.17,7.0,2.0,3.0,4.4,5.11,4.0,4.2,6.0,4.75,8.0,4.0,5.0,6.0,18.45,15.5,1.9000000000000001,38.20000000000002,17.7,15.5,1.8000000000000003,35.20000000000002,3.6,2.5,0.9000000000000001,7.200000000000003,6.75,6.0,1.8000000000000003,13.200000000000003,4.43,4.68,1.8000000000000003,6.775
rzsm>0.9_pr>50,ssp245,2035,0,0,26,0,0,59,16,0,26,20,44,5,4,6,0,35,50,7,11,0,0,0,26,0,0,58,15,0,25,19,44,4,3,6,0,34,48,6,10,0,0,0,5,0,0,13,3,0,5,3,9,1,1,1,0,5,4,2,2,0,0,0,8,0,0,12,7,0,7,7,9,4,3,6,0,13,18,4,8,0,0.0,0.0,5.2,0.0,0.0,4.46,5.0,0.0,5.0,6.33,4.89,4.0,3.0,6.0,0.0,6.8,12.0,3.0,5.0,0.0,15.45,6.5,0.0,44.60000000000001,14.9,6.0,0.0,44.400000000000006,2.7,1.5,0.0,5.400000000000006,5.3,5.0,0.0,12.100000000000001,3.5340000000000003,4.23,0.0,6.377000000000001
rzsm>0.9_pr>50,ssp245,2036,2,0,0,0,0,35,0,0,9,0,29,10,1,7,5,16,81,17,12,0,2,0,0,0,0,33,0,0,9,0,29,8,0,7,5,16,80,17,11,0,1,0,0,0,0,6,0,0,3,0,6,2,0,2,1,4,3,5,2,0,2,0,0,0,0,10,0,0,4,0,7,4,0,5,5,6,59,6,7,0,2.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,3.0,0.0,4.83,4.0,0.0,3.5,5.0,4.0,26.67,3.4,5.5,0.0,11.2,3.5,0.0,29.60000000000001,10.85,3.5,0.0,29.400000000000006,1.75,1.0,0.0,5.100000000000001,5.75,3.0,0.0,7.300000000000004,3.37,2.5,0.0,5.5
rzsm>0.9_pr>50,ssp245,2037,7,4,51,0,10,16,7,18,2,31,22,20,8,16,12,0,101,8,4,2,7,4,51,0,10,16,7,17,2,29,21,20,7,15,12,0,100,7,4,2,2,1,9,0,2,3,1,4,1,7,3,4,2,4,2,0,5,2,1,1,5,4,10,0,5,6,7,6,2,7,13,8,5,5,6,0,45,5,4,2,3.5,4.0,5.67,0.0,5.0,5.33,7.0,4.25,2.0,4.14,7.0,5.0,3.5,3.75,6.0,0.0,20.0,3.5,4.0,2.0,16.95,9.0,1.8000000000000003,33.00000000000003,16.55,8.5,1.8000000000000003,31.20000000000003,2.7,2.0,0.9000000000000001,5.200000000000003,7.25,5.0,1.8000000000000003,10.300000000000004,4.782,4.07,1.8000000000000003,7.0
rzsm>0.9_pr>50,ssp245,2038,1,23,34,0,18,19,49,12,6,0,0,0,15,20,5,22,145,7,5,3,0,23,33,0,18,18,47,10,6,0,0,0,12,20,5,22,145,5,4,3,0,4,6,0,3,3,7,2,1,0,0,0,2,4,1,5,4,1,1,1,0,7,8,0,7,7,11,6,6,0,0,0,6,6,5,7,99,5,4,3,0.0,5.75,5.5,0.0,6.0,6.0,6.71,5.0,6.0,0.0,0.0,0.0,6.0,5.0,5.0,4.4,36.25,5.0,4.0,3.0,19.2,9.5,0.0,35.50000000000002,18.55,8.0,0.0,34.40000000000002,2.25,1.5,0.0,5.100000000000001,9.35,6.0,0.0,8.300000000000004,5.4805,5.0,0.0,6.071000000000001
rzsm>0.9_pr>50,ssp245,2039,22,0,32,0,0,0,61,8,32,11,16,1,22,18,2,6,0,20,26,0,21,0,29,0,0,0,56,7,30,11,16,0,22,17,2,6,0,20,24,0,4,0,5,0,0,0,11,3,6,2,4,0,4,4,1,1,0,4,5,0,12,0,7,0,0,0,19,3,13,6,6,0,6,6,2,6,0,7,9,0,5.25,0.0,5.8,0.0,0.0,0.0,5.09,2.33,5.0,5.5,4.0,0.0,5.5,4.25,2.0,6.0,0.0,5.0,4.8,0.0,13.85,9.5,0.0,32.0,13.05,9.0,0.0,29.1,2.7,2.5,0.0,5.100000000000001,5.1,6.0,0.0,12.100000000000001,3.026,4.125,0.0,5.53
rzsm>0.9_pr>50,ssp245,2040,2,33,22,0,14,0,38,0,5,0,31,10,4,0,1,55,132,16,15,0,2,32,21,0,14,0,37,0,5,0,31,10,4,0,0,54,132,14,14,0,1,5,3,0,2,0,6,0,1,0,4,1,1,0,0,9,4,4,2,0,2,15,8,0,7,0,18,0,5,0,13,10,4,0,0,9,73,6,7,0,2.0,6.4,7.0,0.0,7.0,0.0,6.17,0.0,5.0,0.0,7.75,10.0,4.0,0.0,0.0,6.0,33.0,3.5,7.0,0.0,18.9,7.5,0.0,39.700000000000024,18.5,7.5,0.0,38.700000000000024,2.15,1.0,0.0,5.100000000000001,8.85,5.5,0.0,15.300000000000004,5.241,4.5,0.0,7.975000000000003
rzsm>0.9_pr>50,ssp245,2041,18,7,3,0,43,0,3,13,0,5,0,17,0,7,26,75,322,6,24,16,17,4,2,0,41,0,3,13,0,5,0,17,0,6,25,72,322,6,22,16,4,1,1,0,8,0,1,4,0,2,0,3,0,1,5,13,3,1,5,3,5,4,2,0,7,0,3,5,0,3,0,8,0,6,8,7,235,6,6,6,4.25,4.0,2.0,0.0,5.12,0.0,3.0,3.25,0.0,2.5,0.0,5.67,0.0,6.0,5.0,5.54,107.33,6.0,4.4,5.33,29.25,7.0,0.0,46.200000000000045,28.55,6.0,0.0,44.100000000000044,2.75,1.5,0.0,5.300000000000004,15.55,5.0,0.0,8.0,8.4695,4.125,0.0,6.0
rzsm>0.9_pr>50,ssp245,2042,14,7,9,4,53,0,32,33,2,0,8,56,7,22,31,83,320,36,5,9,12,7,9,4,52,0,32,31,2,0,8,56,5,21,30,82,320,35,5,9,2,1,2,2,11,0,7,8,1,0,1,10,2,5,8,12,7,5,1,2,8,7,6,2,7,0,7,6,2,0,8,8,3,7,6,16,199,13,5,6,6.0,7.0,4.5,2.0,4.73,0.0,4.57,3.88,2.0,0.0,8.0,5.6,2.5,4.2,3.75,6.83,45.71,7.0,5.0,4.5,36.55,11.5,1.8000000000000003,58.70000000000004,36.0,10.5,1.8000000000000003,58.60000000000004,4.35,2.0,0.9000000000000001,10.100000000000001,15.8,6.5,1.8000000000000003,13.300000000000004,6.3885000000000005,4.535,1.8000000000000003,7.100000000000001
rzsm>0.9_pr>50,ssp245,2043,50,5,20,24,44,11,57,10,0,14,5,12,0,27,17,26,233,34,5,38,50,5,20,22,42,11,57,10,0,14,5,10,0,27,17,26,231,34,2,37,7,1,4,5,10,2,10,2,0,3,1,3,0,6,4,4,6,6,1,6,14,5,6,8,7,6,14,8,0,6,5,4,0,7,6,7,95,7,2,9,7.14,5.0,5.0,4.4,4.2,5.5,5.7,5.0,0.0,4.67,5.0,3.33,0.0,4.5,4.25,6.5,38.5,5.67,2.0,6.17,31.6,18.5,4.500000000000001,50.70000000000001,31.0,18.5,1.8000000000000003,50.70000000000001,4.05,4.0,0.9000000000000001,7.300000000000004,10.8,6.5,1.8000000000000003,14.0,6.1265,5.0,1.8000000000000003,6.564000000000001
rzsm>0.9_pr>50,ssp245,2044,0,6,8,0,42,0,26,3,28,0,0,58,23,13,32,19,168,49,27,26,0,6,8,0,39,0,26,3,26,0,0,58,21,12,32,18,168,45,25,24,0,1,2,0,7,0,4,1,6,0,0,11,5,2,6,3,8,8,5,7,0,6,6,0,7,0,11,3,6,0,0,7,6,8,7,7,52,8,8,7,0.0,6.0,4.0,0.0,5.57,0.0,6.5,3.0,4.33,0.0,0.0,5.27,4.2,6.0,5.33,6.0,21.0,5.62,5.0,3.43,26.4,21.0,0.0,49.90000000000001,25.55,19.5,0.0,46.30000000000002,3.8,3.5,0.0,8.0,7.45,6.5,0.0,8.300000000000004,4.562500000000001,4.665,0.0,6.050000000000001
rzsm>0.9_pr>50,ssp245,2045,17,6,1,11,36,37,21,7,0,0,8,41,19,15,0,43,82,11,9,7,15,6,0,10,35,37,17,7,0,0,8,38,15,15,0,41,82,11,9,5,4,1,0,1,6,7,3,2,0,0,2,8,5,4,0,8,2,2,2,1,7,6,0,10,7,8,8,5,0,0,6,8,5,6,0,7,53,6,5,5,3.75,6.0,0.0,10.0,5.83,5.29,5.67,3.5,0.0,0.0,4.0,4.75,3.0,3.75,0.0,5.12,41.0,5.5,4.5,5.0,18.55,11.0,0.0,41.2,17.55,10.5,0.0,38.300000000000004,2.9,2.0,0.0,7.100000000000001,7.6,6.0,0.0,8.200000000000003,5.833,4.625,0.0,6.400000000000006
rzsm>0.9_pr>50,ssp245,2046,7,0,0,0,57,48,41,3,0,0,20,6,18,69,0,37,8,8,1,17,6,0,0,0,55,45,40,3,0,0,20,6,18,67,0,36,7,8,0,14,2,0,0,0,14,9,6,1,0,0,4,1,4,9,0,6,2,2,0,2,4,0,0,0,7,9,15,3,0,0,6,6,8,13,0,7,4,6,0,8,3.0,0.0,0.0,0.0,3.93,5.0,6.67,3.0,0.0,0.0,5.0,6.0,4.5,7.44,0.0,6.0,3.5,4.0,0.0,7.0,17.0,7.5,0.0,48.90000000000001,16.25,6.5,0.0,46.000000000000014,3.1,2.0,0.0,9.0,4.8,5.0,0.0,9.400000000000006,3.252,3.715,0.0,6.703
rzsm>0.9_pr>50,ssp245,2047,56,34,5,0,43,24,46,17,2,16,25,56,19,23,0,20,19,34,0,50,55,31,5,0,41,22,44,15,2,15,25,55,16,21,0,19,19,31,0,50,10,7,1,0,8,6,8,3,1,2,5,12,3,4,0,4,4,7,0,10,8,6,5,0,8,6,9,8,2,10,7,12,6,6,0,6,12,7,0,11,5.5,4.43,5.0,0.0,5.12,3.67,5.5,5.0,2.0,7.5,5.0,4.58,5.33,5.25,0.0,4.75,4.75,4.43,0.0,5.0,24.45,21.5,0.0,50.60000000000001,23.3,20.0,0.0,50.50000000000001,4.75,4.0,0.0,10.0,6.45,6.5,0.0,11.100000000000001,4.1405,4.875,0.0,5.5
rzsm>0.9_pr>50,ssp245,2048,13,23,12,0,5,0,56,33,1,0,2,23,0,12,4,26,37,7,0,13,13,23,12,0,5,0,54,31,0,0,2,20,0,12,4,25,37,7,0,9,2,5,3,0,1,0,10,7,0,0,1,5,0,2,1,5,3,2,0,2,7,6,6,0,5,0,8,7,0,0,2,7,0,6,4,8,21,5,0,5,6.5,4.6,4.0,0.0,5.0,0.0,5.4,4.43,0.0,0.0,2.0,4.0,0.0,6.0,4.0,5.0,12.33,3.5,0.0,4.5,13.35,9.5,0.0,33.400000000000006,12.7,8.0,0.0,31.60000000000001,2.45,2.0,0.0,5.200000000000003,4.85,5.0,0.0,8.0,3.5629999999999997,4.0,0.0,6.050000000000001
rzsm>0.9_pr>50,ssp245,2049,11,36,37,6,30,0,42,17,29,20,0,3,8,34,0,12,3,14,12,31,11,35,35,6,30,0,42,16,29,18,0,3,8,33,0,10,2,14,11,29,3,6,7,1,6,0,10,3,6,3,0,1,2,8,0,2,1,3,3,5,6,10,9,6,7,0,10,7,7,7,0,3,6,6,0,6,2,6,6,7,3.67,5.83,5.0,6.0,5.0,0.0,4.2,5.33,4.83,6.0,0.0,3.0,4.0,4.12,0.0,5.0,2.0,4.67,3.67,5.8,17.25,13.0,0.0,36.1,16.6,12.5,0.0,35.0,3.5,3.0,0.0,7.100000000000001,5.55,6.0,0.0,9.100000000000001,3.9059999999999997,4.4350000000000005,0.0,5.847
rzsm>0.9_pr>50,ssp245,2050,24,38,7,0,37,0,0,17,15,44,0,10,8,32,18,18,14,29,17,0,23,37,7,0,35,0,0,16,14,42,0,10,8,30,18,18,14,28,14,0,4,7,1,0,5,0,0,3,3,9,0,2,3,6,3,3,1,6,4,0,7,9,7,0,14,0,0,9,7,7,0,5,3,8,7,9,14,8,7,0,5.75,5.29,7.0,0.0,7.0,0.0,0.0,5.33,4.67,4.67,0.0,5.0,2.67,5.0,6.0,6.0,14.0,4.67,3.5,0.0,16.4,16.0,0.0,37.1,15.7,14.0,0.0,35.2,3.0,3.0,0.0,6.100000000000001,6.05,7.0,0.0,9.500000000000007,4.3275,4.835,0.0,7.0
rzsm>0.9_pr>50,ssp245,2051,20,0,32,0,20,0,0,6,11,10,40,14,15,5,8,0,0,13,4,24,17,0,32,0,19,0,0,5,11,10,40,13,14,5,8,0,0,11,4,24,4,0,5,0,3,0,0,1,5,3,8,3,3,1,3,0,0,3,2,5,9,0,13,0,7,0,0,5,3,4,7,6,8,5,4,0,0,6,2,7,4.25,0.0,6.4,0.0,6.33,0.0,0.0,5.0,2.2,3.33,5.0,4.33,4.67,5.0,2.67,0.0,0.0,3.67,2.0,4.8,11.1,9.0,0.0,24.80000000000001,10.65,9.0,0.0,24.80000000000001,2.45,3.0,0.0,5.0,4.3,4.5,0.0,8.100000000000001,2.9825,3.5,0.0,5.133000000000002
rzsm>0.9_pr>50,ssp245,2052,0,10,33,8,40,12,37,21,81,0,69,1,33,1,5,0,4,33,15,21,0,9,31,8,39,11,35,18,80,0,68,0,30,0,5,0,4,33,13,21,0,2,3,2,8,3,6,4,18,0,11,0,6,0,1,0,1,7,3,4,0,5,20,5,7,7,12,7,7,0,9,0,7,0,5,0,4,7,7,6,0.0,4.5,10.33,4.0,4.88,3.67,5.83,4.5,4.44,0.0,6.18,0.0,5.0,0.0,5.0,0.0,4.0,4.71,4.33,5.25,21.2,13.5,0.0,42.90000000000004,20.25,12.0,0.0,41.90000000000004,3.95,3.0,0.0,8.300000000000004,5.75,6.5,0.0,9.300000000000004,3.8309999999999995,4.470000000000001,0.0,5.865
rzsm>0.9_pr>50,ssp245,2053,59,29,0,0,11,14,16,61,7,6,9,14,9,28,0,18,27,38,12,10,56,29,0,0,9,14,15,58,6,6,9,12,9,26,0,18,26,37,12,9,12,5,0,0,2,2,4,11,2,2,2,3,2,7,0,5,3,6,3,2,9,13,0,0,5,12,6,17,3,4,6,6,5,6,0,6,16,10,5,6,4.67,5.8,0.0,0.0,4.5,7.0,3.75,5.27,3.0,3.0,4.5,4.0,4.5,3.71,0.0,3.6,8.67,6.17,4.0,4.5,18.4,13.0,0.0,40.10000000000003,17.55,12.0,0.0,38.90000000000003,3.65,2.5,0.0,7.400000000000006,6.75,6.0,0.0,13.300000000000004,4.032,4.25,0.0,6.253000000000001
rzsm>0.9_pr>50,ssp245,2054,38,5,13,0,23,16,0,16,0,6,24,60,34,13,0,10,32,15,36,11,35,5,11,0,23,15,0,14,0,5,24,60,30,13,0,9,32,14,35,11,7,1,3,0,5,3,0,3,0,2,4,11,6,3,0,2,2,3,6,3,7,5,6,0,6,7,0,6,0,3,7,8,11,6,0,5,27,8,17,5,5.0,5.0,3.67,0.0,4.6,5.0,0.0,4.67,0.0,2.5,6.0,5.45,5.0,4.33,0.0,4.5,16.0,4.67,5.83,3.67,17.6,14.0,0.0,36.2,16.8,13.5,0.0,35.0,3.2,3.0,0.0,6.100000000000001,6.7,6.0,0.0,11.600000000000009,4.2945,4.635,0.0,5.847
rzsm>0.9_pr>50,ssp245,2055,65,10,5,0,7,6,0,0,11,21,36,64,27,0,36,31,115,41,32,1,64,10,5,0,5,6,0,0,10,21,35,59,27,0,36,30,115,41,32,0,13,2,1,0,1,2,0,0,2,4,4,11,4,0,7,5,6,6,6,0,7,5,5,0,5,4,0,0,6,7,11,10,9,0,11,8,74,10,8,0,4.92,5.0,5.0,0.0,5.0,3.0,0.0,0.0,5.0,5.25,8.75,5.36,6.75,0.0,5.14,6.0,19.17,6.83,5.33,0.0,25.4,16.0,0.0,64.1,24.8,15.5,0.0,59.50000000000001,3.7,3.0,0.0,7.400000000000006,9.0,6.5,0.0,11.0,4.825,5.0,0.0,7.022000000000003
rzsm>0.9_pr>50,ssp245,2056,26,9,2,5,10,8,30,5,12,0,8,32,20,8,8,29,84,9,24,11,23,9,2,5,10,8,29,5,12,0,8,32,20,8,6,26,84,8,22,11,4,2,1,1,2,2,5,1,2,0,2,5,3,2,1,5,7,2,5,2,7,7,2,5,6,5,8,5,6,0,5,12,9,6,6,10,53,5,8,6,5.75,4.5,2.0,5.0,5.0,4.0,5.8,5.0,6.0,0.0,4.0,6.4,6.67,4.0,6.0,5.2,12.0,4.0,4.4,5.5,17.0,9.5,4.7,30.200000000000003,16.4,9.5,4.7,29.300000000000004,2.7,2.0,1.0,5.0,8.55,6.0,4.7,10.200000000000003,5.061000000000001,5.0,3.8000000000000003,6.4270000000000005
rzsm>0.9_pr>50,ssp245,2057,56,13,14,17,40,22,42,12,0,23,0,43,0,15,0,35,44,13,6,6,52,12,14,16,40,22,42,12,0,22,0,42,0,15,0,32,44,11,6,6,9,4,1,4,9,4,7,2,0,4,0,7,0,3,0,6,3,2,1,1,9,4,14,6,6,7,10,7,0,7,0,11,0,8,0,8,33,7,6,6,5.78,3.0,14.0,4.0,4.44,5.5,6.0,6.0,0.0,5.5,0.0,6.0,0.0,5.0,0.0,5.33,14.67,5.5,6.0,6.0,20.05,14.5,0.0,43.1,19.4,14.5,0.0,42.2,3.35,3.0,0.0,7.200000000000003,7.45,7.0,0.0,11.300000000000004,5.136,5.5,0.0,6.800000000000011
rzsm>0.9_pr>50,ssp245,2058,0,15,2,5,0,10,13,1,0,17,14,15,0,29,9,64,318,26,8,49,0,14,2,5,0,8,12,0,0,17,13,14,0,28,7,64,318,26,7,49,0,2,1,1,0,2,2,0,0,3,2,3,0,6,2,10,4,6,1,9,0,8,2,5,0,5,8,0,0,7,7,6,0,6,5,9,129,7,7,12,0.0,7.0,2.0,5.0,0.0,4.0,6.0,0.0,0.0,5.67,6.5,4.67,0.0,4.67,3.5,6.4,79.5,4.33,7.0,5.44,29.75,11.5,0.0,50.50000000000002,29.2,10.0,0.0,50.50000000000002,2.7,2.0,0.0,6.300000000000004,11.15,6.0,0.0,9.300000000000004,7.5840000000000005,4.67,0.0,7.0
rzsm>0.9_pr>50,ssp245,2059,7,32,11,17,7,57,2,8,53,11,41,14,0,5,0,27,180,50,8,54,5,31,10,17,6,55,0,7,51,11,41,14,0,5,0,27,180,50,8,51,1,4,3,3,1,9,0,2,8,2,7,3,0,1,0,6,4,7,2,9,5,14,6,6,6,18,0,5,12,9,7,6,0,5,0,6,102,9,6,10,5.0,7.75,3.33,5.67,6.0,6.11,0.0,3.5,6.38,5.5,5.86,4.67,0.0,5.0,0.0,4.5,45.0,7.14,4.0,5.67,29.2,12.5,1.8000000000000003,54.300000000000004,28.45,12.5,0.0,51.400000000000006,3.6,3.0,0.0,8.100000000000001,11.6,6.0,0.0,14.400000000000006,6.554,5.25,0.0,7.2010000000000005
rzsm>0.9_pr>50,ssp245,2060,59,5,44,0,15,24,2,12,12,0,35,9,5,24,34,17,136,42,0,10,58,5,43,0,15,23,0,12,12,0,35,7,5,23,32,17,135,42,0,9,10,1,8,0,4,4,0,5,2,0,7,1,1,3,7,3,4,9,0,2,8,5,7,0,6,7,0,3,6,0,11,7,5,9,7,7,49,10,0,5,5.8,5.0,5.38,0.0,3.75,5.75,0.0,2.4,6.0,0.0,5.0,7.0,5.0,7.67,4.57,5.67,33.75,4.67,0.0,4.5,24.25,13.5,0.0,45.50000000000002,23.65,13.5,0.0,44.50000000000002,3.55,3.0,0.0,8.100000000000001,7.6,6.5,0.0,10.100000000000001,5.5954999999999995,5.0,0.0,7.067000000000001
rzsm>0.9_pr>50,ssp245,2061,35,18,0,0,53,38,7,0,31,0,29,18,0,0,3,3,19,31,0,27,35,18,0,0,52,38,4,0,31,0,27,18,0,0,3,0,19,31,0,27,6,5,0,0,6,7,2,0,6,0,5,3,0,0,1,0,2,6,0,5,8,6,0,0,14,8,2,0,7,0,7,7,0,0,3,0,12,7,0,7,5.83,3.6,0.0,0.0,8.67,5.43,2.0,0.0,5.17,0.0,5.4,6.0,0.0,0.0,3.0,0.0,9.5,5.17,0.0,5.4,15.6,12.5,0.0,35.300000000000004,15.15,11.0,0.0,35.300000000000004,2.7,2.0,0.0,6.0,4.4,4.5,0.0,8.400000000000006,3.2585,3.3,0.0,6.267000000000004
rzsm>0.9_pr>50,ssp245,2062,19,24,13,0,10,27,58,10,39,0,0,17,19,56,54,22,103,39,8,35,19,24,13,0,8,26,55,10,39,0,0,16,19,56,49,22,103,37,7,32,4,5,3,0,2,5,10,2,8,0,0,3,5,11,13,5,6,8,2,8,6,6,7,0,5,6,10,8,9,0,0,6,6,10,8,5,31,7,5,7,4.75,4.8,4.33,0.0,4.0,5.2,5.5,5.0,4.88,0.0,0.0,5.33,3.8,5.09,3.77,4.4,17.17,4.62,3.5,4.0,27.65,20.5,0.0,56.2,26.75,20.5,0.0,55.1,5.0,5.0,0.0,10.100000000000001,7.1,6.0,0.0,10.0,4.507,4.51,0.0,5.347
rzsm>0.9_pr>50,ssp245,2063,16,31,10,0,26,31,21,14,47,22,45,19,23,8,29,73,97,12,0,12,16,30,10,0,24,31,20,13,47,22,44,18,20,8,28,69,96,12,0,12,4,5,3,0,5,7,4,3,7,5,8,4,4,2,5,12,6,3,0,4,5,8,5,0,7,6,8,6,8,6,7,6,6,6,12,8,28,6,0,5,4.0,6.0,3.33,0.0,4.8,4.43,5.0,4.33,6.71,4.4,5.5,4.5,5.0,4.0,5.6,5.75,16.0,4.0,0.0,3.0,26.8,21.5,7.200000000000001,49.60000000000004,26.0,20.0,7.200000000000001,49.20000000000003,4.55,4.0,1.8000000000000003,7.100000000000001,7.15,6.0,4.500000000000001,8.400000000000006,4.8175,4.465,2.7,6.071000000000001
rzsm>0.9_pr>50,ssp245,2064,15,21,17,0,21,35,13,3,0,1,32,66,5,0,6,18,28,12,9,40,13,21,17,0,20,35,13,3,0,0,32,63,4,0,6,15,28,12,7,39,4,4,4,0,5,6,4,1,0,0,4,11,2,0,1,4,1,2,2,7,5,8,6,0,7,9,5,3,0,0,14,9,2,0,6,6,28,6,5,9,3.25,5.25,4.25,0.0,4.0,5.83,3.25,3.0,0.0,0.0,8.0,5.73,2.0,0.0,6.0,3.75,28.0,6.0,3.5,5.57,17.1,14.0,0.0,35.50000000000001,16.4,13.0,0.0,35.400000000000006,3.1,3.0,0.0,6.100000000000001,6.4,6.0,0.0,9.500000000000007,4.869,3.875,0.0,6.200000000000003
rzsm>0.9_pr>50,ssp245,2065,36,13,21,0,40,41,28,53,12,5,9,22,2,31,0,2,9,28,22,44,35,13,21,0,39,39,27,49,11,5,9,21,2,31,0,2,9,27,22,42,6,2,4,0,7,9,6,10,2,1,2,5,1,7,0,1,1,5,4,9,10,10,6,0,11,7,7,7,6,5,6,6,2,9,0,2,9,7,11,7,5.83,6.5,5.25,0.0,5.57,4.33,4.5,4.9,5.5,5.0,4.5,4.2,2.0,4.43,0.0,2.0,9.0,5.4,5.5,4.67,20.9,21.5,1.8000000000000003,41.300000000000004,20.2,21.0,1.8000000000000003,39.300000000000004,4.1,4.0,0.9000000000000001,9.0,6.4,7.0,1.8000000000000003,10.100000000000001,4.454,4.785,1.8000000000000003,5.897000000000001
