threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>50,ssp245,2080,33,4,14,4,19,36,44,10,3,12,10,12,9,6,35,26,36,36,16,22,33,3,14,3,19,34,43,9,3,12,9,12,9,5,32,25,36,36,16,21,7,1,2,1,5,8,10,2,1,4,2,2,2,2,7,7,8,6,4,6,8,3,12,3,6,7,6,6,3,4,6,6,6,3,10,5,8,14,7,7,4.71,3.0,7.0,3.0,3.8,4.25,4.3,4.5,3.0,3.0,4.5,6.0,4.5,2.5,4.57,3.57,4.5,6.0,4.0,3.5,19.35,15.0,4.0,36.0,18.7,15.0,3.0,36.0,4.35,4.0,1.0,8.0,6.5,6.0,3.0,10.200000000000003,4.21,4.275,3.0,6.0
rzsm>0.9_pr>50,ssp245,2081,20,15,26,7,15,21,19,9,2,25,14,15,29,20,40,24,11,14,9,37,19,14,25,6,14,21,18,8,2,23,14,14,28,17,40,21,10,12,9,36,4,3,5,1,3,4,4,2,1,4,4,2,10,4,8,5,2,2,2,5,7,6,6,6,6,6,6,6,2,6,6,10,6,6,7,5,5,7,6,16,4.75,4.67,5.0,6.0,4.67,5.25,4.5,4.0,2.0,5.75,3.5,7.0,2.8,4.25,5.0,4.2,5.0,6.0,4.5,7.2,18.6,17.0,8.8,29.80000000000001,17.55,15.5,7.800000000000001,28.80000000000001,3.75,4.0,1.9000000000000001,5.300000000000004,6.55,6.0,5.0,7.300000000000004,4.8020000000000005,4.71,3.43,6.100000000000001
rzsm>0.9_pr>50,ssp245,2082,42,18,33,7,36,24,21,6,21,19,22,33,31,1,33,16,60,9,15,18,40,17,31,5,33,22,21,3,19,18,21,30,30,0,33,15,59,6,13,18,7,4,7,1,8,6,3,1,5,4,3,4,7,0,6,3,13,2,4,6,11,6,11,5,8,5,8,3,8,5,11,14,7,0,10,7,18,4,5,4,5.71,4.25,4.43,5.0,4.12,3.67,7.0,3.0,3.8,4.5,7.0,7.5,4.29,0.0,5.5,5.0,4.54,3.0,3.25,3.0,23.25,21.0,6.9,36.60000000000001,21.7,20.0,4.800000000000001,33.70000000000001,4.7,4.0,1.0,7.100000000000001,7.5,7.0,3.9000000000000004,11.300000000000004,4.428,4.359999999999999,3.0,7.0
rzsm>0.9_pr>50,ssp245,2083,31,24,25,0,12,23,10,1,17,19,14,38,20,8,22,27,30,1,18,23,27,24,23,0,12,22,10,0,15,19,13,36,18,8,22,26,28,0,17,22,6,4,7,0,2,5,2,0,4,5,3,7,4,3,5,4,7,0,3,5,7,6,8,0,7,6,6,0,6,7,7,8,6,4,12,8,7,0,11,7,4.5,6.0,3.29,0.0,6.0,4.4,5.0,0.0,3.75,3.8,4.33,5.14,4.5,2.67,4.4,6.5,4.0,0.0,5.67,4.4,18.15,19.5,1.0,30.1,17.1,18.5,0.0,27.1,3.8,4.0,0.0,7.0,6.15,7.0,0.0,8.300000000000004,3.9175000000000004,4.4,0.0,6.0
rzsm>0.9_pr>50,ssp245,2084,21,1,32,0,14,12,5,14,4,14,41,3,18,25,21,44,32,6,32,10,21,0,31,0,12,12,5,14,3,14,41,3,17,25,21,40,30,5,31,10,4,0,8,0,3,4,1,5,1,3,8,1,4,6,4,8,8,1,4,3,9,0,6,0,7,5,5,5,3,7,6,3,6,7,8,12,7,5,14,5,5.25,0.0,3.88,0.0,4.0,3.0,5.0,2.8,3.0,4.67,5.12,3.0,4.25,4.17,5.25,5.0,3.75,5.0,7.75,3.33,17.45,14.0,2.8000000000000003,32.90000000000001,16.75,14.0,2.7,31.900000000000013,3.8,4.0,0.9000000000000001,8.0,6.0,6.0,2.7,9.300000000000004,3.911,4.085,2.5200000000000005,5.25
rzsm>0.9_pr>50,ssp245,2085,37,12,20,0,30,16,13,17,23,22,15,20,8,19,15,56,40,24,20,11,37,12,19,0,27,16,9,17,23,21,15,18,8,18,15,55,39,22,18,10,7,2,4,0,6,4,2,4,6,4,4,5,3,4,3,12,9,6,3,3,8,6,6,0,9,6,5,6,6,10,6,6,4,8,6,6,9,6,9,4,5.29,6.0,4.75,0.0,4.5,4.0,4.5,4.25,3.83,5.25,3.75,3.6,2.67,4.5,5.0,4.58,4.33,3.67,6.0,3.33,20.9,19.5,10.700000000000001,37.300000000000004,19.95,18.0,8.9,37.2,4.55,4.0,2.0,7.200000000000003,6.3,6.0,4.0,9.0,4.1899999999999995,4.415,3.2640000000000002,5.361000000000001
rzsm>0.9_pr>50,ssp245,2086,15,19,33,0,17,13,21,3,16,35,46,35,4,23,17,21,18,20,23,39,13,19,33,0,17,13,21,3,15,35,43,34,4,22,16,19,17,20,20,39,4,4,10,0,5,3,6,1,4,4,6,8,1,6,4,5,5,4,3,9,6,6,5,0,6,6,6,3,6,20,14,6,4,7,6,6,6,8,9,7,3.25,4.75,3.3,0.0,3.4,4.33,3.5,3.0,3.75,8.75,7.17,4.25,4.0,3.67,4.0,3.8,3.4,5.0,6.67,4.33,20.9,19.5,3.9000000000000004,35.400000000000006,20.15,19.0,3.9000000000000004,35.400000000000006,4.6,4.0,1.0,8.100000000000001,6.85,6.0,3.9000000000000004,9.500000000000007,4.216,3.9,3.225,6.720000000000001
rzsm>0.9_pr>50,ssp245,2087,15,13,38,2,4,23,22,4,18,39,14,10,8,15,33,38,25,17,9,15,14,12,34,2,2,22,21,4,18,38,14,10,8,14,32,36,19,14,8,13,4,2,8,1,1,5,3,1,4,7,3,3,2,4,7,7,7,4,1,3,4,9,7,2,2,6,12,4,7,9,6,4,5,6,8,7,5,6,8,6,3.5,6.0,4.25,2.0,2.0,4.4,7.0,4.0,4.5,5.43,4.67,3.33,4.0,3.5,4.57,5.14,2.71,3.5,8.0,4.33,18.1,15.0,4.0,38.0,16.75,14.0,3.8000000000000003,34.2,3.85,3.5,1.0,7.0,6.15,6.0,3.8000000000000003,9.0,4.341499999999999,4.29,2.6390000000000002,6.100000000000001
rzsm>0.9_pr>50,ssp245,2088,19,29,19,0,11,20,32,32,33,24,15,44,20,30,27,52,34,4,7,32,19,26,16,0,11,20,31,30,31,23,14,44,18,30,25,51,32,4,7,30,4,6,3,0,2,5,7,5,6,4,3,11,2,6,3,9,9,2,2,4,8,9,8,0,7,6,11,7,6,9,5,7,12,7,13,12,11,2,5,16,4.75,4.33,5.33,0.0,5.5,4.0,4.43,6.0,5.17,5.75,4.67,4.0,9.0,5.0,8.33,5.67,3.56,2.0,3.5,7.5,24.2,25.5,6.7,35.000000000000014,23.1,24.0,6.7,33.20000000000002,4.65,4.0,2.0,9.0,8.05,7.5,4.7,12.100000000000001,4.9245,4.875,3.35,7.583000000000001
rzsm>0.9_pr>50,ssp245,2089,21,22,15,2,27,12,11,23,40,27,30,18,20,18,14,59,25,9,44,9,19,22,15,2,26,10,9,23,38,27,28,15,19,18,14,58,25,5,42,9,5,5,3,1,4,3,2,4,7,7,6,4,4,4,3,9,4,1,6,3,7,7,9,2,11,6,7,6,7,7,12,7,6,6,8,20,14,5,14,5,3.8,4.4,5.0,2.0,6.5,3.33,4.5,5.75,5.43,3.86,4.67,3.75,4.75,4.5,4.67,6.44,6.25,5.0,7.0,3.0,22.3,20.5,9.0,40.400000000000006,21.2,19.0,8.600000000000001,38.400000000000006,4.25,4.0,1.9000000000000001,7.0,8.3,7.0,5.0,14.0,4.7299999999999995,4.67,3.297,6.446000000000001
rzsm>0.9_pr>50,ssp245,2090,22,16,27,4,25,12,2,12,24,25,79,35,16,33,23,6,22,16,26,11,22,16,26,4,23,9,0,9,23,24,79,34,16,32,23,5,22,15,26,10,7,4,6,1,5,2,0,2,4,4,11,6,3,6,5,1,6,3,2,3,5,5,7,4,8,6,0,7,11,10,20,7,8,10,9,5,6,7,20,5,3.14,4.0,4.33,4.0,4.6,4.5,0.0,4.5,5.75,6.0,7.18,5.67,5.33,5.33,4.6,5.0,3.67,5.0,13.0,3.33,21.8,22.0,5.800000000000001,33.2,20.9,22.0,4.9,32.2,4.05,4.0,1.0,6.100000000000001,8.0,7.0,4.9,11.900000000000013,4.9464999999999995,4.6,3.311,6.118000000000001
rzsm>0.9_pr>50,ssp245,2091,10,21,27,0,18,47,14,8,38,32,41,20,33,14,22,18,49,30,22,29,9,20,27,0,18,47,13,8,38,31,41,19,32,14,21,18,46,25,21,26,2,3,5,0,6,7,3,2,8,7,6,6,6,4,4,5,12,6,5,6,6,11,11,0,4,14,6,6,8,6,13,6,12,5,12,6,6,6,6,8,4.5,6.67,5.4,0.0,3.0,6.71,4.33,4.0,4.75,4.43,6.83,3.17,5.33,3.5,5.25,3.6,3.83,4.17,4.2,4.33,24.65,22.0,9.8,41.60000000000001,23.7,21.0,8.9,41.50000000000001,5.15,5.5,2.0,7.100000000000001,7.6,6.0,4.9,12.100000000000001,4.4,4.33,3.153,6.674
rzsm>0.9_pr>50,ssp245,2092,73,27,26,11,24,31,18,7,23,45,33,10,34,5,5,56,26,11,25,12,70,27,26,10,24,29,15,6,21,44,33,7,34,5,4,54,26,10,21,11,13,5,6,2,6,6,5,2,6,6,6,3,7,2,1,8,8,4,4,3,15,7,7,6,6,7,6,4,8,18,7,3,9,3,4,18,6,3,11,6,5.38,5.4,4.33,5.0,4.0,4.83,3.0,3.0,3.5,7.33,5.5,2.33,4.86,2.5,4.0,6.75,3.25,2.5,5.25,3.67,25.1,24.5,6.800000000000001,46.100000000000016,23.85,22.5,5.9,45.000000000000014,5.15,5.5,2.0,8.0,7.7,6.5,3.0,15.300000000000004,4.319,4.165,2.5,5.625000000000002
rzsm>0.9_pr>50,ssp245,2093,22,24,7,0,9,28,14,15,4,13,26,24,11,15,22,53,27,7,19,37,20,21,5,0,9,26,14,15,2,10,26,24,11,14,21,53,25,3,19,35,6,6,1,0,4,5,4,3,1,2,6,5,2,3,4,10,6,1,4,8,5,6,5,0,3,8,5,6,2,8,6,6,6,6,7,12,8,3,12,8,3.33,3.5,5.0,0.0,2.25,5.2,3.5,5.0,2.0,5.0,4.33,4.8,5.5,4.67,5.25,5.3,4.17,3.0,4.75,4.38,18.85,17.0,6.7,28.900000000000013,17.65,17.0,2.9000000000000004,26.900000000000013,4.05,4.0,1.0,6.200000000000003,6.1,6.0,2.9000000000000004,8.400000000000006,4.0465,4.525,2.225,5.255
rzsm>0.9_pr>50,ssp245,2094,25,21,11,7,32,27,8,20,14,38,16,6,19,12,41,35,50,25,32,6,24,20,11,6,31,26,8,19,14,38,14,6,17,9,38,34,49,23,30,3,4,6,3,2,4,5,3,4,3,9,4,1,5,1,7,8,10,4,7,1,7,6,6,3,11,7,4,6,6,6,7,6,5,9,11,6,12,11,6,3,6.0,3.33,3.67,3.0,7.75,5.2,2.67,4.75,4.67,4.22,3.5,6.0,3.4,9.0,5.43,4.25,4.9,5.75,4.29,3.0,22.25,20.5,6.9,38.300000000000004,21.0,19.5,6.0,38.0,4.55,4.0,1.0,8.100000000000001,6.9,6.0,3.9000000000000004,11.0,4.739000000000001,4.48,3.0,6.1750000000000025
rzsm>0.9_pr>50,ssp245,2095,43,18,30,2,11,35,60,19,22,21,15,4,4,9,34,37,52,29,33,14,43,18,28,2,10,32,58,16,19,20,14,2,4,9,33,36,51,27,30,13,8,4,7,1,4,7,10,3,4,5,3,1,1,3,6,4,9,5,4,3,8,6,8,2,4,10,10,7,6,6,6,2,4,4,6,12,26,8,17,8,5.38,4.5,4.0,2.0,2.5,4.57,5.8,5.33,4.75,4.0,4.67,2.0,4.0,3.0,5.5,9.0,5.67,5.4,7.5,4.33,24.6,21.5,4.0,43.90000000000001,23.25,19.5,3.8000000000000003,43.80000000000001,4.6,4.0,1.0,8.100000000000001,8.0,6.5,3.8000000000000003,12.500000000000007,4.695,4.62,2.45,5.970000000000002
rzsm>0.9_pr>50,ssp245,2096,23,38,11,14,20,10,34,19,30,4,17,6,10,17,22,7,21,22,12,34,22,37,11,11,19,10,33,18,29,4,17,5,10,17,20,5,21,20,12,32,5,6,3,3,5,4,7,4,4,1,4,2,4,4,3,2,6,4,2,7,7,15,7,5,7,3,13,7,16,4,7,3,3,6,7,3,8,9,9,8,4.4,6.17,3.67,3.67,3.8,2.5,4.71,4.5,7.25,4.0,4.25,2.5,2.5,4.25,6.67,2.5,3.5,5.0,6.0,4.57,18.55,18.0,6.9,34.0,17.65,17.5,5.0,32.1,4.0,4.0,2.0,6.100000000000001,7.35,7.0,3.0,13.200000000000003,4.3205,4.25,2.5,6.220000000000001
rzsm>0.9_pr>50,ssp245,2097,35,10,40,5,22,24,33,12,21,2,25,16,58,0,13,24,65,31,36,3,35,10,38,5,20,24,32,10,21,2,25,16,58,0,13,22,65,29,36,2,7,2,6,2,5,4,6,2,4,1,4,3,11,0,3,5,12,5,8,1,10,8,12,3,6,7,8,6,7,2,12,12,11,0,5,8,11,7,7,2,5.0,5.0,6.33,2.5,4.0,6.0,5.33,5.0,5.25,2.0,6.25,5.33,5.27,0.0,4.33,4.4,5.42,5.8,4.5,2.0,23.75,23.0,2.9000000000000004,41.800000000000026,23.15,21.5,2.0,40.00000000000003,4.55,4.0,1.0,8.300000000000004,7.2,7.0,2.0,12.0,4.4855,5.0,2.0,6.025
rzsm>0.9_pr>50,ssp245,2098,26,13,29,0,20,22,12,16,3,50,18,22,27,9,4,58,58,10,4,38,23,12,26,0,19,21,10,15,2,47,14,22,26,9,4,56,57,8,4,38,5,3,8,0,4,5,4,2,1,10,3,4,3,3,1,10,8,3,1,8,7,6,5,0,6,6,4,8,2,8,6,10,13,3,4,13,13,3,4,7,4.6,4.0,3.25,0.0,4.75,4.2,2.5,7.5,2.0,4.7,4.67,5.5,8.67,3.0,4.0,5.6,7.12,2.67,4.0,4.75,21.95,19.0,3.9000000000000004,50.80000000000001,20.65,17.0,3.8000000000000003,47.90000000000001,4.3,3.5,1.0,8.200000000000003,6.4,6.0,2.9000000000000004,13.0,4.3740000000000006,4.4,2.45,7.158
rzsm>0.9_pr>50,ssp245,2099,16,18,32,0,11,31,11,30,28,32,32,22,25,13,7,36,35,62,37,42,16,16,32,0,11,31,11,28,28,32,30,21,25,8,6,36,35,61,37,41,3,3,8,0,3,5,2,6,7,5,7,5,6,2,1,8,4,11,5,10,6,7,6,0,4,13,6,7,6,11,6,6,9,6,6,8,14,8,9,6,5.33,5.33,4.0,0.0,3.67,6.2,5.5,4.67,4.0,6.4,4.29,4.2,4.17,4.0,6.0,4.5,8.75,5.55,7.4,4.1,26.0,29.0,10.600000000000001,37.50000000000001,25.25,28.0,7.800000000000001,37.400000000000006,5.05,5.0,1.9000000000000001,8.200000000000003,7.2,6.0,5.800000000000001,11.200000000000003,4.903,4.585,3.967,6.500000000000002
rzsm>0.9_pr>80,ssp245,2015,0,16,15,0,6,0,3,5,5,0,0,6,6,2,3,5,46,3,1,0,0,16,14,0,6,0,3,4,5,0,0,6,6,2,2,5,43,3,0,0,0,5,3,0,1,0,1,1,1,0,0,2,1,1,1,2,11,1,0,0,0,6,6,0,6,0,3,4,5,0,0,4,6,2,2,3,8,3,0,0,0.0,3.2,4.67,0.0,6.0,0.0,3.0,4.0,5.0,0.0,0.0,3.0,6.0,2.0,2.0,2.5,3.91,3.0,0.0,0.0,6.1,3.0,0.0,15.100000000000001,5.75,3.0,0.0,14.200000000000003,1.55,1.0,0.0,3.200000000000003,2.9,3.0,0.0,6.0,2.414,2.75,0.0,5.100000000000001
rzsm>0.9_pr>80,ssp245,2016,8,7,12,0,0,4,0,0,0,0,7,5,0,8,2,18,98,0,0,13,6,6,12,0,0,4,0,0,0,0,6,4,0,8,0,17,97,0,0,12,2,1,2,0,0,1,0,0,0,0,2,1,0,2,0,6,11,0,0,4,4,6,8,0,0,4,0,0,0,0,4,4,0,5,0,4,28,0,0,5,3.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,4.0,0.0,2.83,8.82,0.0,0.0,3.0,9.1,3.0,0.0,13.500000000000007,8.6,2.0,0.0,12.500000000000007,1.6,0.5,0.0,4.200000000000003,3.6,2.0,0.0,6.200000000000003,2.2325,1.415,0.0,6.0
rzsm>0.9_pr>80,ssp245,2017,7,14,10,1,14,0,5,3,0,0,5,16,4,1,0,17,91,0,1,10,7,14,10,0,13,0,3,3,0,0,5,16,4,0,0,17,91,0,0,10,2,3,2,0,3,0,1,1,0,0,1,4,1,0,0,3,9,0,0,2,4,6,5,0,6,0,3,3,0,0,5,7,4,0,0,7,22,0,0,7,3.5,4.67,5.0,0.0,4.33,0.0,3.0,3.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,5.67,10.11,0.0,0.0,5.0,9.95,4.5,0.0,16.1,9.65,3.5,0.0,16.1,1.6,1.0,0.0,3.1000000000000014,3.95,3.5,0.0,7.0,2.864,3.25,0.0,5.067000000000001
rzsm>0.9_pr>80,ssp245,2018,8,6,6,0,5,0,0,5,5,2,10,6,0,5,8,0,33,5,0,3,8,6,6,0,5,0,0,4,5,2,9,6,0,5,8,0,31,5,0,3,2,1,1,0,1,0,0,1,1,1,2,1,0,1,2,0,5,1,0,1,6,6,6,0,5,0,0,4,5,2,5,6,0,5,6,0,19,5,0,3,4.0,6.0,6.0,0.0,5.0,0.0,0.0,4.0,5.0,2.0,4.5,6.0,0.0,5.0,4.0,0.0,6.2,5.0,0.0,3.0,5.35,5.0,0.0,8.200000000000003,5.15,5.0,0.0,8.100000000000001,1.05,1.0,0.0,2.0,4.15,5.0,0.0,6.0,3.285,4.0,0.0,6.0
rzsm>0.9_pr>80,ssp245,2019,12,0,6,0,10,10,0,6,13,0,0,14,0,9,10,16,40,0,0,5,11,0,6,0,10,8,0,5,12,0,0,14,0,9,9,15,39,0,0,4,2,0,2,0,3,2,0,1,3,0,0,3,0,2,2,4,5,0,0,1,6,0,4,0,4,6,0,5,7,0,0,6,0,5,6,6,16,0,0,4,5.5,0.0,3.0,0.0,3.33,4.0,0.0,5.0,4.0,0.0,0.0,4.67,0.0,4.5,4.5,3.75,7.8,0.0,0.0,4.0,7.55,6.0,0.0,14.200000000000003,7.1,5.5,0.0,14.100000000000001,1.5,1.5,0.0,3.1000000000000014,3.75,4.0,0.0,6.100000000000001,2.7024999999999997,3.54,0.0,5.050000000000001
rzsm>0.9_pr>80,ssp245,2020,3,0,13,0,2,11,4,0,16,1,5,14,3,6,4,8,42,0,5,4,0,0,13,0,2,10,3,0,16,0,5,13,3,5,4,8,40,0,4,4,0,0,3,0,1,2,1,0,4,0,1,3,1,2,1,2,7,0,2,1,0,0,6,0,2,7,3,0,7,0,5,6,3,3,4,6,12,0,2,4,0.0,0.0,4.33,0.0,2.0,5.0,3.0,0.0,4.0,0.0,5.0,4.33,3.0,2.5,4.0,4.0,5.71,0.0,2.0,4.0,7.05,4.0,0.0,14.200000000000003,6.5,4.0,0.0,13.300000000000004,1.55,1.0,0.0,3.1000000000000014,3.5,3.0,0.0,7.0,2.6435,3.0,0.0,5.0
rzsm>0.9_pr>80,ssp245,2021,0,0,4,0,12,2,0,0,3,0,0,3,0,2,2,3,35,0,5,0,0,0,4,0,12,2,0,0,2,0,0,3,0,2,2,2,32,0,3,0,0,0,1,0,3,1,0,0,1,0,0,1,0,1,1,1,9,0,1,0,0,0,4,0,7,2,0,0,2,0,0,3,0,2,2,2,9,0,3,0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,3.56,0.0,3.0,0.0,3.55,1.0,0.0,5.70000000000001,3.2,1.0,0.0,4.800000000000011,1.0,0.5,0.0,1.2000000000000028,1.8,1.0,0.0,4.300000000000004,1.378,1.0,0.0,3.6040000000000005
rzsm>0.9_pr>80,ssp245,2022,11,5,7,4,7,0,14,3,6,3,5,8,7,1,12,7,18,0,0,1,10,5,6,4,7,0,14,3,4,3,4,6,7,0,12,7,15,0,0,0,2,1,2,1,2,0,3,1,1,1,2,1,2,0,2,3,5,0,0,0,6,5,4,4,5,0,6,3,4,3,2,6,5,0,10,3,4,0,0,0,5.0,5.0,3.0,4.0,3.5,0.0,4.67,3.0,4.0,3.0,2.0,6.0,3.5,0.0,6.0,2.33,3.0,0.0,0.0,0.0,5.95,5.5,0.0,12.200000000000003,5.35,4.5,0.0,12.200000000000003,1.45,1.0,0.0,3.0,3.5,4.0,0.0,6.0,2.9,3.0,0.0,5.100000000000001
rzsm>0.9_pr>80,ssp245,2023,6,0,11,0,3,12,3,0,1,3,18,5,12,5,5,10,69,8,3,0,6,0,10,0,3,12,3,0,0,0,17,4,10,5,4,10,63,6,3,0,1,0,2,0,1,2,1,0,0,0,4,1,3,1,2,3,9,3,1,0,6,0,6,0,3,6,3,0,0,0,7,4,5,5,2,6,26,2,3,0,6.0,0.0,5.0,0.0,3.0,6.0,3.0,0.0,0.0,0.0,4.25,4.0,3.33,5.0,2.0,3.33,7.0,2.0,3.0,0.0,8.7,5.0,0.0,12.600000000000009,7.8,4.0,0.0,12.500000000000007,1.7,1.0,0.0,3.1000000000000014,4.2,3.0,0.0,6.100000000000001,2.8455,3.0,0.0,6.0
rzsm>0.9_pr>80,ssp245,2024,2,0,13,0,7,0,6,0,4,1,3,10,12,6,19,1,29,1,0,6,2,0,12,0,7,0,6,0,4,0,2,10,11,6,18,0,25,0,0,4,1,0,3,0,3,0,1,0,2,0,1,2,2,2,4,0,6,0,0,1,2,0,6,0,3,0,6,0,2,0,2,6,6,4,6,0,9,0,0,4,2.0,0.0,4.0,0.0,2.33,0.0,6.0,0.0,2.0,0.0,2.0,5.0,5.5,3.0,4.5,0.0,4.17,0.0,0.0,4.0,6.0,3.5,0.0,13.600000000000009,5.35,3.0,0.0,12.600000000000009,1.4,1.0,0.0,3.1000000000000014,2.8,2.0,0.0,6.0,2.225,2.0,0.0,5.050000000000001
rzsm>0.9_pr>80,ssp245,2025,13,3,0,0,9,7,2,10,3,0,2,13,0,13,0,10,27,3,0,10,13,0,0,0,9,6,2,9,3,0,2,12,0,11,0,10,25,2,0,8,3,0,0,0,2,1,1,1,1,0,1,3,0,3,0,2,5,1,0,2,5,0,0,0,6,6,2,9,3,0,2,5,0,5,0,5,7,2,0,6,4.33,0.0,0.0,0.0,4.5,6.0,2.0,9.0,3.0,0.0,2.0,4.0,0.0,3.67,0.0,5.0,5.0,2.0,0.0,4.0,6.25,3.0,0.0,13.0,5.6,2.5,0.0,12.100000000000001,1.3,1.0,0.0,3.0,3.15,2.5,0.0,6.100000000000001,2.725,2.5,0.0,5.100000000000001
rzsm>0.9_pr>80,ssp245,2026,8,4,13,1,6,0,2,0,5,4,7,5,0,0,7,13,29,5,13,9,7,2,13,0,5,0,2,0,5,4,7,4,0,0,6,13,26,5,13,9,3,1,3,0,1,0,1,0,2,2,3,1,0,0,2,2,8,2,4,3,3,2,6,0,5,0,2,0,3,2,3,4,0,0,3,11,6,3,5,4,2.33,2.0,4.33,0.0,5.0,0.0,2.0,0.0,2.5,2.0,2.33,4.0,0.0,0.0,3.0,6.5,3.25,2.5,3.25,3.0,6.55,5.0,0.0,13.0,6.05,5.0,0.0,13.0,1.9,2.0,0.0,3.1000000000000014,3.1,3.0,0.0,6.0,2.3995,2.415,0.0,4.397000000000001
rzsm>0.9_pr>80,ssp245,2027,3,10,39,0,5,7,0,4,9,6,8,0,0,6,0,3,24,0,13,10,3,10,38,0,4,6,0,4,9,6,7,0,0,6,0,2,21,0,12,9,1,2,7,0,1,1,0,2,3,2,1,0,0,1,0,1,6,0,3,2,3,6,7,0,4,6,0,2,3,4,7,0,0,6,0,2,5,0,6,5,3.0,5.0,5.43,0.0,4.0,6.0,0.0,2.0,3.0,3.0,7.0,0.0,0.0,6.0,0.0,2.0,3.5,0.0,4.0,4.5,7.35,5.5,0.0,14.100000000000016,6.85,5.0,0.0,12.900000000000013,1.65,1.0,0.0,3.3000000000000043,3.3,3.5,0.0,6.100000000000001,2.9215,3.0,0.0,6.0
