threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.8_pr>50,ssp245,2057,27,20,20,7,9,2,17,0,3,0,0,0,3,5,1,15,354,4,12,25,26,20,19,6,8,0,17,0,2,0,0,0,2,5,0,12,354,2,12,25,6,3,5,2,2,0,3,0,1,0,0,0,1,1,0,2,2,1,2,6,7,9,6,3,6,0,8,0,2,0,0,0,2,5,0,7,274,2,7,5,4.33,6.67,3.8,3.0,4.0,0.0,5.67,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,6.0,177.0,2.0,6.0,4.17,26.2,6.0,0.0,25.200000000000003,25.5,5.5,0.0,25.1,1.85,1.5,0.0,5.100000000000001,17.15,4.0,0.0,8.100000000000001,11.581999999999999,3.4,0.0,6.067000000000001
rzsm>0.8_pr>50,ssp245,2058,21,9,4,17,1,11,11,4,16,28,0,3,7,11,8,26,143,13,17,0,19,8,4,17,0,10,10,4,15,25,0,2,5,8,8,24,143,12,17,0,3,2,2,3,0,2,3,1,3,5,0,1,1,1,2,5,7,3,3,0,13,5,2,8,0,7,4,4,5,9,0,2,5,8,5,7,50,6,6,0,6.33,4.0,2.0,5.67,0.0,5.0,3.33,4.0,5.0,5.0,0.0,2.0,5.0,8.0,4.0,4.8,20.43,4.0,5.67,0.0,17.5,11.0,0.9000000000000001,26.200000000000003,16.55,9.0,0.0,24.1,2.35,2.0,0.0,5.0,7.3,5.0,0.0,9.400000000000006,4.7115,4.4,0.0,6.4970000000000026
rzsm>0.8_pr>50,ssp245,2059,10,18,13,21,0,18,1,0,20,24,24,0,0,16,8,1,129,37,8,26,8,18,10,20,0,17,0,0,18,23,23,0,0,14,6,0,128,37,8,24,2,3,3,6,0,4,0,0,5,3,6,0,0,4,1,0,6,10,2,7,6,7,5,7,0,7,0,0,7,14,6,0,0,6,6,0,49,7,5,8,4.0,6.0,3.33,3.33,0.0,4.25,0.0,0.0,3.6,7.67,3.83,0.0,0.0,3.5,6.0,0.0,21.33,3.7,4.0,3.43,18.7,14.5,0.0,27.100000000000016,17.7,12.0,0.0,25.30000000000002,3.1,3.0,0.0,6.100000000000001,7.0,6.0,0.0,8.600000000000009,3.8985000000000007,3.55,0.0,6.1670000000000025
rzsm>0.8_pr>50,ssp245,2060,9,34,9,15,4,19,0,16,0,5,11,2,0,17,16,0,107,22,7,12,8,33,6,15,4,18,0,13,0,5,10,0,0,16,14,0,106,21,5,12,3,8,2,2,1,5,0,3,0,1,2,0,0,3,4,0,7,4,2,3,4,8,4,8,4,7,0,6,0,5,8,0,0,6,4,0,45,7,3,5,2.67,4.12,3.0,7.5,4.0,3.6,0.0,4.33,0.0,5.0,5.0,0.0,0.0,5.33,3.5,0.0,15.14,5.25,2.5,4.0,15.25,10.0,0.0,23.200000000000017,14.3,9.0,0.0,22.200000000000017,2.5,2.0,0.0,5.200000000000003,6.2,4.5,0.0,8.0,3.747,3.8,0.0,5.547000000000003
rzsm>0.8_pr>50,ssp245,2061,0,5,8,25,0,16,18,13,6,11,19,7,7,20,15,3,75,25,19,35,0,5,8,24,0,16,17,13,6,10,19,6,7,17,14,3,74,24,19,33,0,1,2,5,0,3,3,4,1,3,4,2,2,2,3,1,8,5,5,7,0,5,6,6,0,6,7,6,6,5,9,4,4,14,7,3,23,8,7,7,0.0,5.0,4.0,4.8,0.0,5.33,5.67,3.25,6.0,3.33,4.75,3.0,3.5,8.5,4.67,3.0,9.25,4.8,3.8,4.71,16.35,14.0,2.7,26.000000000000014,15.75,13.5,2.7,24.900000000000013,3.05,3.0,0.9000000000000001,5.200000000000003,6.65,6.0,2.7,9.500000000000007,4.368,4.6899999999999995,2.7,6.2500000000000036
rzsm>0.8_pr>50,ssp245,2062,9,0,11,10,15,9,26,9,14,33,4,8,0,40,21,31,96,12,3,16,8,0,11,10,13,8,26,8,11,31,4,6,0,39,21,27,95,12,3,16,2,0,2,3,3,2,5,2,3,6,1,2,0,8,5,6,8,3,1,3,6,0,7,5,7,6,7,6,6,7,4,3,0,7,7,11,28,5,3,7,4.0,0.0,5.5,3.33,4.33,4.0,5.2,4.0,3.67,5.17,4.0,3.0,0.0,4.88,4.2,4.5,11.88,4.0,3.0,5.33,18.35,11.5,2.7,33.70000000000001,17.45,11.0,2.7,31.80000000000001,3.25,3.0,0.9000000000000001,6.200000000000003,6.6,6.0,2.7,7.400000000000006,4.1995000000000005,4.0,2.7,5.347
rzsm>0.8_pr>50,ssp245,2063,29,7,1,15,0,18,7,6,0,17,26,6,5,8,31,20,91,14,0,13,28,5,0,13,0,17,6,5,0,16,23,6,3,7,28,18,90,13,0,12,6,2,0,4,0,3,1,2,0,3,6,2,1,2,7,4,11,4,0,1,7,3,0,5,0,6,6,3,0,10,6,4,3,5,7,6,25,7,0,12,4.67,2.5,0.0,3.25,0.0,5.67,6.0,2.5,0.0,5.33,3.83,3.0,3.0,3.5,4.0,4.5,8.18,3.25,0.0,12.0,15.7,10.5,0.0,29.200000000000003,14.5,9.5,0.0,28.0,2.95,2.0,0.0,6.100000000000001,5.75,5.5,0.0,10.200000000000003,3.7590000000000003,3.375,0.0,6.2180000000000035
rzsm>0.8_pr>50,ssp245,2064,4,0,6,2,2,19,7,0,16,11,9,29,6,28,20,3,131,3,9,11,2,0,6,0,2,18,7,0,15,11,9,29,5,28,16,3,129,3,9,10,1,0,1,0,1,4,2,0,4,3,3,6,1,5,4,1,8,1,2,3,2,0,6,0,2,5,4,0,5,5,5,7,5,9,6,3,60,3,5,4,2.0,0.0,6.0,0.0,2.0,4.5,3.5,0.0,3.75,3.67,3.0,4.83,5.0,5.6,4.0,3.0,16.12,3.0,4.5,3.33,15.8,8.0,1.8000000000000003,28.1,15.1,8.0,0.0,28.1,2.5,2.0,0.0,5.100000000000001,6.8,5.0,0.0,7.200000000000003,3.8899999999999997,3.585,0.0,5.640000000000001
rzsm>0.8_pr>50,ssp245,2065,21,8,4,17,4,19,24,6,11,13,10,9,4,10,3,5,8,23,13,20,21,7,4,17,3,18,22,4,10,13,9,9,2,7,3,4,8,23,11,20,4,1,1,5,1,4,4,1,2,3,4,2,1,3,1,1,1,6,3,4,7,7,4,5,3,6,7,4,7,7,3,5,2,3,3,4,8,12,5,7,5.25,7.0,4.0,3.4,3.0,4.5,5.5,4.0,5.0,4.33,2.25,4.5,2.0,2.33,3.0,4.0,8.0,3.83,3.67,5.0,11.6,10.0,4.0,21.200000000000003,10.75,9.0,3.0,21.1,2.6,2.5,1.0,4.100000000000001,5.45,5.0,3.0,7.100000000000001,4.228,4.0,2.322,5.650000000000002
rzsm>0.8_pr>50,ssp245,2066,19,17,6,23,0,2,13,0,24,22,12,19,7,40,0,14,48,6,0,19,18,16,5,23,0,0,13,0,24,21,11,17,6,38,0,13,48,6,0,18,6,3,1,4,0,0,3,0,5,5,4,2,2,9,0,2,3,1,0,4,4,7,5,7,0,0,5,0,7,5,4,12,3,6,0,8,21,6,0,7,3.0,5.33,5.0,5.75,0.0,0.0,4.33,0.0,4.8,4.2,2.75,8.5,3.0,4.22,0.0,6.5,16.0,6.0,0.0,4.5,14.55,13.5,0.0,25.600000000000023,13.85,13.0,0.0,25.40000000000002,2.7,2.5,0.0,5.100000000000001,5.35,5.0,0.0,8.400000000000006,4.194,4.275,0.0,6.700000000000003
rzsm>0.8_pr>50,ssp245,2067,19,12,24,0,13,12,2,0,24,10,0,7,4,25,2,3,119,6,8,18,18,11,23,0,13,11,2,0,22,10,0,7,3,25,2,3,119,6,8,17,3,2,4,0,5,3,1,0,5,2,0,2,1,5,1,1,4,1,1,4,7,7,7,0,4,5,2,0,7,7,0,4,3,6,2,3,81,6,8,5,6.0,5.5,5.75,0.0,2.6,3.67,2.0,0.0,4.4,5.0,0.0,3.5,3.0,5.0,2.0,3.0,29.75,6.0,8.0,4.25,15.4,9.0,0.0,24.1,15.0,9.0,0.0,23.200000000000003,2.25,2.0,0.0,5.0,8.2,5.0,0.0,7.100000000000001,4.971,3.96,0.0,6.200000000000003
rzsm>0.8_pr>50,ssp245,2068,34,20,8,17,3,30,7,0,3,13,12,3,7,0,0,5,145,0,4,48,34,20,7,17,2,30,6,0,3,11,12,2,7,0,0,5,145,0,4,46,7,3,2,3,1,7,1,0,1,2,3,1,1,0,0,2,8,0,1,9,7,9,4,7,2,7,6,0,3,9,5,2,7,0,0,3,49,0,4,14,4.86,6.67,3.5,5.67,2.0,4.29,6.0,0.0,3.0,5.5,4.0,2.0,7.0,0.0,0.0,2.5,18.12,0.0,4.0,5.11,17.95,7.0,0.0,35.40000000000002,17.55,6.5,0.0,35.20000000000002,2.6,1.5,0.0,7.100000000000001,6.9,4.5,0.0,9.500000000000007,4.211,4.0,0.0,6.703
rzsm>0.8_pr>50,ssp245,2069,25,8,3,18,7,16,16,5,4,28,40,23,13,5,3,8,125,8,9,30,25,8,2,17,6,16,16,4,4,28,39,22,12,5,0,7,124,8,9,29,5,3,1,4,2,3,3,2,2,6,8,5,2,1,0,2,8,2,2,5,6,4,2,8,4,6,7,2,2,7,10,7,7,5,0,5,60,5,6,7,5.0,2.67,2.0,4.25,3.0,5.33,5.33,2.0,2.0,4.67,4.88,4.4,6.0,5.0,0.0,3.5,15.5,4.0,4.5,5.8,19.7,11.0,3.9000000000000004,31.000000000000014,19.05,10.5,3.8000000000000003,30.000000000000014,3.3,2.5,1.0,6.200000000000003,8.0,6.0,2.0,8.200000000000003,4.4915,4.45,2.0,5.82
rzsm>0.8_pr>50,ssp245,2070,27,3,17,17,2,21,15,7,5,57,16,8,22,5,4,17,67,5,12,19,25,0,16,16,2,21,14,7,5,56,15,8,22,5,2,15,66,5,10,15,4,0,5,4,1,4,5,2,1,11,4,2,5,1,1,4,6,1,3,4,8,0,6,10,2,7,6,5,5,11,5,6,6,5,2,6,50,5,5,6,6.25,0.0,3.2,4.0,2.0,5.25,2.8,3.5,5.0,5.09,3.75,4.0,4.4,5.0,2.0,3.75,11.0,5.0,3.33,3.75,17.3,15.5,3.9000000000000004,30.000000000000043,16.25,14.5,2.0,28.100000000000044,3.4,4.0,1.0,5.100000000000001,7.8,6.0,2.0,10.100000000000001,4.1535,3.875,2.0,5.350000000000001
rzsm>0.8_pr>50,ssp245,2071,25,4,15,14,0,14,9,7,10,30,24,6,13,4,5,41,215,13,18,21,23,4,15,14,0,12,8,7,8,29,22,6,12,4,5,40,215,9,17,20,5,2,3,3,0,3,2,1,1,6,4,1,3,1,1,8,7,3,3,5,7,2,7,9,0,5,6,7,8,11,7,6,7,4,5,8,97,5,6,5,4.6,2.0,5.0,4.67,0.0,4.0,4.0,7.0,8.0,4.83,5.5,6.0,4.0,4.0,5.0,5.0,30.71,3.0,5.67,4.0,24.4,13.5,4.0,31.100000000000016,23.5,12.0,4.0,30.100000000000016,3.1,3.0,1.0,6.100000000000001,10.6,6.5,3.8000000000000003,9.200000000000003,5.849,4.75,2.9000000000000004,7.100000000000001
rzsm>0.8_pr>50,ssp245,2072,15,15,20,12,4,2,17,8,2,9,15,5,7,2,0,9,108,26,25,0,14,15,16,11,4,2,17,8,2,9,13,5,6,2,0,7,108,24,24,0,4,3,5,3,1,1,4,2,1,2,3,1,2,1,0,1,4,3,5,0,6,7,7,5,4,2,6,5,2,5,6,5,4,2,0,7,33,11,8,0,3.5,5.0,3.2,3.67,4.0,2.0,4.25,4.0,2.0,4.5,4.33,5.0,3.0,2.0,0.0,7.0,27.0,8.0,4.8,0.0,15.05,9.0,1.8000000000000003,25.1,14.35,8.5,1.8000000000000003,24.0,2.3,2.0,0.9000000000000001,4.100000000000001,6.25,5.0,1.8000000000000003,8.300000000000004,4.862499999999999,4.0,1.8000000000000003,7.100000000000001
rzsm>0.8_pr>50,ssp245,2073,0,9,45,10,0,3,39,20,0,14,0,8,27,32,34,8,337,22,39,3,0,9,43,8,0,3,37,20,0,14,0,8,24,30,32,8,336,20,36,0,0,2,7,2,0,1,8,4,0,2,0,2,4,8,8,2,6,7,6,0,0,5,13,6,0,3,7,7,0,7,0,6,7,7,7,5,213,5,12,0,0.0,4.5,6.14,4.0,0.0,3.0,4.62,5.0,0.0,7.0,0.0,4.0,6.0,3.75,4.0,4.0,56.0,2.86,6.0,0.0,32.5,12.0,0.0,39.60000000000001,31.4,11.5,0.0,37.60000000000001,3.45,2.0,0.0,8.0,15.5,6.0,0.0,12.100000000000001,6.0435,4.0,0.0,6.226000000000001
rzsm>0.8_pr>50,ssp245,2074,15,6,7,25,0,10,24,4,0,14,22,12,17,39,25,5,79,9,11,18,15,3,6,24,0,9,19,4,0,14,21,12,15,38,24,5,78,9,9,18,4,1,1,5,0,2,3,1,0,3,7,4,4,10,7,1,12,2,3,3,5,3,6,7,0,5,12,4,0,7,4,5,5,7,6,5,11,6,5,9,3.75,3.0,6.0,4.8,0.0,4.5,6.33,4.0,0.0,4.67,3.0,3.0,3.75,3.8,3.43,5.0,6.5,4.5,3.0,6.0,17.1,13.0,3.6000000000000005,26.40000000000002,16.15,13.0,2.7,25.40000000000002,3.65,3.0,0.9000000000000001,7.300000000000004,5.6,5.0,2.7,9.200000000000003,3.9515000000000002,3.9,2.7,6.033
rzsm>0.8_pr>50,ssp245,2075,8,18,11,44,0,2,0,8,0,0,1,23,2,29,0,13,177,7,30,27,7,18,10,42,0,2,0,8,0,0,0,21,2,29,0,12,177,4,29,26,1,4,2,7,0,1,0,1,0,0,0,4,1,6,0,3,7,1,7,7,7,8,5,7,0,2,0,8,0,0,0,7,2,7,0,5,53,4,10,8,7.0,4.5,5.0,6.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,5.25,2.0,4.83,0.0,4.0,25.29,4.0,4.14,3.71,20.0,8.0,0.0,31.40000000000002,19.35,7.5,0.0,30.30000000000002,2.6,1.0,0.0,7.0,6.65,5.0,0.0,8.200000000000003,4.286,4.0,0.0,7.100000000000001
rzsm>0.8_pr>50,ssp245,2076,12,2,1,8,0,11,0,11,10,13,29,7,4,29,5,27,35,0,21,18,9,2,0,8,0,10,0,10,8,12,28,6,2,29,5,26,34,0,19,17,3,1,0,2,0,2,0,2,1,3,6,2,1,7,1,8,2,0,3,5,5,2,0,6,0,5,0,7,8,5,6,4,2,6,5,7,27,0,8,5,3.0,2.0,0.0,4.0,0.0,5.0,0.0,5.0,8.0,4.0,4.67,3.0,2.0,4.14,5.0,3.25,17.0,0.0,6.33,3.4,12.15,10.5,0.0,29.0,11.25,8.5,0.0,28.1,2.45,2.0,0.0,6.100000000000001,5.4,5.0,0.0,8.0,3.9895000000000005,3.7,0.0,6.4970000000000026
rzsm>0.8_pr>50,ssp245,2077,5,0,24,15,2,2,14,2,13,27,47,8,19,3,16,25,11,8,11,12,5,0,21,13,2,2,14,2,12,25,46,8,18,3,15,25,11,8,11,12,2,0,4,3,1,1,1,1,4,4,9,2,4,1,3,5,3,2,2,3,3,0,7,7,2,2,14,2,4,7,7,6,7,3,5,7,4,6,6,6,2.5,0.0,5.25,4.33,2.0,2.0,14.0,2.0,3.0,6.25,5.11,4.0,4.5,3.0,5.0,5.0,3.67,4.0,5.5,4.0,13.2,11.5,2.0,25.200000000000003,12.65,11.5,2.0,25.0,2.75,2.5,1.0,4.100000000000001,5.25,6.0,2.0,7.0,4.2555,4.0,2.0,5.575000000000001
rzsm>0.8_pr>50,ssp245,2078,2,22,7,30,1,0,34,0,8,0,23,20,14,1,7,13,30,14,8,4,2,20,6,27,0,0,33,0,7,0,22,18,13,0,7,11,28,14,5,2,1,5,1,6,0,0,5,0,1,0,5,5,3,0,1,3,3,4,1,1,2,7,6,13,0,0,24,0,7,0,7,7,5,0,7,4,20,5,5,2,2.0,4.0,6.0,4.5,0.0,0.0,6.6,0.0,7.0,0.0,4.4,3.6,4.33,0.0,7.0,3.67,9.33,3.5,5.0,2.0,11.9,8.0,0.0,30.0,10.75,7.0,0.0,27.1,2.25,1.0,0.0,5.0,6.05,5.0,0.0,13.70000000000001,3.6465000000000005,3.835,0.0,7.0
rzsm>0.8_pr>50,ssp245,2079,8,4,15,17,1,9,10,0,13,21,13,15,6,0,7,17,194,15,0,24,8,4,13,16,0,7,10,0,12,19,12,15,6,0,5,13,192,11,0,24,2,1,3,5,0,2,2,0,2,4,2,3,2,0,1,3,8,4,0,4,5,4,5,5,0,5,5,0,7,7,6,6,4,0,5,7,77,5,0,10,4.0,4.0,4.33,3.2,0.0,3.5,5.0,0.0,6.0,4.75,6.0,5.0,3.0,0.0,5.0,4.33,24.0,2.75,0.0,6.0,19.45,11.5,0.0,21.300000000000004,18.35,10.5,0.0,19.500000000000007,2.4,2.0,0.0,4.100000000000001,8.15,5.0,0.0,7.300000000000004,4.543,4.165,0.0,6.0
rzsm>0.8_pr>50,ssp245,2080,3,2,23,18,0,20,16,15,4,1,9,13,13,7,32,0,141,13,0,1,2,2,23,17,0,20,16,15,2,0,9,12,10,6,29,0,140,11,0,0,1,1,6,4,0,5,4,3,1,0,2,2,2,1,5,0,7,4,0,0,2,2,5,7,0,5,7,8,2,0,5,10,6,6,8,0,45,4,0,0,2.0,2.0,3.83,4.25,0.0,4.0,4.0,5.0,2.0,0.0,4.5,6.0,5.0,6.0,5.8,0.0,20.0,2.75,0.0,0.0,16.55,11.0,0.0,23.900000000000013,15.7,9.5,0.0,23.60000000000001,2.4,2.0,0.0,5.100000000000001,6.1,5.0,0.0,8.200000000000003,3.8564999999999996,3.915,0.0,6.0
rzsm>0.8_pr>50,ssp245,2081,11,0,17,14,0,6,19,6,19,25,18,16,11,23,14,0,331,27,14,17,10,0,16,14,0,6,19,5,17,23,17,14,9,23,10,0,331,27,14,16,2,0,4,4,0,2,5,1,4,3,4,3,3,5,3,0,7,5,4,3,6,0,6,5,0,4,6,5,6,12,7,6,5,7,5,0,96,6,5,6,5.0,0.0,4.0,3.5,0.0,3.0,3.8,5.0,4.25,7.67,4.25,4.67,3.0,4.6,3.33,0.0,47.29,5.4,3.5,5.33,29.4,15.0,0.0,25.200000000000003,28.55,14.0,0.0,23.400000000000006,3.1,3.0,0.0,5.0,9.65,6.0,0.0,7.500000000000007,5.8795,4.125,0.0,5.627000000000003
rzsm>0.8_pr>50,ssp245,2082,22,19,28,11,8,6,24,17,20,0,12,2,1,12,23,15,130,21,16,23,18,17,27,8,7,6,24,16,16,0,12,2,0,12,22,14,130,19,12,20,5,3,5,3,2,1,4,3,4,0,2,1,0,3,6,3,10,6,3,6,7,12,8,4,5,6,10,8,7,0,8,2,0,7,7,7,60,6,6,5,3.6,5.67,5.4,2.67,3.5,6.0,6.0,5.33,4.0,0.0,6.0,2.0,0.0,4.0,3.67,4.67,13.0,3.17,4.0,3.33,20.5,16.5,1.9000000000000001,24.400000000000006,19.1,15.0,1.8000000000000003,24.300000000000004,3.5,3.0,0.9000000000000001,6.0,8.75,7.0,1.8000000000000003,10.200000000000003,4.3005,4.0,1.8000000000000003,6.0
rzsm>0.8_pr>50,ssp245,2083,17,4,17,16,20,21,6,5,0,12,8,18,9,19,8,13,12,13,28,1,14,4,15,15,20,21,5,5,0,11,8,17,9,17,6,10,12,11,26,0,4,1,3,3,3,4,1,1,0,2,2,4,2,3,2,2,1,2,6,0,7,4,7,8,8,6,5,5,0,7,5,7,5,7,3,8,12,7,7,0,3.5,4.0,5.0,5.0,6.67,5.25,5.0,5.0,0.0,5.5,4.0,4.25,4.5,5.67,3.0,5.0,12.0,5.5,4.33,0.0,12.35,12.5,3.7,20.1,11.3,11.0,3.6000000000000005,20.1,2.3,2.0,0.9000000000000001,4.0,5.9,7.0,2.7,8.0,4.6585,5.0,2.7,5.770000000000001
rzsm>0.8_pr>50,ssp245,2084,28,15,23,1,6,13,27,43,6,14,12,0,5,9,3,15,207,19,59,9,27,15,21,0,4,11,26,43,5,13,10,0,5,9,2,15,206,19,55,9,6,4,5,0,1,2,7,8,1,3,4,0,1,2,1,3,12,3,9,4,11,6,7,0,4,6,7,10,5,6,3,0,5,6,2,7,49,7,18,3,4.5,3.75,4.2,0.0,4.0,5.5,3.71,5.38,5.0,4.33,2.5,0.0,5.0,4.5,2.0,5.0,17.17,6.33,6.11,2.25,25.7,13.5,2.8000000000000003,44.60000000000002,24.75,12.0,1.8000000000000003,44.20000000000002,3.8,3.0,0.9000000000000001,8.100000000000001,8.1,6.0,1.8000000000000003,11.70000000000001,4.5615,4.415,1.8000000000000003,6.132000000000001
rzsm>0.8_pr>50,ssp245,2085,7,5,4,13,0,11,31,21,8,14,17,20,27,18,25,40,203,13,20,7,5,5,2,13,0,11,31,21,7,14,14,19,25,17,25,38,202,12,19,7,1,1,1,2,0,2,5,3,2,2,4,5,5,4,6,5,5,3,3,1,5,5,2,9,0,6,8,8,4,10,4,7,8,8,6,14,118,5,12,7,5.0,5.0,2.0,6.5,0.0,5.5,6.2,7.0,3.5,7.0,3.5,3.8,5.0,4.25,4.17,7.6,40.4,4.0,6.33,7.0,25.2,15.5,4.9,31.900000000000013,24.35,14.0,4.7,31.70000000000001,3.0,3.0,1.0,5.0,12.3,7.0,3.8000000000000003,12.200000000000003,6.6875,5.0,3.35,7.0600000000000005
rzsm>0.8_pr>50,ssp245,2086,7,2,15,11,6,8,18,9,12,29,34,24,0,7,24,11,225,19,11,19,6,2,12,9,6,8,17,8,11,28,34,22,0,6,23,10,224,19,11,19,2,1,2,2,3,2,4,2,2,2,8,5,0,2,4,2,9,4,2,3,4,2,6,7,2,4,7,6,7,23,7,6,0,4,7,7,109,7,6,7,3.0,2.0,6.0,4.5,2.0,4.0,4.25,4.0,5.5,14.0,4.25,4.4,0.0,3.0,5.75,5.0,24.89,4.75,5.5,6.33,24.55,11.5,5.6000000000000005,29.500000000000007,23.75,11.0,5.6000000000000005,28.60000000000001,3.05,2.0,1.9000000000000001,5.300000000000004,11.4,6.5,2.0,8.600000000000023,5.656000000000001,4.45,2.0,7.097000000000011
rzsm>0.8_pr>50,ssp245,2087,5,11,10,9,5,5,12,0,23,32,6,17,26,10,0,16,271,26,5,5,5,11,9,9,5,5,12,0,22,32,6,15,25,8,0,13,271,25,4,5,1,3,3,2,1,1,3,0,4,4,1,3,5,1,0,3,6,5,1,1,5,5,4,5,5,5,5,0,7,15,6,7,7,8,0,8,132,7,4,5,5.0,3.67,3.0,4.5,5.0,5.0,4.0,0.0,5.5,8.0,6.0,5.0,5.0,8.0,0.0,4.33,45.17,5.0,4.0,5.0,24.7,10.0,4.500000000000001,26.60000000000001,24.1,9.0,3.6000000000000005,25.70000000000001,2.4,2.5,0.9000000000000001,5.0,12.0,5.0,3.6000000000000005,8.70000000000001,6.5585,5.0,2.7,8.0
rzsm>0.8_pr>50,ssp245,2088,16,0,19,14,25,0,35,7,29,16,13,14,12,19,19,20,158,31,21,4,16,0,16,12,22,0,34,6,29,14,12,14,10,19,18,20,158,30,19,4,3,0,4,2,3,0,6,1,6,2,3,3,3,4,5,3,5,5,4,1,7,0,5,10,10,0,7,6,7,7,8,7,5,7,5,10,65,8,7,4,5.33,0.0,4.0,6.0,7.33,0.0,5.67,6.0,4.83,7.0,4.0,4.67,3.33,4.75,3.6,6.67,31.6,6.0,4.75,4.0,23.6,17.5,3.6000000000000005,31.400000000000006,22.65,16.0,3.6000000000000005,30.400000000000006,3.15,3.0,0.9000000000000001,5.100000000000001,9.25,7.0,3.6000000000000005,10.0,5.9765,4.79,2.9970000000000003,7.033
