ssp,date,mean_pr,med_pr,p10_pr,p90_pr,mean_spi,med_spi,p10_spi,p90_spi,mean_tasmax,med_tasmax,p10_tasmax,p90_tasmax
ssp126,2021,3.119656864660253,2.9016998010742716,1.5550425120781293,4.9836712560201395,-0.271489352401928,-0.3053472101168895,-1.1142743882359978,0.6934846733223644,34.01696096412803,33.85995835014014,32.73514054347828,35.298615364406444
ssp126,2022,2.630572525558817,2.490481227553434,1.0976889038644373,4.322008840190101,-0.44660831971948306,-0.5188403431802876,-1.1833718192349398,0.25364166700924157,34.49116397879972,34.27619754957119,33.30585698666782,36.03337521739133
ssp126,2023,3.07211999990425,3.2776730036987107,1.5860295551199208,4.117742377052344,-0.1803002110059094,-0.19571461463142897,-0.855999201423901,0.5541994234707575,34.13542719926477,33.79288086956524,32.59283467168395,35.420759648862116
ssp126,2024,3.0329405097084123,3.1436371255815967,1.7052441028858956,4.137348619410993,-0.17389649703106297,-0.16721032085925056,-0.7608834221385907,0.39997264234712004,34.54564134865456,34.58600010869567,33.67747086234717,35.33974315217393
ssp126,2025,3.744913573445015,3.5770903922332247,2.342053746213809,5.617611467700064,0.09461855655587804,0.10752998990309152,-0.5634545039603108,0.5984692427004724,33.99928858270557,33.49856686799425,32.92886076086958,35.88606348452363
ssp126,2026,3.314751726620288,3.6824302818640176,1.6105665874452983,4.93491301272227,-0.06992938300299485,-0.04375837884405367,-0.9464961244120854,0.6292628985840799,34.02550894660399,33.952789671524734,32.62676923913046,35.41945535411008
ssp126,2027,3.1010319551060292,3.115240083898582,1.45867564623321,4.682346935016828,-0.177020815429631,-0.1309556048476339,-1.0012293062918223,0.5908359576896957,34.224353687284186,34.02879097826089,33.04790185016137,35.386177500000024
ssp126,2028,3.146332876945334,3.1242013645360016,1.1913038952701007,4.843634562537116,-0.107795996217282,-0.038425357493852896,-1.0347206216403757,0.7901196629155536,34.48381200647708,34.645034325641156,33.519077826086985,35.265471086956545
ssp126,2029,3.7210617364461585,3.2309730385473916,2.102286798296765,5.778547247350003,-0.02706642259197678,-0.16866494609972876,-0.7623451275428578,0.8723746468495673,34.305463961234736,34.61846880434784,33.19284521739133,35.31311206521742
ssp126,2030,3.3558986417541403,3.365797677322069,1.3883686479608595,5.011757622212197,-0.0954426442733924,-0.11164887751206201,-0.7707034865689378,0.42918700919376135,34.305903314039675,34.15224410347319,32.76218666408375,35.6677420574686
ssp126,2031,3.731248633173933,3.543330431480692,1.829661966109033,5.642081737978852,0.027335372490229413,0.13127073397381667,-0.8838379752731735,0.7457548349605234,34.14440746023998,34.015481567382835,33.01687565217394,36.16781282608698
ssp126,2032,3.3652325166213397,3.566383930647839,1.6998046595922498,4.771304233359985,-0.10412996209332553,0.12866829076311692,-1.0627577083334843,0.503311382308642,34.08301822539338,33.99066596653153,32.99984380434785,35.58382978260872
ssp126,2033,3.8271493224963185,3.8206390957178766,1.9769949216357292,6.055463397330308,0.02857315817335082,-0.005000549184054973,-0.7282703554987036,1.0913541316688387,34.275808602171104,34.15555161185889,33.08830934782611,36.01011673913046
ssp126,2034,3.553788155019785,3.3221205400912437,1.9712969724404004,5.040386336872662,-0.13959215595729663,-0.19511978240813943,-0.712111437180674,0.6300468081603731,34.18644852517835,34.456210459833585,32.89353597889778,35.22600489130436
ssp126,2035,3.5544269087215827,3.6401460044716623,1.324193385916882,5.481143721631635,-0.06525035027498097,-0.014932425859331234,-1.0336111440910347,0.7432230545991338,34.49768917100107,34.4310357798701,33.137845777428694,35.827437060812265
ssp126,2036,3.672867535194485,3.0369962891973916,2.1162907176825048,5.317426272374066,-0.021659631331474524,-0.13809880389604884,-0.7024272258422462,1.0656256279982488,34.11410490535383,34.17302239130437,32.01786890444551,35.38386576086958
ssp126,2037,3.709262587668063,3.481502386088348,1.6694498677483944,6.265142244481823,0.013426805538926516,0.1518770354535795,-0.6873535916884077,0.7775225047271535,34.38014047425961,34.49850483769958,32.91049081553586,35.76041728260872
ssp126,2038,3.7984931388481984,3.5556463584518996,1.6482110667185637,6.0574470436052925,-0.000775230740934925,-0.024254486815263807,-0.7028144577835469,0.7689247078902594,34.557668307124885,34.62673373015033,33.08546934782611,35.76690760073457
ssp126,2039,3.239112824348112,2.844899514974453,1.7784873926111466,4.485119904306928,-0.1368745977334632,-0.17747809894921765,-1.0167511148587307,0.4706920559492341,34.73347481316926,34.88464508056643,33.617258022142515,35.73360195652176
ssp126,2040,3.0531515030267116,3.043854265922501,1.1640306869814607,4.511418992848578,-0.11993512762992854,-0.09588976557989143,-0.8548463911306426,0.5890506677800157,34.29250081868997,34.196953260869584,32.96726076086959,35.924178281037726
ssp126,2041,2.5323925626639676,2.505242416091764,1.0660381129054795,3.8878694257085695,-0.46430274656948534,-0.5090084928838072,-1.3639607831064156,0.38668905127175707,35.14980821414673,35.36914745828382,33.45723047671113,36.178529689622984
ssp126,2042,3.627002231522921,3.3561637743111152,2.061071178154936,5.851670811467559,0.1124215695805697,0.09550056012445873,-0.7277917717014755,0.8986289306347619,34.223322620356804,34.18366771739133,32.78976659360141,35.57605298913046
ssp126,2043,3.7588622299858603,3.544523083320261,2.2033023127712212,6.342839330782869,0.01769636556804041,0.013803787451515146,-0.6689203862252615,0.8339864246187078,34.17087175669544,34.47716309920604,32.6432467253312,35.65590793478263
ssp126,2044,3.0846918624497803,2.705021183698142,1.361518935835059,5.084380988360809,-0.37864468494648745,-0.39874190305159907,-1.2880833592336833,0.5134878008861158,34.942245539452244,34.5940520576809,33.85451958697777,36.49450956521741
