threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,BCC-CSM2-MR_compound_day_total,IPSL-CM6A-LR_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,MIROC6_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,BCC-CSM2-MR_compound_event_total,IPSL-CM6A-LR_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,MIROC6_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,BCC-CSM2-MR_compound_sequence_total,IPSL-CM6A-LR_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,MIROC6_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,BCC-CSM2-MR_compound_duration_max,IPSL-CM6A-LR_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,MIROC6_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,BCC-CSM2-MR_compound_duration_mean,IPSL-CM6A-LR_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,MIROC6_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
spi<-1_tasmax>32.22,ssp126,2031,0,0,0,0,1,64,0,33,16,0,13,0,40,0,0,11,0,0,0,26,15,0,0,0,0,0,64,0,33,16,0,13,0,39,0,0,11,0,0,0,25,14,0,0,0,0,0,1,0,2,2,0,3,0,2,0,0,2,0,0,0,2,3,0,0,0,0,0,64,0,29,13,0,6,0,35,0,0,7,0,0,0,21,7,0.0,0.0,0.0,0.0,0.0,64.0,0.0,16.5,8.0,0.0,4.33,0.0,19.5,0.0,0.0,5.5,0.0,0.0,0.0,12.5,4.67,10.428571428571429,0.0,0.0,33.0,10.238095238095237,0.0,0.0,33.0,0.8095238095238095,0.0,0.0,2.0,8.666666666666666,0.0,0.0,29.0,6.428571428571427,0.0,0.0,16.5
spi<-1_tasmax>32.22,ssp126,2032,16,2,8,15,2,52,0,7,20,1,0,40,41,0,1,41,0,0,0,6,0,16,0,8,15,2,52,0,7,20,0,0,40,41,0,0,41,0,0,0,6,0,2,0,1,3,1,5,0,1,4,0,0,2,1,0,0,2,0,0,0,1,0,13,0,8,9,2,26,0,7,7,0,0,30,41,0,0,22,0,0,0,6,0,8.0,0.0,8.0,5.0,2.0,10.4,0.0,7.0,5.0,0.0,0.0,20.0,41.0,0.0,0.0,20.5,0.0,0.0,0.0,6.0,0.0,12.0,2.0,0.0,41.0,11.80952380952381,2.0,0.0,41.0,1.0952380952380953,1.0,0.0,3.0,8.142857142857142,2.0,0.0,26.0,6.328571428571429,2.0,0.0,20.0
spi<-1_tasmax>32.22,ssp126,2033,14,0,0,0,2,6,0,15,0,15,49,3,24,0,0,4,9,15,0,0,2,13,0,0,0,2,6,0,15,0,15,49,3,24,0,0,4,9,15,0,0,2,2,0,0,0,1,1,0,1,0,2,1,1,2,0,0,1,1,2,0,0,1,11,0,0,0,2,6,0,15,0,12,49,3,21,0,0,4,9,13,0,0,2,6.5,0.0,0.0,0.0,2.0,6.0,0.0,15.0,0.0,7.5,49.0,3.0,12.0,0.0,0.0,4.0,9.0,7.5,0.0,0.0,2.0,7.523809523809524,2.0,0.0,15.0,7.476190476190476,2.0,0.0,15.0,0.7619047619047619,1.0,0.0,2.0,7.0,2.0,0.0,15.0,5.880952380952381,2.0,0.0,12.0
spi<-1_tasmax>32.22,ssp126,2034,2,0,3,25,0,0,0,2,12,3,21,0,33,0,8,40,1,0,21,10,0,2,0,3,25,0,0,0,2,12,3,20,0,32,0,6,40,0,0,21,10,0,1,0,1,2,0,0,0,1,1,1,2,0,2,0,1,3,0,0,1,1,0,2,0,3,21,0,0,0,2,12,3,16,0,29,0,6,24,0,0,21,10,0,2.0,0.0,3.0,12.5,0.0,0.0,0.0,2.0,12.0,3.0,10.0,0.0,16.0,0.0,6.0,13.33,0.0,0.0,21.0,10.0,0.0,8.619047619047619,2.0,0.0,25.0,8.380952380952381,2.0,0.0,25.0,0.8095238095238095,1.0,0.0,2.0,7.095238095238095,2.0,0.0,21.0,5.277619047619048,2.0,0.0,13.33
spi<-1_tasmax>32.22,ssp126,2035,0,0,43,0,27,14,41,6,7,0,25,9,22,0,12,15,24,3,0,23,0,0,0,43,0,26,14,41,6,7,0,25,9,22,0,12,15,24,3,0,23,0,0,0,3,0,1,1,2,2,3,0,1,1,3,0,2,2,3,1,0,1,0,0,0,19,0,26,14,33,4,3,0,25,9,12,0,9,9,17,3,0,23,0,0.0,0.0,14.33,0.0,26.0,14.0,20.5,3.0,2.33,0.0,25.0,9.0,7.33,0.0,6.0,7.5,8.0,3.0,0.0,23.0,0.0,12.904761904761905,9.0,0.0,27.0,12.857142857142858,9.0,0.0,26.0,1.2380952380952381,1.0,0.0,3.0,9.80952380952381,9.0,0.0,25.0,8.047142857142857,6.0,0.0,23.0
spi<-1_tasmax>32.22,ssp126,2036,0,0,46,13,21,3,0,6,0,0,5,14,7,23,2,11,16,0,2,0,5,0,0,46,13,21,2,0,6,0,0,5,14,7,23,2,10,16,0,2,0,4,0,0,2,2,4,1,0,1,0,0,1,1,1,2,1,3,2,0,1,0,1,0,0,30,10,8,2,0,6,0,0,5,14,7,20,2,6,9,0,2,0,4,0.0,0.0,23.0,6.5,5.25,2.0,0.0,6.0,0.0,0.0,5.0,14.0,7.0,11.5,2.0,3.33,8.0,0.0,2.0,0.0,4.0,8.285714285714286,5.0,0.0,21.0,8.142857142857142,4.0,0.0,21.0,1.0952380952380953,1.0,0.0,2.0,5.9523809523809526,4.0,0.0,14.0,4.741904761904761,3.33,0.0,11.5
spi<-1_tasmax>32.22,ssp126,2037,3,20,13,5,0,19,1,0,0,19,0,0,0,28,32,5,0,0,5,36,32,2,20,13,5,0,19,0,0,0,19,0,0,0,28,32,5,0,0,5,36,32,1,1,2,1,0,2,0,0,0,2,0,0,0,4,4,2,0,0,1,2,2,2,20,11,5,0,16,0,0,0,17,0,0,0,16,12,3,0,0,5,33,27,2.0,20.0,6.5,5.0,0.0,9.5,0.0,0.0,0.0,9.5,0.0,0.0,0.0,7.0,8.0,2.5,0.0,0.0,5.0,18.0,16.0,10.380952380952381,5.0,0.0,32.0,10.285714285714286,5.0,0.0,32.0,1.1428571428571428,1.0,0.0,2.0,7.9523809523809526,3.0,0.0,20.0,5.190476190476191,2.5,0.0,16.0
spi<-1_tasmax>32.22,ssp126,2038,53,0,22,0,0,3,12,0,4,8,25,13,5,18,15,0,6,0,0,0,1,53,0,21,0,0,3,12,0,4,8,25,13,5,18,15,0,5,0,0,0,0,2,0,2,0,0,1,1,0,1,1,2,3,1,2,3,0,1,0,0,0,0,30,0,17,0,0,3,12,0,4,8,18,5,5,12,7,0,5,0,0,0,0,26.5,0.0,10.5,0.0,0.0,3.0,12.0,0.0,4.0,8.0,12.5,4.33,5.0,9.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,8.80952380952381,4.0,0.0,22.0,8.666666666666666,4.0,0.0,21.0,0.9523809523809523,1.0,0.0,2.0,6.0,4.0,0.0,17.0,4.991904761904761,4.0,0.0,12.0
spi<-1_tasmax>32.22,ssp126,2039,64,0,3,10,0,21,0,0,0,13,5,0,10,0,1,9,1,29,0,14,0,64,0,2,9,0,21,0,0,0,13,5,0,10,0,0,8,0,29,0,12,0,2,0,1,2,0,1,0,0,0,1,1,0,2,0,0,1,0,1,0,2,0,32,0,2,5,0,21,0,0,0,13,5,0,8,0,0,8,0,29,0,9,0,32.0,0.0,2.0,4.5,0.0,21.0,0.0,0.0,0.0,13.0,5.0,0.0,5.0,0.0,0.0,8.0,0.0,29.0,0.0,6.0,0.0,8.571428571428571,1.0,0.0,21.0,8.238095238095237,0.0,0.0,21.0,0.6666666666666666,0.0,0.0,2.0,6.285714285714286,0.0,0.0,21.0,5.976190476190476,0.0,0.0,21.0
spi<-1_tasmax>32.22,ssp126,2040,13,13,1,0,0,19,3,3,10,0,0,3,10,0,2,53,22,0,0,14,0,13,13,0,0,0,19,2,3,10,0,0,3,10,0,2,53,22,0,0,14,0,1,1,0,0,0,1,1,1,2,0,0,1,1,0,1,3,1,0,0,1,0,13,13,0,0,0,19,2,3,8,0,0,3,10,0,2,39,22,0,0,14,0,13.0,13.0,0.0,0.0,0.0,19.0,2.0,3.0,5.0,0.0,0.0,3.0,10.0,0.0,2.0,17.67,22.0,0.0,0.0,14.0,0.0,7.904761904761905,3.0,0.0,19.0,7.809523809523809,2.0,0.0,19.0,0.7142857142857143,1.0,0.0,1.0,7.0476190476190474,2.0,0.0,19.0,5.889047619047619,2.0,0.0,17.67
spi<-1_tasmax>32.22,ssp126,2041,10,26,16,35,0,33,0,0,5,36,0,8,0,0,56,12,6,2,0,49,0,10,26,16,34,0,33,0,0,5,36,0,8,0,0,56,12,6,0,0,48,0,1,3,3,3,0,1,0,0,1,2,0,1,0,0,2,2,1,0,0,1,0,10,13,6,29,0,33,0,0,5,30,0,8,0,0,36,9,6,0,0,48,0,10.0,8.67,5.33,11.33,0.0,33.0,0.0,0.0,5.0,18.0,0.0,8.0,0.0,0.0,28.0,6.0,6.0,0.0,0.0,48.0,0.0,14.0,6.0,0.0,36.0,13.80952380952381,6.0,0.0,36.0,1.0,1.0,0.0,3.0,11.095238095238095,6.0,0.0,33.0,8.92047619047619,5.33,0.0,28.0
spi<-1_tasmax>32.22,ssp126,2042,15,13,0,2,0,4,7,0,0,0,15,14,14,24,0,11,7,0,15,0,28,15,13,0,2,0,4,7,0,0,0,15,14,14,24,0,11,7,0,15,0,28,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,2,1,0,1,0,1,15,13,0,2,0,4,7,0,0,0,15,14,14,24,0,6,7,0,15,0,28,15.0,13.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,15.0,14.0,14.0,24.0,0.0,5.5,7.0,0.0,15.0,0.0,28.0,8.047619047619047,7.0,0.0,15.0,8.047619047619047,7.0,0.0,15.0,0.6666666666666666,1.0,0.0,1.0,7.809523809523809,6.0,0.0,15.0,7.785714285714286,5.5,0.0,15.0
spi<-1_tasmax>32.22,ssp126,2043,26,0,5,0,0,0,18,0,4,4,50,38,6,0,13,50,32,18,10,26,0,26,0,5,0,0,0,18,0,4,4,49,38,5,0,13,50,32,18,10,26,0,2,0,1,0,0,0,1,0,1,1,3,2,1,0,1,4,2,2,3,2,0,16,0,5,0,0,0,18,0,4,4,24,27,5,0,13,28,30,14,4,24,0,13.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,4.0,4.0,16.33,19.0,5.0,0.0,13.0,12.5,16.0,9.0,3.33,13.0,0.0,14.285714285714286,6.0,0.0,38.0,14.19047619047619,5.0,0.0,38.0,1.2380952380952381,1.0,0.0,3.0,10.285714285714286,5.0,0.0,27.0,7.198095238095238,5.0,0.0,16.33
spi<-1_tasmax>32.22,ssp126,2044,36,2,1,0,8,0,0,14,24,6,7,3,35,53,3,2,30,0,0,0,22,35,2,0,0,7,0,0,13,24,6,7,3,35,52,3,2,30,0,0,0,22,2,1,0,0,1,0,0,1,4,1,1,1,4,4,1,1,1,0,0,0,1,29,2,0,0,7,0,0,13,11,6,7,3,15,27,3,2,30,0,0,0,22,17.5,2.0,0.0,0.0,7.0,0.0,0.0,13.0,6.0,6.0,7.0,3.0,8.75,13.0,3.0,2.0,30.0,0.0,0.0,0.0,22.0,11.714285714285714,3.0,0.0,35.0,11.476190476190476,3.0,0.0,35.0,1.1428571428571428,1.0,0.0,4.0,8.428571428571429,3.0,0.0,27.0,6.678571428571429,3.0,0.0,17.5
spi<-1_tasmax>32.22,ssp126,2045,1,8,0,3,0,26,13,1,2,2,16,6,2,25,14,9,4,0,0,13,0,0,8,0,3,0,26,12,0,2,2,16,6,2,25,14,9,4,0,0,13,0,0,1,0,1,0,2,1,0,1,1,1,1,1,1,1,2,1,0,0,1,0,0,8,0,3,0,16,12,0,2,2,16,6,2,25,14,7,4,0,0,13,0,0.0,8.0,0.0,3.0,0.0,13.0,12.0,0.0,2.0,2.0,16.0,6.0,2.0,25.0,14.0,4.5,4.0,0.0,0.0,13.0,0.0,6.904761904761905,3.0,0.0,16.0,6.761904761904762,3.0,0.0,16.0,0.7619047619047619,1.0,0.0,1.0,6.190476190476191,3.0,0.0,16.0,5.928571428571429,3.0,0.0,14.0
spi<-1_tasmax>32.22,ssp126,2046,30,0,63,24,0,0,0,0,0,22,0,0,5,10,5,22,45,0,0,0,17,30,0,63,24,0,0,0,0,0,22,0,0,5,10,5,22,45,0,0,0,17,2,0,3,2,0,0,0,0,0,1,0,0,1,1,2,2,2,0,0,0,2,26,0,52,21,0,0,0,0,0,22,0,0,5,10,3,20,39,0,0,0,11,15.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,10.0,2.5,11.0,22.5,0.0,0.0,0.0,8.5,11.571428571428571,0.0,0.0,30.0,11.571428571428571,0.0,0.0,30.0,0.8571428571428571,0.0,0.0,2.0,9.952380952380953,0.0,0.0,26.0,6.166666666666667,0.0,0.0,21.0
