threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.8_pr>50,ssp245,2039,0,1,0,6,5,0,0,0,13,0,0,0,1,6,1,4,7,0,1,0,0,0,0,5,5,0,0,0,13,0,0,0,0,6,0,3,7,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,5,5,0,0,0,10,0,0,0,0,3,0,3,7,0,0,0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,2.25,0.5,0.0,6.100000000000001,1.95,0.0,0.0,6.100000000000001,0.4,0.0,0.0,1.1000000000000014,1.65,0.0,0.0,5.200000000000003,1.475,0.0,0.0,5.150000000000002
rzsm>0.8_pr>50,ssp245,2040,0,0,0,0,5,0,5,0,0,0,0,12,0,0,0,0,186,2,4,0,0,0,0,0,5,0,5,0,0,0,0,12,0,0,0,0,186,2,4,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,4,1,1,0,0,0,0,0,5,0,5,0,0,0,0,7,0,0,0,0,108,2,4,0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,46.5,2.0,4.0,0.0,10.7,0.0,0.0,5.70000000000001,10.7,0.0,0.0,5.70000000000001,0.55,0.0,0.0,1.2000000000000028,6.55,0.0,0.0,5.200000000000003,3.325,0.0,0.0,5.0
rzsm>0.8_pr>50,ssp245,2041,2,6,1,1,0,0,0,0,14,0,0,4,6,0,0,0,2,0,4,0,2,6,0,0,0,0,0,0,14,0,0,4,6,0,0,0,2,0,4,0,1,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,2,3,0,0,0,0,0,0,7,0,0,4,6,0,0,0,2,0,4,0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0,1.9,0.0,0.0,6.0,0.45,0.0,0.0,1.1000000000000014,1.4,0.0,0.0,4.200000000000003,1.4,0.0,0.0,4.200000000000003
rzsm>0.8_pr>50,ssp245,2042,0,0,0,14,0,0,5,0,0,0,6,4,0,0,0,4,66,0,19,0,0,0,0,14,0,0,5,0,0,0,6,4,0,0,0,4,66,0,19,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,5,0,0,5,0,0,0,6,4,0,0,0,4,66,0,12,0,0.0,0.0,0.0,3.5,0.0,0.0,5.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,4.0,66.0,0.0,9.5,0.0,5.9,0.0,0.0,14.500000000000007,5.9,0.0,0.0,14.500000000000007,0.55,0.0,0.0,1.1000000000000014,5.1,0.0,0.0,6.6000000000000085,4.9,0.0,0.0,6.350000000000005
rzsm>0.8_pr>50,ssp245,2043,3,0,0,5,0,0,7,0,14,11,6,0,0,0,7,4,0,8,0,0,3,0,0,4,0,0,6,0,14,10,6,0,0,0,6,4,0,8,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0,0,1,1,0,2,0,0,3,0,0,4,0,0,6,0,9,10,6,0,0,0,6,4,0,5,0,0,3.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,7.0,10.0,6.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,0.0,0.0,3.25,0.0,0.0,8.300000000000004,3.05,0.0,0.0,8.200000000000003,0.55,0.0,0.0,1.1000000000000014,2.65,0.0,0.0,6.300000000000004,2.5,0.0,0.0,6.100000000000001
rzsm>0.8_pr>50,ssp245,2044,0,0,0,0,0,3,1,6,4,0,18,4,0,0,0,6,36,0,0,0,0,0,0,0,0,3,0,6,4,0,17,4,0,0,0,6,36,0,0,0,0,0,0,0,0,1,0,1,2,0,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,6,2,0,11,4,0,0,0,6,25,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,5.67,4.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,3.9,0.0,0.0,7.200000000000017,3.8,0.0,0.0,7.100000000000016,0.6,0.0,0.0,2.1000000000000014,2.85,0.0,0.0,6.500000000000007,1.9335,0.0,0.0,6.0
rzsm>0.8_pr>50,ssp245,2045,1,5,0,0,0,0,0,0,0,0,0,0,6,11,0,3,173,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,11,0,3,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,3,173,0,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,0.0,3.0,173.0,0.0,0.0,0.0,9.95,0.0,0.0,6.500000000000007,9.9,0.0,0.0,6.500000000000007,0.3,0.0,0.0,1.0,9.65,0.0,0.0,6.0,9.625,0.0,0.0,5.550000000000001
rzsm>0.8_pr>50,ssp245,2046,6,0,0,5,0,0,1,0,12,2,0,4,4,0,8,0,92,0,0,0,6,0,0,5,0,0,0,0,12,2,0,4,4,0,8,0,92,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,0,2,0,2,0,0,0,6,0,0,5,0,0,0,0,6,2,0,4,4,0,6,0,81,0,0,0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,4.0,0.0,4.0,0.0,46.0,0.0,0.0,0.0,6.7,0.0,0.0,8.400000000000006,6.65,0.0,0.0,8.400000000000006,0.55,0.0,0.0,2.0,5.7,0.0,0.0,6.0,3.85,0.0,0.0,6.0
rzsm>0.8_pr>50,ssp245,2047,3,0,0,5,0,0,0,0,6,2,0,5,0,1,1,0,87,5,13,0,3,0,0,5,0,0,0,0,6,2,0,5,0,0,0,0,86,5,13,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2,0,3,0,0,5,0,0,0,0,6,2,0,5,0,0,0,0,86,5,8,0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,86.0,5.0,6.5,0.0,6.4,0.5,0.0,6.70000000000001,6.25,0.0,0.0,6.70000000000001,0.45,0.0,0.0,1.0,6.0,0.0,0.0,6.200000000000003,5.925,0.0,0.0,6.050000000000001
rzsm>0.8_pr>50,ssp245,2048,6,5,0,0,0,0,18,2,0,7,0,0,0,23,2,0,75,0,0,2,6,4,0,0,0,0,18,2,0,6,0,0,0,23,2,0,75,0,0,2,1,1,0,0,0,0,1,1,0,1,0,0,0,4,1,0,6,0,0,1,6,4,0,0,0,0,18,2,0,6,0,0,0,7,2,0,31,0,0,2,6.0,4.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,6.0,0.0,0.0,0.0,5.75,2.0,0.0,12.5,0.0,0.0,2.0,7.0,0.0,0.0,18.500000000000007,6.9,0.0,0.0,18.500000000000007,0.85,0.0,0.0,1.3000000000000043,3.9,0.0,0.0,8.100000000000016,2.9125,0.0,0.0,6.650000000000009
rzsm>0.8_pr>50,ssp245,2049,0,0,6,17,0,0,0,0,4,0,1,0,0,0,0,3,71,0,6,6,0,0,6,17,0,0,0,0,4,0,0,0,0,0,0,3,71,0,6,6,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,6,7,0,0,0,0,4,0,0,0,0,0,0,3,71,0,6,6,0.0,0.0,6.0,5.67,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,0.0,6.0,6.0,5.7,0.0,0.0,7.100000000000016,5.65,0.0,0.0,7.100000000000016,0.45,0.0,0.0,1.0,5.15,0.0,0.0,6.100000000000001,5.0835,0.0,0.0,6.0
rzsm>0.8_pr>50,ssp245,2050,13,8,0,4,0,1,3,0,0,0,0,2,23,0,4,8,3,0,0,0,13,8,0,4,0,0,3,0,0,0,0,2,23,0,4,8,3,0,0,0,2,3,0,1,0,0,1,0,0,0,0,1,5,0,1,2,1,0,0,0,9,3,0,4,0,0,3,0,0,0,0,2,6,0,4,6,3,0,0,0,6.5,2.67,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.6,0.0,4.0,4.0,3.0,0.0,0.0,0.0,3.45,0.5,0.0,8.500000000000007,3.4,0.0,0.0,8.500000000000007,0.85,0.0,0.0,2.1000000000000014,2.0,0.0,0.0,6.0,1.6885000000000001,0.0,0.0,4.0600000000000005
rzsm>0.8_pr>50,ssp245,2051,0,0,10,0,0,0,0,0,0,0,0,17,0,4,0,0,108,11,6,0,0,0,9,0,0,0,0,0,0,0,0,17,0,4,0,0,108,11,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,4,2,1,0,0,0,6,0,0,0,0,0,0,0,0,12,0,4,0,0,74,7,6,0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,4.0,0.0,0.0,27.0,5.5,6.0,0.0,7.8,0.0,0.0,11.600000000000009,7.75,0.0,0.0,11.600000000000009,0.6,0.0,0.0,2.0,5.45,0.0,0.0,7.500000000000007,2.775,0.0,0.0,6.2500000000000036
rzsm>0.8_pr>50,ssp245,2052,3,0,0,13,0,0,9,0,6,4,7,0,0,17,11,13,105,0,0,0,3,0,0,12,0,0,9,0,6,4,7,0,0,15,11,13,105,0,0,0,1,0,0,2,0,0,2,0,1,1,1,0,0,2,3,2,3,0,0,0,3,0,0,8,0,0,7,0,6,4,7,0,0,8,5,8,86,0,0,0,3.0,0.0,0.0,6.0,0.0,0.0,4.5,0.0,6.0,4.0,7.0,0.0,0.0,7.5,3.67,6.5,35.0,0.0,0.0,0.0,9.4,1.5,0.0,13.400000000000006,9.25,1.5,0.0,13.200000000000003,0.9,0.5,0.0,2.1000000000000014,7.1,1.5,0.0,8.0,4.1585,1.5,0.0,7.050000000000001
rzsm>0.8_pr>50,ssp245,2053,0,17,0,0,0,3,0,0,2,0,0,1,9,0,7,11,0,12,7,0,0,16,0,0,0,3,0,0,2,0,0,0,9,0,6,11,0,12,7,0,0,3,0,0,0,1,0,0,1,0,0,0,2,0,1,2,0,3,1,0,0,8,0,0,0,3,0,0,2,0,0,0,5,0,6,7,0,5,7,0,0.0,5.33,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.5,0.0,6.0,5.5,0.0,4.0,7.0,0.0,3.45,0.0,0.0,11.100000000000001,3.3,0.0,0.0,11.100000000000001,0.7,0.0,0.0,2.1000000000000014,2.15,0.0,0.0,7.0,1.8664999999999998,0.0,0.0,5.550000000000001
rzsm>0.8_pr>50,ssp245,2054,0,0,0,4,0,0,0,0,2,7,0,18,0,0,8,0,123,4,9,0,0,0,0,3,0,0,0,0,2,7,0,18,0,0,8,0,123,4,9,0,0,0,0,1,0,0,0,0,1,2,0,3,0,0,2,0,3,1,2,0,0,0,0,3,0,0,0,0,2,4,0,7,0,0,6,0,105,4,6,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.5,0.0,6.0,0.0,0.0,4.0,0.0,41.0,4.0,4.5,0.0,8.75,0.0,0.0,9.900000000000013,8.7,0.0,0.0,9.900000000000013,0.75,0.0,0.0,2.1000000000000014,6.85,0.0,0.0,6.100000000000001,3.4,0.0,0.0,4.650000000000002
rzsm>0.8_pr>50,ssp245,2055,4,7,0,0,0,0,2,0,0,0,7,0,2,1,0,0,146,0,11,4,4,7,0,0,0,0,2,0,0,0,7,0,2,0,0,0,146,0,11,4,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,2,1,4,5,0,0,0,0,2,0,0,0,7,0,2,0,0,0,75,0,6,4,4.0,3.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,73.0,0.0,5.5,4.0,9.2,0.0,0.0,7.400000000000006,9.15,0.0,0.0,7.400000000000006,0.55,0.0,0.0,2.0,5.25,0.0,0.0,6.100000000000001,5.05,0.0,0.0,5.650000000000002
rzsm>0.8_pr>50,ssp245,2056,0,1,2,1,0,0,12,0,0,8,11,2,13,0,5,0,79,0,0,0,0,0,2,0,0,0,12,0,0,8,11,2,12,0,5,0,79,0,0,0,0,0,1,0,0,0,2,0,0,2,2,1,2,0,1,0,2,0,0,0,0,0,2,0,0,0,7,0,0,5,7,2,7,0,5,0,44,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,5.5,2.0,6.0,0.0,5.0,0.0,39.5,0.0,0.0,0.0,6.7,0.5,0.0,12.100000000000001,6.55,0.0,0.0,12.0,0.65,0.0,0.0,2.0,3.95,0.0,0.0,7.0,3.5,0.0,0.0,6.0
rzsm>0.8_pr>50,ssp245,2057,0,6,0,5,0,4,0,0,0,5,0,0,7,9,12,4,124,4,0,0,0,6,0,5,0,4,0,0,0,5,0,0,7,9,12,4,123,4,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,2,2,1,4,1,0,0,0,3,0,5,0,4,0,0,0,5,0,0,7,6,6,4,53,4,0,0,0.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,4.5,6.0,4.0,30.75,4.0,0.0,0.0,9.0,2.0,0.0,9.300000000000004,8.95,2.0,0.0,9.300000000000004,0.8,0.5,0.0,2.0,4.85,1.5,0.0,6.100000000000001,3.6625,1.5,0.0,6.100000000000001
rzsm>0.8_pr>50,ssp245,2058,7,7,10,0,0,2,7,0,5,0,3,0,0,0,0,0,65,5,0,7,7,7,10,0,0,2,7,0,5,0,3,0,0,0,0,0,63,5,0,6,2,1,3,0,0,1,1,0,1,0,1,0,0,0,0,0,2,1,0,1,5,7,4,0,0,2,7,0,5,0,3,0,0,0,0,0,58,5,0,6,3.5,7.0,3.33,0.0,0.0,2.0,7.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,31.5,5.0,0.0,6.0,5.9,1.0,0.0,7.300000000000004,5.75,1.0,0.0,7.300000000000004,0.7,0.5,0.0,2.0,5.1,1.0,0.0,7.0,3.6665,1.0,0.0,7.0
rzsm>0.8_pr>50,ssp245,2059,9,0,0,0,0,0,0,0,3,0,12,4,5,21,4,0,24,10,10,0,9,0,0,0,0,0,0,0,3,0,12,4,4,21,4,0,24,10,9,0,2,0,0,0,0,0,0,0,1,0,1,1,1,3,1,0,1,2,2,0,6,0,0,0,0,0,0,0,3,0,12,4,4,7,4,0,24,6,7,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,4.0,4.0,7.0,4.0,0.0,24.0,5.0,4.5,0.0,5.1,1.5,0.0,12.900000000000013,5.0,1.5,0.0,12.900000000000013,0.75,0.5,0.0,2.0,3.85,1.5,0.0,7.500000000000007,3.6,1.5,0.0,7.500000000000007
rzsm>0.8_pr>50,ssp245,2060,7,5,0,1,0,0,16,0,0,0,0,0,4,3,4,0,110,0,13,0,7,5,0,0,0,0,16,0,0,0,0,0,4,3,4,0,110,0,13,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,5,5,0,0,0,0,16,0,0,0,0,0,4,3,4,0,110,0,13,0,3.5,5.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,110.0,0.0,13.0,0.0,8.15,0.0,0.0,13.300000000000004,8.1,0.0,0.0,13.300000000000004,0.45,0.0,0.0,1.0,8.0,0.0,0.0,13.300000000000004,7.925,0.0,0.0,13.300000000000004
rzsm>0.8_pr>50,ssp245,2061,0,0,4,3,0,0,1,0,0,0,9,0,0,0,0,5,0,0,4,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,5,0,0,4,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,0,5,0,0,4,0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.3,0.0,0.0,4.100000000000001,1.25,0.0,0.0,4.100000000000001,0.3,0.0,0.0,1.0,1.15,0.0,0.0,4.100000000000001,1.025,0.0,0.0,4.050000000000001
rzsm>0.8_pr>50,ssp245,2062,12,0,0,0,1,4,0,10,0,17,7,0,5,0,0,4,50,0,5,0,12,0,0,0,0,4,0,10,0,17,7,0,5,0,0,4,50,0,5,0,2,0,0,0,0,1,0,2,0,3,1,0,1,0,0,1,3,0,1,0,7,0,0,0,0,4,0,5,0,7,7,0,5,0,0,4,29,0,5,0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.67,7.0,0.0,5.0,0.0,0.0,4.0,16.67,0.0,5.0,0.0,5.75,0.5,0.0,12.500000000000007,5.7,0.0,0.0,12.500000000000007,0.75,0.0,0.0,2.1000000000000014,3.65,0.0,0.0,7.0,2.9170000000000003,0.0,0.0,6.100000000000001
rzsm>0.8_pr>50,ssp245,2063,0,9,3,0,0,0,0,0,4,0,0,6,0,4,0,5,107,3,0,0,0,9,3,0,0,0,0,0,4,0,0,6,0,4,0,5,107,3,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2,1,0,0,0,5,3,0,0,0,0,0,4,0,0,6,0,4,0,5,91,3,0,0,0.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,4.0,0.0,5.0,53.5,3.0,0.0,0.0,7.05,0.0,0.0,6.300000000000004,7.05,0.0,0.0,6.300000000000004,0.5,0.0,0.0,1.1000000000000014,6.05,0.0,0.0,5.100000000000001,4.15,0.0,0.0,5.100000000000001
rzsm>0.8_pr>50,ssp245,2064,5,0,0,15,0,9,0,0,4,0,0,7,7,0,7,0,43,1,2,0,5,0,0,15,0,9,0,0,4,0,0,5,7,0,7,0,43,0,2,0,1,0,0,3,0,2,0,0,1,0,0,1,2,0,1,0,4,0,1,0,5,0,0,7,0,5,0,0,4,0,0,5,5,0,7,0,23,0,2,0,5.0,0.0,0.0,5.0,0.0,4.5,0.0,0.0,4.0,0.0,0.0,5.0,3.5,0.0,7.0,0.0,10.75,0.0,2.0,0.0,5.0,0.5,0.0,9.600000000000009,4.85,0.0,0.0,9.600000000000009,0.8,0.0,0.0,2.1000000000000014,3.15,0.0,0.0,7.0,2.3375,0.0,0.0,5.200000000000003
rzsm>0.8_pr>50,ssp245,2065,7,6,0,0,0,0,7,0,6,1,10,0,3,0,0,0,37,6,20,0,5,6,0,0,0,0,7,0,5,0,10,0,3,0,0,0,37,6,20,0,1,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,3,1,3,0,5,6,0,0,0,0,7,0,5,0,7,0,3,0,0,0,19,6,16,0,5.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,12.33,6.0,6.67,0.0,5.15,0.5,0.0,11.000000000000014,4.95,0.0,0.0,11.000000000000014,0.7,0.0,0.0,2.1000000000000014,3.7,0.0,0.0,7.900000000000013,2.8,0.0,0.0,6.703
rzsm>0.8_pr>50,ssp245,2066,0,0,0,19,0,5,0,0,1,0,0,0,0,4,2,0,45,4,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,4,2,0,45,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,2,0,34,4,0,0,0.0,0.0,0.0,6.33,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,11.25,4.0,0.0,0.0,4.0,0.0,0.0,6.40000000000002,3.95,0.0,0.0,6.40000000000002,0.55,0.0,0.0,1.2000000000000028,2.8,0.0,0.0,5.200000000000003,1.629,0.0,0.0,5.133000000000002
rzsm>0.8_pr>50,ssp245,2067,1,0,3,0,0,0,5,0,5,2,0,0,0,1,0,2,101,4,11,1,0,0,3,0,0,0,5,0,5,2,0,0,0,0,0,2,101,4,11,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,2,1,2,0,0,0,3,0,0,0,5,0,5,2,0,0,0,0,0,2,74,4,9,0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,50.5,4.0,5.5,0.0,6.8,1.0,0.0,5.6000000000000085,6.65,0.0,0.0,5.6000000000000085,0.5,0.0,0.0,1.1000000000000014,5.2,0.0,0.0,5.400000000000006,3.85,0.0,0.0,5.050000000000001
rzsm>0.8_pr>50,ssp245,2068,0,4,5,0,0,5,13,4,0,10,4,6,2,4,0,0,76,28,20,4,0,4,5,0,0,5,13,4,0,10,4,6,2,4,0,0,76,28,20,4,0,1,1,0,0,1,2,1,0,2,1,1,1,1,0,0,2,4,3,1,0,4,5,0,0,5,9,4,0,6,4,6,2,4,0,0,71,11,8,4,0.0,4.0,5.0,0.0,0.0,5.0,6.5,4.0,0.0,5.0,4.0,6.0,2.0,4.0,0.0,0.0,38.0,7.0,6.67,4.0,9.25,4.0,0.0,20.80000000000001,9.25,4.0,0.0,20.80000000000001,1.1,1.0,0.0,2.1000000000000014,7.15,4.0,0.0,9.200000000000003,5.0585,4.0,0.0,6.703
rzsm>0.8_pr>50,ssp245,2069,0,0,0,0,0,0,0,0,5,0,0,1,0,6,0,5,114,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,5,114,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,5,92,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,38.0,0.0,9.0,0.0,7.0,0.0,0.0,6.300000000000004,6.95,0.0,0.0,6.300000000000004,0.35,0.0,0.0,1.0,5.85,0.0,0.0,6.300000000000004,3.15,0.0,0.0,6.300000000000004
rzsm>0.8_pr>50,ssp245,2070,0,0,5,4,3,11,6,12,5,0,4,0,0,0,0,0,76,0,0,0,0,0,5,3,3,11,6,12,5,0,4,0,0,0,0,0,76,0,0,0,0,0,1,1,1,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,3,3,6,6,7,5,0,4,0,0,0,0,0,76,0,0,0,0.0,0.0,5.0,3.0,3.0,5.5,6.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,6.3,0.0,0.0,11.100000000000001,6.25,0.0,0.0,11.100000000000001,0.55,0.0,0.0,1.1000000000000014,5.75,0.0,0.0,6.100000000000001,5.675,0.0,0.0,6.0
rzsm>0.8_pr>50,ssp245,2071,4,3,0,0,0,0,0,0,6,0,5,0,0,4,0,0,24,6,21,0,4,3,0,0,0,0,0,0,6,0,5,0,0,4,0,0,24,6,20,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,2,0,4,3,0,0,0,0,0,0,6,0,5,0,0,4,0,0,18,6,10,0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,12.0,6.0,10.0,0.0,3.65,0.0,0.0,7.500000000000021,3.6,0.0,0.0,7.40000000000002,0.5,0.0,0.0,1.1000000000000014,2.8,0.0,0.0,6.400000000000006,2.5,0.0,0.0,6.400000000000006
