threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.98_pr>50,ssp245,2031,5,3,10,0,0,17,4,0,0,3,2,0,10,0,10,24,4,0,0,1,5,3,10,0,0,16,3,0,0,3,2,0,10,0,10,24,2,0,0,0,1,1,3,0,0,4,1,0,0,1,1,0,2,0,2,2,1,0,0,0,5,3,5,0,0,7,3,0,0,3,2,0,8,0,6,16,2,0,0,0,5.0,3.0,3.33,0.0,0.0,4.0,3.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,5.0,12.0,2.0,0.0,0.0,0.0,4.65,2.5,0.0,10.70000000000001,4.4,2.0,0.0,10.600000000000009,0.95,1.0,0.0,2.1000000000000014,3.0,2.0,0.0,7.100000000000001,2.3665,2.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2032,8,12,10,0,4,0,0,1,4,4,6,12,8,2,0,18,3,0,0,10,8,12,10,0,4,0,0,0,4,4,6,12,8,2,0,18,3,0,0,10,1,3,1,0,2,0,0,0,2,1,1,1,1,1,0,4,1,0,0,3,8,5,10,0,2,0,0,0,2,4,6,12,8,2,0,11,3,0,0,4,8.0,4.0,10.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,12.0,8.0,2.0,0.0,4.5,3.0,0.0,0.0,3.33,5.1,4.0,0.0,12.0,5.05,4.0,0.0,12.0,1.1,1.0,0.0,3.0,3.85,2.5,0.0,10.100000000000001,3.4415,2.5,0.0,8.200000000000003
rzsm>0.98_pr>50,ssp245,2033,9,0,4,0,32,0,19,10,3,3,9,13,1,10,0,0,2,12,4,0,9,0,4,0,32,0,19,10,3,3,9,12,0,10,0,0,2,12,4,0,1,0,2,0,3,0,6,3,1,1,3,2,0,3,0,0,1,1,2,0,9,0,2,0,24,0,4,5,3,3,4,6,0,6,0,0,2,12,2,0,9.0,0.0,2.0,0.0,10.67,0.0,3.17,3.33,3.0,3.0,3.0,6.0,0.0,3.33,0.0,0.0,2.0,12.0,2.0,0.0,6.55,3.5,0.0,13.600000000000009,6.45,3.5,0.0,12.70000000000001,1.45,1.0,0.0,3.0,4.1,2.5,0.0,9.300000000000004,3.125,2.5,0.0,9.167000000000002
rzsm>0.98_pr>50,ssp245,2034,0,15,3,0,10,46,18,0,9,8,12,0,3,0,0,0,0,8,0,0,0,15,3,0,10,45,18,0,8,8,12,0,2,0,0,0,0,8,0,0,0,3,1,0,2,5,2,0,2,2,3,0,1,0,0,0,0,1,0,0,0,10,3,0,5,27,11,0,5,4,7,0,2,0,0,0,0,8,0,0,0.0,5.0,3.0,0.0,5.0,9.0,9.0,0.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.6,1.5,0.0,15.300000000000004,6.45,1.0,0.0,15.300000000000004,1.1,0.5,0.0,3.0,4.1,1.0,0.0,10.100000000000001,2.65,1.0,0.0,8.100000000000001
rzsm>0.98_pr>50,ssp245,2035,0,3,11,0,0,1,0,10,3,26,26,1,0,0,11,0,1,0,3,7,0,2,10,0,0,0,0,10,3,26,23,0,0,0,11,0,0,0,3,7,0,1,1,0,0,0,0,1,1,3,5,0,0,0,2,0,0,0,1,2,0,2,10,0,0,0,0,10,3,21,8,0,0,0,6,0,0,0,3,5,0.0,2.0,10.0,0.0,0.0,0.0,0.0,10.0,3.0,8.67,4.6,0.0,0.0,0.0,5.5,0.0,0.0,0.0,3.0,3.5,5.15,1.0,0.0,12.500000000000021,4.75,0.0,0.0,12.200000000000017,0.85,0.0,0.0,2.1000000000000014,3.4,0.0,0.0,10.0,2.5135,0.0,0.0,8.803000000000003
rzsm>0.98_pr>50,ssp245,2036,2,0,17,0,0,16,0,24,4,2,9,5,0,0,0,0,0,4,14,7,2,0,16,0,0,16,0,23,4,2,8,5,0,0,0,0,0,2,14,7,1,0,2,0,0,3,0,3,1,1,1,1,0,0,0,0,0,1,4,1,2,0,8,0,0,10,0,12,4,2,8,5,0,0,0,0,0,2,5,7,2.0,0.0,8.0,0.0,0.0,5.33,0.0,7.67,4.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,7.0,5.2,2.0,0.0,16.1,4.95,2.0,0.0,16.0,0.95,1.0,0.0,3.0,3.25,2.0,0.0,8.200000000000003,2.725,2.0,0.0,7.703
rzsm>0.98_pr>50,ssp245,2037,3,14,26,0,14,11,0,0,0,7,7,15,15,3,0,1,0,17,9,13,2,13,26,0,14,10,0,0,0,6,7,14,15,2,0,0,0,16,9,11,1,2,4,0,3,2,0,0,0,2,2,3,2,1,0,0,0,2,2,2,2,10,9,0,6,7,0,0,0,4,4,8,9,2,0,0,0,8,7,9,2.0,6.5,6.5,0.0,4.67,5.0,0.0,0.0,0.0,3.0,3.5,4.67,7.5,2.0,0.0,0.0,0.0,8.0,4.5,5.5,7.75,7.0,0.0,15.200000000000003,7.25,6.5,0.0,15.100000000000001,1.4,2.0,0.0,3.0,4.25,4.0,0.0,9.0,3.1670000000000003,3.25,0.0,6.600000000000001
rzsm>0.98_pr>50,ssp245,2038,3,5,0,2,5,21,10,12,0,0,0,0,0,15,0,12,0,0,9,0,3,5,0,2,5,20,10,12,0,0,0,0,0,14,0,12,0,0,9,0,1,1,0,1,1,4,3,2,0,0,0,0,0,2,0,2,0,0,1,0,3,5,0,2,5,9,5,7,0,0,0,0,0,12,0,8,0,0,9,0,3.0,5.0,0.0,2.0,5.0,5.0,3.33,6.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,9.0,0.0,4.7,1.0,0.0,12.300000000000004,4.6,1.0,0.0,12.200000000000003,0.9,0.5,0.0,2.1000000000000014,3.25,1.0,0.0,9.0,2.5665,1.0,0.0,6.100000000000001
rzsm>0.98_pr>50,ssp245,2039,2,4,0,0,10,0,18,3,0,0,0,8,0,9,0,1,0,0,9,8,2,4,0,0,10,0,17,3,0,0,0,8,0,9,0,0,0,0,8,7,1,1,0,0,3,0,5,1,0,0,0,2,0,1,0,0,0,0,2,3,2,4,0,0,5,0,6,3,0,0,0,4,0,9,0,0,0,0,5,3,2.0,4.0,0.0,0.0,3.33,0.0,3.4,3.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,2.33,3.6,0.5,0.0,9.100000000000001,3.4,0.0,0.0,9.100000000000001,0.95,0.0,0.0,3.0,2.05,0.0,0.0,5.100000000000001,1.7530000000000001,0.0,0.0,4.0
rzsm>0.98_pr>50,ssp245,2040,9,19,4,0,25,2,20,0,0,2,0,0,9,0,15,13,2,0,1,3,9,19,3,0,25,2,20,0,0,2,0,0,9,0,14,12,2,0,0,2,2,5,1,0,3,1,2,0,0,1,0,0,2,0,3,3,1,0,0,1,7,9,3,0,12,2,12,0,0,2,0,0,6,0,7,6,2,0,0,2,4.5,3.8,3.0,0.0,8.33,2.0,10.0,0.0,0.0,2.0,0.0,0.0,4.5,0.0,4.67,4.0,2.0,0.0,0.0,2.0,6.2,2.0,0.0,19.1,5.95,2.0,0.0,19.1,1.25,1.0,0.0,3.0,3.5,2.0,0.0,9.300000000000004,2.54,2.0,0.0,5.036000000000005
rzsm>0.98_pr>50,ssp245,2041,14,0,1,1,3,17,9,36,0,4,21,33,0,8,29,15,23,0,2,0,14,0,0,0,3,17,8,34,0,3,20,33,0,8,28,15,23,0,2,0,3,0,0,0,1,4,2,4,0,1,3,4,0,2,4,2,3,0,1,0,8,0,0,0,3,8,4,22,0,3,12,11,0,4,11,13,13,0,2,0,4.67,0.0,0.0,0.0,3.0,4.25,4.0,8.5,0.0,3.0,6.67,8.25,0.0,4.0,7.0,7.5,7.67,0.0,2.0,0.0,10.8,6.0,0.0,29.400000000000006,10.4,5.5,0.0,28.500000000000007,1.7,1.5,0.0,4.0,5.7,3.5,0.0,13.0,3.5255,3.5,0.0,7.728000000000001
rzsm>0.98_pr>50,ssp245,2042,11,9,2,0,0,4,2,8,0,10,20,3,0,4,8,7,10,1,7,0,10,9,2,0,0,0,2,7,0,9,19,3,0,3,7,7,9,0,7,0,2,1,1,0,0,0,1,2,0,2,3,1,0,1,3,3,2,0,2,0,6,9,2,0,0,0,2,5,0,6,9,3,0,3,3,3,7,0,4,0,5.0,9.0,2.0,0.0,0.0,0.0,2.0,3.5,0.0,4.5,6.33,3.0,0.0,3.0,2.33,2.33,4.5,0.0,3.5,0.0,5.3,4.0,0.0,10.100000000000001,4.7,3.0,0.0,9.100000000000001,1.2,1.0,0.0,3.0,3.1,3.0,0.0,7.200000000000003,2.5494999999999997,2.33,0.0,5.133000000000002
rzsm>0.98_pr>50,ssp245,2043,0,4,0,0,0,15,0,17,17,8,10,9,13,0,0,0,7,5,0,6,0,4,0,0,0,14,0,16,17,7,10,8,13,0,0,0,7,5,0,6,0,1,0,0,0,2,0,4,3,2,2,1,2,0,0,0,2,1,0,1,0,4,0,0,0,8,0,9,11,5,8,8,9,0,0,0,5,5,0,6,0.0,4.0,0.0,0.0,0.0,7.0,0.0,4.0,5.67,3.5,5.0,8.0,6.5,0.0,0.0,0.0,3.5,5.0,0.0,6.0,5.55,4.5,0.0,15.200000000000003,5.35,4.5,0.0,14.200000000000003,1.05,1.0,0.0,2.1000000000000014,3.9,4.5,0.0,9.0,2.9085,3.5,0.0,6.550000000000001
rzsm>0.98_pr>50,ssp245,2044,3,17,2,0,8,7,0,1,1,5,4,10,2,0,0,0,0,8,0,0,0,15,2,0,6,7,0,0,0,5,3,10,2,0,0,0,0,8,0,0,0,2,1,0,2,1,0,0,0,1,1,3,1,0,0,0,0,1,0,0,0,12,2,0,4,7,0,0,0,5,3,5,2,0,0,0,0,8,0,0,0.0,7.5,2.0,0.0,3.0,7.0,0.0,0.0,0.0,5.0,3.0,3.33,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.4,1.5,0.0,8.200000000000003,2.9,0.0,0.0,8.200000000000003,0.65,0.0,0.0,2.0,2.4,0.0,0.0,7.100000000000001,2.0415,0.0,0.0,7.050000000000001
rzsm>0.98_pr>50,ssp245,2045,0,5,6,0,0,5,14,1,0,2,4,8,0,0,11,0,0,0,13,42,0,4,5,0,0,4,14,0,0,2,4,6,0,0,9,0,0,0,11,42,0,1,1,0,0,2,2,0,0,1,2,2,0,0,3,0,0,0,4,5,0,4,5,0,0,2,9,0,0,2,2,4,0,0,4,0,0,0,4,18,0.0,4.0,5.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.75,8.4,5.55,1.5,0.0,13.100000000000001,5.05,1.0,0.0,11.300000000000004,1.15,0.5,0.0,3.1000000000000014,2.7,1.0,0.0,5.400000000000006,1.9575,1.0,0.0,5.200000000000003
rzsm>0.98_pr>50,ssp245,2046,0,3,0,0,15,6,5,4,3,15,20,9,0,2,12,4,10,0,0,2,0,2,0,0,15,3,4,4,3,14,20,9,0,2,12,3,10,0,0,2,0,1,0,0,3,1,2,2,1,2,3,1,0,1,1,1,2,0,0,1,0,2,0,0,6,3,2,2,3,7,11,9,0,2,12,3,8,0,0,2,0.0,2.0,0.0,0.0,5.0,3.0,2.0,2.0,3.0,7.0,6.67,9.0,0.0,2.0,12.0,3.0,5.0,0.0,0.0,2.0,5.5,3.5,0.0,15.0,5.15,3.0,0.0,14.100000000000001,1.1,1.0,0.0,2.1000000000000014,3.6,2.0,0.0,9.200000000000003,3.1835,2.0,0.0,7.200000000000003
rzsm>0.98_pr>50,ssp245,2047,21,32,14,0,0,4,12,0,2,19,6,35,4,13,0,12,0,0,1,13,21,32,14,0,0,3,11,0,2,18,6,34,4,13,0,12,0,0,0,12,2,4,1,0,0,1,2,0,1,3,1,3,1,2,0,2,0,0,0,3,14,11,14,0,0,3,6,0,2,9,6,28,4,11,0,8,0,0,0,7,10.5,8.0,14.0,0.0,0.0,3.0,5.5,0.0,2.0,6.0,6.0,11.33,4.0,6.5,0.0,6.0,0.0,0.0,0.0,4.0,9.4,5.0,0.0,22.100000000000016,9.1,5.0,0.0,22.100000000000016,1.3,1.0,0.0,3.0,6.15,5.0,0.0,14.0,4.3415,4.0,0.0,10.583000000000002
rzsm>0.98_pr>50,ssp245,2048,1,0,4,0,0,0,21,9,0,0,2,0,1,0,26,1,5,1,6,7,0,0,4,0,0,0,19,9,0,0,2,0,0,0,26,0,5,0,6,7,0,0,2,0,0,0,4,2,0,0,1,0,0,0,4,0,2,0,1,1,0,0,2,0,0,0,11,5,0,0,2,0,0,0,11,0,3,0,6,7,0.0,0.0,2.0,0.0,0.0,0.0,4.75,4.5,0.0,0.0,2.0,0.0,0.0,0.0,6.5,0.0,2.5,0.0,6.0,7.0,4.2,1.0,0.0,10.200000000000017,3.9,0.0,0.0,10.000000000000014,0.85,0.0,0.0,2.200000000000003,2.35,0.0,0.0,7.400000000000006,1.7625,0.0,0.0,6.050000000000001
rzsm>0.98_pr>50,ssp245,2049,17,0,6,0,1,0,14,14,23,0,4,9,30,0,1,0,23,15,7,11,16,0,5,0,0,0,12,14,22,0,4,8,28,0,0,0,23,15,6,11,3,0,1,0,0,0,2,3,2,0,1,1,5,0,0,0,3,3,2,2,8,0,5,0,0,0,6,6,19,0,4,8,7,0,0,0,13,9,4,9,5.33,0.0,5.0,0.0,0.0,0.0,6.0,4.67,11.0,0.0,4.0,8.0,5.6,0.0,0.0,0.0,7.67,5.0,3.0,5.5,8.75,6.5,0.0,23.0,8.2,5.5,0.0,22.1,1.4,1.0,0.0,3.0,4.9,4.5,0.0,9.400000000000006,3.5385000000000004,4.335,0.0,7.703
rzsm>0.98_pr>50,ssp245,2050,0,18,30,0,5,0,32,7,6,5,4,7,4,13,0,0,0,0,5,15,0,16,29,0,4,0,32,7,5,5,4,7,4,12,0,0,0,0,4,14,0,3,4,0,2,0,2,1,2,1,2,2,1,3,0,0,0,0,1,3,0,7,10,0,2,0,22,7,3,5,2,5,4,6,0,0,0,0,4,8,0.0,5.33,7.25,0.0,2.0,0.0,16.0,7.0,2.5,5.0,2.0,3.5,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.67,7.55,5.0,0.0,19.200000000000017,7.15,4.0,0.0,17.30000000000002,1.35,1.0,0.0,3.0,4.25,3.5,0.0,8.200000000000003,3.3625,3.0,0.0,7.025
rzsm>0.98_pr>50,ssp245,2051,8,1,0,5,6,2,0,4,12,16,0,7,1,2,0,0,13,20,8,2,8,0,0,5,5,2,0,3,12,16,0,7,0,2,0,0,13,20,7,2,2,0,0,1,2,1,0,1,4,3,0,1,0,1,0,0,3,3,2,1,4,0,0,5,3,2,0,3,5,7,0,7,0,2,0,0,9,12,4,2,4.0,0.0,0.0,5.0,2.5,2.0,0.0,3.0,3.0,5.33,0.0,7.0,0.0,2.0,0.0,0.0,4.33,6.67,3.5,2.0,5.35,3.0,0.0,13.300000000000004,5.1,2.5,0.0,13.300000000000004,1.25,1.0,0.0,3.0,3.25,2.5,0.0,7.200000000000003,2.5164999999999997,2.25,0.0,5.464000000000002
rzsm>0.98_pr>50,ssp245,2052,6,3,2,5,0,0,8,0,18,15,0,19,17,4,22,0,32,14,5,4,5,3,0,5,0,0,8,0,16,15,0,19,17,3,21,0,31,14,5,4,1,1,0,2,0,0,3,0,1,2,0,1,3,1,3,0,6,3,2,1,5,3,0,3,0,0,4,0,16,9,0,19,7,3,10,0,11,6,3,4,5.0,3.0,0.0,2.5,0.0,0.0,2.67,0.0,16.0,7.5,0.0,19.0,5.67,3.0,7.0,0.0,5.17,4.67,2.5,4.0,8.7,5.0,0.0,19.300000000000004,8.3,5.0,0.0,19.200000000000003,1.5,1.0,0.0,3.0,5.15,3.5,0.0,11.500000000000007,4.384,3.0,0.0,8.350000000000012
rzsm>0.98_pr>50,ssp245,2053,19,6,2,7,0,5,9,0,1,19,0,2,21,3,9,11,0,2,1,9,19,5,2,7,0,4,9,0,0,19,0,2,20,3,9,11,0,2,0,9,3,2,1,1,0,1,2,0,0,3,0,1,4,1,2,2,0,1,0,3,15,3,2,7,0,4,6,0,0,7,0,2,13,3,7,7,0,2,0,4,6.33,2.5,2.0,7.0,0.0,4.0,4.5,0.0,0.0,6.33,0.0,2.0,5.0,3.0,4.5,5.5,0.0,2.0,0.0,3.0,6.3,4.0,0.0,19.0,6.05,3.5,0.0,19.0,1.35,1.0,0.0,3.0,4.1,3.0,0.0,7.6000000000000085,2.883,2.75,0.0,6.33
rzsm>0.98_pr>50,ssp245,2054,14,0,6,0,0,0,0,0,0,19,24,13,6,3,9,2,5,3,27,2,13,0,5,0,0,0,0,0,0,19,24,13,6,3,8,2,5,3,27,2,2,0,1,0,0,0,0,0,0,2,6,3,1,1,3,1,1,1,4,1,9,0,5,0,0,0,0,0,0,17,9,8,6,3,3,2,5,3,13,2,6.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,4.0,4.33,6.0,3.0,2.67,2.0,5.0,3.0,6.75,2.0,6.65,3.0,0.0,19.500000000000007,6.5,3.0,0.0,19.500000000000007,1.35,1.0,0.0,3.1000000000000014,4.25,3.0,0.0,9.400000000000006,2.9875,2.835,0.0,6.525
rzsm>0.98_pr>50,ssp245,2055,8,10,14,0,2,7,3,0,0,3,6,42,0,0,0,0,23,0,16,4,8,9,13,0,2,7,3,0,0,3,6,40,0,0,0,0,23,0,15,4,2,2,3,0,1,1,1,0,0,1,1,5,0,0,0,0,2,0,3,1,6,7,8,0,2,7,3,0,0,3,6,25,0,0,0,0,16,0,7,4,4.0,4.5,4.33,0.0,2.0,7.0,3.0,0.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,11.5,0.0,5.0,4.0,6.9,3.0,0.0,16.70000000000001,6.65,3.0,0.0,15.800000000000011,1.15,1.0,0.0,3.0,4.7,3.0,0.0,8.800000000000011,3.1165,3.0,0.0,7.100000000000001
rzsm>0.98_pr>50,ssp245,2056,5,2,0,0,1,11,27,19,2,3,15,13,0,14,0,0,17,0,10,0,5,2,0,0,0,11,26,19,2,2,15,12,0,13,0,0,17,0,8,0,1,1,0,0,0,3,3,2,1,1,2,2,0,3,0,0,2,0,3,0,5,2,0,0,0,5,14,11,2,2,11,6,0,9,0,0,14,0,4,0,5.0,2.0,0.0,0.0,0.0,3.67,8.67,9.5,2.0,2.0,7.5,6.0,0.0,4.33,0.0,0.0,8.5,0.0,2.67,0.0,6.95,2.5,0.0,17.200000000000003,6.6,2.0,0.0,17.200000000000003,1.2,1.0,0.0,3.0,4.25,2.0,0.0,11.300000000000004,3.092,2.0,0.0,8.517
rzsm>0.98_pr>50,ssp245,2057,23,8,0,0,0,16,0,0,0,0,5,0,0,0,0,4,22,5,18,17,22,7,0,0,0,16,0,0,0,0,4,0,0,0,0,3,22,4,18,16,2,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,5,2,2,3,13,7,0,0,0,11,0,0,0,0,2,0,0,0,0,3,9,2,12,11,11.0,7.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.4,2.0,9.0,5.33,5.9,0.0,0.0,18.400000000000006,5.6,0.0,0.0,18.400000000000006,1.05,0.0,0.0,3.0,3.5,0.0,0.0,11.100000000000001,2.453,0.0,0.0,7.200000000000003
rzsm>0.98_pr>50,ssp245,2058,0,2,5,0,2,28,13,9,0,7,4,3,10,0,0,20,25,6,6,12,0,2,5,0,2,27,13,9,0,6,3,3,10,0,0,19,25,6,5,11,0,1,1,0,1,3,3,1,0,3,1,1,1,0,0,3,2,1,2,2,0,2,5,0,2,16,8,9,0,2,3,3,10,0,0,15,22,6,3,6,0.0,2.0,5.0,0.0,2.0,9.0,4.33,9.0,0.0,2.0,3.0,3.0,10.0,0.0,0.0,6.33,12.5,6.0,2.5,5.5,7.6,5.5,0.0,20.500000000000007,7.3,5.0,0.0,19.60000000000001,1.3,1.0,0.0,3.0,5.6,3.0,0.0,15.100000000000001,4.108,3.0,0.0,9.100000000000001
rzsm>0.98_pr>50,ssp245,2059,0,9,3,0,11,38,10,6,18,0,11,21,0,2,6,16,0,25,26,39,0,9,3,0,11,38,10,6,17,0,10,21,0,2,6,16,0,24,25,36,0,1,1,0,2,7,1,2,3,0,2,3,0,1,2,4,0,6,4,6,0,9,3,0,8,12,10,4,8,0,6,9,0,2,4,6,0,9,15,16,0.0,9.0,3.0,0.0,5.5,5.43,10.0,3.0,5.67,0.0,5.0,7.0,0.0,2.0,3.0,4.0,0.0,4.0,6.25,6.0,12.05,9.5,0.0,27.200000000000017,11.7,9.5,0.0,26.100000000000016,2.25,2.0,0.0,6.0,6.05,6.0,0.0,12.300000000000004,3.9425,4.0,0.0,7.200000000000003
rzsm>0.98_pr>50,ssp245,2060,28,5,0,0,27,3,0,11,9,4,37,28,23,0,0,0,0,11,2,0,24,5,0,0,27,3,0,11,9,4,37,28,23,0,0,0,0,10,2,0,2,2,0,0,3,1,0,2,1,1,2,5,3,0,0,0,0,3,1,0,19,3,0,0,13,3,0,9,9,4,32,10,13,0,0,0,0,5,2,0,12.0,2.5,0.0,0.0,9.0,3.0,0.0,5.5,9.0,4.0,18.5,5.6,7.67,0.0,0.0,0.0,0.0,3.33,2.0,0.0,9.4,3.5,0.0,28.0,9.15,3.5,0.0,27.1,1.3,1.0,0.0,3.0,6.1,3.0,0.0,13.600000000000009,4.1049999999999995,2.75,0.0,9.300000000000004
rzsm>0.98_pr>50,ssp245,2061,12,4,0,0,5,2,7,5,0,0,8,3,0,1,3,0,0,0,3,1,11,4,0,0,4,2,5,5,0,0,7,3,0,0,3,0,0,0,3,0,1,2,0,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,1,0,11,2,0,0,4,2,5,5,0,0,5,3,0,0,3,0,0,0,3,0,11.0,2.0,0.0,0.0,4.0,2.0,5.0,5.0,0.0,0.0,3.5,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.7,1.5,0.0,7.100000000000001,2.35,1.0,0.0,5.200000000000003,0.6,0.5,0.0,1.1000000000000014,2.15,1.0,0.0,5.0,2.075,1.0,0.0,5.0
rzsm>0.98_pr>50,ssp245,2062,0,0,0,0,0,24,18,12,0,0,2,22,0,27,3,11,0,0,3,19,0,0,0,0,0,24,18,12,0,0,2,22,0,26,2,10,0,0,3,18,0,0,0,0,0,2,3,1,0,0,1,5,0,2,1,2,0,0,1,3,0,0,0,0,0,14,7,12,0,0,2,6,0,17,2,5,0,0,3,6,0.0,0.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0.0,2.0,4.4,0.0,13.0,2.0,5.0,0.0,0.0,3.0,6.0,7.05,1.0,0.0,22.200000000000003,6.85,1.0,0.0,22.200000000000003,1.05,0.5,0.0,3.0,3.7,1.0,0.0,12.200000000000003,3.2700000000000005,1.0,0.0,12.0
rzsm>0.98_pr>50,ssp245,2063,19,9,0,0,0,0,14,16,0,6,38,27,1,5,17,33,0,0,16,0,19,9,0,0,0,0,14,16,0,6,38,27,0,5,16,32,0,0,16,0,2,3,0,0,0,0,3,2,0,1,4,3,0,2,4,5,0,0,2,0,14,4,0,0,0,0,8,11,0,6,16,17,0,3,6,9,0,0,14,0,9.5,3.0,0.0,0.0,0.0,0.0,4.67,8.0,0.0,6.0,9.5,9.0,0.0,2.5,4.0,6.4,0.0,0.0,8.0,0.0,10.05,5.5,0.0,27.60000000000001,9.9,5.5,0.0,27.500000000000007,1.55,1.5,0.0,4.0,5.4,3.5,0.0,14.200000000000003,3.5284999999999997,2.75,0.0,9.05
