threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.95_pr>80,ssp245,2041,5,0,0,41,0,5,0,5,0,0,0,0,3,7,9,5,29,0,0,9,5,0,0,40,0,5,0,5,0,0,0,0,0,7,9,5,29,0,0,9,1,0,0,8,0,1,0,1,0,0,0,0,0,1,2,2,2,0,0,2,5,0,0,7,0,5,0,5,0,0,0,0,0,7,5,3,20,0,0,5,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,4.5,2.5,14.5,0.0,0.0,4.5,5.9,1.5,0.0,11.000000000000028,5.7,0.0,0.0,11.000000000000028,1.0,0.0,0.0,2.0,3.1,0.0,0.0,7.0,2.65,0.0,0.0,5.200000000000003
rzsm>0.95_pr>80,ssp245,2042,0,0,0,18,0,0,9,0,0,0,0,5,4,13,10,0,35,2,0,0,0,0,0,18,0,0,9,0,0,0,0,5,3,13,10,0,34,2,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,2,2,0,2,1,0,0,0,0,0,6,0,0,5,0,0,0,0,5,3,7,5,0,31,2,0,0,0.0,0.0,0.0,6.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,5.0,3.0,6.5,5.0,0.0,17.0,2.0,0.0,0.0,4.8,0.0,0.0,13.500000000000007,4.7,0.0,0.0,13.500000000000007,0.7,0.0,0.0,2.0,3.2,0.0,0.0,6.100000000000001,2.45,0.0,0.0,6.050000000000001
rzsm>0.95_pr>80,ssp245,2043,11,9,0,8,0,0,1,0,0,0,0,0,14,0,3,0,0,0,9,0,11,8,0,8,0,0,0,0,0,0,0,0,14,0,3,0,0,0,9,0,3,2,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,6,5,0,6,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,3.67,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0.0,3.0,0.0,0.0,0.0,4.5,0.0,2.75,0.0,0.0,9.200000000000003,2.65,0.0,0.0,9.200000000000003,0.65,0.0,0.0,2.1000000000000014,1.5,0.0,0.0,5.100000000000001,1.192,0.0,0.0,4.050000000000001
rzsm>0.95_pr>80,ssp245,2044,0,9,0,0,0,4,9,11,26,33,3,0,0,0,16,0,0,0,6,0,0,9,0,0,0,4,9,8,26,32,3,0,0,0,16,0,0,0,6,0,0,1,0,0,0,1,2,2,3,4,1,0,0,0,2,0,0,0,1,0,0,9,0,0,0,4,6,5,18,9,3,0,0,0,9,0,0,0,6,0,0.0,9.0,0.0,0.0,0.0,4.0,4.5,4.0,8.67,8.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,5.85,0.0,0.0,17.000000000000014,5.65,0.0,0.0,17.000000000000014,0.85,0.0,0.0,2.1000000000000014,3.45,0.0,0.0,9.0,2.7585,0.0,0.0,8.067
rzsm>0.95_pr>80,ssp245,2045,0,0,0,20,0,0,14,0,11,7,3,0,0,2,0,5,0,0,0,21,0,0,0,19,0,0,14,0,11,6,3,0,0,0,0,5,0,0,0,21,0,0,0,3,0,0,2,0,3,1,1,0,0,0,0,1,0,0,0,5,0,0,0,8,0,0,7,0,5,6,3,0,0,0,0,5,0,0,0,9,0.0,0.0,0.0,6.33,0.0,0.0,7.0,0.0,3.67,6.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.2,4.15,0.0,0.0,14.600000000000009,3.95,0.0,0.0,14.500000000000007,0.8,0.0,0.0,3.0,2.15,0.0,0.0,7.100000000000001,1.7600000000000002,0.0,0.0,6.033
rzsm>0.95_pr>80,ssp245,2046,7,0,0,0,0,0,10,18,0,0,0,0,5,5,0,5,56,29,11,0,7,0,0,0,0,0,10,18,0,0,0,0,4,5,0,5,56,29,10,0,2,0,0,0,0,0,2,3,0,0,0,0,2,2,0,1,5,5,2,0,4,0,0,0,0,0,6,8,0,0,0,0,2,3,0,5,22,11,8,0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,5.0,11.2,5.8,5.0,0.0,7.3,0.0,0.0,19.100000000000016,7.2,0.0,0.0,19.100000000000016,1.2,0.0,0.0,3.200000000000003,3.45,0.0,0.0,8.300000000000004,2.3,0.0,0.0,5.82
rzsm>0.95_pr>80,ssp245,2047,0,0,0,0,0,3,0,14,10,0,0,0,2,0,2,6,35,0,8,0,0,0,0,0,0,3,0,14,9,0,0,0,2,0,2,6,35,0,8,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,1,1,3,0,2,0,0,0,0,0,0,3,0,9,5,0,0,0,2,0,2,6,27,0,6,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,4.5,0.0,0.0,0.0,2.0,0.0,2.0,6.0,11.67,0.0,4.0,0.0,4.0,0.0,0.0,10.400000000000006,3.95,0.0,0.0,9.500000000000007,0.65,0.0,0.0,2.0,3.0,0.0,0.0,6.300000000000004,2.0085,0.0,0.0,6.100000000000001
rzsm>0.95_pr>80,ssp245,2048,0,11,8,14,0,5,0,0,0,12,0,0,8,0,0,0,0,0,24,18,0,11,8,14,0,5,0,0,0,11,0,0,8,0,0,0,0,0,22,18,0,2,2,2,0,1,0,0,0,2,0,0,2,0,0,0,0,0,4,2,0,6,5,7,0,5,0,0,0,6,0,0,5,0,0,0,0,0,7,11,0.0,5.5,4.0,7.0,0.0,5.0,0.0,0.0,0.0,5.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.5,9.0,5.0,0.0,0.0,14.400000000000006,4.85,0.0,0.0,14.400000000000006,0.85,0.0,0.0,2.0,2.6,0.0,0.0,7.0,2.275,0.0,0.0,5.650000000000002
rzsm>0.95_pr>80,ssp245,2049,0,0,6,5,0,3,0,12,16,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,5.0,0.0,3.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,6.6000000000000085,2.1,0.0,0.0,6.6000000000000085,0.35,0.0,0.0,1.1000000000000014,1.4,0.0,0.0,6.0,1.4,0.0,0.0,6.0
rzsm>0.95_pr>80,ssp245,2050,0,0,6,0,0,11,0,0,0,0,17,0,5,3,9,0,12,0,2,0,0,0,6,0,0,11,0,0,0,0,17,0,5,3,8,0,12,0,2,0,0,0,1,0,0,2,0,0,0,0,4,0,1,1,2,0,1,0,1,0,0,0,6,0,0,6,0,0,0,0,6,0,5,3,5,0,12,0,2,0,0.0,0.0,6.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,4.25,0.0,5.0,3.0,4.0,0.0,12.0,0.0,2.0,0.0,3.25,0.0,0.0,11.100000000000001,3.2,0.0,0.0,11.100000000000001,0.65,0.0,0.0,2.0,2.25,0.0,0.0,6.0,2.0875,0.0,0.0,5.550000000000001
rzsm>0.95_pr>80,ssp245,2051,0,0,5,11,0,9,0,0,6,6,0,0,0,5,3,0,0,0,0,0,0,0,5,11,0,9,0,0,6,6,0,0,0,5,3,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5,6,0,9,0,0,6,6,0,0,0,5,3,0,0,0,0,0,0.0,0.0,5.0,5.5,0.0,9.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,6.300000000000004,2.25,0.0,0.0,6.300000000000004,0.4,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1.975,0.0,0.0,6.0
rzsm>0.95_pr>80,ssp245,2052,0,11,5,0,0,2,0,0,0,0,5,18,24,9,0,0,0,0,0,0,0,11,5,0,0,2,0,0,0,0,4,18,23,9,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,4,4,1,0,0,0,0,0,0,0,7,5,0,0,2,0,0,0,0,4,6,11,9,0,0,0,0,0,0,0.0,5.5,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.5,5.75,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,11.70000000000001,3.6,0.0,0.0,11.70000000000001,0.7,0.0,0.0,2.200000000000003,2.2,0.0,0.0,7.200000000000003,1.7875,0.0,0.0,5.525
rzsm>0.95_pr>80,ssp245,2053,3,22,1,0,0,6,5,4,0,0,6,6,11,3,0,0,0,0,0,17,3,21,0,0,0,6,5,4,0,0,6,6,11,3,0,0,0,0,0,17,1,4,0,0,0,2,1,1,0,0,1,1,2,1,0,0,0,0,0,2,3,6,0,0,0,4,5,4,0,0,6,6,6,3,0,0,0,0,0,14,3.0,5.25,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,6.0,6.0,5.5,3.0,0.0,0.0,0.0,0.0,0.0,8.5,4.2,2.0,0.0,11.600000000000009,4.1,1.5,0.0,11.600000000000009,0.8,0.5,0.0,2.0,2.85,1.5,0.0,6.0,2.4625,1.5,0.0,6.0
rzsm>0.95_pr>80,ssp245,2054,0,4,0,0,0,5,6,0,0,0,2,11,0,0,0,1,0,6,0,1,0,4,0,0,0,5,6,0,0,0,2,11,0,0,0,0,0,6,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,4,0,0,0,5,6,0,0,0,2,6,0,0,0,0,0,6,0,0,0.0,4.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,5.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.8,0.0,0.0,6.0,1.7,0.0,0.0,6.0,0.35,0.0,0.0,1.0,1.45,0.0,0.0,6.0,1.425,0.0,0.0,5.550000000000001
rzsm>0.95_pr>80,ssp245,2055,5,0,5,9,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,9,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5.0,0.0,5.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,8.100000000000001,1.8,0.0,0.0,8.100000000000001,0.35,0.0,0.0,1.1000000000000014,1.45,0.0,0.0,5.100000000000001,1.375,0.0,0.0,5.0
rzsm>0.95_pr>80,ssp245,2056,0,5,3,0,0,0,9,7,0,0,6,16,3,14,0,0,0,21,8,6,0,5,3,0,0,0,9,7,0,0,5,14,3,13,0,0,0,21,8,6,0,1,1,0,0,0,2,1,0,0,1,4,1,3,0,0,0,3,2,1,0,5,3,0,0,0,5,7,0,0,5,8,3,6,0,0,0,8,6,6,0.0,5.0,3.0,0.0,0.0,0.0,4.5,7.0,0.0,0.0,5.0,3.5,3.0,4.33,0.0,0.0,0.0,7.0,4.0,6.0,4.9,3.0,0.0,14.200000000000003,4.7,3.0,0.0,13.100000000000001,1.0,1.0,0.0,3.0,3.1,3.0,0.0,7.100000000000001,2.6165,3.0,0.0,6.100000000000001
rzsm>0.95_pr>80,ssp245,2057,5,4,0,0,0,5,0,0,14,0,11,6,0,0,0,0,0,0,7,2,5,4,0,0,0,5,0,0,14,0,10,6,0,0,0,0,0,0,7,2,1,1,0,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,2,1,5,4,0,0,0,5,0,0,4,0,8,6,0,0,0,0,0,0,5,2,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.5,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,2.7,0.0,0.0,7.400000000000006,2.65,0.0,0.0,7.300000000000004,0.65,0.0,0.0,2.0,1.95,0.0,0.0,5.100000000000001,1.7,0.0,0.0,5.0
rzsm>0.95_pr>80,ssp245,2058,0,0,0,3,0,11,0,6,12,0,14,0,5,0,9,0,6,0,0,0,0,0,0,3,0,11,0,6,12,0,14,0,5,0,9,0,6,0,0,0,0,0,0,1,0,2,0,2,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,3,0,6,0,4,7,0,7,0,5,0,9,0,6,0,0,0,0.0,0.0,0.0,3.0,0.0,5.5,0.0,3.0,6.0,0.0,4.67,0.0,5.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,3.3,0.0,0.0,11.100000000000001,3.3,0.0,0.0,11.100000000000001,0.65,0.0,0.0,2.0,2.35,0.0,0.0,7.0,2.1085000000000003,0.0,0.0,6.0
rzsm>0.95_pr>80,ssp245,2059,0,0,0,11,0,2,23,14,0,0,2,0,27,10,7,0,0,5,11,0,0,0,0,11,0,2,23,14,0,0,2,0,27,10,7,0,0,5,11,0,0,0,0,2,0,1,3,3,0,0,1,0,3,2,1,0,0,1,2,0,0,0,0,6,0,2,11,6,0,0,2,0,13,5,7,0,0,5,7,0,0.0,0.0,0.0,5.5,0.0,2.0,7.67,4.67,0.0,0.0,2.0,0.0,9.0,5.0,7.0,0.0,0.0,5.0,5.5,0.0,5.6,1.0,0.0,14.900000000000013,5.6,1.0,0.0,14.900000000000013,0.95,0.5,0.0,3.0,3.2,1.0,0.0,7.400000000000006,2.6670000000000003,1.0,0.0,7.067000000000001
rzsm>0.95_pr>80,ssp245,2060,0,0,0,0,1,5,0,4,2,0,6,4,0,0,0,0,12,0,13,16,0,0,0,0,0,5,0,3,2,0,6,4,0,0,0,0,12,0,13,16,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,3,0,0,0,0,0,5,0,3,2,0,6,4,0,0,0,0,12,0,13,6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,5.33,3.15,0.0,0.0,12.100000000000001,3.05,0.0,0.0,12.100000000000001,0.5,0.0,0.0,1.0,2.55,0.0,0.0,6.6000000000000085,2.5164999999999997,0.0,0.0,6.6000000000000085
rzsm>0.95_pr>80,ssp245,2061,31,0,11,0,0,1,0,0,0,0,0,0,0,6,3,0,0,0,5,0,31,0,11,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,5,0,6.2,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,2.85,0.0,0.0,6.500000000000007,2.8,0.0,0.0,6.500000000000007,0.5,0.0,0.0,1.1000000000000014,1.45,0.0,0.0,6.0,1.285,0.0,0.0,5.550000000000001
rzsm>0.95_pr>80,ssp245,2062,25,0,21,0,0,1,0,12,5,0,0,1,34,18,0,0,0,7,16,0,25,0,21,0,0,0,0,12,3,0,0,0,33,18,0,0,0,7,16,0,3,0,3,0,0,0,0,2,1,0,0,0,5,1,0,0,0,1,2,0,11,0,8,0,0,0,0,8,3,0,0,0,9,18,0,0,0,7,13,0,8.33,0.0,7.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,6.6,18.0,0.0,0.0,0.0,7.0,8.0,0.0,7.0,0.5,0.0,21.400000000000006,6.75,0.0,0.0,21.400000000000006,0.9,0.0,0.0,3.0,3.85,0.0,0.0,11.200000000000003,3.1965,0.0,0.0,8.033000000000001
rzsm>0.95_pr>80,ssp245,2063,0,0,4,0,0,12,0,7,0,0,0,0,7,18,0,0,0,0,0,3,0,0,4,0,0,12,0,7,0,0,0,0,7,18,0,0,0,0,0,3,0,0,1,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,4,0,0,7,0,4,0,0,0,0,4,12,0,0,0,0,0,3,0.0,0.0,4.0,0.0,0.0,6.0,0.0,3.5,0.0,0.0,0.0,0.0,3.5,9.0,0.0,0.0,0.0,0.0,0.0,3.0,2.55,0.0,0.0,7.500000000000007,2.55,0.0,0.0,7.500000000000007,0.5,0.0,0.0,2.0,1.7,0.0,0.0,4.300000000000004,1.45,0.0,0.0,4.200000000000003
rzsm>0.95_pr>80,ssp245,2064,12,0,0,0,0,5,0,14,0,0,0,0,0,0,2,0,13,0,1,0,10,0,0,0,0,5,0,14,0,0,0,0,0,0,2,0,13,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,5,0,10,0,0,0,0,0,0,2,0,13,0,0,0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,2.35,0.0,0.0,12.100000000000001,2.2,0.0,0.0,10.300000000000004,0.35,0.0,0.0,1.1000000000000014,1.8,0.0,0.0,6.400000000000006,1.6,0.0,0.0,5.200000000000003
rzsm>0.95_pr>80,ssp245,2065,0,0,0,10,9,4,33,0,0,0,43,0,0,7,0,0,0,5,0,4,0,0,0,10,8,4,33,0,0,0,43,0,0,7,0,0,0,5,0,4,0,0,0,2,2,1,6,0,0,0,6,0,0,2,0,0,0,2,0,2,0,0,0,5,4,4,10,0,0,0,11,0,0,5,0,0,0,3,0,2,0.0,0.0,0.0,5.0,4.0,4.0,5.5,0.0,0.0,0.0,7.17,0.0,0.0,3.5,0.0,0.0,0.0,2.5,0.0,2.0,5.75,0.0,0.0,12.300000000000033,5.7,0.0,0.0,12.300000000000033,1.15,0.0,0.0,2.4000000000000057,2.2,0.0,0.0,5.500000000000007,1.6835,0.0,0.0,5.050000000000001
rzsm>0.95_pr>80,ssp245,2066,8,0,13,0,0,0,5,0,0,0,4,0,0,9,0,0,0,0,4,0,8,0,12,0,0,0,5,0,0,0,4,0,0,9,0,0,0,0,4,0,2,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,5,0,10,0,0,0,5,0,0,0,4,0,0,7,0,0,0,0,4,0,4.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.0,0.0,2.15,0.0,0.0,8.100000000000001,2.1,0.0,0.0,8.100000000000001,0.45,0.0,0.0,2.0,1.75,0.0,0.0,5.200000000000003,1.375,0.0,0.0,4.550000000000001
rzsm>0.95_pr>80,ssp245,2067,0,0,0,11,0,10,0,0,42,10,0,0,0,32,0,3,0,0,7,0,0,0,0,11,0,10,0,0,42,10,0,0,0,32,0,3,0,0,7,0,0,0,0,2,0,2,0,0,7,1,0,0,0,4,0,1,0,0,1,0,0,0,0,8,0,6,0,0,8,10,0,0,0,13,0,3,0,0,7,0,0.0,0.0,0.0,5.5,0.0,5.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,7.0,0.0,5.75,0.0,0.0,13.10000000000003,5.75,0.0,0.0,13.10000000000003,0.9,0.0,0.0,2.200000000000003,2.75,0.0,0.0,8.200000000000003,2.225,0.0,0.0,7.100000000000001
rzsm>0.95_pr>80,ssp245,2068,23,5,6,0,0,23,0,14,6,13,10,0,0,0,0,0,12,0,0,0,21,5,6,0,0,22,0,14,6,12,10,0,0,0,0,0,12,0,0,0,3,1,1,0,0,4,0,3,1,3,2,0,0,0,0,0,1,0,0,0,9,5,6,0,0,8,0,6,6,6,6,0,0,0,0,0,12,0,0,0,7.0,5.0,6.0,0.0,0.0,5.5,0.0,4.67,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.6,0.0,0.0,14.900000000000013,5.4,0.0,0.0,14.70000000000001,0.95,0.0,0.0,3.0,3.2,0.0,0.0,8.100000000000001,2.7585,0.0,0.0,6.100000000000001
rzsm>0.95_pr>80,ssp245,2069,6,9,0,0,0,4,4,0,0,0,11,0,0,5,0,0,0,0,9,32,4,9,0,0,0,4,4,0,0,0,11,0,0,5,0,0,0,0,8,32,1,2,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,2,4,4,5,0,0,0,4,4,0,0,0,6,0,0,5,0,0,0,0,5,10,4.0,4.5,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,0.0,9.200000000000003,3.85,0.0,0.0,9.200000000000003,0.7,0.0,0.0,2.0,2.15,0.0,0.0,5.100000000000001,1.95,0.0,0.0,5.050000000000001
rzsm>0.95_pr>80,ssp245,2070,0,7,7,8,0,4,0,9,0,0,0,0,5,2,0,0,0,0,2,4,0,7,6,8,0,4,0,9,0,0,0,0,5,2,0,0,0,0,0,4,0,2,1,2,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,4,6,4,0,4,0,6,0,0,0,0,5,2,0,0,0,0,0,4,0.0,3.5,6.0,4.0,0.0,4.0,0.0,4.5,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.4,0.0,0.0,7.100000000000001,2.25,0.0,0.0,7.100000000000001,0.55,0.0,0.0,2.0,1.75,0.0,0.0,5.100000000000001,1.65,0.0,0.0,4.550000000000001
rzsm>0.95_pr>80,ssp245,2071,9,0,5,16,0,15,0,23,0,0,0,0,9,20,0,0,0,0,3,25,9,0,5,16,0,15,0,22,0,0,0,0,8,20,0,0,0,0,3,25,2,0,1,5,0,3,0,4,0,0,0,0,2,4,0,0,0,0,1,3,6,0,5,6,0,6,0,6,0,0,0,0,6,7,0,0,0,0,3,13,4.5,0.0,5.0,3.2,0.0,5.0,0.0,5.5,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,3.0,8.33,6.25,0.0,0.0,20.300000000000004,6.15,0.0,0.0,20.200000000000003,1.25,0.0,0.0,4.0,2.9,0.0,0.0,6.100000000000001,2.1765,0.0,0.0,5.050000000000001
rzsm>0.95_pr>80,ssp245,2072,13,0,3,3,0,0,0,12,19,12,3,0,1,4,0,11,4,8,0,0,13,0,3,3,0,0,0,11,18,12,3,0,0,4,0,10,2,8,0,0,3,0,1,1,0,0,0,2,4,2,1,0,0,1,0,3,1,3,0,0,8,0,3,3,0,0,0,6,6,7,3,0,0,4,0,5,2,4,0,0,4.33,0.0,3.0,3.0,0.0,0.0,0.0,5.5,4.5,6.0,3.0,0.0,0.0,4.0,0.0,3.33,2.0,2.67,0.0,0.0,4.65,3.0,0.0,12.100000000000001,4.35,2.5,0.0,12.100000000000001,1.1,1.0,0.0,3.0,2.55,2.5,0.0,6.100000000000001,2.0665,2.335,0.0,4.600000000000001
rzsm>0.95_pr>80,ssp245,2073,0,0,6,7,0,0,3,0,0,25,2,20,0,3,0,20,13,0,8,4,0,0,6,6,0,0,3,0,0,24,2,20,0,3,0,20,13,0,8,4,0,0,1,1,0,0,1,0,0,4,1,4,0,1,0,1,3,0,1,1,0,0,6,6,0,0,3,0,0,8,2,13,0,3,0,20,6,0,8,4,0.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,5.0,0.0,3.0,0.0,20.0,4.33,0.0,8.0,4.0,5.55,2.5,0.0,20.0,5.45,2.5,0.0,20.0,0.95,1.0,0.0,3.1000000000000014,3.95,2.5,0.0,8.500000000000007,3.3665,2.5,0.0,6.200000000000003
