threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>80,ssp245,2032,13,2,7,35,1,7,20,7,10,3,13,37,12,11,14,17,76,0,12,23,11,2,6,35,0,7,20,7,10,3,12,36,11,8,12,17,76,0,12,22,3,1,2,4,0,2,4,2,2,1,4,7,2,2,4,3,8,0,3,4,7,2,4,18,0,5,6,5,5,3,5,8,8,6,4,6,21,0,5,8,3.67,2.0,3.0,8.75,0.0,3.5,5.0,3.5,5.0,3.0,3.0,5.14,5.5,4.0,3.0,5.67,9.5,0.0,4.0,5.5,16.0,12.0,1.9000000000000001,35.2,15.35,11.0,1.8000000000000003,35.1,2.9,2.5,0.9000000000000001,4.300000000000004,6.3,5.0,1.8000000000000003,9.000000000000014,4.1365,3.835,1.8000000000000003,5.978000000000004
rzsm>0.7_pr>80,ssp245,2033,31,12,6,0,0,0,23,11,1,16,2,6,17,33,30,0,51,8,30,21,28,10,4,0,0,0,22,10,0,15,2,6,17,32,30,0,51,6,30,18,7,2,1,0,0,0,3,3,0,3,1,1,3,6,8,0,6,1,5,2,8,6,4,0,0,0,9,6,0,6,2,6,12,11,7,0,19,6,13,12,4.0,5.0,4.0,0.0,0.0,0.0,7.33,3.33,0.0,5.0,2.0,6.0,5.67,5.33,3.75,0.0,8.5,6.0,6.0,9.0,14.9,11.5,0.0,31.200000000000003,14.05,10.0,0.0,30.200000000000003,2.6,2.0,0.0,6.100000000000001,6.35,6.0,0.0,12.100000000000001,4.0455,4.5,0.0,7.447000000000002
rzsm>0.7_pr>80,ssp245,2034,15,6,11,2,0,12,29,26,5,16,10,8,6,6,9,9,9,7,8,15,15,6,11,2,0,12,27,26,5,15,9,7,6,6,8,8,9,7,8,14,3,1,2,1,0,3,4,4,1,3,2,3,2,1,2,1,1,3,2,3,7,6,8,2,0,5,12,10,5,8,5,3,3,6,6,8,9,3,6,6,5.0,6.0,5.5,2.0,0.0,4.0,6.75,6.5,5.0,5.0,4.5,2.33,3.0,6.0,4.0,8.0,9.0,2.33,4.0,4.67,10.45,9.0,4.7,17.000000000000014,10.05,8.0,4.7,16.100000000000016,2.1,2.0,1.0,3.1000000000000014,5.9,6.0,2.9000000000000004,9.100000000000001,4.679,4.835,2.297,6.875000000000002
rzsm>0.7_pr>80,ssp245,2035,12,13,22,0,5,1,7,0,9,0,4,11,15,13,24,13,92,8,9,7,12,13,22,0,5,0,4,0,9,0,4,8,14,13,24,13,92,8,9,7,3,2,5,0,1,0,1,0,2,0,1,2,2,2,5,3,5,1,2,2,7,8,6,0,5,0,4,0,7,0,4,6,7,8,6,6,37,8,7,4,4.0,6.5,4.4,0.0,5.0,0.0,4.0,0.0,4.5,0.0,4.0,4.0,7.0,6.5,4.8,4.33,18.4,8.0,4.5,3.5,13.25,9.0,0.0,22.200000000000003,12.85,8.5,0.0,22.200000000000003,1.95,2.0,0.0,5.0,6.5,6.0,0.0,8.0,4.6715,4.365,0.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2036,26,0,13,3,10,15,0,2,10,2,16,0,13,12,23,7,69,4,0,4,25,0,13,3,9,13,0,2,10,2,15,0,12,11,20,7,69,3,0,3,5,0,3,1,3,3,0,1,2,1,3,0,2,2,4,2,7,1,0,1,8,0,6,3,5,7,0,2,5,2,6,0,6,6,9,4,21,3,0,3,5.0,0.0,4.33,3.0,3.0,4.33,0.0,2.0,5.0,2.0,5.0,0.0,6.0,5.5,5.0,3.5,9.86,3.0,0.0,3.0,11.45,8.5,0.0,23.300000000000004,10.85,8.0,0.0,20.500000000000007,2.05,2.0,0.0,4.100000000000001,4.8,4.5,0.0,8.100000000000001,3.476,3.25,0.0,5.550000000000001
rzsm>0.7_pr>80,ssp245,2037,12,16,3,13,2,9,15,0,4,5,15,7,12,28,1,0,136,14,29,3,11,13,3,13,2,5,15,0,4,5,14,7,12,26,0,0,136,14,29,0,2,3,1,4,1,1,3,0,1,1,4,2,2,6,0,0,5,3,3,0,8,5,3,6,2,5,7,0,4,5,7,5,8,7,0,0,86,6,13,0,5.5,4.33,3.0,3.25,2.0,5.0,5.0,0.0,4.0,5.0,3.5,3.5,6.0,4.33,0.0,0.0,27.2,4.67,9.67,0.0,16.2,10.5,0.9000000000000001,28.1,15.45,9.0,0.0,26.300000000000004,2.1,2.0,0.0,4.100000000000001,8.85,5.0,0.0,8.500000000000007,4.7975,4.165,0.0,6.367000000000005
rzsm>0.7_pr>80,ssp245,2038,6,7,7,9,11,22,14,15,16,14,18,4,21,14,26,8,101,24,14,25,6,7,7,9,11,22,14,14,16,14,17,3,20,14,26,7,99,24,14,25,1,2,1,3,2,2,1,3,3,3,4,1,3,3,6,1,5,4,2,3,6,4,7,5,8,19,14,6,7,7,7,3,10,5,6,7,58,10,7,17,6.0,3.5,7.0,3.0,5.5,11.0,14.0,4.67,5.33,4.67,4.25,3.0,6.67,4.67,4.33,7.0,19.8,6.0,7.0,8.33,18.8,14.0,6.9,25.1,18.45,14.0,6.9,25.1,2.65,3.0,1.0,4.100000000000001,10.65,7.0,4.9,17.200000000000003,6.786,5.75,3.45,11.300000000000004
rzsm>0.7_pr>80,ssp245,2039,24,22,8,5,6,4,28,16,10,9,4,19,6,22,10,13,206,8,20,13,24,22,8,5,6,3,28,16,10,8,3,16,5,22,8,13,206,6,20,12,4,3,1,2,2,1,5,3,2,2,1,4,1,4,2,3,6,2,2,5,9,11,8,3,4,3,8,7,5,5,3,7,5,11,6,6,125,4,15,4,6.0,7.33,8.0,2.5,3.0,3.0,5.6,5.33,5.0,4.0,3.0,4.0,5.0,5.5,4.0,4.33,34.33,3.0,10.0,2.4,22.65,11.5,4.9,24.400000000000006,22.05,11.0,4.800000000000001,24.400000000000006,2.75,2.0,1.0,5.0,12.45,6.0,3.0,11.400000000000006,6.266,4.665,2.95,8.200000000000003
rzsm>0.7_pr>80,ssp245,2040,7,3,6,14,9,0,46,4,15,5,25,2,15,24,10,8,113,19,32,17,5,2,3,14,9,0,46,4,15,5,24,2,14,22,8,7,113,19,32,16,2,1,1,2,2,0,7,1,3,1,4,1,3,4,2,2,3,5,4,4,3,2,3,7,6,0,10,4,8,5,9,2,7,7,5,4,58,9,20,7,2.5,2.0,3.0,7.0,4.5,0.0,6.57,4.0,5.0,5.0,6.0,2.0,4.67,5.5,4.0,3.5,37.67,3.8,8.0,4.0,18.7,12.0,2.9000000000000004,33.40000000000002,18.0,11.5,2.0,33.40000000000002,2.6,2.0,1.0,4.100000000000001,8.8,6.5,2.0,11.000000000000014,5.9355,4.25,2.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2041,16,8,9,0,4,0,13,6,6,8,13,25,9,16,16,16,140,16,12,11,15,7,9,0,3,0,13,6,5,7,13,25,9,15,14,15,140,15,12,10,4,2,2,0,1,0,3,1,1,2,3,5,2,4,3,3,11,1,2,4,6,5,7,0,3,0,8,6,5,5,6,8,6,7,6,6,84,15,7,4,3.75,3.5,4.5,0.0,3.0,0.0,4.33,6.0,5.0,3.5,4.33,5.0,4.5,3.75,4.67,5.0,12.73,15.0,6.0,2.5,17.2,11.5,3.6000000000000005,16.900000000000013,16.65,11.0,2.7,16.000000000000014,2.7,2.0,0.9000000000000001,4.100000000000001,9.7,6.0,2.7,8.70000000000001,4.853,4.415,2.2500000000000004,6.67300000000001
rzsm>0.7_pr>80,ssp245,2042,11,8,17,7,5,13,4,21,8,6,4,38,11,22,24,12,79,0,21,0,11,8,16,7,5,13,3,20,7,5,4,37,10,22,24,12,78,0,21,0,2,2,2,2,1,4,1,4,1,2,1,6,2,3,5,2,3,0,3,0,8,6,12,5,5,5,3,8,7,3,4,8,7,13,6,6,54,0,10,0,5.5,4.0,8.0,3.5,5.0,3.25,3.0,5.0,7.0,2.5,4.0,6.17,5.0,7.33,4.8,6.0,26.0,0.0,7.0,0.0,15.55,11.0,3.6000000000000005,25.40000000000002,15.15,10.5,2.7,25.30000000000002,2.3,2.0,0.9000000000000001,4.100000000000001,8.5,6.0,2.7,12.100000000000001,5.6525,5.0,2.2500000000000004,7.397000000000001
rzsm>0.7_pr>80,ssp245,2043,15,13,4,14,12,17,22,0,6,10,6,5,14,17,11,0,72,17,26,5,14,13,4,14,11,16,22,0,6,10,6,5,13,16,11,0,72,16,26,3,3,2,1,2,2,4,5,0,1,3,2,2,4,4,2,0,3,4,2,1,6,9,4,8,8,5,6,0,6,4,4,3,6,6,6,0,47,6,21,3,4.67,6.5,4.0,7.0,5.5,4.0,4.4,0.0,6.0,3.33,3.0,2.5,3.25,4.0,5.5,0.0,24.0,4.0,13.0,3.0,14.3,12.5,3.6000000000000005,22.400000000000006,13.9,12.0,2.7,22.400000000000006,2.35,2.0,0.9000000000000001,4.0,7.9,6.0,2.7,10.200000000000017,5.3825,4.0,2.2500000000000004,7.6000000000000085
rzsm>0.7_pr>80,ssp245,2044,5,7,5,1,5,2,15,15,10,11,7,6,4,24,23,7,124,16,25,14,5,5,5,0,5,2,14,15,10,11,7,6,3,21,22,4,124,16,23,11,2,1,1,0,1,1,3,3,2,2,3,2,1,5,4,1,8,3,4,3,3,5,5,0,5,2,5,7,7,7,3,4,3,8,7,4,39,6,10,5,2.5,5.0,5.0,0.0,5.0,2.0,4.67,5.0,5.0,5.5,2.33,3.0,3.0,4.2,5.5,4.0,15.5,5.33,5.75,3.67,16.3,8.5,3.8000000000000003,24.1,15.45,8.5,2.9000000000000004,22.1,2.5,2.0,1.0,4.100000000000001,6.75,5.0,2.9000000000000004,8.200000000000003,4.5975,4.835,2.297,5.525
rzsm>0.7_pr>80,ssp245,2045,3,0,15,8,14,1,21,3,10,7,12,19,14,9,47,16,100,0,8,30,3,0,14,8,14,0,20,3,10,6,12,19,14,8,45,15,100,0,7,28,1,0,2,1,2,0,3,1,3,1,2,3,4,2,8,2,4,0,2,6,3,0,11,8,8,0,12,3,5,6,6,7,5,5,11,8,88,0,4,8,3.0,0.0,7.0,8.0,7.0,0.0,6.67,3.0,3.33,6.0,6.0,6.33,3.5,4.0,5.62,7.5,25.0,0.0,3.5,4.67,16.85,11.0,0.9000000000000001,31.700000000000024,16.3,11.0,0.0,29.700000000000024,2.35,2.0,0.0,4.200000000000003,9.9,6.0,0.0,11.100000000000001,5.506,5.145,0.0,7.550000000000001
rzsm>0.7_pr>80,ssp245,2046,20,10,29,7,0,5,8,10,6,2,12,27,9,33,30,3,113,9,15,8,18,10,29,7,0,5,8,10,5,2,9,27,8,33,30,3,113,9,15,6,3,3,7,1,0,1,2,2,2,1,2,5,2,5,4,1,12,2,3,1,14,6,5,7,0,5,6,5,3,2,7,7,4,12,16,3,26,7,6,6,6.0,3.33,4.14,7.0,0.0,5.0,4.0,5.0,2.5,2.0,4.5,5.4,4.0,6.6,7.5,3.0,9.42,4.5,5.0,6.0,17.8,9.5,2.9000000000000004,30.300000000000004,17.35,9.0,2.9000000000000004,30.300000000000004,2.95,2.0,1.0,5.200000000000003,7.35,6.0,2.9000000000000004,14.200000000000003,4.7445,4.75,2.45,7.050000000000001
rzsm>0.7_pr>80,ssp245,2047,33,0,14,7,40,16,16,2,9,6,9,38,8,21,5,6,101,5,26,15,33,0,13,7,40,16,14,2,9,6,8,36,8,20,5,5,101,5,26,13,5,0,2,1,7,3,3,1,2,1,2,8,1,4,1,2,4,1,2,2,18,0,8,7,10,6,5,2,7,6,5,8,8,10,5,3,81,5,23,9,6.6,0.0,6.5,7.0,5.71,5.33,4.67,2.0,4.5,6.0,4.0,4.5,8.0,5.0,5.0,2.5,25.25,5.0,13.0,6.5,18.85,11.5,4.7,38.2,18.35,11.0,4.7,36.400000000000006,2.6,2.0,1.0,5.200000000000003,11.3,7.0,2.9000000000000004,18.500000000000007,6.353,5.165,2.45,8.500000000000007
rzsm>0.7_pr>80,ssp245,2048,19,0,11,6,5,9,11,5,19,0,22,10,12,12,20,18,138,21,9,9,19,0,11,6,5,9,11,5,19,0,21,8,12,12,16,15,136,21,9,9,3,0,3,2,1,1,3,1,4,0,6,2,3,2,5,2,11,3,2,2,9,0,5,3,5,9,5,5,6,0,7,6,7,7,7,8,33,8,7,7,6.33,0.0,3.67,3.0,5.0,9.0,3.67,5.0,4.75,0.0,3.5,4.0,4.0,6.0,3.2,7.5,12.36,7.0,4.5,4.5,17.8,11.0,4.500000000000001,21.1,17.2,11.0,4.500000000000001,21.0,2.8,2.0,0.9000000000000001,5.100000000000001,7.2,7.0,2.7,9.0,4.849,4.5,2.7,7.650000000000002
rzsm>0.7_pr>80,ssp245,2049,21,19,12,6,5,8,14,8,8,12,18,23,4,19,4,3,166,0,22,28,20,19,10,6,2,7,11,7,7,10,18,22,4,19,3,3,165,0,22,26,6,3,3,1,1,2,2,2,1,3,4,4,1,4,1,1,9,0,4,4,5,10,4,6,2,4,6,4,7,5,6,9,4,7,3,3,122,0,10,9,3.33,6.33,3.33,6.0,2.0,3.5,5.5,3.5,7.0,3.33,4.5,5.5,4.0,4.75,3.0,3.0,18.33,0.0,5.5,6.5,20.0,12.0,3.9000000000000004,23.500000000000007,19.05,10.0,2.9000000000000004,22.400000000000006,2.8,2.5,1.0,4.200000000000003,11.3,5.5,2.9000000000000004,10.0,4.944999999999999,4.25,2.9000000000000004,6.550000000000001
rzsm>0.7_pr>80,ssp245,2050,18,10,17,7,20,5,0,3,7,9,3,21,10,19,35,5,124,0,16,10,18,10,17,6,19,4,0,3,7,9,2,20,10,19,33,4,123,0,16,10,4,2,2,2,4,1,0,1,2,2,1,3,3,4,5,2,4,0,3,1,9,5,9,3,6,4,0,3,5,6,2,9,5,8,12,2,85,0,6,10,4.5,5.0,8.5,3.0,4.75,4.0,0.0,3.0,3.5,4.5,2.0,6.67,3.33,4.75,6.6,2.0,30.75,0.0,5.33,10.0,16.95,10.0,2.7,22.40000000000002,16.5,10.0,1.8000000000000003,21.30000000000002,2.3,2.0,0.9000000000000001,4.0,9.45,5.5,1.8000000000000003,10.200000000000003,5.609,4.5,1.8000000000000003,8.650000000000002
rzsm>0.7_pr>80,ssp245,2051,11,11,6,4,8,14,11,9,0,15,4,5,26,1,34,1,146,22,18,8,11,11,6,3,8,14,11,8,0,15,4,4,26,0,31,0,146,22,18,7,2,3,1,1,2,5,2,1,0,1,1,1,5,0,4,0,4,4,4,3,6,5,6,3,5,5,6,8,0,15,4,4,8,0,14,0,89,6,8,3,5.5,3.67,6.0,3.0,4.0,2.8,5.5,8.0,0.0,15.0,4.0,4.0,5.2,0.0,7.75,0.0,36.5,5.5,4.5,2.33,17.7,10.0,1.0,26.80000000000001,17.25,9.5,0.0,26.500000000000007,2.2,2.0,0.0,4.100000000000001,9.75,5.5,0.0,14.100000000000001,6.1625,4.25,0.0,8.70000000000001
rzsm>0.7_pr>80,ssp245,2052,6,9,21,7,5,18,31,7,3,6,4,55,28,26,19,15,164,16,44,13,6,8,21,7,5,18,30,6,3,5,3,54,28,26,19,14,163,16,44,12,2,2,4,2,1,4,6,1,1,1,1,6,3,7,4,3,7,2,2,1,4,6,6,5,5,12,6,6,3,5,3,26,20,6,7,5,71,10,36,12,3.0,4.0,5.25,3.5,5.0,4.5,5.0,6.0,3.0,5.0,3.0,9.0,9.33,3.71,4.75,4.67,23.29,8.0,22.0,12.0,24.85,15.5,4.9,45.100000000000016,24.4,15.0,4.800000000000001,45.000000000000014,3.0,2.0,1.0,6.100000000000001,12.7,6.0,3.9000000000000004,27.000000000000014,7.2,5.0,3.0,13.000000000000014
rzsm>0.7_pr>80,ssp245,2053,29,19,13,0,7,15,8,0,10,19,12,38,12,29,31,22,99,16,32,14,29,18,12,0,7,15,8,0,10,18,12,37,11,28,30,22,99,16,32,14,3,4,3,0,1,3,2,0,2,4,2,4,3,7,5,3,10,3,2,3,14,6,7,0,7,7,6,0,6,7,7,17,5,7,10,12,25,7,24,9,9.67,4.5,4.0,0.0,7.0,5.0,4.0,0.0,5.0,4.5,6.0,9.25,3.67,4.0,6.0,7.33,9.9,5.33,16.0,4.67,21.25,15.5,6.300000000000001,32.60000000000001,20.9,15.5,6.300000000000001,32.50000000000001,3.2,3.0,0.9000000000000001,5.200000000000003,9.15,7.0,4.500000000000001,17.70000000000001,5.791,5.0,3.3030000000000004,9.693
rzsm>0.7_pr>80,ssp245,2054,22,3,6,7,0,7,23,15,13,0,3,11,16,34,17,20,123,16,34,15,21,3,5,7,0,5,23,15,13,0,3,10,16,34,16,19,120,15,34,15,6,1,1,3,0,1,3,2,3,0,1,2,4,7,4,4,3,3,3,3,6,3,5,3,0,5,15,9,5,0,3,6,6,11,6,7,107,6,18,6,3.5,3.0,5.0,2.33,0.0,5.0,7.67,7.5,4.33,0.0,3.0,5.0,4.0,4.86,4.0,4.75,40.0,5.0,11.33,5.0,19.25,15.0,2.7,34.0,18.7,15.0,2.7,34.0,2.7,3.0,0.9000000000000001,4.200000000000003,11.35,6.0,2.7,15.300000000000004,6.2635,4.805,2.0970000000000004,8.036000000000005
rzsm>0.7_pr>80,ssp245,2055,20,25,7,8,6,30,20,5,22,5,3,11,5,1,34,5,160,26,15,15,19,24,7,8,5,30,20,5,19,4,0,11,5,0,31,4,158,25,14,15,3,3,2,2,2,5,3,2,4,1,0,3,2,0,5,2,8,3,2,3,10,11,5,5,3,11,8,3,5,4,0,6,3,0,7,2,67,14,10,9,6.33,8.0,3.5,4.0,2.5,6.0,6.67,2.5,4.75,4.0,0.0,3.67,2.5,0.0,6.2,2.0,19.75,8.33,7.0,5.0,21.15,13.0,4.800000000000001,30.400000000000006,20.2,12.5,3.6000000000000005,30.1,2.75,2.5,0.9000000000000001,5.0,9.15,5.5,1.8000000000000003,11.300000000000004,5.135,4.375,1.8000000000000003,8.033000000000001
rzsm>0.7_pr>80,ssp245,2056,22,0,8,3,3,7,15,1,6,5,13,10,11,12,12,7,30,12,15,21,22,0,8,3,3,7,14,0,6,5,9,8,11,12,11,6,29,12,15,21,3,0,2,1,1,1,4,0,1,2,3,3,2,2,3,1,6,2,4,4,14,0,5,3,3,7,7,0,6,3,4,4,7,6,5,6,12,8,5,8,7.33,0.0,4.0,3.0,3.0,7.0,3.5,0.0,6.0,2.5,3.0,2.67,5.5,6.0,3.67,6.0,4.83,6.0,3.75,5.25,10.65,10.5,2.8000000000000003,21.1,10.1,8.5,2.7,21.1,2.25,2.0,0.9000000000000001,4.0,5.65,5.5,2.7,8.400000000000006,4.15,3.875,2.2500000000000004,6.100000000000001
rzsm>0.7_pr>80,ssp245,2057,41,10,22,27,3,16,10,5,1,4,16,18,11,20,17,7,120,13,27,9,39,10,22,24,2,15,9,5,0,4,16,16,10,20,16,7,120,11,27,9,8,2,5,4,1,3,4,1,0,1,4,3,2,4,3,1,4,3,3,3,10,8,7,14,2,6,3,5,0,4,6,7,6,6,7,7,77,5,12,4,4.88,5.0,4.4,6.0,2.0,5.0,2.25,5.0,0.0,4.0,4.0,5.33,5.0,5.0,5.33,7.0,30.0,3.67,9.0,3.0,19.85,14.5,3.9000000000000004,28.40000000000002,19.1,13.0,3.8000000000000003,28.200000000000017,2.95,3.0,1.0,4.100000000000001,9.8,6.0,2.9000000000000004,12.200000000000003,5.793,5.0,2.225,7.200000000000003
rzsm>0.7_pr>80,ssp245,2058,0,13,10,6,5,7,3,12,16,0,9,4,10,15,8,22,36,7,0,23,0,13,10,6,5,6,3,12,16,0,8,4,10,14,6,21,36,7,0,22,0,3,2,1,2,1,1,2,3,0,4,1,2,4,2,5,6,2,0,3,0,6,8,6,3,6,3,7,8,0,2,4,5,5,3,6,11,5,0,9,0.0,4.33,5.0,6.0,2.5,6.0,3.0,6.0,5.33,0.0,2.0,4.0,5.0,3.5,3.0,4.2,6.0,3.5,0.0,7.33,10.3,8.5,0.0,22.1,9.95,7.5,0.0,21.1,2.2,2.0,0.0,4.100000000000001,4.85,5.0,0.0,8.100000000000001,3.8345,4.1,0.0,6.0
rzsm>0.7_pr>80,ssp245,2059,25,1,9,8,5,13,20,25,7,6,0,23,5,17,32,9,29,14,17,20,23,0,6,7,4,12,20,24,6,6,0,23,5,15,32,7,28,14,16,19,4,0,1,2,1,3,4,6,1,1,0,5,1,2,4,1,5,3,2,3,16,0,6,5,4,5,8,6,6,6,0,6,5,8,9,7,9,8,10,10,5.75,0.0,6.0,3.5,4.0,4.0,5.0,4.0,6.0,6.0,0.0,4.6,5.0,7.5,8.0,7.0,5.6,4.67,8.0,6.33,14.25,13.5,4.6000000000000005,25.400000000000006,13.35,13.0,3.6000000000000005,24.400000000000006,2.45,2.0,0.9000000000000001,5.0,6.7,6.0,3.6000000000000005,10.0,5.047499999999999,5.3,3.1500000000000004,7.550000000000001
rzsm>0.7_pr>80,ssp245,2060,7,4,6,9,1,7,19,3,14,21,11,16,20,31,6,16,29,15,8,15,7,3,5,9,0,7,19,3,14,21,11,11,19,31,5,16,27,15,8,14,1,1,1,2,0,2,4,1,3,3,3,3,4,4,2,4,1,3,1,3,7,3,5,5,0,4,6,3,6,7,7,6,7,17,3,5,27,6,8,7,7.0,3.0,5.0,4.5,0.0,3.5,4.75,3.0,4.67,7.0,3.67,3.67,4.75,7.75,2.5,4.0,27.0,5.0,8.0,4.67,12.9,12.5,3.9000000000000004,21.80000000000001,12.25,11.0,3.0,21.60000000000001,2.3,2.5,1.0,4.0,6.95,6.0,3.0,8.900000000000013,5.6715,4.67,2.95,7.775
rzsm>0.7_pr>80,ssp245,2061,31,30,12,8,5,26,14,9,0,3,16,1,9,11,13,0,103,4,41,27,31,30,12,8,5,26,14,9,0,3,15,0,8,11,11,0,103,3,41,25,7,6,3,2,1,5,2,3,0,1,2,0,2,2,3,0,9,1,5,4,7,12,6,5,5,8,9,4,0,3,8,0,5,6,6,0,39,3,16,8,4.43,5.0,4.0,4.0,5.0,5.2,7.0,3.0,0.0,3.0,7.5,0.0,4.0,5.5,3.67,0.0,11.44,3.0,8.2,6.25,18.15,11.5,0.9000000000000001,32.000000000000014,17.75,11.0,0.0,32.000000000000014,2.9,2.0,0.0,6.100000000000001,7.5,6.0,0.0,12.400000000000006,4.5095,4.215,0.0,7.570000000000001
rzsm>0.7_pr>80,ssp245,2062,12,13,11,1,8,5,17,6,22,0,10,20,24,20,15,15,89,16,16,40,12,12,11,0,7,5,15,6,22,0,9,19,24,19,13,15,89,16,16,38,4,2,2,0,2,1,3,2,4,0,2,4,5,5,4,3,6,3,3,5,3,7,8,0,4,5,6,4,10,0,7,7,7,6,4,6,40,6,9,13,3.0,6.0,5.5,0.0,3.5,5.0,5.0,3.0,5.5,0.0,4.5,4.75,4.8,3.8,3.25,5.0,14.83,5.33,5.33,7.6,18.0,15.0,4.6000000000000005,25.600000000000023,17.4,14.0,4.500000000000001,25.40000000000002,3.0,3.0,0.9000000000000001,5.0,7.6,6.0,2.7,10.300000000000004,4.7844999999999995,4.9,2.7,6.160000000000002
rzsm>0.7_pr>80,ssp245,2063,19,28,25,6,0,13,18,20,9,0,20,30,33,11,32,14,105,11,20,19,18,28,25,6,0,13,17,20,9,0,20,28,33,11,32,13,105,11,19,17,4,3,4,1,0,2,3,3,2,0,4,6,6,2,4,4,4,3,3,4,8,11,7,6,0,11,11,11,6,0,7,6,8,7,12,4,90,5,10,6,4.5,9.33,6.25,6.0,0.0,6.5,5.67,6.67,4.5,0.0,5.0,4.67,5.5,5.5,8.0,3.25,26.25,3.67,6.33,4.25,21.65,19.0,5.4,32.1,21.25,17.5,5.4,32.1,3.1,3.0,0.9000000000000001,4.200000000000003,11.3,7.0,3.6000000000000005,11.100000000000001,6.0920000000000005,5.5,2.9250000000000003,8.133000000000003
