Years,ACCESS-CM2,ACCESS-ESM1-5,BCC-CSM2-MR,CESM2,CMCC-ESM2,CNRM-CM6-1,CNRM-ESM2-1,EC-Earth3,FGOALS-g3,GFDL-ESM4,GISS-E2-1-G,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,MIROC6,MIROC-ES2L,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM,NorESM2-MM,MME-mean,MME-median,MME-pct25,MME-pct75,MME-pct05,MME-pct95
2074.0,-0.606201171875,-0.105865478515625,-1.360687255859375,NaN,-0.819000244140625,-0.550140380859375,-5.935577392578125,-1.33538818359375,-8.50787353515625,-3.27703857421875,-8.550048828125,-2.93646240234375,-3.38482666015625,-3.264495849609375,-1.088348388671875,-9.200653076171875,-10.060455322265625,-3.780914306640625,-0.441162109375,-4.996978759765625,-2.414825439453125,-2.373565673828125,-3.5709766206287203,-2.93646240234375,-4.996978759765625,-1.088348388671875,-9.200653076171875,-0.441162109375
2075.0,-1.2427978515625,0.78631591796875,-0.885894775390625,NaN,0.629180908203125,-3.29443359375,-0.716217041015625,-0.776123046875,-3.4569091796875,-0.82904052734375,-0.033721923828125,-2.963958740234375,-9.80279541015625,-8.3284912109375,-1.41400146484375,-3.24615478515625,-1.533966064453125,-5.001678466796875,-3.784637451171875,-3.841949462890625,-9.00262451171875,-1.21868896484375,-2.8551708403087797,-1.533966064453125,-3.784637451171875,-0.82904052734375,-9.00262451171875,0.629180908203125
2076.0,-4.154022216796875,-5.224822998046875,0.0474853515625,NaN,-1.2493896484375,-1.6158447265625,-1.204376220703125,-1.13134765625,-4.05731201171875,-8.5997314453125,-3.708404541015625,-4.6124267578125,-3.501373291015625,-0.98980712890625,0.041656494140625,-8.968658447265625,-2.63470458984375,-3.41326904296875,-3.709136962890625,-3.0465087890625,-2.79388427734375,-2.15191650390625,-3.1751331147693453,-3.0465087890625,-4.05731201171875,-1.2493896484375,-8.5997314453125,0.041656494140625
2077.0,-1.55633544921875,-0.0814208984375,-2.307342529296875,NaN,-1.00531005859375,-1.8701171875,-3.147003173828125,-3.070556640625,-8.3927001953125,-2.05572509765625,0.85186767578125,-2.530059814453125,-3.168701171875,-0.41229248046875,0.730804443359375,-3.054962158203125,-3.5484619140625,-6.39288330078125,-6.365478515625,-5.06390380859375,-3.591888427734375,-2.919586181640625,-2.8072408040364585,-2.919586181640625,-3.5484619140625,-1.55633544921875,-6.39288330078125,0.730804443359375
2078.0,-0.387908935546875,-4.912353515625,0.416046142578125,NaN,-0.911956787109375,0.580108642578125,-4.89910888671875,-2.51727294921875,-2.64178466796875,-10.269012451171875,-1.945159912109375,-4.08447265625,-3.80218505859375,-3.41534423828125,-0.604583740234375,-1.421600341796875,-2.669586181640625,-4.92193603515625,-7.622772216796875,-4.234649658203125,-2.0648193359375,0.09942626953125,-2.963377453031994,-2.64178466796875,-4.234649658203125,-0.911956787109375,-7.622772216796875,0.416046142578125
2079.0,-3.0211181640625,-2.921142578125,-9.93304443359375,NaN,-0.413055419921875,-5.05908203125,-4.9825439453125,-5.029052734375,-13.394805908203125,-2.521575927734375,-2.1279296875,-1.2430419921875,-3.817352294921875,-6.57025146484375,-3.526031494140625,-5.11114501953125,-4.019561767578125,-7.806884765625,-2.06146240234375,-2.8663330078125,-4.78558349609375,-2.132171630859375,-4.444912865048363,-3.817352294921875,-5.05908203125,-2.521575927734375,-9.93304443359375,-1.2430419921875
2080.0,-3.703826904296875,-0.060455322265625,-3.7901611328125,NaN,0.575469970703125,-0.9195556640625,-2.59503173828125,-1.59197998046875,-3.38897705078125,-3.88079833984375,-0.780517578125,-0.179168701171875,-2.159912109375,-3.93194580078125,-0.551849365234375,-6.143646240234375,-2.66400146484375,-3.40887451171875,-7.806976318359375,-3.3448486328125,-4.8209228515625,0.124664306640625,-2.6201578776041665,-2.66400146484375,-3.7901611328125,-0.780517578125,-6.143646240234375,0.124664306640625
2081.0,-3.42279052734375,-0.290374755859375,-1.006622314453125,NaN,-6.15093994140625,0.28973388671875,-0.456298828125,-5.05462646484375,-9.35858154296875,-3.285614013671875,-6.408355712890625,-1.98089599609375,-5.358489990234375,-4.22796630859375,-6.822265625,-4.090179443359375,-5.853424072265625,-6.03350830078125,-2.320037841796875,-5.5899658203125,-1.080657958984375,-1.259002685546875,-3.7981363932291665,-4.090179443359375,-5.853424072265625,-1.259002685546875,-6.822265625,-0.290374755859375
2082.0,-1.986419677734375,-1.73602294921875,-0.41778564453125,NaN,-5.789520263671875,-7.41656494140625,-4.480224609375,-0.019805908203125,-2.314697265625,-2.5703125,-1.652374267578125,1.6009521484375,-6.527679443359375,-6.496490478515625,1.29888916015625,-2.93878173828125,-3.1845703125,-1.221771240234375,-6.5396728515625,-14.826416015625,-2.280670166015625,-3.645111083984375,-3.483097621372768,-2.5703125,-5.789520263671875,-1.652374267578125,-7.41656494140625,1.29888916015625
2083.0,-0.146514892578125,-0.927154541015625,-3.258026123046875,NaN,-1.849151611328125,-1.416168212890625,-0.111907958984375,-1.6588134765625,-0.984375,-4.048004150390625,-2.18145751953125,-4.851226806640625,-6.224212646484375,-2.423309326171875,-3.65179443359375,-3.119140625,1.832794189453125,-3.770294189453125,-3.626373291015625,-4.665679931640625,-3.200714111328125,-9.675140380859375,-2.8550792875744047,-3.119140625,-3.770294189453125,-1.416168212890625,-6.224212646484375,-0.111907958984375
2084.0,-0.557159423828125,0.403533935546875,-3.80023193359375,NaN,-1.34991455078125,-2.440460205078125,-1.973419189453125,-0.3251953125,-6.878021240234375,-4.95269775390625,-1.982818603515625,-4.40216064453125,-2.865142822265625,-1.110504150390625,-6.834808349609375,-5.1373291015625,-0.637176513671875,-0.7076416015625,-5.181488037109375,-7.7391357421875,-5.163970947265625,-2.834442138671875,-3.1652468726748513,-2.834442138671875,-5.1373291015625,-1.110504150390625,-6.878021240234375,-0.3251953125
