mean,decades,95th_perc,5th_perc,median,change_frombaseline
1251.641484,2020s,1335.997336,1195.311149,1243.11363,36.20502796
1263.477562,2030s,1340.552025,1185.535974,1261.857916,48.04110536
1273.464933,2040s,1339.744118,1203.276646,1273.291636,58.02847688
1273.180133,2050s,1340.545136,1186.070584,1270.245395,57.7436767
1274.667604,2060s,1332.279192,1172.646555,1276.234249,59.23114814
1280.600297,2070s,1354.939417,1206.283207,1280.942884,65.16384031
1288.05251,2080s,1372.003674,1229.439972,1281.7407,72.61605357
1301.754463,2090s,1378.903306,1247.042824,1288.347347,86.31800669
1307.069179,2100s,1412.146491,1247.440067,1299.611061,91.63272284
