,INM-CM4-8,INM-CM5-0,NorESM2-MM,NorESM2-LM,MIROC6,GFDL-ESM4,MIROC-ES2L,GISS-E2-1-G,FGOALS-g3,MPI-ESM1-2-HR,BCC-CSM2-MR,MPI-ESM1-2-LR,MRI-ESM2-0,CMCC-ESM2,ACCESS-ESM1-5,EC-Earth3,ACCESS-CM2,IPSL-CM6A-LR,CNRM-ESM2-1,CNRM-CM6-1,KACE-1-0-G,CESM2
2015-12-31,3.26037043123506e-05,4.272159276297316e-05,3.585419472074136e-05,3.603721415856853e-05,4.23534e-05,4.099915531696752e-05,4.143521e-05,4.138136137044057e-05,3.90550158044789e-05,4.0887036e-05,3.551868940121494e-05,3.5822883e-05,3.3871554e-05,4.0898397855926305e-05,3.4447847e-05,4.5020573e-05,3.158375e-05,3.287297e-05,3.9969033e-05,5.319381e-05,3.419403853830251e-05,3.4296444937353954e-05
2016-12-31,3.536942274700176e-05,3.0594854208930605e-05,4.232808319831612e-05,3.3354205181253165e-05,4.1682466e-05,3.89451162470937e-05,3.8929593e-05,4.296465539764326e-05,3.866649730655477e-05,4.220461e-05,4.4021853037120566e-05,3.831169e-05,4.2046326e-05,4.994060384535598e-05,2.9036943e-05,4.4725228e-05,4.0977844e-05,4.0308187e-05,4.2412372e-05,3.882574e-05,3.566507468057427e-05,4.0366502837646304e-05
2017-12-31,3.5024466342292726e-05,4.4605018047150224e-05,3.4908422094304115e-05,3.184521847288124e-05,5.3803626e-05,3.873942841892131e-05,4.0830902e-05,4.231059574522078e-05,4.492778316489421e-05,3.4394077e-05,3.900989395333454e-05,3.59428e-05,4.2810927e-05,4.433833237271756e-05,4.4495046e-05,3.5622645e-05,3.7165923e-05,3.165605e-05,4.687801e-05,4.9007725e-05,3.417802643267838e-05,4.7847090172581375e-05
2018-12-31,3.354094224050641e-05,4.1008101106854156e-05,3.997308522230014e-05,4.266122050466947e-05,4.3548105e-05,4.792451727553271e-05,3.8711758e-05,3.88782391382847e-05,3.793860742007382e-05,3.955244e-05,3.8286405469989404e-05,3.7456994e-05,3.788405e-05,3.8350724935298786e-05,4.0906736e-05,4.281302e-05,4.3072665e-05,3.5078712e-05,3.4974713e-05,3.7317877e-05,3.5773586187769065e-05,5.0833765271818265e-05
2019-12-31,2.9556858862633817e-05,4.452392386156134e-05,4.2771720472956076e-05,4.716125476988964e-05,3.5157846e-05,4.189191895420663e-05,4.4524048e-05,4.639287362806499e-05,4.3918873416259885e-05,4.0803076e-05,3.234769974369556e-05,4.2414376e-05,3.466778e-05,5.070407860330306e-05,3.45883e-05,3.4413868e-05,5.3394277e-05,4.0529263e-05,4.398234e-05,3.3960845e-05,3.730997154071523e-05,3.356129309395328e-05
2020-12-31,3.822398684497067e-05,4.299876696307983e-05,4.225196651870358e-05,4.323037136898431e-05,4.225484e-05,3.910588343608229e-05,3.6199643e-05,4.733834815900285e-05,3.338073428354422e-05,3.7574086e-05,4.039101758919047e-05,3.9401664e-05,3.6709098e-05,4.0015643051732355e-05,3.9146267e-05,3.291389e-05,4.5657776e-05,4.5622353e-05,3.6110498e-05,3.6016074e-05,3.949913266968298e-05,3.483873694840448e-05
2021-12-31,3.417327025090344e-05,4.036519749206491e-05,3.481913518044166e-05,3.588277832022868e-05,3.283332e-05,3.240724981878884e-05,3.9208524e-05,4.150344102527015e-05,3.236640623072162e-05,3.7268106e-05,3.4930024412460625e-05,3.696683e-05,3.381871e-05,3.7849677028134465e-05,3.447984e-05,3.296712e-05,3.3959142e-05,3.5693472e-05,4.5661975e-05,3.917873e-05,3.9786733057395034e-05,3.9433580241166055e-05
2022-12-31,3.502224353724159e-05,4.152443216298707e-05,3.6928602639818564e-05,4.2914423829643056e-05,4.4443572e-05,3.906723213731311e-05,4.3282438e-05,4.416187584865838e-05,3.5237069823779166e-05,4.4592907e-05,4.3058691517217085e-05,3.835806e-05,3.7528294e-05,4.114657349418849e-05,4.4131746e-05,4.185188e-05,3.2638178e-05,4.484947e-05,4.00588e-05,3.356017e-05,3.427747111555656e-05,5.014219641452655e-05
2023-12-31,4.1245821194024757e-05,3.8431244320236146e-05,3.968800956499763e-05,3.557302989065647e-05,4.2157124e-05,3.521070902934298e-05,5.274997e-05,4.918541162624024e-05,3.631766594480723e-05,3.803198e-05,4.1522485844325274e-05,3.945862e-05,4.2411102e-05,3.657130946521647e-05,4.5068635e-05,4.28242e-05,3.8480146e-05,3.704967e-05,4.510433e-05,2.9637378e-05,3.756742702669813e-05,4.908901246380992e-05
2024-12-31,3.3480792306318614e-05,4.529975467427233e-05,3.958577456255273e-05,3.6158089240128364e-05,3.5516237e-05,4.3923485106186625e-05,4.026921e-05,5.042328909944025e-05,3.775260039641009e-05,4.4967903e-05,3.406839847916568e-05,4.1321324e-05,3.60174e-05,3.3849946001301444e-05,4.2182386e-05,4.062029e-05,3.57852e-05,4.2504176e-05,4.096803e-05,3.0426329e-05,3.841550546167759e-05,5.357916484147721e-05
