mean,decades,95th_perc,5th_perc,median,change_frombaseline
1245.422653,2020s,1300.83335,1183.875292,1245.841776,30.30555788
1250.291446,2030s,1328.494194,1175.178632,1247.816298,35.17435038
1265.279434,2040s,1329.157027,1193.872511,1267.926896,50.16233906
1271.104066,2050s,1340.462195,1195.001121,1274.639051,55.98697093
1292.032761,2060s,1365.904539,1207.947238,1298.104889,76.91566584
1310.916989,2070s,1403.05712,1233.496146,1312.266567,95.79989364
1329.106195,2080s,1412.854393,1228.173189,1329.817904,113.9890996
1340.519079,2090s,1415.762702,1254.323043,1337.850791,125.4019835
1342.540689,2100s,1437.073079,1248.761706,1343.838389,127.4235942
