mean,decades,95th_perc,5th_perc,median,change_frombaseline
17.3163107,2020s,18.10185952,16.67430352,17.30268217,1.286338751
17.81832673,2030s,18.78130515,17.17443888,17.76975983,1.788354784
18.21393304,2040s,19.21054492,17.58825299,18.078328,2.183961089
18.59545334,2050s,19.8322317,17.90829597,18.46059593,2.565481392
19.01601399,2060s,20.35236402,18.14163437,18.96836175,2.986042041
19.4852604,2070s,20.76873346,18.51485925,19.41170302,3.455288451
19.99725484,2080s,21.25894314,18.93828077,19.90184827,3.967282892
20.46423439,2090s,21.52402368,19.50501198,20.38491053,4.434262444
20.69497941,2100s,21.78200944,19.83703639,20.66292107,4.665007457
