mean,decades,95th_perc,5th_perc,median,change_frombaseline
17.40662983,2020s,18.0600046,16.69971324,17.4500566,1.351986422
17.80551869,2030s,18.55344188,17.18810763,17.76847924,1.750875277
17.9927758,2040s,18.83761152,17.28728473,17.99953883,1.938132391
18.10059956,2050s,18.96253558,17.32692257,18.14346317,2.04595615
18.17438764,2060s,19.23788823,17.31123705,18.228799,2.11974423
18.19754168,2070s,19.32562375,17.27323812,18.134725,2.142898268
18.15896276,2080s,19.39371788,17.23369592,18.04456533,2.104319353
18.4554272,2090s,19.49740465,17.70881459,18.34374242,2.400783791
18.60656142,2100s,19.64978627,17.84804192,18.5854115,2.551918012
